UniqueIdentifier,Date,Amount
bri-eeb75d38dcfd3b0a4a677e980a2cb671,2024-12-19,8200
bri-dde6737fbd7ccc5e80d3f5eae24ff22c,2024-12-19,72500
bri-ed4d8b130708c3fb86a0b3cda62f9689,2024-12-20,57400
bri-8058c2c18920f4bd331772a866c9547a,2024-12-20,83200
bri-e17060b76383c542b4be7058838fc490,2024-12-19,51100
bri-9b7ddaedaa56cb594c5bbb6313857198,2024-12-20,71700
bri-9ca23008ab0f5ff4c18ed07041bbe3cc,2024-12-19,91200
bri-54481bdfdef5a3963fa6696cc121922e,2024-12-20,81400
bri-8db98c1319d66d46d2be9e4672d93ce8,2024-12-20,22500
bri-d41ff0d7d11cc6b9d4cfb35527029f95,2024-12-20,91600
bri-8b3418cbf13d070f83c71c1270723453,2024-12-20,48600
bri-59fb75945400ff9dda65a8ea03736dcc,2024-12-19,36100
bri-cd40675b6d08b770334fa86562e560ef,2024-12-20,92600
bri-7a26bdc044d9cc851f3addd5520006d2,2024-12-19,-82400
bri-7b41521bb66657e6794331aec4d8b7d2,2024-12-20,92000
bri-05e3a4a2fe022b50b29333848e7c4b4b,2024-12-20,19100
bri-316a7c56c2a826798dd979c53182e424,2024-12-19,69300
bri-3cb0862761ef66618f1734a2255191d1,2024-12-20,24100
bri-6ce94e97bf350f0d3e5818e31dfb0342,2024-12-19,-24100
bri-a61b50403f8ae9b842c01df260ded64e,2024-12-20,80400
bri-97f6db4e1cd7928aab52baa5726e022a,2024-12-19,66500
bri-2c3ff0e2edc7c06c99204aeb8237b1e4,2024-12-20,98300
bri-0a276394ac88ac57e9602e70ce5e5a89,2024-12-19,1700
bri-f33c08853f8c4e58e8e50ccdf20f5328,2024-12-19,52900
bri-9bd52613e1679ce524f7e320f53c836d,2024-12-19,37900
bri-5a114228020afb3fcc33d39d75cef82a,2024-12-19,-3800
bri-6eac8ee112dd56676a105e93fc78f0a7,2024-12-20,61300
bri-c52c7a6a90e263884894c1dbb82eab4c,2024-12-20,41500
bri-ad113924c7a1ddc08633574189752cd4,2024-12-19,37200
bri-a6352135e9001c77641e1b910049f94b,2024-12-19,-82200
bri-79bb878b4e8f83b167258b5dff88cca3,2024-12-20,48100
bri-371e5e986143947cc286e62bbb4047b3,2024-12-19,1300
bri-24ee9c89d2bc18d511dda3d170708396,2024-12-19,-32200
bri-9719ea7f8511fade8b0feaedbfd571e0,2024-12-20,52800
bri-660d9c92c29eb21a55661d522385ce62,2024-12-19,37900
bri-e7feb8780446066685d6ae7fa785000c,2024-12-19,69100
bri-08e9ce2a55b2bad9b644609e64effc2b,2024-12-19,78000
bri-fb9ddfd954cf30ca01faa1a5801379d8,2024-12-20,82500
bri-496ca0a59ce5029a317d1e50e1aca93d,2024-12-20,78300
bri-373bc512f41a7fb094a3b9dd3ef32cca,2024-12-20,86400
bri-bf60f36cc5f98b3d15d246b8b88cb1be,2024-12-20,42800
bri-89ae7684b961f4e5b9524bd6749d5dda,2024-12-20,-40400
bri-8fc7282e47d841257e092d2714263fc0,2024-12-20,-69700
bri-4fbd5beb1835b40874394629462e3cae,2024-12-19,11400
bri-dfd53305d16e5f59bb9df9e7073d3ed5,2024-12-20,67800
bri-953b8b43af1b6b930b526c0d42240264,2024-12-19,85400
bri-3d01463f00d27d66f0dd17c23b494a7c,2024-12-19,-90600
bri-a22daa690cead02d1e28971ba0acfe38,2024-12-19,99100
bri-6eb1afb7ccc0f072f73addb58d067095,2024-12-19,3000
bri-4450c6efa2812c6616d317ef2ddce397,2024-12-19,57700
bri-3321d7604ce07e5115f6efc10f3b4ad7,2024-12-19,80000
bri-b2093c997651df525ba2a19fed44918e,2024-12-19,92700
bri-ff17ba40b6ee2fb1ddaf1bc5e4740600,2024-12-19,92500
bri-dee345471004ba9d999cd599d6cc41b0,2024-12-20,-98700
bri-6654c2dfacf95e523d7510f8e28551bd,2024-12-19,45000
bri-56ab537c3b6994ca83a6ae0e7d7a92d0,2024-12-19,86500
bri-325be9a3f22d4737e1fe0424c4c3d17c,2024-12-19,88600
bri-37a89754b383c82d0469651fe2cc18cd,2024-12-19,35000
bri-07d314573f103574d7748e66a71586b4,2024-12-19,-56200
bri-b916bb182cdb020eb71fe293cd414a21,2024-12-19,36600
bri-fb202498354df6394bd804653cdd318b,2024-12-19,-27600
bri-2bcaa344e482b8d46fcc7c664121f4ad,2024-12-19,-35800
bri-32a9a66181e571f27dfba64a9836e0d1,2024-12-19,21900
bri-f73685cb036e48b1d3c808053d66df8d,2024-12-20,48900
bri-f855b0b9b9ce9d36a1fd49436ff60f31,2024-12-20,-68500
bri-232ffa99406e020b9d69b5a7aee8193b,2024-12-20,-62200
bri-55514aeedf800d339dd0b80c87466c81,2024-12-19,-34000
bri-800043848daec240f1eb2fe196613073,2024-12-19,84300
bri-7dccda0bab82535d1bb67e3924f61650,2024-12-20,-81400
bri-526aba4a47f315a6a5087a1ed323d9a5,2024-12-20,-9600
bri-5609863ae43c12ea734717155c3d4382,2024-12-19,3000
bri-97dc583391e69c3bebcd644ae085d255,2024-12-19,84600
bri-632afe5fa44ce3d8298453e727c59d4d,2024-12-20,41500
bri-40849f0b3436bc4683c094d473c43db5,2024-12-20,80100
bri-e9abece867b2772c34d466a02c1be12f,2024-12-19,78800
bri-3bb861fae09256960957a57eb347021f,2024-12-20,54900
bri-c9e38299dd994d00e85f67c953925b81,2024-12-20,32200
bri-293bbe49023443118657bf4eeb095d9f,2024-12-19,-84100
bri-9f2f855ec7b94eda98aed6c70fef6dc2,2024-12-20,-83700
bri-fdd638b0a109a52f5a8ec31073b51019,2024-12-19,19500
bri-6945f694e3c827f619ee735c2ead8d73,2024-12-19,-21500
bri-ca209d8595666d9a29cd7fa9f60c6a31,2024-12-20,2200
bri-c5ef076b4359b651195f829bc4a71ad3,2024-12-19,24600
bri-d53abb21dcaf7a16e507435ad10d3053,2024-12-19,-64200
bri-c05cccffbd47b6cd86f51aadf2ab98c7,2024-12-19,54100
bri-3b1a3a96a79960f9332b6e9bd8beebf1,2024-12-19,-20900
bri-98147475a22a3fab70c0b6777549139a,2024-12-19,25500
bri-b06a8a86b595d1fb690a14f492e5c6a1,2024-12-19,65800
bri-11cc3af4eb06dbc143cb5f66b35dd2d0,2024-12-19,-91300
bri-f69aaf25b5cdab3f8ea644cc9fe11f08,2024-12-19,5900
bri-c89f839375c21c78d37333c0c24ead83,2024-12-19,13300
bri-871bace6ed93388fe98670a37343c324,2024-12-20,-6700
bri-bfbc8ab983a3badc354d1748cf39de63,2024-12-20,33300
bri-195fb866950be231b4b589ede7f81fa3,2024-12-20,79600
bri-226fc8f01adbf0233a0d6ada00815fa7,2024-12-19,49900
bri-e9a9355f9b05c6a971a4249d2fbd3ab0,2024-12-19,2900
bri-a198c47cbcbf5effc931f501d84a51cf,2024-12-20,-36500
bri-758d6a15c471ab2e8387223383f56766,2024-12-20,-33900
bri-04de1fc0b4cc2d69fa29bf9474383ab9,2024-12-20,96500
bri-a01ddba771406857285bb67ab22374ba,2024-12-20,21400
bri-c66b14ccee8c31ba268a6d96633947fa,2024-12-19,81200
bri-f0e6f90291a3e93b2df8f7e5a4f1009e,2024-12-20,30400
bri-b7c769d39da72c5ef6f4e5532859aa93,2024-12-19,13300
bri-9d5e0e44897b92e7bf43058c9e2b43f2,2024-12-19,-83700
bri-5cf7a28e0e17f017639f712128c5a218,2024-12-20,81100
bri-a6edeabb7319f633361e524d4990cbed,2024-12-19,66600
bri-7694e5d129c7bcb4dfcfe31850c4f3de,2024-12-20,61800
bri-ba23c91076f049d74d3c73142d1a82a5,2024-12-19,55200
bri-298bded0a3f165d9d81f94f1801e4379,2024-12-20,29600
bri-c059ff87c09225dd0909bcc2f39c8a79,2024-12-20,67600
bri-dac0d939a0ee6371b9260efe723da6ba,2024-12-20,74300
bri-58a6c6f3c70eaa62f6f6f960407ddc14,2024-12-20,15000
bri-0e959b433f17b266458a9f2e34502e2b,2024-12-19,-75000
bri-9f9869021c90252901646b9a3182ffaa,2024-12-19,-41900
bri-92b646d3313d2ad4218460a065ea4d11,2024-12-20,7600
bri-be249e458d9110606e9e1476d0e8a7cb,2024-12-20,22200
bri-a6b5bcb92fb33d232d0f60166c1c9a6a,2024-12-20,49000
bri-d8a4bbba084bcef769ee23789a8bb1d8,2024-12-20,-36600
bri-543c9f841c7fd24dfd99a3f61ad73e6b,2024-12-19,19200
bri-c0264ed0c77a60283cca1de87dbe49dd,2024-12-19,79800
bri-a53a08e0153400556ddf3936123d0fd4,2024-12-19,-76300
bri-51c2516b6ea91041b6e84454b927be56,2024-12-19,21200
bri-50ac4ec7db3a4f5a6f0946a21f5846cf,2024-12-19,58900
bri-b19a2fbcea795edf7c830e5b3a723766,2024-12-19,6000
bri-b04bf1d14aa37f5f4ba8846094f2c724,2024-12-19,10600
bri-0cb828faa8d9b7cfeeeb6574ac2f1dfa,2024-12-19,60400
bri-5acda5771e848fbcce0974d8643f2b6e,2024-12-19,50700
bri-dcf874f818ffa4ace750e23d25e242e8,2024-12-20,-66600
bri-87219869c4726e0ee8532eb634a74d5d,2024-12-20,61300
bri-79f0ad4ef20559c589d6e3c457bd156c,2024-12-20,37300
bri-ca3dcf9e1aca527cd296b272584e3c5a,2024-12-19,66600
bri-8ce2198d984290a49af2c8832e2a8d33,2024-12-20,31900
bri-6260064260337f6c0c612f38e478b302,2024-12-20,29900
bri-9cb95aa11a7ebcfc088b1b3cb5eaca66,2024-12-20,63800
bri-df605c189b9e10bb90619fe2716cc634,2024-12-20,-42000
bri-2f700ba5f4ceb95ae3d4e6ac0753a642,2024-12-20,41500
bri-a33b98d3156863d40513542b0f26cc90,2024-12-19,98200
bri-002b206f779fd4bcd68af804e7ef2198,2024-12-20,-25600
bri-8cbdc310e65b9aff3f180338ca5c85e1,2024-12-19,-4000
bri-33646883f148f611d42ed9c514a94493,2024-12-20,-73100
bri-b900a72fe56e7ab2f188129f17958982,2024-12-20,18300
bri-af6cda0b7017c35bee60a64dab7527ee,2024-12-20,34300
bri-d40acaeca62c5d7e1748b2001812e259,2024-12-20,78700
bri-2767acd087ee920cd9efd05a54b7b65f,2024-12-19,7400
bri-3f01f485e4eab55ec3d0de36114b9fb3,2024-12-19,23800
bri-3cd91301f0ada7def2b2e4bb4fc2d60c,2024-12-19,24400
bri-284755533b2d924a09b47603b9f566c0,2024-12-19,86900
bri-7749d7a7d3829d539b1850502d25d580,2024-12-19,-4100
bri-d0e7cf82c2190dd8dbcfa9e9d94c7ec4,2024-12-20,99800
bri-149fc5277baa62559059fa6fa5085303,2024-12-19,-62100
bri-5ed59b0ceab6693af83e6848e613174d,2024-12-20,27500
bri-79b546d62bc6ca4887ec8c0b321d938c,2024-12-20,-72800
bri-f07a293c3af4a274a7691242b7777054,2024-12-20,74600
bri-af627255ba73a00b4aa68bab92947e05,2024-12-19,66000
bri-8256781b0617049583734aacfa57d7e4,2024-12-19,-14600
bri-c22ef3e29a03e2403174de3dc76c140e,2024-12-19,-3800
bri-bb5361feba02b1be3c3106965aac176e,2024-12-19,11600
bri-ff00674398993e79dcbccea0b52ba521,2024-12-20,9900
bri-e654d34d104ff3b47e5f2fa08617f5fe,2024-12-20,56400
bri-2aafde4aac7ac40588ba271a23677cd4,2024-12-19,58300
bri-90e31d99a101362a2e1aced71c55541f,2024-12-20,68200
bri-e4e206d28bbab487d2359f09cc606055,2024-12-20,8200
bri-4f5f5c81ef5a3c21eaf384bee144335c,2024-12-19,-73600
bri-e504a3bcaeb74c71aa0fd53e94bc933a,2024-12-19,-5900
bri-e60e358ad310868483c066330dd97d56,2024-12-20,-96400
bri-9b31b9070af4a611491c9896494dd20d,2024-12-19,78900
bri-6a8c37a30c640a3337738a0f611f93df,2024-12-19,55400
bri-36fb2d20ddc783c36d8eae892771767c,2024-12-20,76600
bri-9b25f35053f41ef7f282cbe5cc3340e8,2024-12-19,61800
bri-e1019d307ec5dbcfc4fd0d7b672eebb4,2024-12-20,-28000
bri-9922ec530701516206676492d4bd5c78,2024-12-19,6100
bri-6e969f90604012b8c53c3b1a650c795b,2024-12-20,44400
bri-caf3bd2a3ae3ba6615c195f36110d19a,2024-12-19,68800
bri-2851d943d4fb2780b03e948c1c81c02b,2024-12-19,70600
bri-b6c95dff7d0968c5ceee004c4e213cf6,2024-12-19,-22700
bri-a960a2bb311a9bb6826cf8e9ae89aed9,2024-12-20,44300
bri-767b4a5a8071a39af76e503978f49b53,2024-12-19,53900
bri-12c87d84c297ab5c667ac676e009604d,2024-12-19,49600
bri-a7ae82b3ede1ff17473d26e56817dc9a,2024-12-20,30900
bri-03fae4ddbb4f845ce598f4f98c0d51e5,2024-12-19,14900
bri-3d9d13a9c1155a1e2f5c60a269b9f770,2024-12-19,22800
bri-4538b3330945c9b5a8aa5bbe6ac92f2f,2024-12-20,51300
bri-d8bb421058d8e093357417efcdeb6101,2024-12-19,24100
bri-6fbde9d9058214b7470c133835eac234,2024-12-19,28400
bri-13c7e973e30801bec3d7c5d66f164d4f,2024-12-19,-87200
bri-9f622a6f41ea6f21464beacafdeffb3c,2024-12-20,52800
bri-f382f66b77522e5383f3cde0e8fd8f53,2024-12-20,43300
bri-e4243e4b959e3cc38eb86b7468c798fc,2024-12-20,-53600
bri-83b17d7b85acd6f86b0f5175db186b1a,2024-12-20,90600
