UniqueIdentifier,Date,Amount
bri-1fccda3f52cd43968d0746213c8b7c8d,2025-03-03,-69400
bri-a56209829e78653ce31fdcb8dc394080,2025-03-04,-48500
bri-33e08f97b93db56a2fd81b1673f9872c,2025-03-06,25800
bri-09556121725b985409d6969402d453c3,2025-02-28,-99600
bri-eab884ae70da6762f66c4b4000eb66e3,2025-03-06,-61800
bri-cd907c26616a0b771615a1d0971c524b,2025-02-28,70100
bri-ff8c570f3ae47928de65158bc0474699,2025-03-05,-92700
bri-953b316460f4924f2b95af8f18e84c8c,2025-02-28,-94900
bri-b9390d6147cd5ede12fcf1f2a6b23f8c,2025-02-27,-39500
bri-e6bb62d3e106cf03d1681a50649a25cc,2025-03-06,-95100
bri-960cedd934308c49557fa0b8e779293a,2025-03-01,97400
bri-d8cef41dbff41cfbe02911ea9ce655a3,2025-03-03,1100
bri-becfae007144f20a2c931494bd651f7d,2025-03-01,-83300
bri-084b4ff00dee30260227546defd4b568,2025-02-27,-60000
bri-6c48b0bf90fa0b8be3e7b95b6ba0bbaa,2025-03-06,33100
bri-0663c5e0a9408387da56c5c57568e22a,2025-03-09,37100
bri-8aa9c77c437718909cd67c90db97f981,2025-03-08,70900
bri-59ab7b8a423b44f409c662b93ff7c16b,2025-03-09,-46400
bri-197919ee32c063e17f95ca98e0fa999c,2025-03-08,46800
bri-c7a7509ab2fb5ea503482ac33a798dd9,2025-02-27,33000
bri-c9b98f1828d8a288d56a6694062648aa,2025-03-08,54300
bri-59fd18b3c1c0d79cee079a1245d44474,2025-03-06,-18600
bri-7a78544c9fe1ad3748f0765550de7ede,2025-03-05,61000
bri-eeb51c13338d01fc99c77732db43b71a,2025-03-04,91400
bri-590e786182ff92a7cd80a36a5702fd23,2025-03-09,-74000
bri-b5100ea6ca19428423ad91fb0da0697f,2025-03-09,98800
bri-a8cfe2a31bd055e1489dd00f86686580,2025-03-04,-35100
bri-d62fe23f962e70dabbb6f51b193671eb,2025-02-28,-40800
bri-b37663aa211e332791016280a188ba45,2025-03-03,-52400
bri-ae4c9e71e510fb11a7b50f71624d90c7,2025-03-02,-53600
bri-8dfb93f057c777bd30927eb96ddf9a49,2025-03-03,-39500
bri-4811a58220fb47ff589659d534c3ea4d,2025-03-07,-11600
