UniqueIdentifier,Date,Amount
bri-760df674b32c018deb1568b7295b9841,2024-12-19,7100
bri-aae193283f287f00d83affab14925293,2024-12-19,4500
bri-01e87333b68c3691df6a4ad31fb491e8,2024-12-19,-67700
bri-3c694cbe93baf1656656f0b52bcfb9f6,2024-12-19,73200
bri-65afa7268fb6729be5ede5105b1b0320,2024-12-19,80200
bri-94d68674f9dd43f723ae4bb5d1084e37,2024-12-20,26500
bri-f63cfc4f70fa882f5bc881a7bd3dd195,2024-12-20,46900
bri-695c8ee76ba6c97ee9c7e3b339dcce6f,2024-12-19,37600
bri-4810ce8349a992938d798041f03cfa97,2024-12-20,-82300
bri-3185b4bc528754c4750b594fd757e82e,2024-12-20,-90100
bri-89fdae5c3c42d7dc2414e92143385982,2024-12-20,96500
bri-8e5b0b3cb0de9aa8e4101dd407df3ca0,2024-12-19,-28500
bri-abf2c35362175714f6cd627cd31464ce,2024-12-20,95000
bri-89e2ea26a3d388d2c503c8bebbea375e,2024-12-20,-95300
bri-517b4f61412d04b8f8afbc9c6c3837ab,2024-12-19,40000
bri-06c50078dfd77389a505b1c5fe0f3437,2024-12-19,-88800
bri-31abecaad977de4f27444b83b6dac3f7,2024-12-19,62600
bri-0938b432a6e07ff5c77ee045383c1801,2024-12-19,65700
bri-745ac399648cfae39722072833e8ae16,2024-12-19,27000
bri-790402370a514b9462087c22ea6ed4ec,2024-12-19,94600
bri-f59427e60e7bb9a1d4f2d994a2837540,2024-12-19,83700
bri-136599d70847f12d36cf1f74cc245429,2024-12-19,57900
bri-508f53f43b4e7ff44145dda2d246c3f3,2024-12-20,-53400
bri-bf6fd2b584eb71e275182b670039ae68,2024-12-20,7100
bri-8fe144a47c52ccf4553e2322608176b8,2024-12-19,86000
bri-f4f76d0dbdab256154282b5169f96fb6,2024-12-19,75000
bri-c56873e0cdabedfc77178254c46a7b09,2024-12-20,57600
bri-eaf091039b2881b632aa929615723033,2024-12-19,92700
bri-1729139a98be2e9a0f26f14198a1b4af,2024-12-20,-47600
bri-e3f08cd1ebf0d12a2d6542537462c508,2024-12-20,-87700
bri-3e83e3112e9ef6dbef514c5614dc3415,2024-12-19,-9800
bri-11fbaf226ba0ab9ab15a911c83b7b330,2024-12-19,33800
bri-a561bc307716e74346f34112ba3bb340,2024-12-19,49900
