UniqueIdentifier,Date,Amount
bri-d076f21009a10164c3c5bf7050389786,2024-12-16,25700
bri-809cc94fb8776cc801b9e2cf37bf4b27,2024-12-16,-31800
bri-72ad907a813651bbda2af5d083ec8b44,2024-12-17,29500
bri-ad66f3d880c6d91c580cd1d0de638cba,2024-12-16,1300
bri-0451f0ca7aed520aa01b2f6e7573e8f0,2024-12-17,52000
bri-21a010723e1eba52e3aa2a9f2c6e4a3a,2024-12-17,66800
bri-5b6f151c51b130c661e86e32835c31f2,2024-12-16,44900
bri-86a23d338cbd21c64e8f787fe75103ac,2024-12-16,83100
bri-2ac987830b49771ab22377c87256e357,2024-12-17,31600
bri-e51cd556a5e6704b2b4c7e9a12c53b54,2024-12-16,86600
bri-952d3b24a8ebc7d76c9c7d58708d1df7,2024-12-17,9100
bri-10a42785d3c5836ac96bac99aa07c166,2024-12-16,98500
bri-0133f550a8013f840a844de80eeec4a8,2024-12-17,70800
bri-5fac7204d1c2f5fce16c47cf704e08c9,2024-12-16,7800
bri-9d08f5c3ee96948c1e1a0786849d4b48,2024-12-17,-59200
bri-a0fd0c9522682182fdad78d1d7cccfc6,2024-12-17,-88700
bri-22534ab646c4f3d3bcc864d55507acde,2024-12-17,62800
bri-86f54ff7e68da2b3a4fa1b78035b0c43,2024-12-16,-8200
bri-bc30e6e293ba1c33efab75283cb57f02,2024-12-17,8300
bri-a2a4243fe3f4a5514bd2f5b72ea02f96,2024-12-17,87100
bri-9f7a932904c670b27b2dc88f0cd56327,2024-12-16,94900
bri-2fe3d75299d7ccca4ca98045a59492aa,2024-12-16,12600
bri-66447535c49cd024e3f7fbd44db22ce6,2024-12-17,83400
bri-30ed9774f22ad1b8228986580159bd43,2024-12-17,34600
bri-8cf2ad01db4de11a1bfb1379309a7dd3,2024-12-17,4500
bri-8ef12751c3b851fc8645d1b0ca95fbb9,2024-12-16,-7100
bri-98241fe8caf82dc204889911d76f8080,2024-12-16,17500
bri-712ec31e09bd6d365c9b87c18e02ddf7,2024-12-16,-47800
bri-dcea6e27f8592593af2b0433101226b3,2024-12-16,74100
bri-e0c35a4d7408d456f7419198aa702152,2024-12-16,-47800
bri-93138394bd77c32def6d6fb1b1a67108,2024-12-16,-30300
bri-59c1c0b1af34332f34a0bf3d314f8aee,2024-12-16,46000
bri-063284e9192c252e479890bf7d80ed67,2024-12-17,-9700
bri-26b3505855309fb60d648f2de1845441,2024-12-16,-84200
bri-da9d134fd455c8a49a7f8a793ba94d99,2024-12-17,-12800
bri-bdbc026eaa3fae71b2fc86e9010aa4c7,2024-12-16,40900
bri-234c5a7b229ef32fe1a28e543d866a68,2024-12-17,-33000
bri-360be1a4cd29f63240b66a4b4bb73cd3,2024-12-17,-20500
bri-d54930e5ac264bd987bdbb6f40f0b4a3,2024-12-16,51300
bri-46cbd36c3f3402659c7364b5d797c299,2024-12-17,10800
bri-4903052002a67205bcaeaadfa2154054,2024-12-16,6000
bri-57b7285db8a05f4b2ee7c5f276c0cf60,2024-12-16,33300
bri-5df901d1b3081703835a9d8d73d4c52c,2024-12-17,-97800
bri-4da90692e15ce9c70be2e2f4f8282665,2024-12-17,32800
