UniqueIdentifier,Date,Amount
bri-5d3b7102d46611957b0466db1627504e,2024-09-29,69000
bri-cf3b6e31916b17e6704daf2e6cfbbefb,2024-12-12,-86100
bri-2f2b5708cc1656d806d06f3dd4990d47,2024-11-08,-54700
bri-7e6e97f9072b9d8b580c59184c7cfb7b,2024-11-19,92200
bri-783e27bab028c6ce26b05d8ab383bfd0,2024-10-12,-52500
bri-9bee408c2faf8c7d767aec8f1f982b13,2024-12-10,6500
bri-d3c85c86ddc8466182a61dfaeec2ba01,2024-09-02,-35800
bri-9b5cd47c56e78e8afe8a3ed87ea9d1ba,2024-11-05,53200
bri-af55277a3131d702aee6480910657dd8,2024-11-09,23200
bri-8e8384f3244e8536a00b4512c0f6f798,2024-10-08,7100
bri-5e99cbc273b97fa4732e6cbe94a9d07c,2024-08-28,-62800
bri-978ae97adbefb95e3154065afa6ba88c,2024-09-07,41900
bri-e80aa8b964dee622e07dfa7bfb6bc1ab,2024-09-08,27600
bri-2d8cf99b97777ba8936ea5e8e86bba04,2024-10-24,71000
bri-daafe7b0688fbea81a4c8d191199ae99,2024-09-23,26900
bri-6032ce3486e7786009e045dfccc55936,2024-11-20,30400
bri-940655c69bd16470827c45ffaf11cf5d,2024-08-20,-18200
bri-d7628a2766a691ae8b81dff819a77938,2024-09-05,-97300
bri-12e9b68a488ad32dce0e1f44ecfbbec7,2024-09-02,31300
bri-c7fdbdd784560b8a23f297ad5da9eeec,2024-10-29,70700
bri-d72324ba0b38250a672ea39eb76ab359,2024-11-07,78900
bri-673ac5707abb8f48bec7ee181cf7e92e,2024-09-04,-71100
bri-1002f2927a3b6709856c101f30c69e66,2024-10-13,13500
bri-e0fde126f17d2654b2fd51b99ea2258b,2024-10-03,94700
bri-765b6be3d4d4eacfc345644df56eefc2,2024-08-31,37600
bri-4a26d95fa61ae2560a266d413b2a8a84,2024-09-07,45600
bri-e81274fb61e0e2b5a234e30ed3aeabd3,2024-09-01,39300
bri-1106da92a2125c923fc029c601ea5092,2024-12-01,4900
bri-6d9d6da3d4b99fb0bcbd9591dcf01af3,2024-11-07,55100
bri-8585f4ebf8e784286c438c049d08e06f,2024-09-04,67600
bri-20529e36f9ea8b4baf8eeb69592249d4,2024-08-14,9100
bri-ef367a2b8db10f0fac95f37a0e4accb9,2024-09-23,-96600
bri-411e3b655abf1219abc163acfa335922,2024-08-22,-87000
bri-bfbbb06c85d3112b89dc07eb779c0ed2,2024-10-05,87900
bri-82eb29d8932578186fffb0ac608f5b85,2024-10-04,11300
bri-7e4ba80268afd4b6cca442b3411a61bb,2024-09-21,5200
bri-16a7af61709bba9b0993acf33bc53a3c,2024-10-10,94300
bri-346a5a200b0137c391d5ae26e9167320,2024-11-08,73500
bri-f3289dac4c994e8b5e66fed111deac08,2024-09-18,41500
bri-9b39a219cfd0f03ab19fbab92c3fadc8,2024-08-21,54200
bri-2dd845b43045bdc27e3ce72a479b7c61,2024-12-12,13800
bri-0ebef50a598afc636082dfc8fcc56421,2024-10-07,68100
bri-4fe2072fea753a9237a1f538b0ac10b7,2024-11-11,-57900
bri-5c649b7298846bb20c2290ca4182cdac,2024-10-09,74500
bri-aff0fd82229bfa85367292294e825fa8,2024-11-12,37000
bri-bc742794641646b35460c487be72dc4c,2024-09-13,96500
bri-78002a00bfcfeecd0afc3037d957eb82,2024-11-23,-19900
bri-e81f871d441b4ae68fddd9428de0d45a,2024-11-22,-45700
bri-59e83585b81270057b895a928302e269,2024-08-23,3500
bri-d57790e4c15ab296d3ed70e5f7563d39,2024-09-30,28000
bri-d0dee366da1fbaece0e6f7aeb9e55993,2024-11-29,71700
bri-4c01619e3b45df9bafa6ae64e93876c6,2024-11-01,-54300
bri-77ec41b279e23ecc0f11b778b59c6f64,2024-09-24,-9000
bri-0192adf7ee66826e72669c8359c11683,2024-11-29,36100
bri-ea9dffea8e10dee99e32b04b22580703,2024-12-12,-77200
bri-2da60c2ca1b7931f1a6ec244b5e4a59e,2024-09-26,92200
bri-667e20efe0923f45dce804a0bd63f687,2024-11-01,-22300
bri-494a4e6360f06a9908ad46db080a7a77,2024-08-24,51400
bri-57413f37c3dddbb24cb861e492c04504,2024-12-03,85700
bri-74296ed5a9986ea5d1afebc171eb9fdf,2024-09-09,56300
bri-716515bac6f1b1315559082946b8a880,2024-10-27,64900
bri-72816138f717994506a2be317c4ded8f,2024-10-28,68200
