UniqueIdentifier,Date,Amount
bri-08f877227e336013aa8d02f27500a488,2024-12-20,26800
bri-0186dc77a44083dacb8f9e62e0422030,2024-12-21,58300
bri-9eab16d3259d45085d6ee36f2f746431,2024-12-13,35100
bri-3262a2d2907cefe66d595ce93a1bcf1d,2024-12-18,98600
bri-0cca63bddbf7020ae1d614f7ab1a88c7,2024-12-14,9600
bri-8308be8a057362815b4eaf6b3d314b41,2024-12-13,10800
bri-eb23cf4104fa94407f776e3bd3e80e04,2024-12-11,80900
bri-fb7629fb978586e2bac6a7ebaac6157b,2024-12-13,-20200
bri-22aa2c39d0206a86c2ab414cae8ecbb4,2024-12-15,-16700
bri-3758e9fefc792dabdf91c9d4c15db954,2024-12-11,69600
bri-c4f55e856975566f7179ef626fbe8682,2024-12-16,1600
bri-9cf0a165bdb32b1471bea93ba796da1b,2024-12-15,81500
bri-5da644fd20efadbc4cf9a36dc9d1bf12,2024-12-21,60700
bri-1aaa17c8eaea16704c87c05dd6673c53,2024-12-12,17900
bri-4572e73a4c5f0f702e70b6dfab8adef5,2024-12-19,-2700
bri-e3372036f738997249c92c427d86799a,2024-12-14,-35100
bri-5a876b7426d24252588a8bbcfad73a01,2024-12-16,-94200
bri-214ad7bc848e7e4be95589224debc736,2024-12-16,-31800
bri-141179b96614aaf5285c87c9922dbb42,2024-12-13,75800
bri-58dd772c4337c88c7971c2efe7648990,2024-12-11,-31900
bri-4dab52558cd283e323b6348adc27ea77,2024-12-13,43700
bri-e1758417ae46996a6f8e9617676d8f63,2024-12-15,-59800
bri-847862ef9d5d3ba9cb53111efd85a493,2024-12-21,63400
bri-3fda0c1fb03023acc7851a2d9f0ddebb,2024-12-21,-85600
bri-fb28cee9292b0f9150e8b8eb4bb9eb7e,2024-12-18,34200
bri-d7f77b5f95d1384539112747c7e8af1f,2024-12-16,68200
bri-eddfcc1e5f81aae447190ead3db1f5e8,2024-12-20,51300
bri-70e1b0e184336205ea270e9a6db27fbd,2024-12-12,-7000
bri-aa31c5d731232522deaf3f68fbdea97b,2024-12-12,92800
bri-e440a95d69dc3d0a5d29d80d0bd58a86,2024-12-13,-28500
bri-dca8705e2bc60c7c5682282e208422a6,2024-12-18,30300
bri-c3f3180ca827f001c6df5d12dbd2fd46,2024-12-11,37000
bri-fac1f7ff228bc9e487101ba80967f996,2024-12-17,46200
bri-c8277d9b5d21a6e599329d89c4e91209,2024-12-13,38800
