UniqueIdentifier,Date,Amount
bri-2fb06d102ad2608e1b1d704c39e60dae,2024-12-20,19800
bri-f4c5a294f09dc7cb357255176b4e329d,2024-12-19,19900
bri-d19402a0e77d113401906a623c0849a3,2024-12-20,35200
bri-6b1b9f1a67b41618cc1be4308083be0d,2024-12-19,12300
bri-a4cbc0b1fec9b6d9b874bbb81e003ff2,2024-12-19,45900
bri-0e4e8c2ee3cbebb02853a68dc535d8de,2024-12-19,18800
bri-94dda2196909ccd378bf20514cb148f1,2024-12-19,60200
bri-58c26b4a2ca78c306dc32c455455e2fa,2024-12-19,57700
bri-9e6197d9d3c12a827c20f1b5eec12a75,2024-12-20,22000
bri-787fc96727997cca41ac5541a52a84d2,2024-12-20,82700
bri-53aa774dcc7ee8bd14a4fac16ef67f69,2024-12-20,23900
bri-382c0a013fccc211e2a0c1eaa7f5c6a2,2024-12-19,98200
bri-80cf54cabda848ca22db96611f0af6f9,2024-12-19,18800
bri-7852bcd776643ea8d2057a1ad2f7a145,2024-12-20,89500
bri-c59df2d0cddd0fb66a3cdfd6c818ecd3,2024-12-20,82300
bri-6640eb183c83ff361c48df6832f48d14,2024-12-19,-56200
bri-d2580ea25f3caa3dd56854b7043db779,2024-12-19,49800
bri-170e9d04d0ca2854b2f25096d01bd678,2024-12-20,89600
bri-b7dbe9f37cfcf1d8ae81cd744f64cf0c,2024-12-19,-45100
bri-903e55fce3240ad30e215c619eac0905,2024-12-19,29000
bri-01195c5585e1d498c1bcdc807e78643e,2024-12-19,-69400
bri-0007dc6e876668baff8c241b1d2d8726,2024-12-20,66000
bri-c3831f1fd020c515abab630dbb2e4132,2024-12-20,13300
bri-e5e0910efe513fa509866b8258017003,2024-12-20,-78500
bri-42bc757f3b8deec2826f4301cf0f3702,2024-12-19,80800
bri-f62ffaccedd8ffd0bec70472bd7098cb,2024-12-19,-58000
bri-3b8d506f6fb7c1322df07b4810972313,2024-12-20,41900
bri-49b3999af060a5050d36f13f82825d20,2024-12-20,94900
bri-3a9661112f66e45112d94726e51c341a,2024-12-20,2900
bri-5fb60b286932cb201633e1467eaba063,2024-12-20,95200
bri-fdab652085452d42f823669cc0406bad,2024-12-19,85600
bri-ce760da4127b719da46bdaf74f637003,2024-12-20,45800
bri-ff511a61a76f91d397819e7f68589037,2024-12-19,56900
bri-b675b40fadcfe5dfb567812dff1d70cb,2024-12-20,88200
bri-57b9c9e715d2b32a8edcddd2b8fcdd80,2024-12-20,64000
bri-b637f278e0593ecd18aa616cdb28c0ba,2024-12-19,74600
bri-d05cea86b56e6b341aa0e2f6df1fa4fb,2024-12-20,-70800
bri-f626473ca883c2f0b53f5ba1e54fbebd,2024-12-20,18400
bri-e2328a814740c2f37acbb2390f5e6687,2024-12-19,74800
bri-8600c1a3df64dc2f9577c908f4e43a35,2024-12-20,67700
bri-b3009a07c6e3f11494085cfaab6a08a5,2024-12-19,87500
bri-c482743ee823b5a6653aa914784a4c5f,2024-12-19,26800
bri-25ef3f392ac1ba83ce2c0898f0384502,2024-12-19,-12200
bri-8445f996c7f47ea166824c4edb4f5634,2024-12-19,97900
bri-eb1d27d7d01296002a7ac269287223c2,2024-12-19,5200
bri-f6367b8bc26a788ad1cdb76cb68fb618,2024-12-19,48300
bri-2bdff7acf857a97eacfffe5ccfc84837,2024-12-19,84100
bri-4f75e30fb7c2e6b4c38a820c2e582af3,2024-12-20,16100
bri-932ec229c6dba8cb573a3cf82ba8f26c,2024-12-19,81900
bri-b96df33192ea4df03c83bfd8c9d8d298,2024-12-20,-36600
bri-7bf4ce9d34def75efc609577c3839cfa,2024-12-19,21200
bri-9687993eacf917157483c229f1572c11,2024-12-19,-34800
bri-533ae30e3863acf36ea3e1b4babf2979,2024-12-20,59300
bri-e017e49bc62ccab16ef422536c3d5655,2024-12-20,28900
bri-edee7600c237256f8b81d7e6a9268037,2024-12-20,14200
bri-dd85ff902c6df09e295b30592e39428a,2024-12-19,18700
bri-086309003542167b398cf6b4a55fc470,2024-12-19,96500
bri-8e4cb51f04911513255dcd7e8d240104,2024-12-19,82700
bri-571c28fc504c4b01f3a13f8470fa5a9c,2024-12-19,31900
bri-82f2edc6e4ba4bd74e2fdc2b7ea98950,2024-12-19,50300
bri-87561dab67764e3ed351414b6b779022,2024-12-19,53500
