UniqueIdentifier,Date,Amount
bri-895b95ae629d5f6e8c126e5c6be25fe4,2024-11-25,69300
bri-a1fe9de07fe762e5204c0fb7289f40b1,2024-12-10,8100
bri-38c161b4807a07e2f1c84e65fccc2e39,2024-12-01,95200
bri-590298f22454268c6b223641db461fa2,2024-12-05,-49200
bri-e71f128b6a9c74c0ca0a8583b27b584f,2024-12-11,-96300
bri-e1bb2a7360d6dfb6a12490d570193100,2024-12-15,-13200
bri-dd9ed9ab3a77b904ace95ce1d55ec29a,2024-12-05,66700
bri-f988b0fd022deaa280798e1a847d73c9,2024-11-28,31800
bri-3b0b80bc0fbe283806fa4d77edd861d9,2024-12-17,81200
bri-60571f26b0d07216e8189bf5198d87b7,2024-12-17,-33600
bri-ce7c155de34ea7a298c37165ea013706,2024-12-06,4500
bri-f4cc87746c0abb1228502d7d95b1e86c,2024-12-07,67900
bri-c4843e6dab8a8fc750437c2c6a1464e9,2024-12-14,10900
bri-586482f9b0915161b9d8c56b87de90b8,2024-12-13,36000
bri-7fd62ad12f3f1ef04251f0be90003dca,2024-11-21,32200
bri-fc48585e614bb1ad1889360a9597ea9a,2024-11-28,10400
bri-19b3a2112ee5739430d6004792a3cb37,2024-11-25,83400
bri-d790ad38247f51ed4d87da1fde233a94,2024-11-24,17500
bri-34c7064fc9002487674e19955aa8a00a,2024-12-09,23600
bri-75f33f1ddcb236cebedf6e1edb175bf7,2024-12-03,-22100
bri-9e51f459c93814b52ce56952eb2d459f,2024-12-02,21100
bri-9638c987e11b3f18b352e8d3235a79ee,2024-12-15,70400
bri-7a4a2fcf8b15b4462cabfd58d1df99a9,2024-12-01,71200
bri-432c526d7aea55982c5ccef0aafc9022,2024-12-04,2100
bri-13be1ff8875d4969ec0cc72d192641b5,2024-12-01,-89100
bri-ae2ebbf42682f17463355473bae4c4f8,2024-12-07,56200
bri-95675394d35567bcbb5372ad41099c8b,2024-12-17,31200
bri-ccf7a2222283e0d7f77781d02847ea45,2024-11-18,-41300
bri-7283d8ef81c9b2f04f614b8379dd4807,2024-12-11,56600
bri-2a97a74671b189a0e152f256752019da,2024-12-16,83100
bri-b5dcc8d2dcbf8351ca9fabbdac2a1ad7,2024-12-15,81800
bri-e57d6b4b5855363d3f6c597e95b4b35c,2024-12-05,-2000
bri-10dd219e4d35236766f3edce72aa7f18,2024-11-24,7300
bri-22b6ce72b73af73c335b9a9d1c1b4d1c,2024-11-25,60100
bri-3ff6e2ad0caa3e6ebc89b0348373f46a,2024-12-13,-39100
bri-0be04e0218dc5dc1d9fa3028ff140431,2024-12-10,-83600
bri-37bb3fc4fc5da76b8b9ef67fb809bdd3,2024-12-17,52200
bri-3e28be01674d5e9a2e443f43ee38c089,2024-12-05,50900
bri-bd75514a02b0784e2bd2455ff3fb339b,2024-12-08,38000
bri-985e82d2694cd02bc3919cde480eea74,2024-11-24,-28100
bri-bde3e7b70931fe97c6a739f135c6cdb8,2024-12-12,73900
bri-ebb1c0fa8c8cf923b0e74ee72574ec97,2024-12-13,21300
bri-6ef4737ae880b93a9d493b2e1c307466,2024-12-15,59000
