UniqueIdentifier,Date,Amount
bri-5d66a7df0e47de9c010f4ab884f50074,2024-12-02,-68900
bri-1b3bf7f63713d274cf02f62616e12eae,2024-12-02,-78900
bri-8751d7b02d5551b8a135446038a80c4b,2024-12-02,-33300
bri-2a03fbc33bdbe75ccb2cbc6937907dfd,2024-12-02,-80400
bri-2dcea42d6ae06158b18171d2bb4b533b,2024-12-02,6900
bri-19895cf1896db2b206082706f875226f,2024-12-02,53400
bri-4b0fd9236b2782c4be16550edab485d7,2024-12-02,-86800
bri-769498fda6214e5075384948157ff11f,2024-12-02,62600
bri-3d33a757c47efac8a1f8090c4fe6ce8b,2024-12-02,37700
bri-b5beaaede5d175e2b3a7949d4a5871ef,2024-12-02,62100
bri-6fb76f15e88c7c2a020447995d97facf,2024-12-02,-49300
bri-22580fa8548ee118e2d352b2c8679186,2024-12-02,84900
bri-23ef9b3b2fa1ba79dd5ba98eca1ff8d1,2024-12-02,-56800
bri-5b025641f1e69184b7b3085bab9e8a69,2024-12-02,71300
bri-0863b7e1798d2c2d03fda18ec908ca2e,2024-12-02,81400
bri-8cfc1e6872012f0dd39a55e876fb638d,2024-12-02,93600
bri-e6ceece9b0c116c1c85130b04e4c97c3,2024-12-02,27600
bri-9c2402d8ed5debb65bdc2648e624cd1f,2024-12-02,72100
bri-c57669e8ab99a15410fc6231a37eeef3,2024-12-02,71200
bri-9b38e3128e159cec9dbd539645cc7b9b,2024-12-02,1400
bri-eb2e69717f5677e2e5ae5345c214f4e0,2024-12-02,99100
bri-9f877b03c7b58ddce85adaee228fd1b9,2024-12-02,95400
bri-d6e20d344bc254a0c9788d635db09e62,2024-12-02,-13600
bri-68f41aa7d8efc572eca53ff86af28859,2024-12-02,21600
bri-f67707bd1be4145c1628cd0bcd357d24,2024-12-02,-87200
bri-721ded795640f59ee297a649dfd9b278,2024-12-02,85100
bri-6fdefcd27933f08af960d6b247e25250,2024-12-02,35700
bri-7580406615fcc0c32ca76e538b9dadcc,2024-12-02,38000
bri-d8cc6b5eff768fcf0fc25dc759e93edb,2024-12-02,30100
bri-c165040ef883b756e99ae392b3708322,2024-12-02,29900
bri-5e55cd6dcbe7647aa2a8a7485dafb5e8,2024-12-02,6300
bri-00828ae4c7705b7ea957a3d4e0bb0fd9,2024-12-02,-67900
bri-ce19040eda56dac2fb27f206143e62bf,2024-12-02,-49400
bri-b28a77f6e44a0a7b9ac8280483c94e69,2024-12-02,-41900
bri-27b306adcc4ae953713e431129e82789,2024-12-02,-67100
bri-2b9c5cc42263cf1d949c47e42aaad86b,2024-12-02,33100
bri-4ee3789b4ec8835bf7b04ac8cba7fc53,2024-12-02,-50200
bri-4c4821cf6c6cd0c0bf76f6e0719683a1,2024-12-02,38500
bri-322aaab0af910bf59c87659abdaf9a45,2024-12-02,98200
bri-df2d0fc214a323be7a38abf008650eca,2024-12-02,39500
bri-a908f18e42a506e75740ffc678404b74,2024-12-02,77400
bri-94a6a02987b8d1e0ce0a4e554b8b439a,2024-12-02,20100
bri-862dc396958cb1a80fe7111e9808f836,2024-12-02,94800
bri-840abf3b184e5582a0581dba31e7e1b6,2024-12-02,94800
bri-36bb111942d0885faa3f43761b8b8557,2024-12-02,79800
bri-7481c6cea8ba52442848a4385ae48325,2024-12-02,-51100
bri-2dd442d1c532ad76514523fe53efd9d5,2024-12-02,98600
bri-9d87867275beef888a93f1923ea62cdf,2024-12-02,33900
bri-01a247671069710d2b723ed809ae61bd,2024-12-02,27200
bri-6730df64c8f7d46a16fac8379a11656d,2024-12-02,51100
bri-c3689143c8bfb056ee15fd7779a57424,2024-12-02,-19600
bri-59004ad2dd67e721e8d0e47eb27f6a3c,2024-12-02,66200
bri-a565777499c8bfe1ece6877cd3406c27,2024-12-02,49400
bri-04c2127dfc5eb97596484965d82af20e,2024-12-02,88000
bri-a9f2460b5a935753f71b7f5ea06bee3d,2024-12-02,37000
bri-3184d2458c0252c15ef6e7b38f6a7874,2024-12-02,-76600
