UniqueIdentifier,Date,Amount
bri-cf8bb1a3d380462b739b10d46bee7019,2024-09-27,72700
bri-f85023afb221aeed5c3407cf6803dce6,2024-10-23,-72500
bri-6a571d6864db79e83d707fe84d5b3158,2024-12-21,58200
bri-30a0b763b71d82f82e8a1835cf2efada,2024-09-30,-60200
bri-0ff66a3499823ca3096dee3b9f25eec1,2024-09-16,46800
bri-f24810ea1413fc58feb27c169631a221,2024-08-30,37900
bri-c12185c5991ee255b170baf3b35fca76,2024-10-28,4200
bri-ef1f9afcc11102eace2d076b3dc80747,2024-09-11,-37400
bri-9ba6d7cb3f761f730b9a8ae41a01c41f,2024-11-25,-97300
bri-320c325db3fbd67516bb2aae1d29f676,2024-08-26,17300
bri-a3aec0bcbf06577eac9306423a95e1b9,2024-11-19,67100
bri-9bc132b709f2ddbf0726aa517f844627,2024-11-13,95800
bri-9008e9e5e406db847d690e4488f2e0af,2024-12-17,89700
bri-83371c0aa7c14a2d6942f07e7d679056,2024-12-18,87700
bri-94810105b537280a950a5863705e8439,2024-10-13,55700
bri-60f433bbe983717b604f5afa51e8c9b3,2024-10-05,68800
bri-5bc0d10f6642110f70d01191e2763695,2024-10-28,98000
bri-9934ecc5f8a47b231a7acf3ab1b6bd18,2024-11-26,66200
bri-80c3336367b32b49211598bb0f3c8490,2024-11-25,25300
bri-48906bfb983e1391de5705b0e3c3beba,2024-10-23,46300
bri-5ff88009cf4a4cbc3ba1b483c58e9bdb,2024-11-30,56100
bri-aa47289b8f214a321397db00f6d218bc,2024-09-25,43100
bri-62aec1081b7107d2d4c6eefbd5c89ccc,2024-10-26,76500
bri-c793d378484f0ee8a725bf9ffbbfff02,2024-10-25,99400
bri-e997926523aabf0fec83c31d0d7f4075,2024-10-21,88400
bri-bd04362d75709c9d820ff718f18e1149,2024-10-04,-9300
bri-92a039a9389911c1bb1b41447d31a1b9,2024-11-09,-55000
bri-0e563267b7a4ee4ef87a2c98cd113405,2024-10-30,10100
bri-30e6f260513be7f930b242e073822b7c,2024-10-04,-74700
bri-aa9063e9931a24c9831607c57d2fce7a,2024-08-28,57800
bri-dd9fc96617ed0bf79868d432b8d10788,2024-10-04,-88700
bri-3c275d35fd6b5649f45f20a1ba639648,2024-10-01,60200
bri-28feda32af2e78afce526ab687313aa5,2024-10-07,63900
bri-6b29c8fbf5c16271e2621de67e47aece,2024-12-16,8900
bri-18e08241a4032492f10b5ab2e2030af3,2024-10-02,-40000
bri-9918da585e9e1dc8c30ca0a5e67cea2f,2024-10-02,-64400
bri-619b894afad6d3b29a4cf506eb944e97,2024-09-19,18800
bri-4032b5651f5211fa6e7da42d71964ce2,2024-10-05,72400
bri-2ed62345661d2d4534f00661ab361e16,2024-10-01,-48400
bri-1289036a15b418df5da9e049736c7803,2024-12-15,-87000
bri-c835a81a46f56504596f35f86aa6ff11,2024-11-07,-90900
bri-9cd40063243a401bb4546bbc9e70f13f,2024-09-23,25100
bri-97b6019b5e015baa102e3988a68739d5,2024-11-28,27900
bri-542e355590ea883a6f37001c5d5e6242,2024-10-05,60200
bri-3ac4302a89d31d4ed3fcf5c9e2f6d1a5,2024-11-13,-64200
bri-bf141bb5ed3cd58545f69a1dd707652c,2024-12-04,-85700
bri-745272bf728111274f3f2c7ad3940992,2024-10-28,75900
bri-5c047fbbffc8fc1c23c2551a01e537b3,2024-11-30,98600
bri-5564d7106d0fbe3e42f866f518d837fb,2024-09-03,12000
bri-f7346627f99f8bbb527f5aedb2d59624,2024-11-24,20800
bri-e991f4748eabf7df7e68d2c536fd496a,2024-09-29,-68800
bri-36986939999c167196d15b0d425a873d,2024-09-24,75400
bri-4b33cfba7d7bc709572f338866afd260,2024-12-29,-50000
bri-46d22070231622c30152da06a46034a7,2024-11-20,74000
bri-d5f314b13190b3b9ff236601f66dacf4,2024-12-25,66200
bri-ac43a16fe905c96a80f28b73e3bf535b,2024-10-13,75900
bri-2be2d58c197bae39f029d3e130cfc80c,2024-11-09,-95300
bri-5155076494e576ccb7d1301364269285,2024-10-15,62000
bri-2e079f6993c4ae954e70b67b1f655dfc,2024-08-30,69000
bri-f8ff166b4e76efdd3428017fa6c79cd4,2024-11-13,80800
bri-75b54042535a828f5819a3b9d6f274a5,2024-10-29,-99200
bri-6fb9cf2b2ad52abc00edae082c0f7f28,2024-12-07,4400
bri-bb09c6b592d5a730185e38963a39d998,2024-12-04,72300
bri-071a1e86090ab3adee56992f447c465f,2024-10-17,86700
bri-d4f09869f37a68f61c1342697542d179,2024-09-04,-56100
bri-6564260fcd30a452686b972fbbe80ae2,2024-10-06,-24900
bri-bfb80a2c1d734ea4458ad64ff7a62d6e,2024-12-09,46000
bri-feadaec6534030ca0b7d04e5b39c4e6c,2024-12-05,59400
bri-7984e77631b84f6fb9714aa161615f93,2024-11-01,20800
bri-17cda9b0a97254a9555dc1f5a82a4b66,2024-12-07,88100
bri-a7e92f07c7c901b75ba79f306ca81495,2024-08-22,-24100
bri-d6a5a616222e65857dce38f447c89eda,2024-12-24,-79300
bri-439b355fea53b07c9aa1d8ac1f57a0b9,2024-10-02,26400
bri-03afa9c21cb368fd5fc9e4812f0147cf,2024-08-29,-92200
bri-2b2f2539a7382b36b4c8bfcc68682563,2024-11-26,21600
bri-09aab8ba7c97a90f7db9a403e6ef07b8,2024-11-13,74300
bri-982c8d1ad7a8905693934034e1418756,2024-12-07,26700
bri-465b0d7835106c768a93a296fcc678db,2024-11-05,34700
bri-9e20382099198b2b2def745115dd66db,2024-10-26,27600
bri-cd8be60163b5f87200e248dd64e1bb64,2024-11-03,37500
bri-9ebb452dbefc4a849321964e70e8626d,2024-09-07,33100
bri-b5db57fdaa32174f2634032e5c151adb,2024-09-11,-53300
bri-8a1d32cc9b9d6ea67579dfd1b99e77f1,2024-12-12,65100
bri-97a146cc13505a0c467329b1d5e8675b,2024-10-21,52200
bri-5cd61203cba56cbadd68f04fa647062f,2024-12-10,14300
bri-be6f62c0593afb95ecc165104fb7f05f,2024-10-03,-39100
bri-d78538c1ad87551f632539ec7c834fc0,2024-11-24,15200
bri-cb2ac4c35373263c18d86c47418e4868,2024-09-29,-63100
bri-19f2d4b37fe20215f1d9f3d3fcb31f83,2024-11-11,93000
bri-03b6c90447db2fd8652f352ddc29e695,2024-12-14,95300
bri-6672285a96763f56edc8c982c30ef50e,2024-08-29,2200
bri-7fb0b6ec242b7120bc042fa0f6a232e9,2024-09-23,35100
bri-1fc12e6f47e83bc3269aee9cf1fb52bb,2024-10-24,50700
bri-26e59142ad7fbf2e5d56df429208ecc0,2024-12-04,-32300
bri-5343833fda8f2c1f291500df5d206c64,2024-09-05,-56100
bri-b2986b8a3a9bab1a38a35e95b90a240f,2024-10-11,22000
bri-6fe60d0dab2e2d4878437d7a3feb1a85,2024-08-22,-1200
bri-472b20be32f4f04e93330a3c99a76e60,2024-11-25,95400
bri-1fe8cc4ea78ae2eccb01fb2a93846721,2024-10-15,62500
bri-f4e32a78dd2bd1a0410b4f0de81e2605,2024-11-26,91600
bri-37ab467cc2ae5114af5aa9ca27c72568,2024-09-05,66000
bri-e7063eb4c84ff90c5ab0da4ce895a1d0,2024-09-20,8300
bri-d0292b2ba1fd230f66c085e080b930c0,2024-08-22,63300
bri-5cb9341a6af8374b90b9aff1c8f87a10,2024-10-04,82800
bri-70964a63df191d58524fb8b5bc9a21cc,2024-08-27,61900
bri-f7509e3c81df83321ae146303f8fc952,2024-09-24,45000
bri-9a20ade2f9e142b4892a9376c33fa17d,2024-08-27,96300
bri-6dda9708a7b5ca1d728efce4031e136a,2024-09-25,97200
bri-94eadff92f5432ff02721c2cc98f423c,2024-12-14,16000
bri-bb6a26b9ed446a38ee07b31fcd81d279,2024-08-29,5300
bri-f067b155ce9aad41e32e7b09d648aeee,2024-10-17,51000
bri-e86077fce68308048e84aeac370092c1,2024-11-01,32700
bri-7f0182749f4414be3cee65443201f87e,2024-10-17,35200
bri-55abba4c1b4b682c56b9b2b13f8e7414,2024-12-16,69000
bri-ea652c0c47c2d3ab7921f4bd6c094f33,2024-11-13,61300
bri-9b945494c0a758797bcb532daebee466,2024-09-11,22700
bri-eb40826a2e0e3eca59c97837e597d581,2024-11-22,-55900
bri-effc93a7a918588928f4a65c25db8e7a,2024-10-19,-28600
bri-297c4783261b04a91f34dd90b0e602ef,2024-12-21,-44200
bri-d968e593a5274f55141848168b7360ba,2024-10-14,63400
bri-64e5e22f8744e6d839f4d6450146139f,2024-12-05,6500
bri-c416d9596c0c4502a05eefed4e522fb2,2024-11-03,91500
bri-7fccb06bf025423d102310a9584e275d,2024-12-28,68500
bri-15807717c629610efd739331f5224276,2024-11-15,26600
bri-52b6461f029de94b8f5313ea0d8850af,2024-09-21,-54400
bri-ed46b66e35822b6fd90e637a54475148,2024-11-05,-95000
bri-7010f98866708295366ceef4463a4f3d,2024-11-23,-85500
bri-c5585e044f8516b116d555e09efbbf08,2024-09-05,37100
bri-d9d5a32c311e08fc3f3e0c61fc6a7dc7,2024-09-10,-98400
bri-43b6c2d6318765f337e7bb291c7169ad,2024-11-02,-42500
bri-969d72c14ffa6b7d646246b5c29bdd48,2024-10-13,32900
bri-22442214037fc49bde2f155dba00874e,2024-11-04,61100
bri-8f979dbcff3cefec7c1ff83183241226,2024-09-26,-73800
bri-6b63b4b854246033176cd480c6c8beaf,2024-09-09,9500
bri-ecfb80c43602c73f915b12eecf8dc6c4,2024-11-20,29800
bri-c6300a6079d2299b1ec9195228fc4f37,2024-12-12,-56100
bri-42581c477b607e6db2909384ecac6699,2024-10-13,58400
bri-dda9e70e60046553a7e728d42387a3ec,2024-10-21,75100
bri-05bca92fed4a439396c2a339c8f3e06f,2024-11-08,75700
bri-9bff94f021e84f5010f3566a82094231,2024-10-26,56400
bri-ca098d05f320706401ca0b7bc8b8a7bf,2024-11-11,5600
bri-c763c4c709c53d3c2f570b9920e57244,2024-09-18,6800
bri-8754ddc9a05778a82ffeb70f4b93a30d,2024-10-12,55300
bri-1550a30a866e64e3c96ea07aa1be4b19,2024-09-29,75100
bri-7dad486447122a888312fc37f9f3b982,2024-09-21,37000
bri-135ba1c33bc4af9f4eed0582b31ac261,2024-12-02,8800
bri-5ad25006fff099abdd0cef6846b60259,2024-10-06,77600
bri-7a3c3f287588c710796567d8e96cda7b,2024-10-25,-93800
bri-6b1eff56d18fd2c1e8422c2bc0338ea8,2024-10-14,-72200
bri-ecc42d9ec7a726969d5fc46c7360132f,2024-09-19,86600
