UniqueIdentifier,Date,Amount
bri-55f3d60c825905af246327c0bfe17247,2024-12-20,45900
bri-dd080d45a1520c912af9a52f65d9e63f,2024-12-19,-53800
bri-787b7fe6361c08967544bbdc54e8c4ef,2024-12-19,57900
bri-9328efbef59a1746cabe2b764ef241b5,2024-12-19,55800
bri-6279e1d860fe1ed7a65b3339fc73d1e3,2024-12-20,18300
bri-77f0b1e3cf63c0624e37bf1748444dd4,2024-12-19,-81600
bri-0c6a79d1c273a74fbab65a68caf7f22e,2024-12-19,60600
bri-efd0adff9a17632713bd9c3489b9d7b5,2024-12-20,82100
bri-b3b010aa7413a669cd083ba8f5b32ad5,2024-12-20,11200
bri-61b7feb63408de1e82c77701119b9e87,2024-12-20,72800
bri-eb7320b37eaeab8a0f31205be0a102d3,2024-12-20,11900
bri-a2c4a85bfbfa7abe4ba205134b83f5aa,2024-12-19,55600
bri-541288d955bece39ef7d7f004b0d57e5,2024-12-20,4800
bri-232ee83b9fdc3642c05542ad88f65e96,2024-12-20,59600
bri-f27e840383a5a3a4d1fe52753fc77648,2024-12-20,65700
bri-74e30c9bce3e985329507c8e11ceb5c7,2024-12-20,92300
bri-bbbc9a14ce749b07b5a428e2dfbc26c3,2024-12-19,-6300
bri-fabf9b0f5853742f0e467e82e20098ce,2024-12-19,-33800
bri-00edf3fa149f3cef0bde9624c60131ab,2024-12-20,-38900
bri-dfa3148aa14b7f1e85b7e9854c90f9ce,2024-12-19,4100
bri-15cf1d92735cd24edceebbf8e11f340a,2024-12-19,48800
bri-dab143831bf5dcefeb8e09ec077ad8d6,2024-12-19,-91900
bri-e8a579af089e95fe87f57c8b7cad3bc5,2024-12-20,31300
bri-e56be76652273747ed8d3ac62370654e,2024-12-20,32000
bri-dfa6ea49fe6002c0c9aeae6526acf7f9,2024-12-20,-44900
bri-961cb16f83bf4f6ce409e38888fe8769,2024-12-20,59700
bri-8b53a06625e66209a07b350296633dc2,2024-12-19,75600
bri-d4d42c70768935975a42a80815f0ecb4,2024-12-20,76500
bri-bf7396ae3984bb28a4bb033669f02ba6,2024-12-19,45900
bri-e2b71959f1e6908cc587bf3a41a935d3,2024-12-19,19200
bri-650b7357157b9e1fa511ba0a2b858e54,2024-12-20,-95900
bri-ec356bc1ee755bb5f9e0c73f4d6d79c2,2024-12-20,-25700
bri-3ce29226bb4313eabdb036719c4c555b,2024-12-20,23000
bri-d7c84b19c93c5dc1b6e7a809f5cff44c,2024-12-20,-82400
bri-796b66a9f0aec1a98bca485e098183ba,2024-12-20,29700
bri-b40a14e1283812005dca3a86053cb74e,2024-12-20,59300
bri-69ff7afecad29e8de43d344d779fbda9,2024-12-20,37900
bri-e116292f80358e9e5da0c9f2daf562bf,2024-12-20,40100
bri-d820de0e992db1ad4d9ba5cbf6537aed,2024-12-20,9600
bri-9ef93c1c8454587eeb7bc64ae48c1283,2024-12-19,48000
bri-93e211e03304bf4d6e0eeac00885a790,2024-12-19,97300
bri-391bb346a0e263b7f612519650b36bc6,2024-12-20,53400
bri-f065ae246fb6cb403300912a4eb3cba3,2024-12-19,-46100
bri-a83231fc0d15773b530cfa2ca7541921,2024-12-19,20700
bri-1ea643ef4e76d493fde997a8e78a0fb4,2024-12-20,35400
bri-c54249c8dd4890dd97b8d94b373fb596,2024-12-20,-63600
bri-489467de5cccda2dfa69948f74a527f9,2024-12-20,91000
bri-5fc0548800891e522732370f4df6b951,2024-12-20,-24000
bri-3d28c27be681201c20e4b24655ad20e2,2024-12-20,-54800
bri-6e75b5511b7ebb154d0b7997dc120b10,2024-12-19,94500
bri-6106fb77618e249b8171953d4c4dd10d,2024-12-20,28300
bri-15a1730f2b39bafef38a8802d5e69a98,2024-12-20,-98600
bri-3f27af8661616e7ed70282c8deb70fc5,2024-12-20,31400
bri-c961824304aa0fcf94166038441ba394,2024-12-19,-73800
