UniqueIdentifier,Date,Amount
bri-a9e2b217b370560ebd4b44d0cececfd0,2025-03-06,36300
bri-2f850d0b4643c3f16613bd77c506d0cf,2025-03-04,-64100
bri-6f6ef16558e57a19b2a62e85c39cfec8,2025-03-10,85200
bri-cbe7706c2fe1d1136f6e5329a08eaa81,2025-03-07,-66900
bri-3b007f609e5181df20b8b8aae957c0d9,2025-03-10,60600
bri-7edebc8e67e75e389208e2014c55ae80,2025-03-07,-48100
bri-a59876307e2946e61aad54e66d22f2d1,2025-03-11,-95700
bri-a42921a35a6c8fd9316dda2bca7cb14f,2025-03-11,-18400
bri-376388b85178ea2ce4f4b355d6af142f,2025-03-10,-47600
bri-3cbd2120af04c1de1e8be27b05b88119,2025-03-13,3400
bri-c16459cef24937d20b1f36a16cdce489,2025-03-08,-49300
bri-e3a43157dca9aaec2a159aefbc327937,2025-03-11,-24100
bri-7c1d89d84846462e5963502ea551071b,2025-03-06,-59800
bri-5723c2230a01358161eb8bbc095de6a6,2025-03-05,44600
bri-f9af1c28ab15746327b180c89a5d7d63,2025-03-11,10800
bri-cbd840c61ef4c5c05f33fa25a3dd223a,2025-03-04,-57200
bri-85ed5a13005f8d01332adb4a635e0f90,2025-03-05,-83900
bri-aadb428259c655a4b662b02685b68ac3,2025-03-14,-24700
bri-93a45cb90fb9b9a727432373643fccb3,2025-03-08,67200
bri-a6e8cd2bf08379293ab8e912f38fed3d,2025-03-05,75100
bri-91a8dd1f461f782274d9f407b6453df5,2025-03-14,54300
bri-9988791f951a45679b2672a76f133203,2025-03-09,-35000
bri-422817fec55ca28e62c856aacbcad784,2025-03-13,-84500
bri-82d5a462dcf6dc3bb82fe1fb39bcf8e8,2025-03-04,16000
bri-1f37378094a26d7250bd157499faf2a5,2025-03-10,54800
bri-9e2117549c0f894c13bac44079fc2907,2025-03-11,-40800
bri-24a23f5745ef2e4674c595a1a38c24ad,2025-03-08,80800
bri-741a47451981970c2c1be2bea8e26594,2025-03-04,-22500
bri-af5b2ae2927d8958d2717b29edcf3023,2025-03-07,63700
bri-d66a9ab9bf8a6ab1fc827b26dd1cd46f,2025-03-10,-44400
bri-2e3c29d63252d1a5a240ed048dd48b34,2025-03-12,37800
bri-04566bd888532a92761b1686ed443c09,2025-03-08,-16000
bri-baa5a1abc0fa9120edea55a1d968304a,2025-03-11,76100
bri-305e97dbedb14c75d3d8f86bf1101d98,2025-03-11,79200
bri-4b0262a67766efc70911429fb0b14282,2025-03-12,-81800
bri-d21b29146af77921da3d5608cf6ff585,2025-03-06,44500
bri-91c448cba97276a9f7c5b5d0c6902726,2025-03-05,8600
