UniqueIdentifier,Date,Amount
bri-94f874824b819413757dfdc9566fd494,2024-12-12,-79600
bri-e8668241e2d66b8826052ffea4f45d60,2024-12-08,78200
bri-04e7f96e172a9a9cf9ea45f6bc0a4e18,2024-12-09,-52300
bri-97e3a458da86065f2b5bd5ed3c67202e,2024-12-05,-66700
bri-928a9559b76e5967c9a1b53b4c62a891,2024-12-11,-4400
bri-e31c240e9db1166169bf304397db567f,2024-12-10,88900
bri-ed74ae1b60b6d77d10ced4c2bc701c43,2024-12-02,41800
bri-c72b472808b90eed56f41948285754b7,2024-12-12,23400
bri-c12823878802f04ce16acd1c788b0fbc,2024-12-12,72400
bri-68ec3ed80cb92192302a574ad30483c5,2024-12-08,-97000
bri-6b4d8c95c66e4548ceb3fb1347a0be67,2024-12-08,96900
bri-862618b5c6c57c0868aaa34a9a62d508,2024-12-12,-37800
bri-ce35f070883a58be9f986ae22344279b,2024-12-06,14100
bri-f3183f872962a199460439b52326b5dd,2024-12-02,86100
bri-73e4d1b97e94621e6e8b2ec5ccc97a87,2024-12-07,53700
bri-592aa728e78c91dcbae1c3c56e99639a,2024-12-15,54000
bri-e368ca756e76d415fd84de591f6410b2,2024-12-10,-95100
bri-db06f90f1d44ddad5ce22a8619ac9adf,2024-12-04,25900
bri-ca56ec8939a1b43752f82a555b03c649,2024-12-11,49900
bri-fd10c72e9b817611a9c6987e6f9c6d1e,2024-12-02,95600
bri-65391cc3726e8348d6bf33187345e5c1,2024-12-01,94900
bri-792698716fe9120c9dfb3b425691ab67,2024-12-15,56100
bri-55a9af48769c8f64182c8d10a526f94b,2024-12-12,-50500
bri-b8c2f71a70e07b2b3f06827bab47f8ce,2024-12-01,20200
bri-c600c63c94959e5187885771578bc6b1,2024-12-15,-5800
bri-d03ae0af3b60a48a044007af39e6309e,2024-12-10,81000
bri-8aa1aa92c3dfa7ca752c44d2021ba827,2024-12-03,19600
bri-6c13597bbd0e984dd67ac1b2718d1aa1,2024-12-07,-92200
bri-4b2a91a895ecffd9e3292f2175b68265,2024-12-04,48300
bri-58a7877bbc7f821c420158e667d2a68a,2024-12-05,95200
bri-9d66f1cdb5e24030eb9a7b371429374f,2024-12-01,47100
bri-c06a8175bb15016aaea94bb8e9973e53,2024-12-05,98300
bri-ee93b928e7252232d9add9c86132a923,2024-12-13,95700
bri-70c41ece906bc4354709e72ec0eeee24,2024-12-04,35800
bri-f63dd392cb7596914bdb78bc5d1c16e0,2024-12-07,40800
bri-722b818563b6a30bbc8807369c7edc7f,2024-12-14,67500
bri-67fc71eb2d325f079a0d981547e49688,2024-12-01,17700
bri-61b8cfaf0e4caa07cf83284785bfbb98,2024-12-01,43400
bri-9203292461c8650660e30943f69896de,2024-12-10,37300
bri-55a710a9a9fa3e32cf9f218a5b922644,2024-12-14,21500
bri-f7cade0645d847e715c508808188d0bb,2024-12-08,69900
bri-daa74e732f6057d50a2de6b844f134d0,2024-12-05,-70100
bri-f9a19d8c72a2ffc553925d9df4c6f2d4,2024-12-05,-39700
bri-b3818805f66929cb8ae93113e90a64f2,2024-12-01,57100
bri-2446d767acd884e9f6c30f44a0afac95,2024-12-02,21900
bri-bfce6a6420742a8e62977110963ae654,2024-12-04,21600
bri-940cd561c453b440b3c5ac762042b181,2024-12-14,-33300
bri-5c28a619ee4efe6e49e88e52e4008a52,2024-12-10,57600
