UniqueIdentifier,Date,Amount
bri-2fa450ffbd801bd6ceff2f895299c946,2024-12-02,52100
bri-f4076cf0344c32b4b8038ce8da0549e1,2024-12-02,-26800
bri-2174c69683e2fdadccbb6d998903ec0e,2024-12-02,-1500
bri-ec0a273d511d413fa0362c5b85080ab4,2024-12-02,18600
bri-f5c57bc46cecdd0f38e3a9abebf59408,2024-12-02,12500
bri-f759b7b2d5e3378b64908be01dcaedf1,2024-12-02,89000
bri-fd6be6479feee9ce8c8caa35e02b4c24,2024-12-02,-89700
bri-07b20a623d52b6c378b66302be4b07cc,2024-12-02,51900
bri-b476cd7b0f95460aecf611d5078478ba,2024-12-02,7000
bri-86bc5106d6a97abb0a2455c2b3bdc7ad,2024-12-02,55500
bri-b6d83f28b12638a13c3dc4c946d8745c,2024-12-02,-86100
bri-0c0dd52c3f350c31a6065c2c7b51a2c3,2024-12-02,40500
bri-9033d0c02950560d70d53807192185ac,2024-12-02,-6700
bri-dd974f94f63ad7c1b69e37a25cba8d7a,2024-12-02,65000
bri-cd1ae9823dc8887fa049f3ab06ef196b,2024-12-02,26000
bri-72bbdb81fdd499f5c2ca39a02efa75e5,2024-12-02,54500
bri-fe27bcd9fa9b9e77c3a0ee94d9399b45,2024-12-02,18700
bri-0ac87e581126b91c2c8a77b95bdf67f2,2024-12-02,-28800
bri-84b18aad79554ddfc136cfd6b9a36210,2024-12-02,-61600
bri-4c26d14a30dfc974979c6a9a7a6a45ab,2024-12-02,76500
bri-0aacc6da6805c9f362f52c5d58323c15,2024-12-02,48100
bri-a88ae613e7f625f1ddacde40205468d4,2024-12-02,11700
bri-2e52760aabef697fb353ace2fc57b28a,2024-12-02,37400
bri-f86e4d06c5c87aba1350d4a5c3f8e591,2024-12-02,32300
bri-282ae7644a14a205f34e5334d9936cd9,2024-12-02,-41000
bri-3cb23cde286613f9aea0e4b07f6a7fdc,2024-12-02,41400
bri-48409c3d8150e2a92265100abf7c5fd6,2024-12-02,10600
bri-29062f8340ad4c203a97c41ea3699b29,2024-12-02,67600
bri-00a9480ba36b3074a1697cbba79d0237,2024-12-02,6500
bri-0974a94250946018e10aa82c767e2560,2024-12-02,9100
bri-7bbc67f6710d6de6474cd9ab466e050a,2024-12-02,14600
bri-17fc21d903429f42ac6a06b3c9e7d44a,2024-12-02,-29700
bri-49c72c2d9c37ba9ac1c9826c5a375668,2024-12-02,94700
bri-2f3803b3daa093dc6fe78171fc0c8d51,2024-12-02,23100
bri-b67e5472bd4e37d23ee65951568558bd,2024-12-02,76300
bri-eb47c464e8b9284d1f16c71c76190c0a,2024-12-02,16200
bri-f0d22e7cee4d383d7ce4f69430135518,2024-12-02,76800
bri-31a4b8e27758079dfdf28b475b30bfac,2024-12-02,75500
bri-1bece13440a970635605838167b3340d,2024-12-02,-94400
bri-1428bfeb14e238becb6c4449f9f3e6c9,2024-12-02,72500
bri-86e2196db6fcc649c0e6bc9226ba2737,2024-12-02,70300
bri-499fa0ce4cfd985bbef86efdb5b332fc,2024-12-02,82000
bri-0691a2cb9bd7e5235013709d6ce93fea,2024-12-02,-40900
bri-4658210357595d0961cd8672d8b403d6,2024-12-02,15000
bri-9fcfb6b91184d850d921a8b33080b585,2024-12-02,2000
bri-dc3cf9c4891dda354b34873f521e478c,2024-12-02,37900
bri-f48fb399373654e61e4e0d1fae992789,2024-12-02,62700
bri-d096686055f30cc4f32771b5868a772a,2024-12-02,56000
bri-dbc18a20beeec591916f1653eb26fff0,2024-12-02,30800
bri-137d82112c4d7296ede26f0aa9755a21,2024-12-02,28400
bri-2e7b7922fd07d86aa03c61f0693975e8,2024-12-02,39700
bri-d3e6def137d87d6cfdba15bbedc687a5,2024-12-02,90700
bri-ffef7e919fdd33ec98ea15869a1b34fe,2024-12-02,83400
