UniqueIdentifier,Date,Amount
bri-65c38bbb7994e2b60bf8ec2d30e73c53,2024-10-21,55600
bri-37a0bbcd21654f81d478cf9ae65e2e09,2024-11-03,-72100
bri-edf77b74d4e6941e0db50905fd4b8342,2024-10-04,65400
bri-6207e361c683bd70389e66dc317e8056,2024-09-03,12200
bri-3babab43cab48de1dcb4dd4b0f698265,2024-12-04,54100
bri-934cd7555b83c0559b03f93a241ac98c,2024-08-25,-45400
bri-ee3612ea3f4cc6c66a66475413d514f8,2024-11-24,3200
bri-c6d73536f00eb427e0580224c393c9e6,2024-09-06,10000
bri-62d7e7219939dba8a33fde01c0672976,2024-09-06,-9300
bri-405df5e4810d9a8848004699c882c1ab,2024-09-22,-56700
bri-c76d095cc28c9185e1adfd8f20a13931,2024-09-03,-6900
bri-5f79de6d022e55d241996c92d8e121a9,2024-10-13,-97300
bri-9e9a02596b8480017035289341c02ad1,2024-10-13,-43700
bri-8746a81986c9b63b85faa32d2008bbd4,2024-09-22,74000
bri-5ca364951fe9bc2267167919960219a4,2024-11-17,-90600
bri-f8265a35e2b166c316b31d3ebf07c5a0,2024-09-07,4900
bri-90c98e5b71075c7c725cdac4a81e3f5b,2024-11-09,33900
bri-47902abb0d002f1647d127b8d6aaa138,2024-10-16,14900
bri-216bf1732d44e577efc659b5fd993b5c,2024-09-17,38000
bri-c22ded0ed2b18ba176f04cd6dc24743e,2024-08-20,13300
bri-b0e602f1cb371aaa7cb798892b2831cd,2024-12-01,-71400
bri-e5fc37ebe0cfbb943b4c7c5c6338353c,2024-10-04,-66300
bri-ec45805a8097bbaeaa41bf718b9881d2,2024-11-10,36800
bri-68dc0cf5668e80cf952dcbb2c9798b51,2024-09-05,-68600
bri-2ab833c902244b2307865f7037f20576,2024-10-29,-2700
bri-1c8c50d1d38530487a462e7722028598,2024-08-24,63600
bri-f397469565263237b52158507142c683,2024-10-09,-23800
bri-95927426565a7a3829dcbfebbb2b0358,2024-09-28,-97500
bri-d3154e40e57c3d3884b597d0b7f047c7,2024-09-24,32000
bri-d3f2194a09226fdaaa2f5ba182b3072c,2024-11-21,4000
bri-c99bcfa79ed1522b69da7c5f7c03e8d2,2024-09-04,91500
bri-d97ab187e1f3da2094bf0b7d667bc318,2024-10-14,60800
bri-63d81df67c1fc9f7c24eb20e244b2630,2024-09-09,-14300
bri-73172f17f6bd16af3431f060483b9849,2024-11-06,31200
bri-3255c75e7106cc5f78e3746939c10a40,2024-12-04,24700
bri-2e613483ce348000e74c37828b88f4fc,2024-12-03,-73800
bri-6f0588a9191ff6a36e7bb8cd1deccd27,2024-10-25,-35600
bri-c13dd5bfdacb698961bed5c6f4392289,2024-09-22,12000
bri-54b4298147ce895322fc9a7d664ecbdb,2024-08-16,-95300
bri-2080f1721a5b7c9c49f87cfdfef6e128,2024-09-21,82100
bri-9cd85659f7ba139e10e4d691693eb631,2024-09-27,86600
bri-c5d8aaac2b9a3c9c0226ac7ce8b3005f,2024-10-29,39400
bri-e7cc97d2877aa0367796d80a31fbd7fb,2024-10-22,37800
bri-be4425e38a5834beebdbb7b2e77c7616,2024-10-12,-60300
bri-37fcee8c52a207e3f9a166670bba08db,2024-09-13,36100
bri-10905b61937c967a4846161211de58ae,2024-09-04,41100
