TrxID,TransactionTime,Type,Amount
0036bd67451de324bfc5bcd704dcd220,2024-12-19 13:15:04,CREDIT,4800
00937c26f25dbfb69d6281ad81b97401,2024-12-20 07:43:27,CREDIT,19800
012aff547755f918b7a37198f6834eef,2024-12-20 00:44:42,CREDIT,52900
014874fd6c1f93c9e7df555dd3cf18a0,2024-12-19 02:11:27,CREDIT,73700
014bccb0a758293ef6bc956320a3ff08,2024-12-19 01:09:20,CREDIT,16100
0155a1b8510718a74490a6e42a9cb4cf,2024-12-19 19:55:12,CREDIT,19900
019272128741b04394a2ab089b9ab621,2024-12-20 14:29:43,CREDIT,63200
01ddc0058f59b4806d97844ced3e972e,2024-12-20 00:06:26,CREDIT,9200
01f438f16ab0b42bbe3e5ce1d738b009,2024-12-20 04:18:00,DEBIT,57300
02387b1e5a0527e22885fb3dd3d0ebfe,2024-12-20 01:59:50,CREDIT,9400
025205292516b1c2cb64ca1238cc1e49,2024-12-19 22:55:02,DEBIT,24200
0252dc1527bcab466a1050cb187f7b1a,2024-12-20 23:10:51,CREDIT,4400
0279d8beb80b2487a378f28cdd9000d4,2024-12-20 18:12:10,CREDIT,67100
02a972d2002226b3d49816472858832b,2024-12-19 13:06:34,CREDIT,6300
02b9c517f302af84093e7506b3ac1061,2024-12-20 09:51:59,CREDIT,35200
02d02ef2d9185824ee64f2eb247ce08f,2024-12-20 01:23:54,CREDIT,70000
03878d2b0e271355eca5dad85d6adb27,2024-12-19 15:18:30,CREDIT,60300
03e98d87438b8a9dc1a89e842aad31ef,2024-12-20 16:51:51,CREDIT,73600
0409690133d171d7a64330441f0a56c2,2024-12-19 22:30:00,DEBIT,37400
046fdc064516de6ef2181595f1884f28,2024-12-20 19:33:46,CREDIT,56600
04f7fec1aaae2a7a12f982977fc345cf,2024-12-20 17:47:12,CREDIT,84700
0526b1eff941f14ac32aeab3f9d5a0e1,2024-12-20 15:17:02,CREDIT,68100
0706208db7111a86d9400fb45cd5c957,2024-12-20 15:05:52,CREDIT,43800
070f2cf602590abb22e97bbfc6260453,2024-12-20 19:44:09,CREDIT,58700
072212ed785a2d185d73aeccebb098c3,2024-12-20 07:54:51,CREDIT,75100
077b7eb35ab0df778a78276217c537b7,2024-12-19 02:00:39,CREDIT,12300
084b7f4fa2b5e0fd4e962231832b0c04,2024-12-20 19:25:22,DEBIT,7000
084c347732475e4eb763e77ac22823c5,2024-12-19 10:34:33,CREDIT,83200
085fc1e851d325d82a72bf03fc4124da,2024-12-19 15:10:40,CREDIT,45900
087e5344beebcadd05e4a3b18a7a9e35,2024-12-20 15:14:03,DEBIT,4700
0881529e5cc2bc26e873ffeda5b1aa27,2024-12-19 10:19:29,DEBIT,6500
08e45b09ca8200423ab41f22b365dc0f,2024-12-19 13:14:06,CREDIT,15500
08ece4e702d158e8b13006381686c7d3,2024-12-20 14:03:33,CREDIT,39800
091272fbcda9e61c4914fbb2216c9dea,2024-12-20 21:42:11,CREDIT,92600
0913bbbf0d9576e4e0fe8bfd470c4ce7,2024-12-19 18:39:17,DEBIT,32200
094f45c1e55beba7e9ded9ffde07f227,2024-12-19 05:16:34,CREDIT,28200
09d8ea869f52b24b172947a02dea7a23,2024-12-19 21:31:15,CREDIT,37200
0a7e0e7fe33be03c0567bd4ed98f0b1e,2024-12-19 09:00:42,DEBIT,26800
0aba800b93cc9cb470721dad8722de1e,2024-12-19 21:07:12,CREDIT,62000
0b06981f5de455b94d4e347f35c29eb3,2024-12-19 15:52:55,CREDIT,23000
0b44304c58d3157eb614e3cd65aa3990,2024-12-20 16:33:05,DEBIT,98400
0b5119e5cc478a19fa993a375dfe356a,2024-12-19 14:50:49,CREDIT,76700
0b85d9a72c3e488d281cb61d1a812ed5,2024-12-20 06:08:43,DEBIT,96200
0baf3e0f3af6e76460dc84f4ab594f35,2024-12-19 06:55:06,CREDIT,44000
0be43a997c1a4b12655c3e2ff629a0e1,2024-12-20 19:28:05,CREDIT,33300
0c3b00a35eaa8eddb492d803d823490d,2024-12-19 06:25:10,CREDIT,94800
0c6829c3ada15557b2973f96a7f4dfdf,2024-12-19 03:09:57,CREDIT,42500
0c6f20d788ccf5d4bba2ec4655835a01,2024-12-19 14:09:30,DEBIT,43200
0cc7ff7faab2452ceb0a55359e7b5577,2024-12-19 01:20:41,CREDIT,97700
0dc5fc59f9bd1f7971708b8dac4953bc,2024-12-20 05:52:23,DEBIT,25500
0e046104b12ccdb45a3e9729f7390773,2024-12-19 00:45:06,CREDIT,18800
0e335b6f3e3d6e27bb24d4a3aff02e08,2024-12-19 14:40:54,CREDIT,60200
0e5aed7382ae0d6044c08959d7349044,2024-12-20 17:11:29,CREDIT,80600
0e90f25e04d2d18119b041eb200f8106,2024-12-19 11:47:24,DEBIT,46100
0ff065d9c49ddd97db4c2a2f7cbdcef9,2024-12-20 22:26:33,DEBIT,8600
101878d0b25b77e7c4d5fd871fb9064e,2024-12-19 22:57:52,CREDIT,57800
107a17f0185122c2fcf9ae28ae859aec,2024-12-19 14:13:05,CREDIT,20400
107f5b447b246eaa83c4fc0c9d39f6b8,2024-12-19 01:49:57,CREDIT,57700
108f56bc30b453ccf4a077eb1942c786,2024-12-20 15:05:59,CREDIT,22000
109b79cd95fd8ac6054b31170bf5bef6,2024-12-20 03:13:06,CREDIT,25200
10a5d7d0bfdf787929cad818e3381615,2024-12-19 06:23:35,CREDIT,51200
113f8176b692556ec1ad6fbbfa9fd8aa,2024-12-20 22:04:33,CREDIT,48600
1191a64dffd35a076df38c4c508ae55c,2024-12-20 17:31:56,CREDIT,19400
11a770e41d4a1b18b9f643afc96e3da8,2024-12-20 18:15:25,CREDIT,36600
11cc31cf6ff9bcc1ff5893b4a7ba4530,2024-12-20 10:47:59,DEBIT,36400
12417f4a72a7874ae8a92d75cc8f8ccc,2024-12-19 22:10:15,CREDIT,87100
125de98b39c1e3d1a54c4a90e0c02728,2024-12-20 13:11:22,DEBIT,3800
