TrxID,TransactionTime,Type,Amount
00084fdfcc0848d45c6c040d13a2a716,2024-12-19 02:17:35,DEBIT,61900
00559f1f7d2a36da4855d6ce78414e21,2024-12-19 06:44:54,CREDIT,61400
008012d53400665edc6ec0d35c122177,2024-12-20 13:24:28,CREDIT,83600
0112ae372d280f0c62bfedb8b196cdea,2024-12-19 11:09:12,CREDIT,69000
0131a5428ba79ae5be4c49cb300f88fc,2024-12-19 23:06:21,DEBIT,36500
0185d237acb145bf7baa2e8bb60f101f,2024-12-20 03:56:15,CREDIT,10000
020c612ab9d0361307f8bc398e4db182,2024-12-20 10:49:27,CREDIT,78200
029533684e951e8452680d4f6f308f9e,2024-12-20 23:45:53,DEBIT,69100
02f3fda7859878dd2a3ec490e7cff840,2024-12-19 02:01:49,CREDIT,47100
031096e2717ca0fa186f7690479592d8,2024-12-19 06:48:55,CREDIT,45600
0356e0c375f65ba0f11c27bbb0779933,2024-12-19 15:04:56,DEBIT,92900
035fc9df24b1f36de78d84e5731dc246,2024-12-19 09:17:13,CREDIT,11000
04a0d9c576fb869205c9ca14e500be5a,2024-12-19 22:23:08,CREDIT,21200
04f34343ae9510c5911a304c183f1813,2024-12-20 15:27:17,CREDIT,92700
0524293f2911c73caf789725d5657d5f,2024-12-19 14:41:29,CREDIT,4900
0531b7e13c4712f4b0f5260a5d3741bb,2024-12-19 03:07:19,DEBIT,4900
053496ff08fbf68edf4ea8df19791538,2024-12-20 01:53:06,CREDIT,46100
06246d364d0fe15eb6a52fabc50ad535,2024-12-20 14:27:36,CREDIT,73200
06474a8a46b61c13a3c18247d5330998,2024-12-19 08:46:18,CREDIT,58200
0693cd62b7149425ab1d6f1666771a76,2024-12-20 12:25:37,CREDIT,65000
06a0ef97fa8f0c80d72334a7dc33f919,2024-12-19 02:48:15,CREDIT,85800
076f0e2516c0ffac5e38cdac2342d67b,2024-12-20 20:31:07,CREDIT,63100
078cee5443037311fc1ab4492e828486,2024-12-19 06:23:14,CREDIT,58000
079208b6a3c373ab31fe8a356ba843f3,2024-12-19 13:12:08,CREDIT,26500
080e6d904486ace74385591364dac95e,2024-12-19 04:28:56,DEBIT,55100
0851b6da9ac4185690f6603d33814f16,2024-12-20 05:47:01,CREDIT,35600
085c9f567b35510a969e23a837bc5010,2024-12-20 01:02:01,CREDIT,10400
08c0529711cbe85f8885cd3ed3f44698,2024-12-20 01:03:57,DEBIT,87000
08d53fd80f60909273038939bbb67e52,2024-12-19 11:05:52,CREDIT,26000
08e0f1d064305149d21914d5cff42169,2024-12-20 00:08:40,CREDIT,79900
08e42a6e09cf1b3896d4f7e7ddd40174,2024-12-19 22:28:38,CREDIT,89300
08eaa850c5db2c9ec0091bf40a983a78,2024-12-20 14:28:01,DEBIT,77900
091ecbefd196eff390b6330eb28cf034,2024-12-20 21:45:56,DEBIT,35900
0933d8798847778556cd87dac4a41c99,2024-12-19 06:33:53,CREDIT,7800
096ff90c32e89b2cf1721cfd48d7c792,2024-12-19 20:58:39,CREDIT,54000
09c771ebf8843fa18b81e59ffefa2247,2024-12-19 20:22:31,CREDIT,72400
0a41bfa3ff8fe1414587bc7f94375b04,2024-12-19 08:08:33,CREDIT,56500
0a5b37b28ed99b982acea95cffae28d8,2024-12-19 11:36:46,DEBIT,36600
0b484afd6d2a877a1adca9b9a5f42b67,2024-12-19 11:10:22,CREDIT,57200
0b7bc100f40d9390d6460df2b0ea5f1e,2024-12-20 17:13:58,DEBIT,45500
0b96222c3cb80e68c7cbb30dd9816e07,2024-12-20 08:39:32,CREDIT,46000
0bbb8c9e8d68e48522b7c173bdeadfd1,2024-12-20 03:15:38,CREDIT,46500
0bcdcf2b0daa2af5f47d52f006fa3615,2024-12-19 16:11:14,DEBIT,47200
0c1aa782793569fb7e78c70bdcf5c0b5,2024-12-20 11:01:15,CREDIT,68800
0c5dc448acfc831a300d9c7fc7b6ee8d,2024-12-19 16:46:10,CREDIT,77300
0c72d1fd79fa30f507741e254a8c2f89,2024-12-20 06:01:05,DEBIT,37700
0c7c77d47217bf93ea64afd785470ece,2024-12-19 07:43:48,CREDIT,98800
0cba707ff6073a948ab94120c1a3f0df,2024-12-19 05:08:18,CREDIT,2200
0cc775fa35e3839ccac2e1a215d8edc5,2024-12-20 14:55:09,CREDIT,61100
0d16619119bd2b1916ebb4ff3201cc72,2024-12-20 17:56:34,CREDIT,12200
0d57d083f1f66ea294f344d0e30d4bd7,2024-12-19 04:39:14,CREDIT,1500
0d62ddc0fe06398895c72fc07aba0319,2024-12-19 16:11:00,CREDIT,97400
0d8a3a2f184f4f9dea1fef37ec149870,2024-12-20 20:31:59,CREDIT,6200
0db4299b598b67eb361de2b2e3146dfd,2024-12-19 01:18:19,CREDIT,63700
0e657bfeb6f3ad62c5524d4be03bd806,2024-12-19 21:24:36,CREDIT,1500
0e92b2192d35fccba6b8017591cf992c,2024-12-19 18:52:41,CREDIT,34900
0eb73f6633e8535907935aa896c40403,2024-12-20 13:22:45,CREDIT,78200
0ec6a64e01c524420edea3f0429f23df,2024-12-20 23:52:54,CREDIT,62200
0ecd5208b29871e60ffc98b76bb235d4,2024-12-20 20:24:09,CREDIT,35000
0ece5d5ea3674d2eb69c95a44e402249,2024-12-19 18:42:50,CREDIT,83300
0ed35904a28c0a6dcf2b4e9d8ca693e2,2024-12-20 06:49:30,CREDIT,17800
0ee61f4d007aba38a87684c82e1636b7,2024-12-19 21:50:02,CREDIT,92600
0ef9779dbf9cee2167e0ca304c78b7c3,2024-12-19 03:44:23,DEBIT,23600
0f1e947214d9d25da80f15ffc930180d,2024-12-20 02:12:30,CREDIT,46600
0f5b68f2e905526ceeee85db79008d87,2024-12-19 09:22:43,DEBIT,27700
0fd2b21badadb0e03646295238b30fe7,2024-12-20 03:17:33,CREDIT,83400
0fd2f7a7f4c7be54d99e284e39e24251,2024-12-20 05:17:33,DEBIT,59100
1017cd95302087851b540fe384c3118d,2024-12-20 20:07:43,CREDIT,63800
10297c1f5f284089e2de4ba596ea58af,2024-12-20 11:10:01,CREDIT,57600
10526995155b9fc1b8c8d7a59b9a6de2,2024-12-20 13:46:55,CREDIT,76200
10ae2f01863b209211dd1b009c830d67,2024-12-19 04:25:31,CREDIT,27600
10b61c5df149803f58e2dbebdcf1f791,2024-12-19 06:56:22,DEBIT,7300
10cd26ae3b31386fff8f79fe5e73e7b3,2024-12-20 14:19:38,CREDIT,83500
10e1a7ae89150efb1ce2ff608a415cfb,2024-12-19 11:33:58,CREDIT,2700
111550ec4e9a635ab9e556e03342e6b5,2024-12-19 08:34:05,DEBIT,23200
112fa41298ec623264c457abfa4f2a74,2024-12-20 06:25:32,CREDIT,38600
119108cb772d3c7e91aa1ee5004b96b6,2024-12-20 16:19:15,CREDIT,42600
1196fc273be6fb08e33e19746ee62e97,2024-12-19 12:57:37,CREDIT,66300
11d31f2e97eb58ac9d12d951cf093b7b,2024-12-19 13:52:59,CREDIT,5700
123412dd976b47951ba0478c59a06dbc,2024-12-19 18:22:38,CREDIT,34700
1279f2e4a75fe6dd51c33ebfc1eed98f,2024-12-20 19:12:18,CREDIT,85500
128d0045fab0a92233b226f491bbda70,2024-12-19 15:06:14,DEBIT,87800
12fa90d34dd70dfe1ecb2643b54b48db,2024-12-19 08:54:30,CREDIT,5500
1321b890323c8bc1c44f7a541c58ccd1,2024-12-19 07:45:10,CREDIT,70800
13f312cb6352eb799ca034547d337ea9,2024-12-20 13:19:48,CREDIT,8500
14abac355c80d9718f68d425c3a0d132,2024-12-20 08:14:11,CREDIT,87400
15035a1d8dfdbdfaf059a9f991c05140,2024-12-19 11:30:04,CREDIT,95000
1547c3046abc7ef2dc606e880277ca8e,2024-12-20 01:45:26,CREDIT,59200
15655f70748b6308779a0c882420a621,2024-12-19 20:56:37,CREDIT,13900
16351a7484e420f5b56f09e695df9cd2,2024-12-20 17:16:48,CREDIT,25500
16511f6cdd359095dd7d91c8a4ab41e1,2024-12-19 15:05:00,DEBIT,59500
167808566e0da40864a6c901803e6004,2024-12-19 20:16:32,CREDIT,88400
169ac1d427689b81f983551541d12a60,2024-12-20 21:54:33,CREDIT,31700
16d2306f1e262323e111948edbce7ad3,2024-12-19 08:56:29,CREDIT,26800
170de4671a94cfb2c26d0b12240d4259,2024-12-19 09:19:01,CREDIT,38700
1723127fa3f3832e749b2e2f24b8ab81,2024-12-19 22:03:08,CREDIT,92800
17a5ad29089d8ff4f11a72fe453d53cf,2024-12-20 08:02:42,CREDIT,7500
17b768af209d4afe156f2d3348d1e7d7,2024-12-20 18:21:02,CREDIT,63700
17bc690032aa0fe58f49e144a9bb449a,2024-12-20 08:31:35,CREDIT,17900
1815dc4d7bc23917bbba963dcb59561a,2024-12-20 14:21:09,DEBIT,88300
183025f3afd99756e62d1bd2c666b47d,2024-12-19 13:21:02,CREDIT,51400
18676dfbe0a6423011df15874ad61f04,2024-12-19 04:12:49,DEBIT,41600
186d43bf9e97efe895de5a839fdf9b29,2024-12-19 03:47:38,CREDIT,25100
18b355d38734d9b2ffbb639af6ab00b3,2024-12-19 06:36:45,CREDIT,62300
18b6772617f153ebc7862a07dd0fe11a,2024-12-19 05:56:54,CREDIT,36700
1915642d50373eef8d5d9d0a1613a48b,2024-12-20 09:44:15,CREDIT,97100
193d9e074872cfb019aa97266533e7e9,2024-12-20 02:39:00,CREDIT,91400
1994b2f6e0605477feaf446799abf2b3,2024-12-20 08:15:52,CREDIT,56800
19bf5737463ca429f88297735b81b32a,2024-12-20 06:30:48,CREDIT,46200
19de2db0e75996165b52449561f011af,2024-12-19 11:47:44,CREDIT,93600
1a059824e6571b94c88dade402d05a0b,2024-12-20 22:29:01,CREDIT,51400
1a2d49cf99b5e70c9d7da79b1c6bc85f,2024-12-19 09:30:12,CREDIT,68800
1a8c2cc94e7b827dd257fbe4c8dafd70,2024-12-19 01:55:24,CREDIT,85300
1ab8384322137ca6fb8980063bfbfd0c,2024-12-19 00:34:53,CREDIT,33400
1ae6b05df86de14c1e4273e8a3fb6faf,2024-12-19 00:14:56,CREDIT,26600
1b29c84663fd31503c14ddd4a264cf50,2024-12-19 06:00:04,CREDIT,44200
1b719264f39dccac49cdf5efea7e62df,2024-12-20 10:46:33,CREDIT,24800
1ba5a318ff10b95ab4246c92611cc0ec,2024-12-20 19:36:41,CREDIT,43300
1bd180536a8f5a825f0ee915084b7b1a,2024-12-19 00:38:58,CREDIT,48100
1c2d601ba17a05692ddd09ad5d5329e0,2024-12-19 04:56:57,DEBIT,48900
1c5f326ad37895bddeb4dce00e3ddb4e,2024-12-19 01:56:36,DEBIT,32400
1c8ee36041a641ab5475f7f0c134d434,2024-12-19 19:35:10,CREDIT,49400
1c90acbd995429ba05785cef890c54df,2024-12-19 12:21:49,DEBIT,89700
