TrxID,Type,TransactionTime,Amount
003f1ad1b6f593f6644b310ffe9de566,CREDIT,2024-10-13 02:37:42,45700
0096bd6cee55592d36efb5a4314e6848,CREDIT,2024-09-10 03:58:31,79900
009c5d7b6ff8bd49661d032862b9d0c5,CREDIT,2024-08-30 15:14:06,88500
00f068616858a09c5c2756b10fcb7423,CREDIT,2024-11-30 21:29:45,45700
00fa7ada49b929ace501ef6edd491fe3,CREDIT,2024-10-13 04:16:40,15300
010702ecf82666cf82a76c57bb382966,CREDIT,2024-09-21 09:49:41,75800
0117c7747c0ab2f86c581543e5542654,CREDIT,2024-08-30 20:47:57,53300
014f3437b8c11511c5b6e44d8ed98b5a,CREDIT,2024-10-09 11:53:44,72700
0172a49683d9356b66cc84721a6c05b6,CREDIT,2024-11-11 07:52:39,78300
019a24e838d7ce05756daf1427db7881,CREDIT,2024-12-06 05:37:21,60100
01b13d6b862d632c9367fe8fc78d03ab,CREDIT,2024-08-20 22:20:02,65300
01d552f2863d7db702b8f4cfed43ff7b,CREDIT,2024-11-10 07:52:09,26700
023d7ba7ce5c6a3bfcf3172ff8ef0090,DEBIT,2024-08-21 16:59:13,47100
023fd51c7c38c6d0ce82d9bcaf1e32b3,DEBIT,2024-09-17 07:11:53,10400
02415b8057b971e695a3ef2235a4b182,DEBIT,2024-10-16 12:31:08,71900
02442006a19671fdbc4298af90afb5c8,DEBIT,2024-11-16 07:14:54,66200
024ed0e71c2f5bf785a290c2acc1be20,CREDIT,2024-11-05 12:04:28,39000
024efe735c073a7d582c340070e9a4b7,CREDIT,2024-09-04 16:57:55,26200
025b02e5a5bcb8fdd80f8442292b9dd8,CREDIT,2024-10-06 08:05:31,93300
02b931f7d5678caae99baac11f14c7f9,CREDIT,2024-10-22 13:16:02,79400
02d9369344ecd12a9f6445b9e52a8a9c,DEBIT,2024-11-24 07:46:14,39900
02fa5ba59e0de7582f6181e70d5368c9,CREDIT,2024-12-01 23:32:36,62800
02fcb9b4dba110171d9d3b710745a649,CREDIT,2024-10-04 16:08:29,61100
030f4fb453026665fd105d1cd999ef4e,CREDIT,2024-09-12 19:33:03,69600
031971885d303252fd440a5cc86e4554,CREDIT,2024-08-25 03:40:58,54600
03485b6924c43ff264c315640415506d,DEBIT,2024-10-05 19:58:11,78900
0349188aac7bf4ce47f292b84008dc8d,CREDIT,2024-12-11 14:52:10,16200
036c5e4e83bc535df2ea0411b7639edf,DEBIT,2024-08-29 06:54:55,58200
038f832e3e4a3d06352bd9cd1a7c0143,CREDIT,2024-08-30 21:38:39,19000
03db22ba12a21aa878e5772b7204b8dd,DEBIT,2024-09-26 15:55:00,13400
03e7730fb30b64d54073dd85efc0cf7c,CREDIT,2024-11-07 16:08:19,10100
0467b84bf43215fcb9cb986239f3a05b,CREDIT,2024-11-06 03:59:38,23100
0495b6f777d94201d871ad828810961a,CREDIT,2024-11-05 22:01:03,83100
049d56f894de19ef6440a767c847314b,CREDIT,2024-08-21 10:55:00,3000
04c02c7251134be7bfff34deb6f81b7e,CREDIT,2024-12-10 19:32:07,32600
04df6d32ffe775677e3975fb9225134f,CREDIT,2024-11-05 08:36:26,5100
0506b2c24fc8c88cd5a364c18f96f90b,CREDIT,2024-10-30 18:16:01,24900
050a4d08c7198286f8f668b413165444,CREDIT,2024-11-11 15:00:00,11300
0526dabdfa2be29dcb53430d79c7b8a3,DEBIT,2024-11-03 09:44:24,60800
0547453b7115a65c7138fdcff155932a,DEBIT,2024-08-29 18:05:56,29800
054f78858437af54424027d3c6a23b7c,CREDIT,2024-10-02 09:39:15,12200
059b9e8fb90e2db2342f1a87463834e6,DEBIT,2024-12-06 07:09:49,19100
05d8719c2ef77c4a78be0e27ff131633,CREDIT,2024-09-27 12:33:57,30800
06112953df4ae40f3c3bee1059ddc0c8,CREDIT,2024-09-18 01:46:03,49400
0641656f23600514a873e1b8298cc752,CREDIT,2024-10-04 02:12:34,27500
06588702f69c01d03ea6517b24958664,CREDIT,2024-11-09 15:27:08,61500
065a0bb1d5c78016477c2f1b52ff8835,CREDIT,2024-08-28 22:45:26,56400
065d7d45482d64cf604e35d94594dc06,DEBIT,2024-11-15 21:39:58,92700
07198f5566fb5cfcebdaa2b5132355ff,CREDIT,2024-10-20 02:24:21,32400
072a78d945bff0668fcb73982908f1b9,CREDIT,2024-10-01 01:06:52,36300
078aebc5c7c62ff59c8b2a6f2d8b9ae5,CREDIT,2024-09-14 06:51:29,73100
079c9c27fcf8af2bd2a372be77845d38,DEBIT,2024-09-25 13:13:24,76600
07a3fd84d26a34611f87981dfcb41d0e,DEBIT,2024-11-10 06:51:54,85400
07c3ee05ded4a6fbeb7bb6b437ae3432,CREDIT,2024-11-08 20:49:53,89800
082aa209fd23eb2e9de1676026386a85,DEBIT,2024-09-13 06:59:21,27300
083ba14d46f7268b0bb741ed60742c11,CREDIT,2024-09-17 17:50:21,32800
0860884dbc8ab26fc67c524997454a1c,CREDIT,2024-09-22 05:10:49,6600
086e38f90f022de574bdb66a9ea5a983,CREDIT,2024-08-15 07:46:24,55000
0877f33c4c0811c70790942313952172,DEBIT,2024-09-09 16:33:53,7900
08a35660930b1dfec6ecd62f7e0d927c,DEBIT,2024-09-16 02:27:38,61000
08b178446a6e4b8b7bff711fc5af27bc,CREDIT,2024-11-13 09:03:56,42600
08b751727d272387765292bcf51b3bf1,DEBIT,2024-10-21 08:37:46,88600
08c0d79847a697d400bf324fe4357f05,CREDIT,2024-10-30 11:14:23,54600
08dc205f9bfe58ae477686927a009a8d,CREDIT,2024-09-15 10:15:08,34000
0916b18d923f865c701c74ff9270efdc,CREDIT,2024-11-27 00:10:11,58200
09c1fb7fb709d7211f8bdd571fecbdab,DEBIT,2024-10-14 02:23:32,59600
0a3171a7a6feaf454553e194cd6c2a18,DEBIT,2024-11-29 10:37:32,38600
0a5a0c29554963d80926ad4113165dc1,CREDIT,2024-12-04 00:55:39,95000
0a71f37d1dd9fe75ce78ad670b511b7b,CREDIT,2024-11-08 02:55:53,6700
0ad442f8cc7b4d357572837c28be2d50,CREDIT,2024-10-14 17:52:45,95500
0b21396eacb5b7b5704b37e59ede6761,DEBIT,2024-10-02 00:26:55,8600
0bdd0984b4ec1f8684e21336926dc789,CREDIT,2024-08-20 15:36:46,71500
0c350020f202ac54c95a16af294858c6,CREDIT,2024-08-28 20:16:11,46300
0c47ead5d7b1b12fbc87c6de6d4379dc,CREDIT,2024-08-28 14:08:28,7900
0c523ed0b2687c05a52c81dcf3e44703,CREDIT,2024-11-21 19:40:23,39400
0c8360c7e1f29d1b428f15933e286344,DEBIT,2024-11-25 00:53:35,30700
0ca2dec5e0b676d76b8416159e545036,CREDIT,2024-11-10 05:37:20,69700
0ca5d0b2b65397793e7121665f0e0e5b,CREDIT,2024-08-26 06:47:21,36600
0cd29d0f65a7f2c6e75553f90850d88f,DEBIT,2024-12-10 09:24:04,17000
0ce008345611b9459432d84b0acc1642,CREDIT,2024-10-21 10:36:42,67800
0ce1f5a52b06d95067d28a16aee771b9,DEBIT,2024-11-21 06:46:32,54200
0ce3701a64522a0ba9557f1f7d422dd4,CREDIT,2024-12-02 22:00:27,86300
0cf7229a2f6e2206b3a79399d3ac5d9a,CREDIT,2024-09-26 10:25:37,82100
0d909d50e9630b80b3bcc5c44ac7f286,DEBIT,2024-10-12 14:43:28,25300
0e064c28ff748cae2e28662165175ae3,CREDIT,2024-09-04 08:03:57,56200
0e07c0c21332681625607ff7adcc3b08,CREDIT,2024-09-21 21:47:22,74700
0e128a9f39b3c6e6d6aa65d94199ee76,DEBIT,2024-09-04 01:04:55,46200
0e3d08915f171ca6f3e65153a8427950,CREDIT,2024-09-04 08:07:46,22600
0e5faed55c1d0fa66a5560c31b27cafe,CREDIT,2024-09-13 08:12:29,46800
0e6746fdec5552a7cdc9df361f2eaf9d,CREDIT,2024-09-01 10:45:26,5100
0e7d6d07b8e81e543a5718c3b4c2edb6,CREDIT,2024-08-15 23:14:50,71000
0e855a674f1fb60be7a4cced79e4c372,CREDIT,2024-09-15 01:50:14,73400
0e980bcd660ab968084693d1cd507396,DEBIT,2024-11-04 08:13:58,17900
0ea35e2a392ac9d2c52621dcfe6982fc,CREDIT,2024-10-22 21:56:15,48600
0eb43067d38a981f1160c4b917307718,CREDIT,2024-10-13 01:37:55,51600
0ec4a939c02c6e9e3eef085350a00ece,CREDIT,2024-08-16 08:35:16,76100
0eda8d4263d188f16307c0328e4e12ff,CREDIT,2024-10-23 17:20:17,73900
0ee29fe04da7b674db9319b54125466c,CREDIT,2024-09-18 10:04:09,67500
0ee48d4cae194e210d5dc7beef380829,CREDIT,2024-09-19 22:12:38,80100
0f137332746fa39a410b1102abfefc1b,CREDIT,2024-09-05 01:33:45,27200
0f800b20f0ecd979b233cde2905ef071,CREDIT,2024-08-27 02:42:10,92800
0f80c5b77ca7679d8a1d57676836b0be,CREDIT,2024-11-28 14:26:37,2900
0f8ffb5d527483398ee3cb401fd812f6,CREDIT,2024-09-14 02:28:01,14500
0fc031722d2016c23d6cd2c1bb2fd103,CREDIT,2024-08-24 11:12:13,41100
0fcc8832bb90e9859e414ab623c5e49c,CREDIT,2024-10-15 01:57:31,56000
0fead7baf2709486497407d66046441f,CREDIT,2024-10-21 06:01:30,54300
100f31f10f3f0d7ef5eaa0da394e0c28,CREDIT,2024-10-09 08:27:38,40700
1022c5c6c35e410530b0cc3eaeab9dab,CREDIT,2024-11-09 18:38:12,91500
1029b8cef4f13138c02063ff01fcc146,CREDIT,2024-11-29 21:30:53,11200
1043b3d5c9c93926966bd53e47bae2a0,CREDIT,2024-10-05 11:43:05,38500
105e9312be36a0b1878c8cabb596505e,CREDIT,2024-11-02 17:25:09,27000
108851a2d916323c01b48e91f8f8d88a,CREDIT,2024-12-04 08:08:15,24500
10a484c405d52ab7e9b3df749cc18130,DEBIT,2024-12-06 17:19:10,47000
10a80085a9c4192336362b5f310a23ab,CREDIT,2024-09-12 17:46:51,39200
10b95c7fbe5fbe4ef581f5cb0eaf0aa9,CREDIT,2024-09-17 23:26:09,73300
10bffc02bf94f280d82762601b699a22,DEBIT,2024-11-28 16:41:43,65500
10c9bb64967d32c0f44810f2029e0b69,CREDIT,2024-12-08 23:07:34,44200
