TrxID,TransactionTime,Type,Amount
007c4b3826dcc029de6d8a919daab7f3,2024-12-16 07:35:18,CREDIT,64800
00dba0a45103c7183e197038871ac4e3,2024-12-09 10:19:18,CREDIT,35500
00ef0aab0d2cc0fc8e1a398e53faabc1,2024-12-20 07:01:46,CREDIT,62500
01027dc312cc2738beae9942e2d60b1d,2024-10-24 15:44:51,CREDIT,84000
011a0a1755734c5ee19c423f0e33495c,2024-12-20 14:04:39,CREDIT,99400
013e71ad925cae767def046424a4a110,2024-12-31 10:18:48,CREDIT,24700
01b407678165ae93192d3e38ab28a672,2024-10-30 23:59:25,CREDIT,14300
01c8c7487579ed05db41ef1d10374f81,2025-01-23 06:45:54,DEBIT,89500
01fd3d182f37b307bd151bdc5dfbf471,2025-01-16 23:04:06,DEBIT,41200
0204a8d2d0011669392fea66c11077cb,2025-02-10 17:59:44,CREDIT,4200
020630431c9e902006939f4fb831c2fd,2024-11-26 15:14:35,CREDIT,40200
02ae3153354b74bd64df31aecabfb857,2024-11-12 03:17:14,DEBIT,65600
0300657009cf9a4d22e2606095e16d0f,2024-11-12 19:45:28,CREDIT,93300
03afd8ef69f3a82673ae9394b785d881,2025-01-09 21:08:47,CREDIT,96000
04016c2fd00bcdbdf7a55407e5d3417e,2025-01-16 14:50:19,CREDIT,55800
0430bdd36d9722a14dcadfa2c78b172d,2024-11-27 13:32:23,CREDIT,84500
04bb01af75b19e99d2002ae05168be66,2025-02-06 01:34:45,CREDIT,43100
052ba18b059d0e9e88e84fcd7a0b34b4,2025-01-30 07:54:15,DEBIT,16800
0558ff9982fef5bc52a236959b8dcb3c,2025-01-16 19:33:32,CREDIT,63200
05aa93804b800fe0b002afc0cd7dd4dd,2024-10-26 14:36:52,CREDIT,10300
05ba5281aaa3c491a2342f165751ff2f,2024-11-28 04:43:48,DEBIT,56900
05cc5dee263391e27bf41c70b1b1ae2e,2024-11-11 06:06:05,CREDIT,38100
064ca1f48a6123029219ffc3b76649bb,2025-01-25 16:38:18,DEBIT,60600
066597e5255a4ab744cafeaad760baf3,2024-12-25 10:29:02,CREDIT,20200
066e950830c15a67b07a1c762d87485d,2025-01-29 13:21:30,CREDIT,1100
06abac27391ec7fcf0c798e354c32a37,2025-02-14 04:14:52,CREDIT,46300
06f368776d3e6e1d13087fdc75008476,2025-01-01 21:57:38,DEBIT,86000
0741051600a9f59e99a9ff9ed8181211,2025-01-26 15:54:49,DEBIT,60600
07c150b114d5c50760f44b8c56836eea,2025-02-07 15:09:17,CREDIT,9800
07cb9968fdc0d3c874203a3bdb958b0b,2024-11-09 23:30:15,CREDIT,38400
07d42657beec4c325626be60df26eb25,2025-01-10 15:32:20,CREDIT,85700
084e8cae56b5ffb039905768ca2d955e,2024-12-24 17:24:56,CREDIT,25200
089966325637dec01e45c9a9bc2b4ceb,2025-02-18 08:02:39,CREDIT,46300
08e75f403eea66223e1e27ae31c4e4e7,2024-12-04 15:18:47,CREDIT,19900
0914b6ddba6c88ccde17f419af15b815,2025-01-02 04:47:44,DEBIT,54100
091abbd38fab69747616901ca9909751,2024-11-21 18:07:29,CREDIT,4300
092736a8c6ca7035f61134565fc6a18d,2024-11-08 04:17:14,CREDIT,5400
09410b59fb996fb4982ab70c6cd48305,2024-12-26 17:48:05,DEBIT,48300
09651f4c10aa2089f77c41528055b985,2025-02-19 05:28:36,DEBIT,94000
0970a74a73d6f04c1a1eceb15b178aef,2025-01-23 21:38:09,CREDIT,88500
098584dbdaba2f8c0e108bbe87750106,2024-12-19 01:13:13,CREDIT,38800
09bec180962c834de0f3f521d82b38c5,2025-02-02 18:51:23,CREDIT,42600
09ef53604c78cc1d1f7b080ac520c96e,2024-12-10 12:20:28,CREDIT,53900
0a4d684d1b3ef1044bbe3b435b58d684,2024-12-25 11:33:25,CREDIT,88800
0a4ee3a69704ea03a87b6dd77db99391,2025-01-27 02:58:56,CREDIT,31500
0a6480ef0e471433c8372f8561be4e12,2025-01-21 03:08:51,CREDIT,5400
0b10d190f54b5bbc4433e3c40db79a9b,2024-12-23 22:33:36,CREDIT,28800
0b19d53296fea0b954d63f6a07359858,2024-11-29 21:36:20,DEBIT,50400
0b2da86f6354b02e9490542a8fb5565e,2024-12-27 10:48:41,DEBIT,24400
0bbc4da5febd8348e89d41c8620a0587,2024-11-26 19:26:13,DEBIT,39500
0c0a086f51ee62b404ff23055b535b42,2025-01-31 15:10:02,DEBIT,69400
0c15fc728c2acee933727a4e944881f5,2025-01-10 18:07:42,DEBIT,6700
0d78a77ab50345046803e0b0818e7fa8,2025-01-11 06:41:34,CREDIT,49000
0e22d7ec4da203b7c02eb3a663fef151,2025-02-13 08:53:35,CREDIT,75300
0e6efe6ccc7699f7d9c9a7cbe8a2bfca,2025-01-14 09:11:45,CREDIT,12500
0e7dee462ce2c23a1f74564db07244b7,2025-01-10 21:06:41,CREDIT,51200
0eb42f3b2b2e691f90e118184121970a,2024-11-11 11:38:49,CREDIT,65600
0efd66c05578f55728f3a48e2ca48bac,2025-02-05 17:19:33,CREDIT,96800
0f1a54f143e1662646df0987a661a0a6,2025-01-27 23:16:26,CREDIT,68600
0f5fd69ca80569804ec433c95887be66,2025-01-18 07:41:55,CREDIT,89200
0f7cec29be72b985baa8852ec6fb395b,2024-11-24 09:02:14,DEBIT,6000
0f8bcd2d38c0121f845c61a975e7d4f7,2025-01-08 07:16:27,DEBIT,65000
0ff75d5974987812e68d8ecf546570bb,2024-11-18 08:21:21,CREDIT,44100
