TrxID,Type,TransactionTime,Amount
002ea331f5a576b964a5b994a40d5829,CREDIT,2024-10-03 10:29:26,19400
003407809660f781d99e4b0bd7698535,DEBIT,2024-11-07 10:07:16,29500
00392beec8b0de7d76420c9805b74200,CREDIT,2024-11-25 11:57:38,35300
003d0a6e7cf05e243c642270d71abd7f,CREDIT,2024-10-06 09:47:50,56900
00418230d9a7f30c66a5b88e567250f6,CREDIT,2024-12-04 08:27:41,90500
00b3101adea04aac2f88b71717531a26,CREDIT,2024-10-21 11:07:44,7600
00bb513a350432a7cebfd48f57557f79,CREDIT,2024-10-23 20:36:02,26000
00c6ac09e5e8862b39c9c2e8e4628e19,CREDIT,2024-08-17 22:20:58,45500
00f81e048ba2ad95dd0e92d9970eb1f1,DEBIT,2024-09-04 22:37:16,36300
0101b6c56994e3285a16643e0fc34ba8,CREDIT,2024-09-24 17:08:00,45600
011184c1d14b3a81358fa1e22402fb3e,CREDIT,2024-08-24 08:44:33,42800
013d6426c4041fb0992945164a7e3968,CREDIT,2024-11-17 21:23:23,78000
014209e670eb9b764f20a5b9e605cf07,CREDIT,2024-11-18 19:57:34,7500
017c886680c064b6ed7734169a5a3bf0,CREDIT,2024-09-17 18:01:26,68000
01897df45ec35849628022df9b097f27,CREDIT,2024-09-03 12:42:36,77300
018ed180ca5f39d3227567d07f1892da,CREDIT,2024-12-11 12:08:51,72900
01ce57b36824e6bc37b96cb8c0357c30,DEBIT,2024-09-08 02:42:57,30000
01d9f287d3eaa935e984e9cf1a06f676,CREDIT,2024-11-14 06:11:20,88400
01de7a078f601d54ed53dd67aaa06400,CREDIT,2024-11-03 23:35:22,20100
01eaa27ff0a337f5f2ec811fdbd53391,CREDIT,2024-10-11 02:19:36,72200
020e8e16bc1b7bcace74a3ac4cd996be,DEBIT,2024-10-22 12:14:14,46500
024aa78e7551cddd8c4f0e69f384edc6,CREDIT,2024-09-21 14:53:44,39200
024bda66f2155d33699f9b312b4c3b36,CREDIT,2024-11-08 18:03:47,67200
02570e7b66010cd8570c63170406f494,DEBIT,2024-11-10 19:59:18,32300
0262548e23fbd9403f2e8045bf6744bd,CREDIT,2024-11-24 19:41:48,16600
0273bea77b523d17a0ce1fdb2ce8177a,DEBIT,2024-09-09 05:57:01,30000
0287e9f228184f35794a243bcf8aecb3,CREDIT,2024-11-23 22:23:37,70100
02c5eda20085bfccad48005b426fc152,CREDIT,2024-11-19 17:47:07,59300
02dfdf60d245aa8dec9836234837ae7f,CREDIT,2024-09-12 15:00:05,82900
02ea811dd8885b5b984ed2e4b423db3f,DEBIT,2024-10-05 18:57:28,28500
02ebf938633db5e29029107029f4efcf,CREDIT,2024-10-08 06:43:33,64400
030464e32ac049d248745225da0460ef,DEBIT,2024-09-15 01:38:19,25600
033719fcbbf5a1c36d8635571c43919a,CREDIT,2024-10-04 17:21:40,5000
034e2596daf52b17dccc947dfc03b818,CREDIT,2024-09-21 00:50:44,69100
03a91822e6584bad6698d900d2c6958b,CREDIT,2024-09-13 15:30:56,63300
03b0f45bd652d1798b35b793cdabe3ac,CREDIT,2024-08-19 01:14:39,91000
03bfef08501d55cd237f711b4d0ef090,DEBIT,2024-08-14 02:57:12,44500
03e700c122dfc1ce22c330bda1bba522,DEBIT,2024-12-07 13:30:54,51500
04105fbccbfb4dcaae55d393b94add80,CREDIT,2024-11-05 06:18:36,89500
04582d521c2dd4747c3194f210416e35,CREDIT,2024-10-22 07:43:43,73900
04614ea4da8441dcc213da2a970e049b,CREDIT,2024-08-30 20:10:32,91500
04830deccafadf7b41c1da1c0fd8a7d2,CREDIT,2024-10-17 13:55:07,64500
04ac0cc16767f114829fab5358676c74,CREDIT,2024-10-09 15:31:41,49900
04b98eebfb375a2fbef7bf7c07b8164e,DEBIT,2024-09-23 06:58:26,85800
04c794e2dc92118b42566e4e30528c7f,CREDIT,2024-11-12 14:48:01,55700
04c9152e7fedfccb928a9e5b5ec21c19,DEBIT,2024-09-01 09:03:04,92000
04cde74742d9c5890c26c89612b2b605,CREDIT,2024-09-24 19:33:14,74200
054f6fdfdde8b5d950018832e5bc45c5,DEBIT,2024-11-19 10:15:57,75600
05638eb33b71c6e62ecf9292b4a72fd0,CREDIT,2024-10-01 18:01:51,31400
0564413ed02234bb919b62b1b0848dd8,DEBIT,2024-10-24 05:46:23,42500
056d80acaa0ae421627f3755f64183be,CREDIT,2024-10-06 20:37:45,80600
0626b6b24417825d34a6c31d07b7f5c5,DEBIT,2024-10-12 02:00:14,65400
0674a919794c2a0f5cd20687b487e724,DEBIT,2024-11-27 04:53:20,16900
068e57285bfa0d646fc909f2ba717438,CREDIT,2024-10-23 10:54:21,86100
06c463d85ecbfad362ed67ac6c6067b8,CREDIT,2024-10-15 00:14:21,87600
06e2eff18cf9ca5a6ebd2858a1a8d493,CREDIT,2024-09-30 13:10:25,76100
06f1be95a96f3ae4e6211281dcbd61c3,CREDIT,2024-08-25 17:15:52,96100
070725e789ab577ea7d8eb685e68343d,DEBIT,2024-09-29 06:05:27,51800
071319462841a8041924cfd255bf9829,CREDIT,2024-08-17 15:00:42,11400
073d70426a2b0b3399d5af10505e9ded,CREDIT,2024-09-15 04:57:23,78800
077997e1e73156d61965eee6f74b5480,DEBIT,2024-10-22 12:48:15,70800
07a41aa708143280315f42b66cd871a4,CREDIT,2024-09-18 06:28:14,24600
07a6c12364d735e3f0991fd7d00cb1e8,CREDIT,2024-09-24 13:16:38,16900
07c16b27efb107809eceee297fddb997,CREDIT,2024-09-19 06:24:01,2900
0800fd66df96223b9a91b53c13f46d76,CREDIT,2024-09-16 10:50:17,52500
081092a1f23e16ed82942d2422b8c1f5,CREDIT,2024-11-14 21:56:12,42800
084807aa866f23b827167a57662b8b86,CREDIT,2024-11-25 10:26:37,14300
08904feb310223f2db9e0a27d9d9f9b5,CREDIT,2024-08-15 20:32:36,83100
0894d421c914b5ceab26c7ee0c0fde22,CREDIT,2024-11-18 14:31:30,39600
08e5ce828a67819d7173c7c974b4bef9,CREDIT,2024-12-04 11:56:04,10600
08ef2bc0683f22011479d354d0a44b39,CREDIT,2024-10-26 08:19:47,5900
08f31b135bdeae5e6cc7065339f9332b,CREDIT,2024-09-12 13:04:01,60200
08f97cf6b979a70fb9efac69736e8869,CREDIT,2024-08-18 21:36:18,60000
094b48d50f7958e4b6d6a9278a9b1f03,DEBIT,2024-11-12 19:16:08,59200
09a1e10de9fd6ad0d7587f97721f8ef3,CREDIT,2024-11-24 07:06:36,84500
09be41391f2fb04bc6a825c1365d6655,CREDIT,2024-11-05 15:57:10,66600
09c7317b9958f3b812fb363ca7640db4,CREDIT,2024-10-09 14:18:20,78800
09cb889b269690e6c6713998ae7ad830,DEBIT,2024-09-12 03:46:22,72100
0a0438356f9360a90d3a54ae904afe0e,DEBIT,2024-08-15 14:09:47,29900
0a428233d942ce617ece96a0b50b7ac3,CREDIT,2024-11-16 06:17:40,26100
0a5b769b1803ef1f07bc66381aed88f0,CREDIT,2024-12-11 04:51:52,83300
0aa5923a4b9d07797f562a444d892803,DEBIT,2024-10-21 18:15:25,66000
0abaad588e91f91c20d320aaccdf93ee,CREDIT,2024-11-12 06:00:40,1800
0ae05bbbf56bb942bee58a90a264d438,DEBIT,2024-09-02 06:53:09,82800
0ae44a7fef8fd3d73fb2686f8b1b2220,DEBIT,2024-11-19 18:44:51,55200
0af2cd3a2a46ef14587128cc1fa0e7bf,CREDIT,2024-09-24 06:29:22,16200
0af9f5b0d3e76484d607c455e937b6ac,DEBIT,2024-10-04 11:01:01,50900
0b0ce4b5bc57d6d92ee75da5cbf758d7,CREDIT,2024-09-30 02:14:25,90000
0b268491222204a7b10589e0fd191999,CREDIT,2024-10-12 14:52:42,28400
0b3822e84619258f680254686f63d66c,CREDIT,2024-11-03 11:00:46,16500
0b3b03c23ca792680071f3a44d5295ce,CREDIT,2024-09-20 04:50:54,98000
0b503388265c27a851e8890d286e1cb4,CREDIT,2024-09-14 13:49:52,93800
0b64c63b9515b283c67729ba80df9a66,DEBIT,2024-09-06 19:42:46,81300
0b9ff8ead3597bc5dd21ddb45e2b2806,CREDIT,2024-11-09 15:11:11,43200
0ba1e8af652f8e473abdc021105030a1,CREDIT,2024-11-04 02:23:14,92700
0bc14013909c56febed0fb5afac32102,CREDIT,2024-11-07 03:53:16,11100
0bc6015186e0fe18c667980f4efee839,CREDIT,2024-09-29 13:08:48,74300
0bc6431114759f90842c7d45bf75e4f8,CREDIT,2024-11-08 04:08:47,42900
0bc976416a8bada9dc384008e4a5e707,CREDIT,2024-10-21 20:43:27,73300
0bdf4ccd144ae9c05cacfd67849dc38b,DEBIT,2024-10-05 15:50:59,94600
0beb63d55418c47522286eb318506944,CREDIT,2024-09-15 10:33:50,69300
0bed06bd5fdf2e0f58d746c9ac7b79af,DEBIT,2024-10-04 07:43:52,69200
0c1bd7bf524dc52c13e0669c3da054d0,DEBIT,2024-11-19 15:53:15,13200
0c348817b4b876f1610a969495ebd2cb,CREDIT,2024-09-17 20:47:43,38500
0c5b87748f0758a1890e48480f8f0176,CREDIT,2024-10-02 04:11:25,33800
0ca6f169b4480eaecfa18388ca302706,DEBIT,2024-10-07 13:19:48,9400
0cb0bdf693b4aa7ba272314550e51924,CREDIT,2024-08-23 22:11:15,59500
0cc03d79111c81548ec8fb0528dd6735,CREDIT,2024-10-21 09:34:42,56900
0ceefc3adbb40257cb6a6c930e21965b,DEBIT,2024-08-23 01:16:53,98400
0d0833eca96aaefa56241f197844b459,DEBIT,2024-09-22 08:46:55,93200
0d126792045573c02de8dfc6597529bd,CREDIT,2024-09-28 18:11:57,77600
0d277e2d86a0875c5bdf0d442e093493,CREDIT,2024-09-30 03:41:43,22300
0d5fd624365e03b5cf62ae32ee9f9a6c,CREDIT,2024-08-27 09:53:01,80300
0d74c81f9954dacc1792febc2b503286,DEBIT,2024-09-28 21:53:38,89300
0d83ebdd344d192d44520a519480498d,CREDIT,2024-08-30 19:26:25,45700
