TrxID,Type,TransactionTime,Amount
007da02896df5a3dfad0491f9419aa7c,CREDIT,2024-12-10 06:11:46,12200
01c3064cc78a96b7d3b1f503df2de6a3,DEBIT,2024-12-01 10:54:07,11400
0372ef9120bf8341f25dcc43b0ffc2f6,CREDIT,2024-12-02 09:47:02,70700
06687836757e5d1e10dfd77407087f65,DEBIT,2024-12-12 09:07:44,79600
0b1d3d9563f1f5d38696e99d5b3ae91d,CREDIT,2024-12-08 01:51:33,78200
0e1d5b195bdce9fc336041ccd1ed5fb5,DEBIT,2024-12-09 03:02:54,52300
0e92cdf52c054092744cab7fa99fe477,DEBIT,2024-12-06 02:45:49,80000
0ffb311d416b0b5d4a0f5ac713a8825d,DEBIT,2024-12-12 08:21:54,72700
10186dfb99ef26d5e134241e71aec6dc,DEBIT,2024-12-05 17:59:13,66700
149723c43f1debbb76bf6c64383115ee,CREDIT,2024-12-15 13:49:04,53500
15c0162fd35f7bc74f73a100a134d7d0,CREDIT,2024-12-12 06:30:59,15000
1ab26938cfd275adea5f90e9f5a20eb0,DEBIT,2024-12-02 03:08:40,84500
1c23c1b3fa1227c5c6b8c53cddae8510,DEBIT,2024-12-11 09:17:56,4400
1d5d0ed0833c6aa3cce902b3dc2dd654,CREDIT,2024-12-10 12:36:11,88900
1e4b751bc9c9ccb49164ecfe280a992e,DEBIT,2024-12-06 15:28:40,28500
20795efff02f5228ffae875ab5245585,CREDIT,2024-12-04 03:37:42,59100
217057c1fb6e43a9c66153a71110762a,CREDIT,2024-12-02 01:59:29,29000
22f247964bf6f2368804182fa0ac3eac,CREDIT,2024-12-13 14:32:27,50200
25737737171bafe9c66b487204cf823f,CREDIT,2024-12-05 23:47:30,31100
2e118cda23bde9482d77c8a4720f1abd,CREDIT,2024-12-02 03:51:15,41800
349307017306e86859604990aa00ca01,CREDIT,2024-12-07 03:17:27,50200
378b4ab6eab5de49d200a3cb492dae26,DEBIT,2024-12-09 06:23:33,40600
3aa9419bc164db75ff80d69b235ada33,CREDIT,2024-12-12 20:28:02,23400
3b3f3c9044979173bbc9c35fd582814f,CREDIT,2024-12-14 01:15:37,55600
3e85a11c80b79f0f6245fbd83398ea21,CREDIT,2024-12-09 01:50:10,64900
421ac0439f778cea100d6c777373caad,CREDIT,2024-12-01 20:48:51,17800
425b4884a0be42e6eebb1c23297bc1b0,CREDIT,2024-12-01 02:24:22,37600
47378f270c19ceed5a0faacc056b7afd,CREDIT,2024-12-09 11:19:23,93200
4d4b9923aabb00a6e3b2caf1e8329c61,CREDIT,2024-12-02 11:54:21,43600
507e96bb12a4f78cb65df9418d72721a,CREDIT,2024-12-14 23:03:53,81700
50915692fe4031fe246b8ebec2daa585,CREDIT,2024-12-12 11:43:01,72400
516de1da6f8e5d028725d5887a1b3641,CREDIT,2024-12-01 04:09:59,28500
52ea6a63c36697c2976732afbd8e6046,CREDIT,2024-12-13 03:32:09,95700
53c0fbbf2ff103629320e44cef908e98,CREDIT,2024-12-09 12:41:56,12600
564c994b23f7008df405e276829eec29,DEBIT,2024-12-08 23:51:49,97000
56b37afeb932973856b1b8354b56dc13,CREDIT,2024-12-08 17:46:37,27200
5cf60fbd01bc2a2d608a32aafcaad032,CREDIT,2024-12-03 04:48:15,25300
5fe3439d4c051e881d1c7e4d4c09f506,CREDIT,2024-12-08 10:07:20,96900
6025ad2324d5391c954186018d3c49e7,CREDIT,2024-12-12 09:48:30,58000
60d412755a5176b4eec561ade2151808,CREDIT,2024-12-10 13:01:03,10600
613f107b49afbef1abc906da1b5144d5,DEBIT,2024-12-12 06:27:35,94700
68f804aad4e3709f511a244d87a98d0c,DEBIT,2024-12-07 00:11:25,11400
6b9f385b89a5a8d8e050c4f1a464d3d0,CREDIT,2024-12-11 02:13:33,45800
6cdbef7d74e657ee42c0ae8809c933cf,DEBIT,2024-12-02 19:45:13,38800
6f058af3c2e73b853f96fed95217af96,DEBIT,2024-12-12 11:10:05,37800
6fa34061bfb0b7a5dd9439fdfba2bac0,CREDIT,2024-12-04 11:01:14,1100
6ffc5a9ce308b36fd0992265af1e24c5,CREDIT,2024-12-08 05:26:06,70000
74cabaf79fe14ae164847a4487488919,CREDIT,2024-12-08 01:47:44,33100
7e7b2d850d2a90f5ab9dd54c054ac72e,CREDIT,2024-12-10 11:26:36,97900
81c6b83aef73c7c4e824522156ef0240,CREDIT,2024-12-06 18:52:44,14100
83e09b55a8fe56c48f3553e167c9ebc7,CREDIT,2024-12-02 10:51:22,29200
85d9f123a662eba050c6a21c2fb78bd3,CREDIT,2024-12-02 12:11:28,88500
8b07fe06a724c7ec4ccc636bd2fe6b71,CREDIT,2024-12-05 09:23:07,75800
8bc0fe5f58ef386c4ed2a1b3cbf7fe53,CREDIT,2024-12-06 18:25:33,57100
8e007e7b9bd7f99f430fdf60a002ec56,CREDIT,2024-12-11 07:56:36,90000
902109387aa757fd0f6233d985487041,CREDIT,2024-12-02 10:20:44,86100
9058535069401af622cd2de70eb08c8d,CREDIT,2024-12-07 23:02:04,53700
90f7fcf6dda5a8f77952284148103083,CREDIT,2024-12-03 03:46:57,15000
9319687f7402b206899b75ddf56f2eae,CREDIT,2024-12-15 18:26:15,54000
949d5c9aafa5c35a33324d22c6b023d7,CREDIT,2024-12-07 02:25:53,90300
959c4e5607fae604f02df02ae940f0d7,DEBIT,2024-12-10 17:36:21,95100
96dafae4e128962ca5c93142478723c1,DEBIT,2024-12-08 19:21:56,17500
99bc6cecfec63f3b7672c3a4c6c32d9c,CREDIT,2024-12-04 08:48:02,9000
9a592d6179c48d1f9fa7fd84698156c9,DEBIT,2024-12-01 14:41:46,95700
9b3165068d874fe57d0bad665a055bd9,CREDIT,2024-12-04 11:17:55,93000
9d16f95d5658ad7eee8f31312f4870b0,DEBIT,2024-12-03 15:58:51,16600
9f2fdfd4e278a5534679390e360e261b,DEBIT,2024-12-12 14:19:39,73500
a1f25bf18e3140622160861526ffedd6,CREDIT,2024-12-04 23:10:22,25900
a3cb6eccef2234cbe8d585fa6bacfacc,CREDIT,2024-12-11 19:52:49,49900
ae37c7cfbb586289796ef152f2aa335e,CREDIT,2024-12-06 17:16:38,2900
ae9275b4dd8131fd3284d81b941361bb,DEBIT,2024-12-15 03:27:24,30100
af57e32b6440967c237d275b69680da2,CREDIT,2024-12-15 17:16:00,55900
bab6144ab88f54946e7323ae5654c340,CREDIT,2024-12-12 02:12:39,50100
bbbaa1caf42f5b46a565bff336995456,CREDIT,2024-12-05 06:11:37,85100
bd52467f36d04573615433c8943064dc,CREDIT,2024-12-02 19:43:59,95600
bf7b92a71a107f10c6821af8a530b5f0,CREDIT,2024-12-13 09:37:44,55200
bfb4d05e4b02eed994202cd02fce3011,DEBIT,2024-12-11 07:08:15,85700
c30af25ad9f5d43afdf6159f09ada6ef,CREDIT,2024-12-14 02:19:34,59300
c3ad40990e43893cf12602a136654854,DEBIT,2024-12-02 01:30:12,51400
c4611cf0693a26a2295cd70f6034b1fd,DEBIT,2024-12-02 12:53:56,65600
c4e3dc9bb3fac1280be72a4a3dbfc930,CREDIT,2024-12-02 14:27:55,46900
cdc0f8044d8169fc10fe11afe034fc5e,CREDIT,2024-12-05 15:09:49,91000
cf5b293b6d45f1fdfff5f3da34108fae,CREDIT,2024-12-01 13:52:07,2800
cf76305d40624b64f4108a8ddd6ccd0e,CREDIT,2024-12-15 23:40:02,89200
d1d311d8091ba10bdc6210e90dc23e42,DEBIT,2024-12-14 07:29:37,1600
d96f0a80b6043c0d9e69efef04005c03,CREDIT,2024-12-07 10:29:01,2500
dca73ac043ffc1b80c867673ce59137b,CREDIT,2024-12-01 02:51:50,41800
e0802e525394c2bc47b0f279b23b0cc7,CREDIT,2024-12-01 23:06:35,53500
e40e8aaa843375be729720a56a99734e,DEBIT,2024-12-05 00:21:17,12600
e7971ffb644a9dc1773b6bd41c317103,CREDIT,2024-12-09 01:51:45,8000
e7f54516067b776196b7d86d82263811,CREDIT,2024-12-01 00:50:50,94900
