TrxID,TransactionTime,Type,Amount
00053769d8fa80a7229af144e5bc7dc1,2024-12-20 01:45:01,DEBIT,82000
0008470bee653e73f4589be19a8c4d5e,2024-09-27 17:41:31,CREDIT,72700
0018e2ba4734df0709c224430fae4d97,2024-10-23 15:21:21,DEBIT,72500
001b7ccd61d53d69d5bea720dd9d454a,2024-09-12 20:03:53,CREDIT,17500
0020f0fa9f7db3048616c8f7ce1b7d18,2024-11-07 08:49:54,CREDIT,9300
00234d88f74d5b16e8ebcb0dc753ca15,2024-10-11 03:12:18,CREDIT,23400
0026f5169ad9043f0607bf8d8d03080d,2024-12-12 04:15:27,CREDIT,34500
002a8aa1b4e7cf0d9a43173665301d52,2024-11-12 00:52:20,DEBIT,92400
002da29aa28bfadeed8efbd01b1b9e5d,2024-12-16 04:00:16,CREDIT,34700
0038ca47a751cf7a1dd853b27649ba50,2024-09-16 18:12:17,CREDIT,73700
003cf93d32bf3d8079962028d98abfb8,2024-10-10 00:02:54,CREDIT,62000
004bb564831f997e0d703a839442111b,2024-09-27 14:07:44,CREDIT,47800
005e6ec181137b93709d46943549439a,2024-10-15 20:14:19,CREDIT,89300
00600c88dee737a1769e9e45deed7107,2024-11-27 15:22:59,CREDIT,7800
006e4833924bd6ecce2682129e2928b7,2024-08-29 20:57:44,CREDIT,55100
0071350e3f4a1c9c62932ae7651e8fb6,2024-09-23 18:06:14,DEBIT,35500
0071d578cfb80240ecfb294467f43b10,2024-11-10 02:32:29,DEBIT,27900
00734bb25f609cb068ed783148100ae6,2024-12-29 22:50:15,DEBIT,41500
0075beced16bef0fb35e372c1d3af7f6,2024-11-10 05:04:48,CREDIT,6200
008a7fc2e5be417e429739b6a165c6fe,2024-12-21 23:41:16,CREDIT,58200
008da023230a97d01d02996a766cf0ab,2024-10-24 11:35:19,CREDIT,97100
00971bb14b21e939dbf5c1b7034eab34,2024-09-30 03:23:09,DEBIT,60200
0097b67afadb9d63e351549912e4efbe,2024-09-01 17:27:50,CREDIT,91700
009915785c9e23cc677cad6555e3dfc6,2024-09-16 16:03:26,CREDIT,46800
00a958c9d1259abe385bbec125b41f6b,2024-12-19 08:52:19,CREDIT,24700
00ae5c7cbda1b504a383f88a5df7ce0b,2024-11-07 18:34:06,CREDIT,99500
00b42c9199eb9306f970d2e20659a035,2024-10-05 21:07:38,CREDIT,84000
