TrxID,TransactionTime,Type,Amount
0279c04bf8483cdb06560e3a37147231,2024-12-11 01:10:32,CREDIT,30400
03d11308b2ab4e54a586bcb67397246b,2024-12-21 09:56:36,DEBIT,73000
046f7815be94ff58596f52f2779d77ba,2024-12-17 03:25:14,CREDIT,73300
06ba67086f54cc7622c245990aeec683,2024-12-18 21:29:57,CREDIT,28800
08e9ef2b61c3ff32ced214794352a0db,2024-12-20 12:51:05,CREDIT,26800
0b1a82b81983dbd897e006c330088f50,2024-12-21 14:43:06,CREDIT,58300
0c8ca9077a810ffa47cdf2850fbfcef9,2024-12-13 05:38:49,CREDIT,2100
0e1a86153eee037a4cb09613f7d70604,2024-12-11 19:52:57,CREDIT,42900
137d7af33f4e8035f180b046bfc63fa3,2024-12-17 12:59:07,CREDIT,4600
1a35819f496f0355079ebae9c6cb07e1,2024-12-19 20:26:28,CREDIT,45800
1aedf9bc0de838c8042e1dda4855eaf0,2024-12-12 12:59:02,DEBIT,11800
1b2d4ca68056542d40fae3663eedec13,2024-12-12 19:49:51,CREDIT,44000
1f4ccda38fb35fea187c094eb4fbebc1,2024-12-21 23:06:30,DEBIT,21900
23b5890adf8dee171f5f0536756874d6,2024-12-14 14:27:26,CREDIT,90900
2428e03f90db39b8c28a6c951608db51,2024-12-20 17:03:06,CREDIT,10200
24c91756ff03b1473e55b90862d320ec,2024-12-13 07:05:20,CREDIT,35100
255c6abb88000dba314efc2f3c4f2d47,2024-12-19 11:48:04,CREDIT,49700
274fb3d868cd0ed6affe7dcf20c6cb27,2024-12-21 20:57:17,CREDIT,58000
27b4f08781d12ff7485fb667229387e8,2024-12-17 16:31:12,CREDIT,77200
27fc7f5ea95b25f56c677f4dd396cbe6,2024-12-19 22:28:48,DEBIT,62000
28466c145f2bddaf2fd596a5fa5cef75,2024-12-14 17:50:03,DEBIT,94800
2f87502541def241b783ae383808b81f,2024-12-18 13:12:19,CREDIT,17200
30ec3d1782dc1acd0f8ac679eb0a1cee,2024-12-16 20:34:53,CREDIT,71400
322117bbbadb5c70973c393bc48d4c1e,2024-12-20 16:16:55,DEBIT,52400
356c3a9877f1e9794af82debe0547444,2024-12-18 01:27:49,CREDIT,98600
35dd69f2850a3774bcd2a7eee49bcfb6,2024-12-19 22:06:08,CREDIT,7000
36c3c6db040673b77c1c2813716c4af3,2024-12-16 22:13:00,CREDIT,35900
37a0f6c136005208b8d326fcefe764b6,2024-12-14 05:00:38,CREDIT,87200
38c3b4e7121af15ba929b2865ee991a7,2024-12-16 01:17:18,CREDIT,18800
3976ed9d6592953bc00e3b3c0ddb73f8,2024-12-13 17:26:09,CREDIT,72400
39db60ac3438da2bdfe6131603fa6027,2024-12-11 22:06:24,DEBIT,19700
411c21a1de33d4a2f4c088930e1456fb,2024-12-14 10:31:01,CREDIT,9600
43c00dcaff2ab268757eb0a724125c8f,2024-12-15 04:46:47,CREDIT,93600
4d9720a5f3dbb7377ca6ed89e7187f18,2024-12-13 13:50:58,CREDIT,10800
51755a2f26d4f6dcc07f10cf832de7ff,2024-12-16 16:55:41,CREDIT,70800
520a4005e8b23fc188be18a88fe23682,2024-12-20 03:59:10,DEBIT,98400
5331a8c0fc2148eb3b743644f86799a1,2024-12-11 01:22:50,DEBIT,96500
539d1b1d39f536c9f0229c6ac2b342a1,2024-12-11 19:24:42,CREDIT,80900
545c8c5718236bd1d8cc0cd6abdbc64b,2024-12-15 22:41:17,CREDIT,16400
5642427d543e7544e148deb6391940d1,2024-12-16 08:58:32,CREDIT,70700
5747784eda1442c93926bdb3ad16038c,2024-12-15 04:30:32,CREDIT,1800
577051ea7d87b1d89451c6806ed48f5e,2024-12-13 21:07:11,CREDIT,21500
61115b0b9fd9f0ceb2b0a9af01d657ae,2024-12-21 19:42:23,CREDIT,89600
62bc3b8a2abfd769f6e9d186f098d1eb,2024-12-13 11:09:53,CREDIT,62300
652d0f29546b7287fe11e4dfe383a819,2024-12-15 12:41:59,CREDIT,21000
6b96fbdff0ddf3cd3c8f07612d17d1d7,2024-12-11 10:21:57,CREDIT,18800
7805fedd1a833374dea6c3cdc02a671a,2024-12-17 05:25:46,CREDIT,6100
7b543b7f0b5b639a4927784c86e4de87,2024-12-20 21:41:35,CREDIT,9000
7ea707ca1dbf4590857843d643190eab,2024-12-13 15:06:25,DEBIT,20200
839f3123e6af183ef4bcfd32714e6d22,2024-12-18 13:45:12,CREDIT,3000
8a1ec90cc69e243e5c54d229ec3c67bc,2024-12-20 05:22:51,DEBIT,71500
8c0253b6a3fe7217f66bd03380bed937,2024-12-14 16:27:38,CREDIT,51900
8c32b1afeae335c06436d51345da866d,2024-12-19 23:58:00,CREDIT,98100
8ea9b9f4685da3957a9dec9a746d614f,2024-12-15 07:41:03,DEBIT,16700
8f104444a06064331fcfc0b565487df4,2024-12-20 00:23:54,CREDIT,24200
922284f360e672f0719f24621a1cd000,2024-12-13 13:05:03,CREDIT,40600
924614d116ac9f0f0bd1243552fb2d69,2024-12-18 16:26:48,CREDIT,58200
940e1fd5fc3c07c2bcce15c194f4ece2,2024-12-18 12:56:35,CREDIT,3500
94c790af7b11acbf909c6ff97a449f70,2024-12-21 00:45:41,CREDIT,19300
97e26e4f66addaa84f8a78cf108ab1f4,2024-12-16 08:20:12,CREDIT,87900
981c3e44b8c4290d413a2d1a8095fe08,2024-12-12 18:21:45,CREDIT,76000
9e89243dca1984bc2218d4e5dec452ee,2024-12-16 22:36:51,DEBIT,20200
a219a545f0e3f60cb81754bb90076d00,2024-12-11 21:03:58,CREDIT,94500
a3964308ffcbfae88f7c6f5865757c5a,2024-12-11 19:48:11,CREDIT,69600
a56c1f2595129042210db36405a621ef,2024-12-13 13:03:12,CREDIT,75000
a6fd52aeb0e7edcc18d10ab7a3b2fb8d,2024-12-19 05:47:34,CREDIT,41800
a70ef5391e1c164450b0b79c7206cd70,2024-12-15 19:36:08,DEBIT,51300
a7910bf56b2097563042255d9fb09b71,2024-12-11 17:45:01,CREDIT,72000
ae29f2cf9566c962842c215f69c9351f,2024-12-19 20:41:20,CREDIT,61800
b12d0db26d057f2f52b7b98dc19b6f25,2024-12-11 03:41:28,CREDIT,2800
