TrxID,Type,TransactionTime,Amount
000477730eda6f988fa5d807917d94ec,CREDIT,2024-12-02 13:56:13,21200
0008b1619db6279761e5e7ee75857224,CREDIT,2024-12-02 16:56:10,87400
0014c4b2771b1003a8cf1ab5b58f67f8,CREDIT,2024-12-02 17:13:50,69200
00184668cd485b34834fa2c8395f2cbe,DEBIT,2024-12-02 05:23:57,14000
00194ac58747bca50977215e567211d1,CREDIT,2024-12-02 16:44:56,85100
0028e2b6cd6c497626442aaf22bf5f38,DEBIT,2024-12-02 17:17:51,53100
00298feb83710d1ea3df0ef665f67165,CREDIT,2024-12-02 04:05:32,14200
002c8f5d890eec06b0f339ba061499f2,CREDIT,2024-12-02 18:11:01,31100
00314b136a97e378a99cbd8b92c98122,DEBIT,2024-12-02 18:12:11,74300
0031e8aa2502d3a515f7577baf4d0d36,CREDIT,2024-12-02 00:05:35,33000
00321727dd03dd48cf2dc708658dcf19,CREDIT,2024-12-02 12:34:54,90700
00322c5fa8b0954fc906e912ee303e5a,DEBIT,2024-12-02 17:12:17,93300
0032bf34e197380754c93b7b139556b1,CREDIT,2024-12-02 02:14:15,84100
0036d278cde45d1b197ef98f79bf3d79,CREDIT,2024-12-02 15:54:52,16600
003865c815467127d26eb607f63c24f3,CREDIT,2024-12-02 13:02:41,94700
003a4ef07f2c0081ae32c91d852f847b,DEBIT,2024-12-02 07:42:50,7300
003baebc2d78c0994430a05a1840543f,CREDIT,2024-12-02 13:43:08,1900
003c7c17d4d4b12302dbc7a811a98c67,CREDIT,2024-12-02 05:58:00,83600
004061ea71d5c7e27666aa21694a3b0f,DEBIT,2024-12-02 03:12:20,35900
004071c9656e31e1b54d4083cd840855,CREDIT,2024-12-02 14:16:41,68300
00419d7a38957c917af98eba032637a8,CREDIT,2024-12-02 08:12:59,24700
0043d20b7311f06684fd32deaeaa4b30,CREDIT,2024-12-02 16:45:44,79300
0046539217f7e226559ba83bf44c1713,CREDIT,2024-12-02 14:15:59,83400
004c7d39542164c1adbe6a6c5e5535d2,CREDIT,2024-12-02 23:18:11,1200
004d527d54b49554fd64f2a137187f6a,CREDIT,2024-12-02 05:11:14,45100
0053a9fcbfb583c754f20bb5794d002b,DEBIT,2024-12-02 19:20:55,6700
0053c9d169b30a42877dac375748dc08,DEBIT,2024-12-02 21:07:39,30300
005623bdb44e25a22b5911827ed6d8e9,CREDIT,2024-12-02 16:48:58,9100
005647a29ef5b79f8982e4b569ace749,DEBIT,2024-12-02 09:59:45,29500
005a83e0f0b4555d93bd5798965a8bb3,CREDIT,2024-12-02 06:29:00,82900
005c3010a3d4de6c79c4b926a458f6ca,CREDIT,2024-12-02 06:08:09,14700
00628dc206aa5e93edc4e175b4634c08,CREDIT,2024-12-02 13:08:32,43200
00631e12db4708da502ce9cdf1b6d848,CREDIT,2024-12-02 06:53:24,17500
0063e38db6b99f4e4c7d86e97906f87e,CREDIT,2024-12-02 17:38:09,65300
00690a8f5b6f1e89fc13cf5df9f2ce90,DEBIT,2024-12-02 22:44:52,5500
006d211f934bfc4b478d245b5fe5dc05,CREDIT,2024-12-02 06:14:28,96300
0076b6c864f526910303c1668ea6644a,CREDIT,2024-12-02 06:44:07,54900
0087b9c4d30b2ec78d2c4b2e7219b7b1,CREDIT,2024-12-02 05:32:47,3300
008a609552542026a31a35483f5c6f59,CREDIT,2024-12-02 13:46:30,72600
008b0107fbccdb58560385c17e5e75a6,DEBIT,2024-12-02 16:23:17,92700
008ebba3c7dff3f1c6a20751a3990374,CREDIT,2024-12-02 21:40:46,2000
008ecb187a3f1d3f148291d90d6bb73d,CREDIT,2024-12-02 21:25:36,61400
009287e70d4dda8eefeef7aadc282dde,CREDIT,2024-12-02 18:50:01,71300
0095b342e812ab37f95b8084b59243d2,DEBIT,2024-12-02 22:44:39,98100
0096b70a371113ac939d633d8e343dd1,CREDIT,2024-12-02 06:56:19,41800
009ae2a7e07fd5fab0992dea20ff545a,CREDIT,2024-12-02 07:29:35,4900
00a05414f13eabff1fe25c4d0c570397,CREDIT,2024-12-02 22:42:51,68400
00a2755a773304fff4660d8e7c8dc40c,CREDIT,2024-12-02 06:19:03,26800
