BNIUniqueIdentifier,BNIDate,BNIAmount
bni-7de5acce9d75f90529a18e21f8ef7e9d,2024-12-20,20800
bni-4018368530e66166a089260d451c933c,2024-12-20,15300
bni-234f594c74da9d70cbbdfe3c6bc9992f,2024-12-20,99900
bni-682af5437f6de15cdefc98467c57c5dc,2024-12-20,-70000
bni-4efa156e84d32d79883336bf349c3f8f,2024-12-19,1200
bni-9e04a387e044e9b3d97c8c0ce556a851,2024-12-19,17700
bni-75f80f6cbdd843d674864f12b68ece72,2024-12-20,77800
bni-a097cfb0dd6dbf3f9fb810c7b1cd0621,2024-12-19,-90900
bni-4adc8696d4616d46dc376420536cbed5,2024-12-19,86500
bni-f23430105faf4b48c07f09d2ec7c699a,2024-12-19,-54600
bni-ae5263f9463705229b33b64936e5651f,2024-12-19,97700
bni-5e425dfe552df1c24e9ee5fac535180e,2024-12-19,18300
bni-f1d837ddb17b241d6527b354156ff701,2024-12-19,77300
bni-d0e9c796ba2e4670a42b7158a0972c19,2024-12-20,-93200
bni-cd6df08d07d275f99527bb7696361875,2024-12-19,-15900
bni-e3f11b908ef22b621c1b37783cc3c1b0,2024-12-20,-26200
bni-ab165dc7bf83decca37c55b871b23a00,2024-12-19,-27200
bni-bc2ab40b22191665090ad8a1832fe51a,2024-12-19,-7300
bni-3cb63a24ee15c43f0ea07294cfb99d1d,2024-12-19,99700
bni-9f0f8d77ed9ef5fef95342ee9479ca15,2024-12-20,21800
bni-711b57ef8795a52160759eaca05cffb7,2024-12-20,11400
bni-6f8e901ba06a278c53fb9e9a0669835d,2024-12-20,10900
bni-9754b817df1679bf524bcc75c12a3e42,2024-12-20,80300
bni-505f548802d710dda45387f48bea087a,2024-12-19,24500
bni-537cb84888acaf7563fca4aa1a828b19,2024-12-19,-74000
bni-df7a5514adac3d074aff0a04eeb4b3f6,2024-12-20,38600
bni-71697f51b92ee793c0f82087deba93c1,2024-12-19,29300
bni-7c6a0548ef7d9282ef2e4b4f6f65224a,2024-12-19,38700
bni-cbab1dd3a92929aaaf51d1343788eb23,2024-12-20,98800
bni-ef07ddbebd2b2ca081eaea5179df77b7,2024-12-19,-17500
bni-28b852c150dc8a6b16b4dcf11aa87d2e,2024-12-19,-65100
bni-8c00090053efcb3791aab595c4f01cd7,2024-12-19,-19600
bni-1687859699cfcde075c1f393c05801b1,2024-12-19,92400
bni-00adac59a12334be0a6dd6d5d0f79bb9,2024-12-20,12800
bni-a6f834252df0f5d019ff97717bc63331,2024-12-19,56200
bni-a3199b9984187c59c3fc4ba37a371e99,2024-12-20,-70900
bni-b213e25624a656562babb707711cbcc0,2024-12-20,62000
bni-0bb99cd931558da4770a6800cee27281,2024-12-20,48300
bni-05c6c3d24fb77a89f6322c4e5d77f6fc,2024-12-19,15900
bni-9a11f5a9da793efff8a48b631758ffe9,2024-12-20,47000
bni-e6d20877a1f792ab9e7c95f7b475bf19,2024-12-20,36500
bni-ddb43844743d4e8b3531875baa0c13a2,2024-12-19,-11800
bni-db962a0cbe499cc74c22a9d827c43651,2024-12-20,-24300
bni-5439d731a24bf22953233bea7e7a139b,2024-12-20,34000
bni-e5bbacf84ae59eef0ca95bbc53944f5f,2024-12-19,-60700
bni-278374843d4d4a18b5b666c34e062cca,2024-12-20,15100
bni-c2b1f24f19a726d4f305dedaf5f6abdf,2024-12-20,32200
bni-e61ad302f5960f0790ee9b6e6163f2cf,2024-12-19,38200
bni-9fad9cc400d0afa69e2ba3565ebbab85,2024-12-20,59000
bni-966e528d1b2ee54b1704d7c37c5c2f4c,2024-12-20,94600
bni-9920ddfca462e29e8027baa7c511cd8b,2024-12-19,25300
bni-464dfe19aa668132fb1c1ebec9766924,2024-12-20,64800
bni-7a49cffa03450c12093b8571cb3291bd,2024-12-20,85700
bni-bcf12df66a1f35a4acc55df21b425f84,2024-12-19,10000
bni-8dbb34e8251ecd3ec8f44c6005db108d,2024-12-19,-70700
bni-44fcb09ab49b1c7ba511e4ebeeb4ee9d,2024-12-20,-6800
bni-a2dc5653345416406307a5868acc1cb4,2024-12-19,51700
bni-6d1f06e6df9d1e0e1fca326abc52b108,2024-12-20,39400
bni-871df2ca315bc63a3c43b0e27c8d4f8e,2024-12-20,78400
bni-1e10ed1bae04ca76549b44a27e1f804d,2024-12-20,81600
bni-bfa5daead296b76fe525d321bab7c2b5,2024-12-19,66700
bni-cd27c7577189049e84b004b64786845b,2024-12-19,-50100
bni-ef7c9206a4fb6cffb87db1858bcdf67e,2024-12-19,18700
bni-2cf0b3a2687a5b9caeeac5d68f8bc724,2024-12-19,-29400
bni-8eca9a1e52fd008d98824bfea8ffcc8d,2024-12-19,10900
bni-a7a78d445e3e05a56a1fb7a827877707,2024-12-20,64100
bni-57e6f6e4cc9f663fdf51a311fb48208d,2024-12-19,-67200
bni-de775e4ff2022458e83c5c86dfb24888,2024-12-20,-29500
bni-9ff9d8a59cb4d0cd461ca026a723e3ac,2024-12-20,87100
bni-238a845caad6761c4e8b573be760ee49,2024-12-20,60300
bni-9db65302bad1ad88b43c92841902da81,2024-12-20,16600
bni-6d10bd3893e176d0672c4ff642757a54,2024-12-19,45700
bni-6a866a409385f4feb6df40e7f7697fc6,2024-12-19,31500
bni-a083e37321e2949c132edb03ef5adfdd,2024-12-20,11200
bni-c6f059c85bda163831b8cdd918fe88a0,2024-12-19,48700
bni-fa4758512921a459eb82d8f7656757bb,2024-12-19,-42800
bni-22f6b02457531b3c9d786aa1adac875d,2024-12-20,66400
bni-93fa7682ea363b54b22f8c20c12108ae,2024-12-19,24800
bni-bc89905ce8806f6e72fa92a0f68932f0,2024-12-19,29700
bni-7cdf66518ec50fca2f6f2899cb35f02d,2024-12-20,40400
bni-866da8111796f03dce978a9a9b9796d1,2024-12-20,37000
bni-92632977c39156a555c0894af35d746e,2024-12-19,-6300
bni-cb947db143f1f34c431affa25227f296,2024-12-19,23600
bni-0465b1c327d17beb280fb4a65a2c8597,2024-12-19,53300
bni-0f3ad0d89454e0a9f217b704ae6bd955,2024-12-19,32400
bni-9800eae09cebb7b85ae07aed31c01b0f,2024-12-20,79900
bni-c16a5212c7b8198b4d6f41cfa2098e9d,2024-12-19,15200
bni-8901d3b60e531d574d7ebe3298d64bfd,2024-12-19,46300
bni-f280db9592fd9094e566ac7bc0570dba,2024-12-20,73900
bni-9ff979567bcab8d516ddc8d7382168be,2024-12-20,48900
bni-3faf12eb363e5e59efe90363f645ef40,2024-12-19,-53500
bni-1e2254bc37f1b6d03e7eb60ed1d19555,2024-12-19,-95000
bni-70b7e13f007eb19c446219ed8a1e2499,2024-12-19,83700
bni-9f4dc930ce4d011f2f4a61767b4e8748,2024-12-20,-84000
bni-0317933c0315befab30e5e77f6f0465b,2024-12-19,96900
bni-94d4647ff6a9de236f6c7da49d524c67,2024-12-20,35900
bni-85aa95bba2fb6be65fb5d449bd2fa8eb,2024-12-19,46600
bni-9a68f5b088f31d1f5dba9f361aba6f58,2024-12-20,-73100
bni-15d4a93d1b5a7b335c71028ab144c480,2024-12-19,23800
bni-1bea9e8dee02f03f61093ab3a9c39461,2024-12-20,41300
bni-351a85ab8d19ab446ddbc3246a8b90ad,2024-12-19,26000
bni-1550706a2bc5da081e528b9f7ef0b650,2024-12-19,-56000
bni-b9141c868d2f8147cd6ae3b544db2ee1,2024-12-20,7600
bni-1b11097451e34c87062f735d8e6f0324,2024-12-20,-53600
bni-bfbb3d27349a20ddc9c261b3f98c8c54,2024-12-19,5700
bni-4ba857238c332f6b6c45cbfe0d25eb44,2024-12-20,99000
bni-a1d69e4a96b87393a7e88e798c10d8af,2024-12-20,-26200
bni-3a6b29f77a9d40b6541b47fe2736d12e,2024-12-19,32900
bni-6e0e2e94facdf1625175107c2847a61f,2024-12-20,76800
bni-c360e81a257fc5b1bd766cda2d80e53f,2024-12-20,74700
bni-15084005a296b1f1d9cb0663f4bc5a42,2024-12-19,73000
bni-fa0797441c0dd4544dc578b3cb1ad843,2024-12-19,75800
bni-208f7e995c0471a35b292c80d157f573,2024-12-20,1200
bni-c147f938d9965d87306d86439f5fcf38,2024-12-19,95100
bni-6c287e1f30e0f8ae0fa26e63fca3cfd7,2024-12-19,-83500
bni-6e92db742fe40dbf4b7abbe71bb386f6,2024-12-19,59600
bni-7d0bc4796ab5f9af1a547edc1dde9b56,2024-12-19,7200
bni-12eb9b2453dde94fffff1144f12a9d68,2024-12-19,84100
bni-20dcac9092f6a0c608ab3ee465b0749c,2024-12-20,33200
bni-f678168c3a0b59941aa986240ad2254b,2024-12-20,38800
bni-ca407255503050a9eb0b8f8bc9981f92,2024-12-19,48200
bni-5b121c67ec25d4f24a18aa8d00521f9b,2024-12-19,30200
bni-fe8fdb91a5ea157f3b47c807c5cb6789,2024-12-20,10600
bni-cb7360f669c4409d5cee4cce3a8f4972,2024-12-19,79700
bni-9dabd9d2f2dc8f42e81d2d9d681026ae,2024-12-20,21500
bni-39c40b7763d06fa25da7c706972e960f,2024-12-19,77200
bni-50b786572793f328458a770a681664c3,2024-12-19,52100
bni-1eb1ab50bf125fe335bb447ce94f0d28,2024-12-19,34300
bni-3380fdcf4579c4b633f7bc7533894b8e,2024-12-19,56500
bni-49d76202dee91b68344134d2c51f2773,2024-12-20,-5200
bni-0945443876d008d0c1f05de205173136,2024-12-19,44800
bni-b46014787a188af7924a694b48d1f7f1,2024-12-19,8200
bni-941199b67f333ba8bd0ab49938c3926b,2024-12-19,91000
bni-662513ba25793e1f0e5e299d8536f169,2024-12-19,84100
bni-b0e699e7d4ee99eb2ea556101cd0dc31,2024-12-19,11200
bni-2f7aa35ff275abf22726b567c4069afc,2024-12-20,97900
bni-334bc53af15f078b2bf76f72f74f5ef5,2024-12-20,-56400
bni-a790011c8fdda013102dcf78e177c9b3,2024-12-20,87300
bni-dbab8775e44268aa5358c8c50f2784a7,2024-12-20,-48000
bni-b961e5ad8a9be5cbc8a1cd8e977d20b1,2024-12-19,13000
bni-686017118df5f5ed0a6984efea77fd5f,2024-12-20,27400
bni-70a5532fb2d66bdd03b45d25b43e9421,2024-12-20,-84700
bni-35f92045db95f39486322a939c65dc12,2024-12-20,-83000
bni-49b7de29462145c57f8ddfb16cae94b2,2024-12-20,69400
bni-b6674f7cbfd04412aca5af7d277080d8,2024-12-20,64000
bni-387095b278c89209a3c8dbd54e51d9df,2024-12-20,51800
bni-814239caa994617996f3ab7bb5d2e86d,2024-12-19,-8100
bni-2e402242b87b072d7f4edf71e1d0462d,2024-12-19,5600
bni-488b0104864a7658761aebb80396d0e2,2024-12-20,62900
bni-b7c1377bc1a3868e898a0956ed973f41,2024-12-19,-29400
bni-cd2cf2cc67e69574d0c449a1b6ee4613,2024-12-19,21200
bni-3dce2bf46bf13d6d118616faf161c26e,2024-12-20,-51700
bni-4407f90d0c8d11aa4d2d6c765332d42f,2024-12-19,50400
bni-26f7afee54127e29998e88894c964322,2024-12-19,31400
bni-211e300c7069181ee9facd1ad7c0ed90,2024-12-19,-10300
bni-eb9affc7eb595c49af384392a1ee01fa,2024-12-19,58700
bni-7c5d4618d84444976e02f4db6750bae2,2024-12-19,34800
bni-bfd0ce1cdc3faa82a0324d537281f3aa,2024-12-20,2300
bni-c93097ad0f44970b7d6d120afd7f97bd,2024-12-19,-84600
bni-5bc9e6e75c6ea6907f360ea050b8d707,2024-12-19,-3400
bni-ca4422765a728d6d615c7d9638f0d376,2024-12-19,65200
bni-3ee4c96c5680ab6b0fe47360816aa6c9,2024-12-20,-54600
bni-02bf879aa863e0c65b7f850703c3a7ad,2024-12-20,16000
bni-7c084d54d1c9d22713101a6aaeba08c2,2024-12-19,-66200
bni-cc82470f4e79fecb7ca8354c2be73bb8,2024-12-20,43500
bni-cf01bf1519487d7d134896f3721c2d76,2024-12-20,16700
bni-2c0c97b78a9db68ce4fc7f4bda48065e,2024-12-19,15200
bni-3f803d137c3586d1b6431f0814eeee28,2024-12-19,55200
bni-a8195a0b29d4548c6e3083f48d9f8324,2024-12-19,10300
bni-061b97db7fa88140d1101025370604d2,2024-12-20,90200
bni-8c657287fac6d6e22681ad74b4e60170,2024-12-20,44300
bni-d32f876528aec2165d8364c3168428ab,2024-12-19,-5900
bni-2527fbd16cfe5c54fd01368cceea6c02,2024-12-19,-28100
bni-cc6f2db793c415f0595825a3ea6bc72c,2024-12-19,67200
bni-ba02c225483d531f0546a983a3c29c8e,2024-12-19,-23500
bni-6fce191ce74680ec69a8279940e7ef17,2024-12-19,3100
bni-3410a55a451466b897dc1f0ca48dcd9f,2024-12-19,78000
bni-eb6f4fed9f09b2ccd45ec8a553528cda,2024-12-20,15000
bni-cf766cb3ff7f6d52fe95a22ee516ab4d,2024-12-20,98600
bni-5fc98673f82a94e8744b7edb1f34dcf7,2024-12-20,42200
bni-12b82c443f9aa6fc2b70e67f7d605730,2024-12-20,43600
bni-196caa95723e5e5a11ada551e2f6b3e7,2024-12-19,72900
bni-7b2c17eb91221b9dd1d1afd5523df382,2024-12-20,77700
bni-2d3bc47763fd7f27c48a7c25a54d72fc,2024-12-20,44400
bni-c4a2fb908459a59081f365a2e708e111,2024-12-19,-36400
bni-534e90820ba740c80d0faf33f5ca5c35,2024-12-20,-90400
bni-f639655bbc3ed9c454f74ccfd4b0ea8a,2024-12-19,3400
bni-493eb2ee043f63d146b1d30a9a4bb6a4,2024-12-20,-90400
bni-5a452dae2738cd164342ca35ac77a2bd,2024-12-20,73500
bni-76d88b27fe45de55fea85c9dd39a8e4d,2024-12-20,-50800
bni-f98b2faf8507171616d6d362860f34a7,2024-12-19,-78500
bni-a51658549834ede5fc529a279ffceaf7,2024-12-19,21700
bni-1777abc6c34bc7c57aacc73f43ff0034,2024-12-19,83400
bni-c7a4df37f7ec92977839484cdfc52e1f,2024-12-20,8800
bni-381f7f8e3aa357d34869e49500507089,2024-12-19,32000
bni-ca6af934e178c8b5039c1e48c49a6876,2024-12-19,-54600
bni-903dc0bb7c47e52278cd09729869db98,2024-12-19,21700
bni-0ceac86cfbb3b8753ffd69b35235a7d7,2024-12-19,21000
bni-d875cdaab944109d2ad9bbc380b4b799,2024-12-20,79700
bni-9e2a2df358cf8bbb2f1f2a480c69539d,2024-12-19,-16400
bni-40bb10cac52f5c99df56756447a181cb,2024-12-20,26700
bni-73c82a56b08deeea2a36b4bd84680486,2024-12-20,51300
bni-ec93f9e570728551dcba3df2c22f779a,2024-12-19,20300
bni-101738288f82fb4667b7f520f0b91790,2024-12-20,26400
bni-b2b44aaed771dd8f362624d8e3041f94,2024-12-20,90600
bni-a3b124753bbf5b8ebd688eeecc8599eb,2024-12-19,-26900
