BNIUniqueIdentifier,BNIDate,BNIAmount
bni-698d22a56e1d223c112042743bf298d9,2024-12-01,-65300
bni-06ab4823dfd45eb99ecd5faf513ba15b,2024-12-01,58200
bni-084a3de8973f9ec8c06f69482b2e5d46,2024-12-01,95100
bni-483e171751fec80d7fb9aed7fa21420e,2024-12-01,-56700
bni-41e7886119b772d4827c72d824eac6a3,2024-12-01,58000
bni-e805f166db02811829a4bc0e8d1f0eee,2024-12-01,-49400
bni-fc18c9e10be031b478b2862c31ddab95,2024-12-01,60000
bni-09ea69de08a02b16e50ddd3214e355a2,2024-12-01,49900
bni-52753b2cb40626e712749f4622480b0e,2024-12-01,-11700
bni-460a31ea32640604bd86b43505b306b8,2024-12-01,-17100
bni-9ff083af50bb6c66fb3929a037a6ee5c,2024-12-01,43300
bni-09bfddc14311b991946e561c90bb6cf7,2024-12-01,39900
bni-bc64f69dbbbb10dcefcb67b6510b874e,2024-12-01,-33500
bni-23be21f61c73a0e768d1bdbad6b8c5cd,2024-12-01,18800
bni-2273df3eee1e1b45ddaa7824777dc73d,2024-12-01,-76000
bni-887b9f70c17b9e288ebd0bb6533a431b,2024-12-01,38800
bni-929016ddeaa1651e1e04a771c01faed1,2024-12-01,-87100
bni-96897ccbe7f74a317c12e84a2c60586b,2024-12-01,86600
bni-98c683af80eb2ceea1d71af51d8c55d5,2024-12-01,44400
bni-80d01d25d45300fe954c0dddd204283b,2024-12-01,60400
bni-f7d63766eab339dea022a3555f358137,2024-12-01,85100
bni-20f74b092755c0b38fd99f6b660e3fe2,2024-12-01,61800
bni-0b12479b9a7e69d1be39548bc8bf98f3,2024-12-01,8400
bni-1d91b721697e44366d4f4502a614cef3,2024-12-01,80700
bni-b27f1b3ca71217b3087960e5d76fa0ec,2024-12-01,82500
bni-f7f7a7d7d673d1e3d91e6880f9e550d7,2024-12-01,-64000
bni-c78220b06f3d3d3f8425503a69a3a190,2024-12-01,26000
bni-c762792d0076f09c4866319211cb4dac,2024-12-01,9100
bni-5f1348cf2369b14861f5fe9c229df15b,2024-12-01,89300
bni-7b1c04461048870e7976a85a182d33c3,2024-12-01,12500
bni-291a53b686dbd70c301e2b460a038e92,2024-12-01,52500
bni-13b2dfe7f6a0dcb9ff8825de85411e12,2024-12-01,96900
bni-071e286600e6912e7f36cbd4d690b924,2024-12-01,-54500
bni-529761af57e56bc7db39119e272c4c2f,2024-12-01,58800
bni-cae2b56b7b6b5801898a8a1f87d6a894,2024-12-01,42600
bni-c90006a1a5e7433cb81fdf627b0fd26a,2024-12-01,79200
bni-e4f8348a960804cf1fc3d32661eeff19,2024-12-01,75000
bni-4ecc6124b646c7b8cbd4eb0330e79b9a,2024-12-01,-47700
bni-c8bb4d8fae8bebbbce6929f13e2a0736,2024-12-01,-67500
bni-d4c712c30ccc8b1eb1edbdfe8a836a75,2024-12-01,-15600
bni-ed0461a3843b44902e4f41b09137d022,2024-12-01,96500
bni-9a8370b635d601766f58c9c32c13e4d2,2024-12-01,21200
bni-068330d0aebfe1c50293ecd4b51a7dbb,2024-12-01,83100
bni-3271e214b6fa9ef5dc518db09432282c,2024-12-01,-54100
bni-e766eac39e69581826e35e288e407bf9,2024-12-01,99400
bni-0da521b173a60939ee53d918b08fdd39,2024-12-01,48200
bni-c5f0e39ffbbcedc02a5a177b0a4919eb,2024-12-01,-26700
bni-05444ec51b93d22d008e31cf489289d8,2024-12-01,13600
bni-45aaf6b93163eda59fb1dfe3e70a67de,2024-12-01,22100
bni-97150ce0877a5ba86e8c15788de4e5b6,2024-12-01,83400
bni-47cf467f3ac4a24090dc73394b87b0a9,2024-12-01,84800
bni-32f67986db5684f2ffe1952d4cfb0b5d,2024-12-01,77300
bni-95b3b0c8cc4583055876899fa4c1e94d,2024-12-01,85300
bni-66f36359d7587d13a4210e7b41d7b6dd,2024-12-01,93900
bni-c249ca24c1f943bf07456619d4fd576b,2024-12-01,97000
bni-085bebd138f165d2acf1beceb63b1363,2024-12-01,-32400
bni-25021eb017194e7ed7e2402f1544569b,2024-12-01,-11500
bni-72c984b39d5af886ce96c7fb124e335e,2024-12-01,54900
bni-75c6fdc5627b50ec1f16f932571c4b6a,2024-12-01,18000
bni-52a867035f6f97868a2dd24793895336,2024-12-01,-36300
bni-0f094fc7afbdb3573e3a2eeb10c78d99,2024-12-01,34200
bni-4d12cee35a58b058a4192acc7b50df17,2024-12-01,52500
bni-b4214e7c1bc251e5c5392a9c7f642fc0,2024-12-01,9000
bni-616a0a4dae69118783be1bdeb4263e8f,2024-12-01,89000
bni-0b7fa57ed79fdeaa688a3b2af9573831,2024-12-01,-86300
bni-f4635aa1b5828eb25427d410e3b50be2,2024-12-01,-42300
bni-23c2d0c310e0db0d887bd00f0896fa51,2024-12-01,40000
bni-a0fb93f2eadde0f79d28ad8e7a7359e1,2024-12-01,7700
bni-6a15fdbc00007297a28fca554279e928,2024-12-01,8800
bni-b35c0bbebef1fde1c6a5feb8b901ba6c,2024-12-01,54900
bni-8fff75aee123dd8e140627e6c8b528cd,2024-12-01,46000
bni-acdd33a831abbecb460dc76f85288286,2024-12-01,46300
bni-b81d623eab3e3c293185050d2415de3c,2024-12-01,48700
bni-ac81fe7321662521f10bee7b69099397,2024-12-01,29000
bni-597ded7d8014031f0c03446f4d77ce94,2024-12-01,18800
bni-9d072ab501b703e979e24fb40d87a3f2,2024-12-01,59800
bni-7978ad02712fe94c704bc6425b6eb673,2024-12-01,27100
bni-fa157cf7a61dcfaf2a0c94de6c39ed69,2024-12-01,63700
bni-4491b8912a1315bf678af19543fefbc7,2024-12-01,71900
bni-6b2b76aa2242cd8beb3cd2aa93a488fc,2024-12-01,23700
bni-51817a57c9482a1a5ec06e41c0ff9ee8,2024-12-01,9400
bni-b4d3bad6c10a1852c04ed23dd23e260d,2024-12-01,11800
bni-dcc9a30b67259cfd97f0ef204a957dfd,2024-12-01,47100
bni-00b1252bdbc9cb98af931352fbbff644,2024-12-01,-90600
bni-2492a087b789d978c05de2e2a5a919cf,2024-12-01,75000
bni-51712f7894581b9d52c83e0bbd921e3f,2024-12-01,-39600
bni-feea10162e8f645c61c4e64cf9b29c66,2024-12-01,-35300
bni-8c59c94ff3d35457984e515340c4580a,2024-12-01,41700
bni-23dea6afda1cf2701530b3dc015b840a,2024-12-01,40700
bni-473f85a2de6a404e1551b26c79fca54b,2024-12-01,-69800
bni-23cfe4c3d244357987277f14cd197f62,2024-12-01,69600
bni-49ce9207d1a0ba3dfe09f7c79415760f,2024-12-01,-96400
bni-308509fb23322a105aec3bf64e5fa8b6,2024-12-01,80700
bni-0c90aad968eeedea708c7d2c497fed40,2024-12-01,17200
bni-1c01cc9725fa779faecfafa76564dc54,2024-12-01,-93700
bni-962c4a9290086bdf7f0e939d9ce24e33,2024-12-01,85100
bni-b56e1169e053fb2bf2d87ccf80953210,2024-12-01,62600
bni-b733e4738b71b014e6e6c1dbc0bc7a3a,2024-12-01,-66600
bni-3833bf49dc5ce470f4d7e064ad647b89,2024-12-01,12900
bni-553067b95910d5674d11b0e247b9e43a,2024-12-01,76700
bni-0a64b60439269462991944325896caf4,2024-12-01,70500
bni-dfa1bc294ad7033c91c5f20002f5d149,2024-12-01,79000
bni-23b771706130975eda9bd437ec85d5c9,2024-12-01,9700
bni-c31fe673d6f2bc7f0891c5d45d8a0951,2024-12-01,-42000
bni-91ddd4103005aca8d65a3f0e67268ae0,2024-12-01,45300
bni-398100b315821b57ef8d42dc183c8820,2024-12-01,-16900
bni-4677c29ca763b585dad94b9b670d22fd,2024-12-01,74500
bni-6018b60a976e718f4aac098c8312e7da,2024-12-01,68900
bni-68f783ab3db2c00a6de640738a50a0cc,2024-12-01,21200
bni-30f56f0a086948a5ae758cfe2eb234e4,2024-12-01,-2900
bni-b98c0f1b9bccfe4c39e493da23d3dee5,2024-12-01,-24400
bni-62123cb04d12984184133189d6f3ede4,2024-12-01,70800
bni-21cf9a58a1675f2e53635147fa043f97,2024-12-01,16100
bni-8b9212d36a990b472d5f39664e7840a1,2024-12-01,89300
bni-04366e76839607b36eb455a073a32588,2024-12-01,-99800
bni-4ef21eb6cf65f8f74d268f732b57a2b7,2024-12-01,18500
bni-f7d341806f94139c329b415f80ea2717,2024-12-01,-2500
bni-1a79155b45491d56fe97009927a3f305,2024-12-01,-19000
bni-483463aa37ffedbf128b97709c94bd17,2024-12-01,-12900
bni-0345d59b2b0e34cfafd2c60a4161ce43,2024-12-01,-37100
bni-885fe1a946325cb5f40d50f16af2733a,2024-12-01,89500
bni-23d56ec0690d6874b9925b920e86123e,2024-12-01,94100
bni-7c0d0b6c35542de54ac6709c8243b55e,2024-12-01,-55600
bni-a9b1e0a300db127a4ff916bb0901857f,2024-12-01,58400
bni-a954eae9261df20c587c596ab6717b98,2024-12-01,-6600
bni-b2e39d11f90f2cb9d8d8773a4a893270,2024-12-01,47500
bni-81b930190ff7a501180923dd750af05d,2024-12-01,-51300
bni-cf9e9f608569b4f907ede7cd56ab256d,2024-12-01,98900
bni-3cecadf43fa0688ffdea8ffaa89d3184,2024-12-01,11400
bni-52fde734a1543994f834d6b10465821b,2024-12-01,-67700
bni-850581004ef3bcbd7f8b2196f133dd03,2024-12-01,-80300
bni-893329bda3d9db8806f74cf82e280dba,2024-12-01,80300
bni-357693d615195d9bbeb7d4f8a150c672,2024-12-01,-5500
bni-243259c28c33aec00f541cf039734bca,2024-12-01,96500
bni-5bb0607176c11c066687284e1e43cfac,2024-12-01,-71500
bni-cec88f584e8f3bbd4939db511a77e548,2024-12-01,15800
bni-73959559d1240b8ee05e23baa2fde6e3,2024-12-01,28200
bni-f34e5fde14fc827031fd1362e23f17ba,2024-12-01,12800
bni-868ef36c9336fb68c981bebc73c80c66,2024-12-01,41700
bni-a997a27171a58551350daded8606af47,2024-12-01,91600
bni-e10ee80dd41093f5204c3c155da706fc,2024-12-01,66900
bni-35cb09712be68081c83f02dbbcd9eaf3,2024-12-01,-4600
bni-41e0735ebd73188a937dfe616bde2d8c,2024-12-01,66400
bni-da83be4269f0c3ef81a9b7659a891c25,2024-12-01,41400
