BNIUniqueIdentifier,BNIDate,BNIAmount
bni-902e8737096705ed14044014a6a8b00b,2024-12-19,-80200
bni-c40e2ce41974bab88273af2ebbd7b1f8,2024-12-19,50900
bni-f30052973017243e8777a571d1b6942e,2024-12-20,66800
bni-8480bfe26fee8fc31e736ba7c688cb11,2024-12-19,42900
bni-aa046961fd238911e0b5c5a863d01809,2024-12-20,53100
bni-3fe12a0a28b5ed4981de5698c66cf848,2024-12-19,67100
bni-21cf7c37f17ea9c6f0536a997ced1e74,2024-12-20,30100
bni-ca55bd43391447b74ff82b06c771d461,2024-12-19,82000
bni-613c634bbb593abb0557d2c41a75048c,2024-12-19,27500
bni-108fa410fa613a262eaacda861e640b3,2024-12-19,-30500
bni-0a97d66dc834c6bee7970e960c0666f7,2024-12-19,-97100
bni-6611eef4f93fce16eed48a7676e7d119,2024-12-19,29600
bni-e74e4bcb30b416d5de0f2e78fcb3c429,2024-12-20,25500
bni-89060861cba0e0cd4c43494d4a0ae991,2024-12-20,85400
bni-324b714e69f3fe0935477b9455655b51,2024-12-19,24400
bni-3c3987faa286708c930e94fa4bc22851,2024-12-20,51500
bni-68a673281bb812f6e119fda53880ae76,2024-12-20,-9400
bni-27e399c633a90304a7b39e144444f0a0,2024-12-20,59600
bni-4e992d74e929ca38d851a8f2f0476726,2024-12-20,76400
bni-7f5d6a8f72ccfe6da70631bdbb62a58a,2024-12-19,39200
bni-beef2918c5057bbd91d3c8c8f8f82af8,2024-12-20,34300
bni-b054fb239fefd5278533ecd2c5cee1a2,2024-12-19,49700
bni-77081d2827c32564a7cb0a0487470bf1,2024-12-19,45000
bni-e9cbcd48734e9a79bb74e81416dc7fe5,2024-12-19,36700
bni-34e69af565b8c439eb8bdda1d68e28b1,2024-12-19,-44400
bni-6e0dfd2a8044e09b213b8faf8963c68b,2024-12-20,18500
bni-6b01077032710811f4a2aa7fd414d34a,2024-12-20,1900
bni-1ecc054dcbf74edfd1355b1f29b70715,2024-12-19,58200
bni-38548bad9694d4de7ad546f51daa5460,2024-12-19,48500
bni-abdc4b7e513a124f46199327df6965c0,2024-12-20,-43300
bni-f40c9a49a693ecb0ae5f0d5252d975f2,2024-12-20,66700
bni-0595cea54edbe0abaaa91063726d672a,2024-12-19,-92000
bni-3efa69149a7992b4da3c6e5376cfcfe2,2024-12-20,-12500
bni-ac19d8fedc9ae0199e8bddbbda1a082c,2024-12-19,-51600
bni-873845ffe6d732f7d38732769717ba72,2024-12-19,62400
bni-c250e5d51408dcfe9bfa1c6571dc351c,2024-12-19,-51100
bni-28094911f9faeff34678cd13b57c96f9,2024-12-19,80100
bni-f8ea2d0fa5abbd150f21f0dccd8a8401,2024-12-20,58400
bni-61077bd005a32c177d34a6d8914e471b,2024-12-20,41800
bni-2724f4415b3395ab1715e5cd38fdb963,2024-12-19,80200
bni-f82d2bc3758508a6e84e4469668384b3,2024-12-20,42500
bni-125b28f64a15070097275dfa463c0a30,2024-12-20,34800
bni-9056ddd46920e3ffb66a30ff0168534d,2024-12-19,-79100
bni-cb8b88b9001d2a52c8d5d5d54c08ccbe,2024-12-20,51400
bni-e549dd6fa66de3808a456c7686cec4f5,2024-12-20,86500
bni-6f6039ba1edb03142ceee9c5f272e10a,2024-12-20,81700
bni-3862ada471009dbdd4dc449f98dff919,2024-12-19,14200
bni-33b8cfb9e843da77f29e3e1e8e04fbf4,2024-12-19,-49000
bni-1d4333fda81e57a8b5e15f9fd5a46fc5,2024-12-19,43700
bni-513802100d75dfb12435480508e23fc9,2024-12-20,56100
bni-ce2655a91696f0d83ca2bf47306a7cd6,2024-12-20,47700
bni-c7ac0e36fb4857ec8549a31c3196b4a8,2024-12-19,-89200
bni-2390273f80705603cdd68a450e366b6e,2024-12-19,-66800
bni-8436fac65ec2a6eff5eb880ade9f6dc7,2024-12-19,57700
bni-eec617df1eb42b56575e7220a098aecf,2024-12-20,-68300
bni-3e7e23a6930f24007307e3fe2917efb8,2024-12-20,-1100
bni-272be9a94a762671052ff8f2a0547d01,2024-12-20,75800
bni-111ba11dfabe45bd43b635d4a5d9672c,2024-12-20,-50700
bni-b41870357b07580b3f1131e4cfac1ac9,2024-12-19,40200
bni-6edb85ccd38f250c9014edcc5641406e,2024-12-19,52300
bni-3ab1769293f168aa674ba6fe72892a7d,2024-12-19,-89500
bni-b61ace7393875d9798d7006ea0a464ff,2024-12-20,82200
bni-be7db0b9d1f0ac1c6873de7461c9168b,2024-12-19,69600
bni-0da5212e66eeeb3c518cc137ab5db908,2024-12-19,17900
bni-dff6d08e25b0df33139ce752f6a7b95f,2024-12-19,-9000
bni-6cadd40029466ae1333d029fd0850ed6,2024-12-20,83200
bni-33652ee4be03c4b408efc32fdb26f4f9,2024-12-19,69000
bni-9f1bef2d8231eebc3593c6967b7a6f55,2024-12-19,23300
bni-b082ced2bd31c8b8bc4894663ff20561,2024-12-20,9700
bni-0973e534b69149874be7cf3efe7a6f67,2024-12-19,55400
bni-ef6480424b2cb6e25325f619863074be,2024-12-20,86600
bni-82740fe9b6a3f4e3d4060ae3da66dda9,2024-12-20,-70800
bni-4d2ecae56763cd899231ab24f964ea96,2024-12-19,5400
bni-2c93f9203aaed4a9753caf0228d4fcf0,2024-12-20,91800
bni-c9c5957b686742f3556c2ddc994de9d3,2024-12-20,55000
bni-53fd84a07110b5c3b455ca7a9ebf0211,2024-12-20,-11200
bni-046aae70a4b1d915b40db5298a628c1e,2024-12-19,51200
bni-4cf130f94b80f1d66705216d9d60d10e,2024-12-19,54900
bni-8962ceda9daca34e11d9ac1e0eb533f9,2024-12-20,-72900
bni-25b2273c855ce056be98185f9573d6c5,2024-12-20,32000
bni-47655a3897463acb4a0e8a8b2fa19b14,2024-12-20,34100
bni-787d604064ac52050c0b3b3e9f61d6e0,2024-12-20,26700
bni-0cb8e08c630322c92040d785b96877b5,2024-12-20,66600
bni-887858aa5bcdba418bb8dce123516370,2024-12-20,39400
bni-853bc4deba8551fa646d9807a4c5edc1,2024-12-20,85200
bni-b3f3d1bae672f7952070667862cc6ed9,2024-12-20,37300
bni-82c3e8a3d0d689c40ed2aad78f6840ed,2024-12-20,81800
bni-cefec79bffb5247b870759db81998ede,2024-12-19,32000
bni-900b84d00c23561a3eeed41e9ae1dc72,2024-12-19,99600
bni-89f889a8c4c6e098cd830a661b675fdd,2024-12-20,-57600
bni-6c0cef67837d65e2a2ce27cefc1e6804,2024-12-20,95200
bni-cba959856615f8e6c74a4d78278b766c,2024-12-19,-1900
bni-74406bcfb18995a464d0f84bbe29e31b,2024-12-20,-53700
bni-3d284ad9feb0dd54daff85a4a139a896,2024-12-19,57500
bni-61c0ac9a9c3650edba05be6a3f733185,2024-12-20,77400
bni-cb250b6675a4990dc017ab87a7775de3,2024-12-20,45500
bni-5570c0cab02f5a3b6576a90c0d2da04a,2024-12-19,-97500
bni-35a2335f53326591cb5fd1b76c2b7411,2024-12-20,60600
bni-3d0b2c305e5658600ee0e86bab9ec171,2024-12-19,39400
bni-6844b8610fd7c9d9339300f3afed6571,2024-12-19,43500
bni-b2a10a271303bc838fd9bbaccff7d402,2024-12-19,19200
bni-57b07c72f722b97f97bcbac773cf1ab1,2024-12-20,-38100
bni-ff7a263f5c00254844f41aace31a960d,2024-12-20,24800
bni-8b3285ec4852a273418dbcca820e043a,2024-12-20,34600
bni-eceb95478afa6dc710b9ba1d21d2c945,2024-12-19,78600
bni-5c128a15179a252bd8b64c71a39ffd2c,2024-12-20,-6500
bni-4bed00fb1c50f9613a0ae1a25c2ece48,2024-12-20,85800
bni-aad2b58f1825853b6d5fb6831b3e82b9,2024-12-20,-44200
bni-c407376982cbf75cb88a03eaab9827c9,2024-12-19,33200
bni-bcbf5a0ba01a6ef894c78cf57b383f17,2024-12-19,20800
bni-fe06a34ca175b8c67ed5e2777bc514f7,2024-12-19,61800
bni-7148f26d8357c4d82d4d6052be9385df,2024-12-20,18000
bni-b24da06a45a22043f3c94d437095b11c,2024-12-19,22400
bni-908534a06189b21d1c75d42586bfa1f6,2024-12-20,7300
bni-f547ba3683a3c89cf9908da7006caab1,2024-12-20,-61600
bni-d5694c491a022092d8fca91e3e9bb7d5,2024-12-20,53000
bni-63746db6c92ab74febdd07d28f638929,2024-12-20,41000
bni-91bf9338dd783b41cb2065c17d4de5d1,2024-12-19,82600
bni-56346a2ad285bf175a9dcc6b3579e784,2024-12-20,28200
bni-0990a19efe207aa3867c425090ebba0d,2024-12-19,7600
bni-989c7b9d949e59c639044858bf8aa3bf,2024-12-20,16900
bni-6aa9aecf95070607fb61cd35f1e247ae,2024-12-19,78500
bni-af8c8497b78c284a742bc519f98c5406,2024-12-19,19500
bni-e88104698fbfc8789f7522c7ad15d81f,2024-12-19,35700
bni-9ea151985bc4651c76b3678f647bd769,2024-12-19,57100
bni-fe1c33b4c477661b4cf477c26efb0340,2024-12-20,26000
bni-c29db2b7dd13a5eefcd80cf70fb06961,2024-12-20,50500
bni-afc0fa31028f53392c2e05b07e95182c,2024-12-20,21000
bni-f0a8fa8a597bb0cb4fb6f07958a4810b,2024-12-19,54100
bni-c19c72c8b8b0e54708afe348a7270c15,2024-12-19,3100
bni-7ae746e99438a3ca7cce56ceaecfe7df,2024-12-19,14300
bni-89b8dd76e874d2a5963387317f9e3885,2024-12-19,1900
bni-193462f36210ab35bfe7114ade87b575,2024-12-20,86900
bni-87a1cb02b369b1a5d1e4663e81e001a9,2024-12-20,-46000
bni-28ecb285b24a1db131c1f98dd571b494,2024-12-20,86700
bni-d0f6e90a18b0135fe100b64e2e4b9ceb,2024-12-20,-16300
bni-1154af2f2eed694e6df5cef6cce5bbd7,2024-12-19,8600
bni-ca3536fc7b22ae5f2f4bd71655cecc9c,2024-12-19,70300
bni-b22daf3b9acd050a8862afb35d622ae5,2024-12-19,17500
bni-f8f308c780ecca2367cac82f4dde62ef,2024-12-19,80200
bni-1e6b843fcf1a4972a23def487bed37e9,2024-12-20,6600
bni-14171beaf2e9c2fa93082f192a2b90b1,2024-12-20,97700
bni-8893a46b54a5f64f9018ea29eee7f840,2024-12-19,9200
bni-6fdfab57f5f958c798438e695b29c4c0,2024-12-20,36800
bni-f80ed69a2be282262d4f67253480b964,2024-12-20,15000
bni-93cc0d56afee92937d1c5c42e28b740b,2024-12-19,59000
bni-475372037fea32f1661b5b9b5f4ed8a5,2024-12-19,51600
bni-95c33d51dab41c0873ed52bb9a81fc1a,2024-12-19,81900
bni-cffe7130d2eb855c1d0badf9c7ff9a92,2024-12-20,73000
bni-693384d3c3a0d3d1479d2f3e594461c5,2024-12-19,48400
bni-8c61d5a79420fef7741367b35b696c70,2024-12-19,11800
bni-6aa361716c392a6c07d77beb5a9298e8,2024-12-20,84200
bni-e634e0680417586cfef219cab4ff0cb2,2024-12-20,69500
bni-31b9a7f1e7455972bd3b0d5ed411ed60,2024-12-20,49600
bni-ba4dff806bd38604c7017b94575284c7,2024-12-19,74900
bni-85b7d4448ec13a5dfa7620015e91ff96,2024-12-20,13400
bni-726b48db13a4e2deb5b48f3276c2daaf,2024-12-19,61600
bni-d684e9ff5fb010711d2b33d54f0e2494,2024-12-19,-8600
bni-6237b49e22e96c1e6ecf81fc54c09fb7,2024-12-19,12400
bni-14624870b39050c26809b3da62cc16a7,2024-12-20,59400
bni-5b8307384cd2e6aa6203be1c86fcbb88,2024-12-20,41800
bni-51ec292cd42f5072b9c52744763b0050,2024-12-19,88100
bni-db43711b598a7c110253c19644c41586,2024-12-20,8800
bni-38e18e959bc13474096690fa466b0a1f,2024-12-19,73600
bni-f28bf2e39be41147e0dd7c47b86b003e,2024-12-19,-53700
bni-1bd0e77c0a90f47e1aa0105148e21e55,2024-12-20,-70200
bni-039b63dc19ed7b372ea3b1163baf3bf4,2024-12-20,82300
bni-52a0bc9e0b509e8d8a2fb6daa5431c36,2024-12-20,42700
bni-354f2584edc4a5560b8e2d759b0ffa02,2024-12-20,62400
