BNIUniqueIdentifier,BNIDate,BNIAmount
bni-42800a5f96f63c998e52aeb578cb781e,2024-12-20,52900
bni-5331bc15e9242e34ddd1a46815d14b36,2024-12-20,63200
bni-3e764422c1798eaa3f21d4655f5ae899,2024-12-20,9400
bni-420eb35d2791ee765d072ee204626c38,2024-12-20,67100
bni-4dd741f7e2311380eaf6ce5b63e28b0b,2024-12-20,70000
bni-e09d547dedba6d8082472feba1264bcc,2024-12-20,56600
bni-ba640a45b07ca6c90e74780a27e8ccb4,2024-12-20,58700
bni-4b55fb572f06c2ff4894a6eb576a64a7,2024-12-20,-4700
bni-5425e23bdbf7bc0c280da57412fd222c,2024-12-20,92600
bni-a754e95a725aaa14308d2e74b80e4e70,2024-12-19,37200
bni-ce73fce6d0a4cfe80544a234505008b6,2024-12-19,76700
bni-1b4ac5d0e80c1942283448a02d8476e5,2024-12-20,-96200
bni-81c7a84f85852d84e110c9bb42676556,2024-12-19,44000
bni-c2875794914f8bc12403aca6b08adf78,2024-12-20,80600
bni-b7a787a5b6ad47ff53f2438a35f35609,2024-12-20,25200
bni-6ae83d0da583ed30b9d708526b8ff538,2024-12-20,48600
bni-e6b64bc9cf3dd975e2919c45d9801d64,2024-12-20,19400
bni-920978a99fd721149e312e617b2c401b,2024-12-20,36600
bni-ab0779a8542a0c11153facb99ad8a149,2024-12-19,87100
bni-a0d6f3dbbc40f83d0a5f5fc0f455f505,2024-12-20,24000
bni-7cc5635a5a9e4b6e070d01d0578eba6a,2024-12-20,-74400
bni-d976209948fddd63180410c3c1afe90e,2024-12-19,87800
bni-641155e928f9d3980976577cdafa8b9d,2024-12-19,-90800
bni-54c9e8ab01d383dad1d5dc6257e2990b,2024-12-19,9400
bni-a8a4d34f5dfd5c7c6d639c14e17a9efb,2024-12-20,12800
bni-2b2acf5c40c4db9442c4a023b57f125c,2024-12-19,77300
bni-85b589c36cf71e6d918af60e38900b34,2024-12-19,50000
bni-1ecf44c2c447caf85cd3d13ec10bf3b6,2024-12-19,34600
bni-36e35909cc08df15c61f6ef476a51635,2024-12-20,-44200
bni-4eb8345d4473f9e6995899916ddc107b,2024-12-20,-55300
bni-9fb84c8b2821f0cca16c95530c56d1d0,2024-12-20,37900
bni-aaa5a2fd5dd5d9035d86bb8e55cb30c0,2024-12-19,72800
