BNIUniqueIdentifier,BNIDate,BNIAmount
bni-ceb9fbe2bf3b946a90d77af3f5188206,2024-12-17,4600
bni-69938217573d24ed4c3179a3b43fb076,2024-12-12,-11800
bni-8ab530d5c147672f274281129d06a1bf,2024-12-14,-94800
bni-11c1790b3c047337b9aede30304c47e5,2024-12-16,35900
bni-05392041e5bfc1c3fa09fc865d7b470e,2024-12-16,18800
bni-733bcdd1175412c63972735c07677779,2024-12-11,-96500
bni-006d4a52bd0b9a6b3796cc9bea7bdeb1,2024-12-15,1800
bni-acd83fe9890debd1cad379803e799ab8,2024-12-21,89600
bni-4bd6cfeb5c1c6c131c2fd632d7ed9aa2,2024-12-13,62300
bni-f6532d2e7b3b6b8558a8291eff399d01,2024-12-15,21000
bni-e685b2417c7973b9a21aa010af985fdb,2024-12-18,3000
bni-6a9f9554f4f62395c6c328717b614e04,2024-12-11,94500
bni-75c2d344ef7375d9015e021deeca5acb,2024-12-11,72000
bni-925408b7000ef9e73f064c146c57e56d,2024-12-19,15900
bni-392eda022bd21cd6af9f86ecbd84e82e,2024-12-14,44000
bni-d9c4fbd62e50fa2e4e2bdab90efcc1e9,2024-12-18,44700
bni-1bed031ec2509db7a4c7e6459adcf39a,2024-12-17,42300
bni-764f051b5f127e232e447de6f0104fc0,2024-12-16,36900
bni-b1a4ae8541831c7ea1f71127dc2ee579,2024-12-19,38000
bni-09eccb70b021d7d0c0f7074fbab1d21d,2024-12-11,2400
bni-f70227ecefd250b1eef5297296cbc174,2024-12-12,27600
bni-8e73258aeaa4c9c8d5d7f7875e60f78d,2024-12-18,22800
bni-e31eb22b03942a74813065d7f93847e8,2024-12-15,37000
bni-12cadff0f6b18ff6951921c05c37c0cd,2024-12-13,26200
bni-7ee4d73c6e1d7440055fc3da80287aad,2024-12-12,-33000
bni-f7060a1837886fbd2ab21ad268efc2a4,2024-12-14,22000
bni-615936eb0cac37d1df4ff0a93449957f,2024-12-19,-24200
bni-3a79a3a9472a2cea699ea7a89e7ea17f,2024-12-20,54900
bni-e0fcb8ef899beff2283b78963c396f99,2024-12-21,22800
bni-a962c3eca09c05130e7f3d983e6a5e11,2024-12-17,28300
bni-c7e6be6c147ae02680720b6ce7d0aa68,2024-12-16,32800
bni-fa7c00496bdb2a961260e9d53105f8f3,2024-12-18,-3000
bni-9d353ab38580f255add0e4e0388a6c3a,2024-12-14,80000
bni-fd646074756ea8f4605c7cb6e6bb5a3f,2024-12-12,-11900
bni-b59e94bff2206cf074edf86614e6c592,2024-12-19,29700
