BNIUniqueIdentifier,BNIDate,BNIAmount
bni-cf61d3fcb633f5ee33c0294c23a44d6a,2024-12-20,-21200
bni-a5b8f796aec5ae2905a4a575bd351d48,2024-12-19,6100
bni-75f194b2ac68041d2d953a3b17963148,2024-12-19,39800
bni-c542d365fa6c23f531368629c93322fc,2024-12-19,16200
bni-fcc3a345387b16e41fd5e7404da55f51,2024-12-19,-84900
bni-37ec37cf976918f703f80ee06acc9fa2,2024-12-20,17000
bni-287e5a1a8c72241f773c3f96c8a0722b,2024-12-19,15000
bni-c239f6b33e38ccec57ca0bbf92666e41,2024-12-20,-40800
bni-67925173c2a3429147e6efe7cbc096c3,2024-12-19,-93200
bni-5383df4dcaf88b895faa90ab92d7f1fe,2024-12-20,10000
bni-e5ca8d3523d528314d8a682ef75d0fc1,2024-12-20,60600
bni-a21ebed68c8fd1e13d82536c1cc8ae8e,2024-12-20,11000
bni-c3013a675ba794259ed25c8d842e01ca,2024-12-20,92000
bni-7601af07005de92ed67a4a0305209981,2024-12-19,-97000
bni-54fc18a7bcb24a406dc2fe7685bc3354,2024-12-19,-71500
bni-21b0772b723f3dc300562349e5aa6e1f,2024-12-19,-97900
bni-a18a18246c4408afa37178b86cdc65a7,2024-12-19,46400
bni-de7d198e55e011b123687f13ba4c69c3,2024-12-19,43000
bni-15340fa4da6c4ec0fc3f9e0dc8b0e99d,2024-12-20,-32400
bni-6b5d575d3ddc81357123ec22922a8fe5,2024-12-20,51400
bni-628481b357acd616dc0afbfd958e028c,2024-12-20,46000
bni-a9ebb42e6acfafce4177af36317c99d0,2024-12-19,-35900
bni-d22391c9dc095e6b78b54742d3b4f5fa,2024-12-19,59600
bni-0290108cb2c1aa6e1d2967bc9fa40e41,2024-12-19,99800
bni-6dfcbd1b0dcab283cd6d19496d65b5c6,2024-12-20,7700
bni-341f019131b6364543cc93ce95f9e6b0,2024-12-20,4500
bni-d829b0c392c4b93387b03352722bce0d,2024-12-20,87000
bni-eea1e56777dacb25c9c11acd7518919d,2024-12-20,30500
bni-90a2350c1638bb079fc4507627ff615e,2024-12-19,60300
bni-7cd135ea368e72e852389ca323d510d3,2024-12-20,65900
bni-5237e1ebc3a1f33d4dd7361ca3e08c1f,2024-12-20,9500
bni-ba788878d7a902bed4c504190b8d97d7,2024-12-19,93600
bni-cb5861df48c8eadd04b9e0d93cfe00ad,2024-12-20,53500
bni-eff32b48ef8efda3e4c3473221239fd0,2024-12-20,11500
bni-218ad152cfb72a5b2cfeb9b8f3113e38,2024-12-19,16800
bni-2440e024b23d4d058795fd31dda2a252,2024-12-20,-29600
bni-9ddd28d79236fbaf6c423d4a25bebab5,2024-12-19,71900
bni-fae439c3e92989b0d155bd9328fdd838,2024-12-19,50400
bni-ea5839a8af7642a7d232d7208edd058f,2024-12-19,52900
bni-d2e10d4ff55c4abfd7504964a9307467,2024-12-19,-13100
bni-fc1ff1027a95b6dcda52f36512a52369,2024-12-20,-28000
bni-139ac1fe3492cb78c1b7019127fb0e70,2024-12-20,-8600
bni-0d7a577b481d11ecbfad3becc02f352f,2024-12-19,-43600
bni-958e952cfd37ea98f4be2951bde28c8d,2024-12-19,3500
bni-d3f8ebe8e1be7a0c8d09666a1affc667,2024-12-20,72700
bni-f8688e2d914140ece808a01d728e8979,2024-12-20,35800
bni-121a4f3b03b94499c547149fe5c5bcc9,2024-12-20,16700
bni-5bf8ae57618b8ee012fa5332bc338558,2024-12-19,42300
bni-18fce46ec76f641b9cea9053c97e341e,2024-12-20,55500
bni-626a38cf86426982b10ea44cd41e80d9,2024-12-20,30000
bni-de7fba369fa0fe7e7f9315f9d4aa8004,2024-12-19,93400
bni-00771c7d50fd26263baa4ea318275284,2024-12-20,98900
bni-f5f01601a9848f8a7bc43ad52a4f60a7,2024-12-20,23900
bni-1d5f179b8977bd716ec3b29abcb7bad9,2024-12-20,40200
bni-940752f7ed2a0682776f36cf273ab5ef,2024-12-19,-28600
bni-1623c709f692aad20cb0486acf3e8c93,2024-12-20,24600
bni-1aa34c0c90cc085f793f17aa9fe13563,2024-12-20,53800
bni-f163403be5de17904a7d497511ecdb29,2024-12-20,-34500
bni-70e63d4d05a8cf4981829b5cb3f05d52,2024-12-19,31700
bni-85f1c43c1c4ec553825e19176efb16a3,2024-12-20,81900
bni-afaef624ff841f002e9f9f5e0c9868c9,2024-12-20,12400
bni-c80fcc524103906a4b335e93fe42dd23,2024-12-19,82400
bni-4408a63b754e022e58b9261656db81b6,2024-12-19,94800
