BNIUniqueIdentifier,BNIDate,BNIAmount
bni-d1147d9532ec03d2888190bde648bf95,2024-12-09,35500
bni-61307b0d7229b5954bc75a2308390fc6,2024-12-20,62500
bni-e4590575ddec30689743934eb72bce8e,2024-10-30,14300
bni-17c87db06b203a0b1fd4b0f4aff37397,2025-01-23,-89500
bni-a9ef0b5a791c27869da6a04d6586afe5,2025-01-16,-41200
bni-6992f6b089cbbf50a2a0001d9d27468f,2025-01-16,55800
bni-fadb52c924997fb3250bd7b600af84ed,2024-10-26,10300
bni-8ee1a9cc93993539b1ad5d2b7974c791,2024-11-11,38100
bni-55c906b07727b30f878be3c9288de43b,2025-02-07,9800
bni-710cbdab652b8496bfa8f99cebf826b0,2024-12-26,-48300
bni-8a599891626e9e3e49f41abc9ea2f2a8,2025-02-19,-94000
bni-0c2da9ec601609e31878138f6b68a59e,2024-12-19,38800
bni-43004ddbc51d11a68393a20fd339c3f7,2025-01-11,49000
bni-dd0f2a889b5240401a7d8f804270bb49,2025-02-05,96800
bni-4253129f585855729c529caeb5b54f3e,2024-11-24,-6000
bni-d06ccecff0bf274fb9869febc1be86c4,2024-11-13,41500
bni-b3a932ba4871cde8e1af0c0c819602c9,2024-12-02,-41000
bni-286ca541a9ae092782b3f10fe56a8d5e,2025-01-04,78200
bni-e0cfc77b72d867f483d09768b6ce48d6,2024-12-30,30600
bni-d67905b8e21441932de1f0e7f9f9648a,2024-12-03,12200
bni-739ce69ba446ae1159ebfd0ee1c7a564,2025-02-15,-33000
bni-064931f2d7dc5449ec0e6b9460f0c0b5,2024-12-31,63700
bni-61b94044814d5def21bee8a0379591d8,2025-01-29,32200
bni-cd4bf03713aa61e9e65022c9266feb93,2024-12-17,-7400
bni-472b25df4107ca0415b2618cdc52d5c6,2024-11-04,74500
bni-8d84d38b0bb0198901081e90100762a1,2025-02-18,59400
bni-dce8a83d2a451c96e0dd27ffbac08fee,2025-01-29,92100
bni-ab7dd0a0516432f485f2f7fe9aff59f4,2025-01-28,30100
bni-33b9a01965e027f3245b7dc82268ab52,2025-02-09,-47600
bni-249f64548c69506190c8ffcde6b92e56,2024-12-15,-94700
bni-d6a77a58aefc83e4163aca444a52079f,2024-11-24,-57200
bni-8b8ef7f260f252121bea8569f213bb25,2024-12-23,90800
bni-6a113641ed16e5ceb6911b509ac19864,2024-12-28,62900
bni-fbe97284dfbc03d1a05dde4fd2ff67ff,2024-11-24,64800
bni-9e54b4eaa5052f883d1a77e81405f118,2024-11-10,84400
bni-b1324bac04cca5731d250c824cc33518,2024-12-05,14000
bni-3e901a26a094a4c8975108f0b0be9c81,2025-02-16,34400
bni-698836940a0fe5145e10ee739141a35c,2025-01-13,-33600
bni-3477b92cfb627cce2d3f5aa8b203dca5,2024-12-30,34800
bni-cdec004eb6c97f8ade16ab5c6f5974f0,2024-12-03,81500
bni-70ca2b4aadaaf41074d4a5f6861d0524,2024-10-30,2500
