BNIUniqueIdentifier,BNIDate,BNIAmount
bni-799aec99431523c3bae859ba514fc378,2024-11-28,90500
bni-ccfcc24b7b3c663a379c361c8dc107a1,2024-12-16,72900
bni-0f8bf559cfd9c6b17dc1cb06f6a58342,2024-12-22,84600
bni-cc62fe2728960faf0391a698102bf070,2024-11-28,19300
bni-276429eaf641788e640612ec87178e75,2024-11-26,79400
bni-229cb7b4f80f80141bde73ed011151e2,2024-12-22,11900
bni-06439a2ddd2376b021aacfbd399dfda6,2024-11-28,99900
bni-a0c18773a9befa28cf509c77c5b690df,2024-11-24,30500
bni-ec6f0c8ddfc585cd3aaf2700aa4c66e2,2024-12-13,4700
bni-643d64a1f184636ef10e071b42c48279,2024-12-07,85100
bni-0a8edc8ed63d4869ef89b253096a9b03,2024-11-29,-12700
bni-851340b86b7215ea32a28244e5b9b72b,2024-12-14,94400
bni-f3c26709472f281638ff590809a68f91,2024-11-30,96500
bni-bbd219d28579f5e8ca29d9684e6eff58,2024-12-23,-35700
bni-d2c242b21e1e446adf525f1f1e0913b9,2024-12-06,43400
bni-916cf644aad55cfa6a574321001bab25,2024-12-06,19100
bni-c6fbb9947e41346a935ed30d4156ac3b,2024-12-09,-82800
bni-99b44d5536b9a822aaf767452f568d7c,2024-12-13,-91500
bni-ec6f907c6e00b4597bce5c2ce1ad56e8,2024-12-18,2700
bni-cd7c6ffab720c5864823f7c90e40d56e,2024-12-17,2500
bni-b5c85f2b0729da796da48981d277c881,2024-11-27,63700
bni-7add72aa55536fcd3ece3ae108e996a1,2024-12-12,37400
bni-9bafc2c6be3311ec154a9b4242429115,2024-12-07,53100
bni-b9f8b2091884dfcba70026a990acad71,2024-12-01,24100
bni-d8a35781c1ad2bcd3e68d9ea9a5dda22,2024-12-06,-68700
bni-8e29441a3ddd8036ecd2a2616034b902,2024-12-03,24300
bni-79ee8ed69ea3dae80ca304ccfad8bfc7,2024-12-20,11700
bni-9c354fa95ccd75a8eeab502bc8a9159f,2024-12-13,83600
bni-01debce522067df6d52032400e347f75,2024-12-20,18100
bni-c3d22a88fa0518e0640b60ed2ea0735e,2024-11-29,10600
bni-e4d12592da6a52f8038e89366f91f743,2024-11-28,40000
bni-2b970601cde8f8fd824ea812c6034897,2024-11-27,93000
bni-c1c0ab0e1763f4c5719b2726b278cd9e,2024-11-23,15600
bni-31364b16748902ab0b88a412d22e241d,2024-12-15,13800
bni-9d8ae367c3898e19d3ea9ab87d536472,2024-12-02,40000
bni-21016dcf6f0b2371230226072b6dedcc,2024-12-01,-23800
bni-80edb8c5d128cd4db5e24fd3391a7c1f,2024-11-26,43400
bni-1f4d668f42a5a425be1b281202406978,2024-12-23,99700
bni-74bc809bebf2656aa53a5f8b83365086,2024-12-15,-45000
bni-411ee77e78b568c161357496b16aa738,2024-12-10,85800
bni-35eddf67f9b7e1f7253a4649736ce35d,2024-12-07,80100
bni-72463f997b0f98622bd9130570b67706,2024-12-08,-4300
bni-a900355ef451e7d2d18590d4a04a0172,2024-12-18,40800
bni-729b62d9ec7e93305488c1ae512a4c2c,2024-12-18,97600
bni-20e99794af4d249fa8fb61ebe25a14a1,2024-12-02,12600
bni-7495bfe6d073463ea333ea5e765fcd4f,2024-11-23,94500
bni-03bee6906eb15ecfa7dba6ee441a092f,2024-12-04,66800
bni-9c911b0dac25703d3967b8abd657ad57,2024-12-01,8500
bni-e4523bd9bf6b2b6f6ee9c0575174eb4b,2024-12-22,27600
bni-6787558ac010efa9426c469bf73fe132,2024-12-07,66100
bni-23a70342b4fd0579abd470dc6df87688,2024-12-06,-79700
bni-9a40c4f5a692b9923931d24312b4b95a,2024-12-22,28000
bni-91ac2eee2134f33cf40b0005012cc9ef,2024-12-23,-85300
bni-79091e079ae3cecb9844568e8d0caf8c,2024-12-22,75000
bni-b07867ff0c90d00b783d72bd9354589f,2024-12-08,95100
bni-0359fb1c236456eaccd51e1aa4c37ee9,2024-12-05,64100
bni-84dae4ac209e6474f923f65c0542cb6d,2024-12-23,34100
bni-bf8559cbfb4e9ebecbb2fd714641fb77,2024-12-08,-17100
bni-4092c82d67bc0b945bfb6861a191f186,2024-11-30,64200
bni-51bd4312ca5b29be114abe7ceaae7a3b,2024-11-27,39200
bni-e2ad65cc618d7ad4a7c5b0a5e37f3008,2024-11-30,34800
bni-831975745b25facba60edb7bff71a500,2024-11-28,91900
bni-c32c5c3232ef2bd97b25a938e70a9da0,2024-12-12,-61000
bni-cbb98d7fe41fcd72725dbbb6468e55ac,2024-12-20,-25900
bni-522f2b84cca60e76af01137d896f216d,2024-11-23,98000
bni-4a397e5c96909c0082e0b7f288466e71,2024-11-29,3700
bni-3141f17aa137248649fd5cf49402f8fe,2024-11-24,12000
bni-d66313017471dbffda709d647a9c3070,2024-11-29,63700
bni-3ce8d9be71f40f92931ab870d313c4f1,2024-12-15,57300
bni-8cf6f8d6dcc04127d2247e55900b245f,2024-12-14,22600
bni-2057c39b6bba9594866b8c8d6b3a6193,2024-12-12,25700
bni-7a74a431f2954dc93618993654955ffc,2024-12-05,86600
bni-d2bb9e80a390769584986c627d6c5a59,2024-11-28,91500
bni-0e66bb2198ba519eb71b61cec43bbb5e,2024-12-05,30400
bni-291d06d7c699bb6af4ef209133db299c,2024-12-05,-62900
bni-1ab4e3d5df5119706efa3aafe269c536,2024-12-11,28200
bni-c3136367a007c0979c4e6a919fb29013,2024-11-27,-43900
bni-d711426167de8d8abef632a7f21009fa,2024-12-14,-34500
bni-509d6ccbeaad90082ee63added64106f,2024-12-23,41400
bni-6a70ff8b2f9affd721823038efd98cc7,2024-12-07,27500
bni-36b76b67c99e0691402f9c5b48bc2afd,2024-11-25,76600
bni-3b414d166534271e1bbd284c7f6a7776,2024-12-15,35000
bni-f1d0b04a8b2f5dabfd9476b3af97d382,2024-12-13,37600
bni-b8c927a37d0ec9ddfe4f8ff26ed799db,2024-11-26,41500
bni-2734f08dfbf5b1a6b84613dbb8f985ef,2024-12-14,88900
bni-9c9de7486e7e3d2b8a3730cfb1af102f,2024-12-07,-63500
bni-fda1e80a29fb7db99aa5ef9e8b845310,2024-12-07,95100
bni-4ba06fe7bb0f8ba73b2d15834597c75b,2024-12-10,73300
bni-e83eac1e8e5d5241cffe7f3b10e67798,2024-12-12,8700
bni-4e86e3585d52f58880cfb1d295ae36d2,2024-11-29,21600
bni-bffdab4c00a052ba9d5acaf24f09438c,2024-11-30,81100
bni-6a48aa9d7d35357f56c5b07dbec960a8,2024-12-19,84000
bni-b167077cbab05f786313a311e1e4f108,2024-12-21,-75400
bni-9d7370371ac0dd2539981c72c42e3bee,2024-12-03,-61900
bni-c6486a940136610f2d35df64cb8eba72,2024-12-12,27800
bni-c1aa09eec56988cb73edf4054e4b1d17,2024-12-03,54500
bni-cc948f28ec01859e65a5bdd04244a475,2024-12-22,12100
bni-7d4d100cc2a27c76f20494bb3ec6a3c9,2024-12-21,26100
bni-4a00cac32e21ba4aaa28606120a17ad5,2024-12-06,95300
bni-08a68f77a25c4a66d7b9cd817b1ab329,2024-12-22,12300
bni-30a3b87622cf36695158f0b5bada481c,2024-12-18,-15700
bni-b1707e0b33b07ca4ff2a6bb7c40bd320,2024-12-13,84700
bni-404e2152583580725bd302b0a6e24452,2024-12-16,79200
bni-70a1ea96d3f567d2144a7e00c0c9ce3f,2024-12-04,38100
bni-9235e3df87c4cf90f631271a596ab372,2024-12-06,17100
bni-0bd4ab544da5bf51dd4bcc6455991037,2024-12-03,35300
bni-5bc2d83a6c31b24c1947c93fca78d6d3,2024-12-04,21400
bni-7fbd8ab533b21594e4c1801b822bfa58,2024-12-05,31800
bni-2cd14682679df1a2fbaaaca6731e4149,2024-12-17,62600
bni-8904d8e49fde82c1a0d90a4c77f63e75,2024-12-23,99900
bni-4922c33997283c8a16923296211dfbb7,2024-12-05,57000
bni-bf5d37e082f9da66129d4e38aa7e5c4f,2024-12-07,-45400
bni-82d99804cb9fb49c20cde93a81958f26,2024-12-23,71000
bni-a642a7a1a942e0c2e43f9ef049cc71bb,2024-12-01,61000
bni-b99918f9187d5c84ad731e53168e8eae,2024-12-10,77100
bni-75ac2f9ee9fa06fde64ac84b4c4e6b3c,2024-12-19,-86500
bni-ddaf625007fb3e2938139f7d5983b98e,2024-12-08,36600
bni-c3f57a1cc75876c95805f4b5894dda8f,2024-12-19,-82600
bni-9f7a1d515c7650d5592fdd4c058d3542,2024-12-02,12300
bni-f578350b5347836da1818f8fd3c267d2,2024-12-18,99800
bni-97c83d2bf98739f02a9e9400fa1fe8b5,2024-12-06,76600
bni-1cb82816637d10431012ebfe8cf072d7,2024-12-02,46800
bni-02d8c0e7a99c1fefdc420f7e0e8ca41a,2024-11-25,-35000
bni-6a2943737c1e3a541515b7bd0b513a82,2024-11-30,21300
bni-865f16da19f27691eed50f7028e7b9a7,2024-12-18,19700
bni-83686586df0a8d8d191cac1d5c643b38,2024-12-10,55900
bni-a654f3aa6da232f97485b14c5be41ef3,2024-12-05,3500
bni-39ca8191bc4f67311277bde5b032f65a,2024-12-17,-22100
bni-8638bdf7dcf26e8a8f1385886e0317a5,2024-12-05,75600
bni-98025b87372ec92c9cf9f999ea0125dc,2024-12-09,-41000
bni-5e37c8365a431050ce55e13aaa79a7d0,2024-12-15,2200
bni-88a8db537e71c3fc35f3ca89eb7017ae,2024-12-14,16800
bni-54cea634452fe68e4c15e4beedb7fccd,2024-12-19,81200
bni-0d7fb3cc42bb4885c68c8f5ed775394a,2024-12-11,-83900
bni-0585db3d3fcbf722648b6e59d7ea6c6c,2024-12-21,12300
bni-b6b6b688246f0b1bfa4b791ac36efb71,2024-12-18,90300
bni-5cd3bd496660383729c32592a851940d,2024-12-17,76600
bni-61d02abd0648754dd2d765d799e3e170,2024-12-19,-92300
bni-e271caa73c80749bd9e9c9383a4e7959,2024-12-17,24500
bni-59af557b2c409753ec37901dcacb6240,2024-12-11,89100
bni-2ab4d3c249dc924a3389740c149ef363,2024-12-01,48300
bni-d5c7ddfef35d4cbbfab7b96e0a9df8f4,2024-11-26,2400
bni-635c005dbaf9b49e5f618d34b9888d2e,2024-12-04,17700
bni-e50c05554a180391a0531e569dfe8f59,2024-12-16,82600
bni-9c074548b35810f3f69e720fe2e6845f,2024-12-12,-62100
bni-c605239e3a549d166495951ae536b7c9,2024-12-10,-41800
bni-a5d062be8c113f4cea1e3d7195e9564a,2024-12-15,89100
bni-d369f888aaf1bce5d1982872f74523f1,2024-11-23,11800
bni-516b7000c2ceed7d036c4cf312d99507,2024-12-18,-99100
bni-72ea64887614d83daef4bd141b434985,2024-12-13,35600
bni-26064532aad08cce1ce03cf1f2824de4,2024-12-02,79900
bni-6768685e3f8227bedec4f0fa0fc0022b,2024-12-09,28000
bni-cac7e31b15bc9c7a49cd98ae14958d7d,2024-12-08,70100
bni-8ff61ef435f66a58bb953cd2af5ba1ae,2024-11-25,3700
bni-95346742dbf9f61bf102f83528393b9d,2024-11-26,-41500
bni-9a4f6bb76bbed7e0ed8ab924e0d41116,2024-11-30,14600
bni-e0e41fbfbb9f4ce95b4aada1a2d3b79a,2024-12-22,3400
bni-be4ca117c84b9020109b8cb1b9079f03,2024-12-15,86900
bni-0242a1e84dd2f0f25efa6830df47d205,2024-12-19,-88300
bni-be002c3ed3f37f05b291705dd286829a,2024-12-12,46000
bni-665b7f193115ac585375bcafe9ddfab9,2024-12-13,-15400
bni-e62e408a9da40961233d01f4d2b00d26,2024-11-27,-33600
bni-d51939983fa51c7f5fa9fb5800cb0299,2024-12-03,84300
bni-ec3069c879fe9eee013231c5275b625c,2024-11-25,-18400
bni-32d47e044b079adb992009b8d225b07e,2024-12-07,44500
bni-f4a57427629610b411ecedaefa4b5533,2024-12-06,28400
bni-f48447db83aba097c8f6e60e2cdcf4d6,2024-11-29,93200
bni-2fb5f8caf1b74c6e8b7ab316024f84c1,2024-12-19,16700
bni-e8d0585287ea2d869b584664d2e47724,2024-12-07,55400
bni-7a7d5d63720b8306e7dcb7b602bcb90b,2024-12-17,1800
bni-5c29bbbcf9f5692dc80da3da8ad70250,2024-11-29,29000
bni-f550aadbfbc14886eaccca6556be34ff,2024-11-24,10000
bni-311f5504259d3c004cf27a97176926b2,2024-12-22,88400
bni-fe20042bb65605ad8193919790206434,2024-12-10,79300
bni-bf2f3f110ca2d3857a36acdf0a87a489,2024-11-29,4100
bni-d7536a00aae136eaed7bfbf7826f1a8e,2024-12-02,-12700
bni-5799ff70a147efe61dd34354ab7837b5,2024-12-18,-68000
bni-bbe72886e80a76f06186be5d58c851e0,2024-11-25,15600
bni-eabe8d62e49fb5d00a75d5fa030866e4,2024-12-23,61200
bni-e237e7bbb461bbd7c1b4b671481bf156,2024-12-15,40500
bni-1aa247f0da29fee9909901bf2b8aec54,2024-12-04,-63400
bni-3e5839394ce36b788c744c328e14e4d3,2024-11-26,32600
bni-5fe6df7ee84693ca0ea96e2dd009c860,2024-11-23,-44700
bni-f64928458a60e3ebb294c8f45a63fab4,2024-12-04,66300
bni-129430e0037df1d76b4699bf86e984db,2024-12-02,93400
bni-4d2eea095d4bff929b61aecb3ddff3c9,2024-12-09,93900
bni-e892153720deb5df93de0e66295ee31a,2024-11-27,47500
bni-198af9fa4517c66e20f7519832850a9b,2024-12-13,-46900
bni-0722d9cadeb39aee39948c6cf11a83d9,2024-11-30,6900
bni-5fedddb1ab4f29c02a9ddac4d0c9b525,2024-11-29,12100
bni-d130ad18eda2201144593923716d76d0,2024-11-27,19500
bni-431354b15be1236a385eed2a0cbd8c5c,2024-12-18,56500
bni-65e653d2e638baa4c082e7426880998c,2024-11-30,41700
bni-37062de6f4a63977ae5d03886d7e65ec,2024-11-26,9200
bni-dc57f2d8acce942a95b76a6cc0247c1b,2024-12-06,27300
bni-b7c98476b36d403da8436d52a19fed77,2024-12-16,78400
bni-967cce440783d896f1782ce7f1faa4f8,2024-12-01,-15800
bni-ef40946dd580b17e5efb5099751e7187,2024-12-03,94300
bni-e14c0f49bfb8d0158baeba0d60461c5d,2024-12-04,96600
bni-ccc5cc15d374d6eb601694be4071d2d6,2024-12-08,55600
bni-5d49275db924c0eea881d04f362b7b19,2024-12-07,-8900
bni-7836ee22354916d0f9d5dd88574d0e0e,2024-11-28,70000
bni-788e72ec02b01e20e441c1e5d239a1a8,2024-12-19,42300
bni-e50e2d460194a38f50fd5208abec3add,2024-12-16,31400
bni-e39e3810785ef1fef0fa58ee52967e36,2024-12-09,-87000
bni-9f6ed6916251fb81a2d085b11f2d7f17,2024-11-23,-1300
bni-91119029e95c6556597b0a016bf678be,2024-11-23,34300
bni-e875700e3e78c0b362793a057bc2c554,2024-12-10,18000
bni-086cd8486b45ab3c9e95cb9a3fac05d5,2024-12-22,89100
bni-e91da13402a44cb336b59f3ef11471b6,2024-12-08,59100
bni-32536c78885c2679bffe49f9b12453a4,2024-12-07,36800
bni-a3a60e3944f281ec7c7b55824c0d8344,2024-11-24,29600
bni-db06744aa1356e5b0b476ed8e33bd14e,2024-12-11,97100
bni-36b27c30536c8d51d67b6262a389677c,2024-12-17,86500
bni-10f9a57aa8b7eb0b271009365e105fd5,2024-12-11,-22500
bni-1d856f6712f6c335f2f359ad6d6a31c3,2024-12-05,-24200
