BNIUniqueIdentifier,BNIDate,BNIAmount
bni-4eee551bea8d6bfdece8eafa83077df1,2025-01-29,6100
bni-ddbc9c71ab8c6f35ca928d829761fe1e,2025-01-15,85700
bni-4bf6a547ff1c907791eab14c5d4a5803,2025-01-15,4800
bni-58c6170bc905e5e08c6774f37d0e4279,2025-02-03,75200
bni-54a2b72e092db46cb89007d560735d85,2025-02-03,32900
bni-557ba1e8dec2f9a1388fa116daabb9b8,2025-01-20,7700
bni-7c834c689993013ab5a7366131627b86,2025-01-25,-46100
bni-f173a51fbe2c6b44d9f110d123aa06e7,2025-01-15,58900
bni-ca823d6186f1effa64970bb727f6071a,2025-01-14,6000
bni-d9edc65e1123b1824da162e18226753c,2025-02-03,9300
bni-207aee63a42ebcaa956679ed96681622,2025-01-15,19600
bni-703a1be280bc61e7ba54064a63dceab8,2025-01-22,24200
bni-9ff86fcfd3fbaaead143bc948cf8c3f1,2025-01-30,34800
bni-e571c06589c282c44bf8de687e580d80,2025-02-01,86300
bni-c9595a21d1da7edd8b45b7c7ba10929e,2025-01-23,90600
bni-c361c1e9ca4d30b23322423e20413471,2025-01-16,87200
bni-7e2cda68f787e90404f899ad3446b0a7,2025-01-31,6400
bni-a5364cb0a6cf91359c0f2b7553b78b92,2025-01-25,-18900
bni-315afbc093aba82c922f6d76fb6579d6,2025-01-21,-18200
bni-17e44c048dc5d980772638bd7db944c0,2025-01-27,-84600
bni-0d8e402c3e8b21ede6f60f8c12ebdb8d,2025-02-02,-15700
bni-1c3b8636e288a0214160cde726b4da3d,2025-01-27,40000
bni-70f3768c686c9333e826fd45a5e4a611,2025-01-19,40400
bni-1a346cdc742b91323ff93bfe6cc9b798,2025-01-15,60400
bni-13ef157434b92a8c98aa7bbe5e0b71e1,2025-01-27,57100
bni-1142957aa28d986d502c873154cf5ab7,2025-01-29,23300
bni-48325044c56daafa22c9728bffbd1e9c,2025-01-25,-67700
bni-fb6e3b049333b41987672dcf974531bb,2025-01-31,57300
bni-633c09e852e06f0c4f2feaf1ab3663ca,2025-01-18,89600
bni-eb917982d2d2a56f18228c7bc17f79ae,2025-01-24,-47400
bni-4b8746291874c4d3472016f988910c00,2025-01-15,43300
bni-de6cbbf8a6abfd09fd7b71de2b3e5232,2025-01-17,84100
bni-aea9f11eca5365c26d9b9bf93bf0b63e,2025-01-21,38700
bni-4fb80cec0a90a637a71d04a9a70780fc,2025-01-17,-32700
bni-d76cb8e7a9df3e14760d9c0531652ca5,2025-02-01,31300
bni-3bec51d6e3f9aac4f6220616aa495c80,2025-01-31,-32000
bni-65dc19e9edac865fefa0d5aa1be59ef0,2025-01-29,-47800
bni-1dc16f2bbf47f0842e8910aae5b69568,2025-01-16,8500
bni-ea4b39f7d7dab75e10843914c5d18b26,2025-02-02,94100
bni-2c0abd54a12908532eede453f9c9db99,2025-01-20,92700
bni-9405e028f5336ba527c3101bc9543cef,2025-01-22,-93100
bni-2281da6a1dd1ac83fa81a29520ae8ad3,2025-01-14,94700
bni-0de3e0d3e08cc34f6bbae0e8f238d51d,2025-02-01,12300
bni-97fac7b4ed2f54a82d5532b892dc8d41,2025-01-22,41700
bni-6ebc941a32ff030aef0f1b6829e32015,2025-01-15,95700
bni-b00d5aa1f42c48860358d7aadbc1bdde,2025-01-28,86900
bni-a007ceb15498aa4ca7c6e83a7f63eefc,2025-01-18,10800
bni-74ed92c4890a4dce9f578c929a1c5e8d,2025-01-24,67000
bni-fc1048d0a17efd71cba386b2dd886b27,2025-02-01,51000
bni-dc8b8f97baf2a33a913bbba2a2dc1173,2025-01-30,56400
bni-9fb394a2fbeb92d9212280563c51602e,2025-01-30,95000
bni-64b997ef5321cf5ff86038dd5d70ef1c,2025-01-17,80600
bni-86ecf892cde57d490c026e17ce7f6983,2025-01-25,24200
bni-7d2c36d8123944508982def1fc9c842a,2025-01-27,20500
bni-45b722be8d730bdfd895f7afc587d8f4,2025-01-24,85000
bni-af84db52626c13aa2773e08891398690,2025-01-19,84000
bni-d4f4a397db71984218621bc9c399a48c,2025-02-03,63900
bni-9a2925bd251bf52518939ef4f8ac0c51,2025-01-14,58900
bni-1d243b486281930fc2f2557dd54532a4,2025-02-02,77600
bni-4b139e732674ec96bfc800285ee8fb29,2025-01-17,31700
bni-a2b4b89fa253cc5104385619cf528e79,2025-01-28,64000
bni-7228ef2b0d0ea5fb96ece1530e2d0fd2,2025-02-01,79000
bni-58b35dd0a8db03362a3a09e11d8c41dd,2025-02-03,28600
bni-a4b9609a86fa734f4835a8035e80ed31,2025-02-03,-21700
bni-3e7a8c542b30d48b8026b0e08d2aa7ac,2025-01-25,46300
bni-c26a96964932ba6ba97f169e2f38f0b7,2025-01-28,-68800
bni-3eb266f16d0bf86aab3394e56ad5149b,2025-01-19,51200
bni-1badea8eef2ab654378e7ba34bd9c26c,2025-01-18,27600
bni-c05c44d8e52055a59e327af1a16770f0,2025-01-30,65900
bni-3f4734d47dfd193b6e9fdb98c5e7fd53,2025-01-17,8600
bni-b2aac99c7ed51d44476074ef691aa7ca,2025-01-23,31800
bni-d790249eb834cb4174d3fbaa512dc335,2025-01-14,72900
bni-ac93cef9d77ef41f5ae2fefe76adf159,2025-01-31,44000
bni-361e342b594042ee3805a322c7e1e028,2025-01-25,-78800
