UniqueIdentifier,Date,Amount
mandiri-c59216f6e572e005adf85985bfa11235,2024-10-11,23400
mandiri-15b9026cbe4140f46373826feedcc19c,2024-12-16,34700
mandiri-61f1f51fd7183c28e5da4dd9f82cb462,2024-12-29,-41500
mandiri-6bfa6b0e9ecdca6e12a48bb52441b00b,2024-11-10,6200
mandiri-73b507243044ed07b0cb59830af5132b,2024-09-06,93200
mandiri-c98e88388d48fdf808db0d562786a452,2024-09-18,-54700
mandiri-ec08ed265b4ee0988e4a899e312af4e5,2024-12-11,-63700
mandiri-05070fcab1a07edb81137eede5129e58,2024-09-01,-50800
mandiri-8e5ec563874715d3214fbf25de5d5cef,2024-12-04,31900
mandiri-c2737f621b5416a5f5f4b0c7aa7b0fab,2024-11-07,-32600
mandiri-112f82d27a1cfb9207814821cc34714c,2024-10-16,44800
mandiri-8c596d8527d22e69008fb00d5b824b4d,2024-10-07,-94500
mandiri-f4af44704ef3dacfe9bc2a019dae14cc,2024-10-11,76000
mandiri-c5f430a3990bb6a660538e2824415c06,2024-12-08,29200
mandiri-8602d4eb6cab9784a2aca6d7aab43f8b,2024-08-22,-68000
mandiri-327ba812f89db512ae014d06f20eab85,2024-11-01,-49200
mandiri-9d83d51f59423d8c6359b6949f6a32da,2024-11-04,-85600
mandiri-dbcaa88ff1cb87d0d6db64b496757bec,2024-09-12,84700
mandiri-7d75ae3cef5721f3367b20c1c2f928f1,2024-09-06,98900
mandiri-fbaac1a0a508165f432dc55b3835ce6f,2024-11-13,10100
mandiri-09ca1f7f6157c89247bbecad954a7e35,2024-12-08,-43400
mandiri-ee2028812b92f4e256b559fc8a00c6b3,2024-12-10,-23200
mandiri-534d3556c8221597bdc9b7184f14db10,2024-12-17,88300
mandiri-4657b04f32b55f912a31facb59ec3614,2024-08-22,64600
mandiri-93820e2394fde99230aee27e2eb76d23,2024-12-19,15100
mandiri-f04d1619c4021868bbef8b7bed8b4ccf,2024-11-18,67200
mandiri-6bf5faee3ffdfa0f7fee8b016417472c,2024-12-24,2800
mandiri-38e3859afab57c52726f4fc1bca24f6e,2024-12-02,55200
mandiri-cbe72a1b553335e008e8bd60eaee643a,2024-09-12,34000
mandiri-437e82732671a38718dcb25f0bb872e3,2024-11-21,25600
mandiri-625cae4a1b9309cd697cc7d29e3943e3,2024-10-22,47100
mandiri-51276849d5eecb83bbaf0b55f55d0319,2024-09-27,67200
mandiri-0302dfa2c5aaf4ea97a1ae766b3ec355,2024-09-22,-60100
mandiri-0d61f90591dfc20be73c3db64c2c0679,2024-09-24,-41900
mandiri-e6c4b9437dd017c82e42486189a7cd29,2024-09-26,-37800
mandiri-eeb56cbc6bf5bae915710da806fb4abf,2024-09-16,30700
mandiri-14156b85d236a314093d90868812e33d,2024-09-24,27700
mandiri-6510bdcb66f1648f9eda2d7b5a7feeb3,2024-11-16,-23400
mandiri-671a0d9145cc5fbb32dbd35388e7d93e,2024-08-30,50800
mandiri-a0465e4173454b3a6e1d05596bb985ca,2024-09-14,80200
mandiri-3b77a8dd0dfd38311222e41772a9e23f,2024-10-29,45600
mandiri-688f71a9e8a858efb5f4e17bff7c05db,2024-10-19,63900
mandiri-5252603b8c83cee30c3b550568901d04,2024-09-06,57100
mandiri-005a62f1a517503f4fc1fe4fcb9df807,2024-10-10,76900
mandiri-af930cf80e53d2ba7b1ee1097b64feb9,2024-08-25,-21900
mandiri-0a133152af95810ba268a0777a73a308,2024-10-13,97600
mandiri-84aae0c94c4ce07c3d0a67ebd2187947,2024-10-14,-33500
mandiri-202bcabc78c55933f3eac1a168d7bcff,2024-10-16,67600
mandiri-d2ba7976953f051fec90ad80eaf9c368,2024-09-23,48300
mandiri-dd109d3bedc6ec27bdaf3a36597f9b9e,2024-10-17,98300
mandiri-41f0f6315513973b00a8a66747966d4c,2024-08-23,3800
mandiri-089da0902bd634ac45712988a75056f4,2024-12-22,7200
mandiri-61af9025164058ed6304d25b1c4d9c9e,2024-11-09,55200
mandiri-64a52f34e963d42414fdc656698c6a21,2024-08-31,80200
mandiri-769b75548f27f5ed203c1fdd1434e2b7,2024-10-10,83500
mandiri-a3692cb5e0beb426af210b48624765e5,2024-08-25,1400
mandiri-84bb98f33fe9c003d734947d1ebaa57c,2024-09-06,15700
mandiri-eb965b287225c209eac4dea48a89e4c5,2024-10-24,-62700
mandiri-e8202295debf29f70951af41833f3cdb,2024-11-19,11300
mandiri-c0974ee477c0936185aa15f177df3f0f,2024-10-28,-48700
mandiri-914a24d723d99adabf2dcb52d90b8a22,2024-12-20,33800
mandiri-cd6395e90ce7ff015fde39fca8fd8415,2024-09-18,40600
mandiri-7dbb816ab9c3c6d77987cb8e4ac0f40d,2024-10-13,82600
mandiri-5a47111b591824bf937d8f6fb101942a,2024-10-26,6900
mandiri-2fc4dab5a0008a2b573bd4cf8ad6dbe3,2024-11-06,74300
mandiri-00e9f6d66b50712ec21816286bc71c3d,2024-08-31,-34000
mandiri-9c23f4547c7d86bcad6a626592906526,2024-12-15,61000
mandiri-0ec03523ac16e376b550c4e395d3eec3,2024-12-29,95900
mandiri-b5a9b69339ae867d27a3ef47cb7175bc,2024-12-28,88000
mandiri-1f284a31a60a33b0906a6e7075cf9fd4,2024-09-17,34200
mandiri-3abf633d7cd4a3e54317aa818ad57882,2024-09-17,22100
mandiri-6d6521b2503a811c210ea2d9fe593b22,2024-11-18,92000
mandiri-a92bf05018721f9528244bd450472523,2024-09-04,28900
mandiri-a7d92933ecf46fc03575c40cc654d061,2024-10-07,-60600
mandiri-221d4510716c4221051e102d222cf374,2024-10-28,1300
mandiri-b2bedefc20886da0f3d46ee0f2c9e066,2024-11-02,-27300
mandiri-e72546eec2039b4ed2e4b4f8fce8f4ea,2024-10-09,38000
mandiri-91706958cda95e861c88888e41f20e29,2024-10-22,4500
mandiri-37c5749e660122e1a541ad3f58594bdd,2024-11-20,75100
mandiri-96e0ce3fe4609bdf79961d6bfeedeb84,2024-09-14,17600
mandiri-c331314c453f99848a4c0a56002fb863,2024-11-15,-36700
mandiri-a1900bd8c38101b305179010a41ef1fb,2024-11-14,-32000
mandiri-461ae0339d51537dbe57c7e9f6c7082d,2024-09-07,-79700
mandiri-a01221717e13bd8b83f5a19d925910ea,2024-11-25,-62100
mandiri-4d4258b551cfcf13db5ebec55f43f6f6,2024-08-30,28900
mandiri-1ca832f1e2979b19873cc012df9be3c1,2024-10-27,83400
mandiri-501b11953096a0808d283032087b85f4,2024-10-24,-52400
mandiri-27a92796609bd9087fdf0510811247aa,2024-12-02,-50000
mandiri-c20c1a6b125f8e9546bc68cb4e7b6fa9,2024-12-25,81800
mandiri-2c358459352d06b8bc37b4ec2e1d55dc,2024-11-08,-8800
mandiri-80bbf18be73795c676880e8044a18ba4,2024-08-30,-99000
mandiri-e7ab3ba9f788dde808458d22f8afc51b,2024-11-27,60900
mandiri-f711bc85944026cd06a923d9babfe139,2024-10-08,98500
mandiri-53154ad2ee61ecdc0a3ce55273899455,2024-10-16,14900
mandiri-c9a607694ca8421fb63e1d10f7d8154e,2024-09-09,80400
mandiri-b613756879314bafa4a3d1c29f65fc0b,2024-09-04,-44600
mandiri-6245bb997cfe274fce374d2313fe05bd,2024-11-19,35600
mandiri-8a23601d6dbe43c90de1031d01e911b7,2024-10-08,79400
mandiri-cdd7dc3fdc27a3de275cbd67ebf17bba,2024-10-13,85000
mandiri-165e19688baa4ffbb739a02de6e7c96a,2024-10-07,-66900
mandiri-1a0dabf48ab95c8394eecb94fdf2a5af,2024-09-23,89200
mandiri-70393c9b1cab1edcbce2f851eb63cfd3,2024-11-11,56400
mandiri-e5077bbacee8aedd8e2dbc90b749523e,2024-09-15,51400
mandiri-0c04b824610b4bf07a5c3f3ea7b4e197,2024-12-15,34200
mandiri-77b635f2189ed579da693e1fdd126a6d,2024-11-18,73200
mandiri-ab7f40b2cc9f674bf4466e9790bc5858,2024-10-22,26600
mandiri-7ee62b01389a4766b0bcfbafc5030032,2024-10-06,7900
mandiri-1657ad32754deeb2d44fb5c2fc33290d,2024-11-15,-60300
mandiri-81c7b28d92eb35796437ff73a0cc971d,2024-11-06,-35100
mandiri-e650305529b63c1ccb548eaf9868d7c3,2024-09-15,52300
mandiri-ffa5164c8dda0c7525d53469b39adab4,2024-10-11,60700
mandiri-c1d4fd40f1bab19ae12c38b95473da5a,2024-09-17,13600
mandiri-6131edd243f6ffef78b26c6921499198,2024-09-24,29800
mandiri-be836f4ad8b50813946bdcb43d47f8fa,2024-10-11,22300
mandiri-8ece922645c4a24c91feee02f558d3bb,2024-10-02,78200
mandiri-11a44d5d161522ab750425b0bfc2823b,2024-11-19,89000
mandiri-43a036ef12e087b5324930cb46e60400,2024-10-08,34100
mandiri-4ee8761465c993cedcacd1ce6117f816,2024-08-31,-52500
mandiri-5c9cb122525c26ad4b5bf71ba91a87f6,2024-11-29,-28000
mandiri-607e73148a8e63593b8e83aa71f79513,2024-08-23,76000
mandiri-faedc3fce660816c43405f6ef69653fd,2024-09-24,-26700
mandiri-667699abfd26db92a6db3a8e5af63216,2024-10-21,-26300
mandiri-589445d6465bb905cc14e724d1107768,2024-11-28,-32500
mandiri-38ecb55838f5bb434ea6d3ea728c1040,2024-12-13,8200
mandiri-de5396c9c77ed5fe5629e14a806f43df,2024-12-23,1900
mandiri-c7ec890c356504cc5a3cb77ebed747af,2024-12-01,14500
mandiri-d174c987a669768ba8a83e4b9dca8288,2024-08-25,96400
mandiri-0c796a0346b22c50fe7fa8c3d75bfe14,2024-09-24,8800
mandiri-c895f9b5f1b576ff9049508ccf9b3ddc,2024-10-25,80900
mandiri-4ac6c7f94d2a3a468a7d1ff1b6271929,2024-11-05,39800
mandiri-1556f26a59285f767f02c3a2bfdf1adc,2024-08-22,-67500
mandiri-2d64fd8902a90eaadcfe0c6e2476e722,2024-10-03,71600
mandiri-495c2cb2ac88142d99ea9806f9602023,2024-11-14,44800
mandiri-c2709c27ca14b51053e0226a19b62455,2024-10-16,-28800
mandiri-0818d60de22816dd1e670ae2b6717b47,2024-08-22,-52000
mandiri-1553d919a7332db398c7959afff33ce2,2024-11-11,-44500
mandiri-41675ecc2af3ecabb9de3fa4275653be,2024-11-12,42200
mandiri-6918b6408f7827ede344cea719e57166,2024-12-06,25700
mandiri-c00396a3065d8924a69a98ef67997853,2024-10-07,17200
mandiri-38b2dfdefea35158871554dec914e8bb,2024-10-26,64200
mandiri-7229b282a5883c574684cbfee51e35cc,2024-10-25,-97300
mandiri-2dd75bf028c0f598d2ad0ea7cd8f381a,2024-11-09,86300
mandiri-faf103a80ef9ba69c2337dc1566c0174,2024-10-27,83800
mandiri-f2d3457e7e4d8851e06d0fdd3fb3b793,2024-10-08,83400
mandiri-a0edb599176ee748430b45069350a512,2024-10-25,13900
mandiri-223a62142079089969369ba947683e7d,2024-10-29,37400
mandiri-8b4939e9d77b07157daf32ff864a664e,2024-11-06,56300
mandiri-fb98edd90e7722b264de3f8887bb9663,2024-08-29,66700
mandiri-b67f44a43215a2d25091da684e6b4394,2024-10-01,-11600
mandiri-204de863b65f77dff9b203c5deb7f4bc,2024-09-15,38700
mandiri-8e83caa2e8c8142a6b7dc34beb756691,2024-09-26,3200
mandiri-02c0aa4b4eba8b4cd5a46328fa8dd9d2,2024-09-11,87600
mandiri-2a82545216447111a88095bff5e46822,2024-12-05,55200
mandiri-651624be3c341b1a428d6a08a43b51ac,2024-09-26,6100
mandiri-2e756c5517799622c44d261ef50e0a21,2024-10-23,-69200
mandiri-8c65f00a436984d40f76beaf63bbab65,2024-10-01,80100
mandiri-1fbaca789cb207a6ec93457af6485434,2024-11-05,-94500
mandiri-303f20460b5f210caba3742c6973e9af,2024-09-02,6500
mandiri-850e07db9925eb5cd3f6f5bd14b2bdfd,2024-09-29,-44100
mandiri-9f3e0675a34c6c13d64dc9f9f868da76,2024-12-05,-45500
mandiri-0f743d7d1bef22ef9bedb8144a9f3de1,2024-09-23,-43800
mandiri-154109bbcef686aa65b0e9927bcb67b0,2024-10-29,85100
mandiri-335650dfbe0d8ab72dab1d8a77407451,2024-12-16,-50700
mandiri-7d95950398ce0c30d690d09f1a2982e5,2024-11-30,65300
mandiri-ca34f169e076b39aaf3222b933e28aa4,2024-11-02,90600
mandiri-33fa5d374310921905d62a6cc54b04fe,2024-08-26,41000
mandiri-899c30338497dad1b5f66232cb9dd882,2024-08-29,21100
mandiri-52f6e4457a53abf07a9f6e3c3de73ca5,2024-11-02,-26600
mandiri-e9ec9fdc44adf32238cc552af2c976a8,2024-09-06,-89000
mandiri-3f995643e208614cc3f3fdc71bbd344a,2024-09-10,-58800
mandiri-6024f81fa50a8da71189a41faddcbe53,2024-09-15,-97000
mandiri-192cc7971a8357e8f1bd8ae6948dbe8d,2024-12-10,8900
mandiri-164e221ed752b335295fd7133e9e3bd7,2024-12-30,27400
mandiri-31cec15cd796bbe7dd9d2f9a919ff56f,2024-10-07,48100
mandiri-d01c671b04943ed8d51c98972fd106e8,2024-10-11,-54600
mandiri-369957150e5a4151a610c475896505d9,2024-12-12,31300
mandiri-ecc1d8dd50e9e228b671ed05daf1ea8f,2024-10-05,24900
mandiri-a11d0869630ca22dfa098a4901911581,2024-09-18,-87700
mandiri-7b3b325fd4ba2d60fd43fcba14969490,2024-10-29,3000
mandiri-3c06effb747c60dc21001299b0c079e8,2024-10-03,11300
mandiri-90db7af375df04317fe5fe5a9fec1f71,2024-10-19,-43900
mandiri-8a375a0817fd5e2ebc1b9656cb7d9e7d,2024-10-12,39200
mandiri-41dc716c4e6d1b93173b3322aa994ee5,2024-11-10,-79900
mandiri-edbe30877549c1a1a71549456edc0a95,2024-08-30,-22400
mandiri-71599f58eec4fe2c9c214f5651deab22,2024-11-12,84700
mandiri-3f7f25731d4584e48bad348c5ff7660d,2024-09-14,51900
mandiri-07a59ab21d58650801225b361c25d63c,2024-10-25,43000
mandiri-097fd5f5e6e25cfb14d6518aca94a7c4,2024-09-22,2200
mandiri-198f55e165e54da32110b0518c9c0286,2024-09-20,86500
mandiri-b0e07a1163e147aaa633aff01eb8580e,2024-11-08,95100
mandiri-88086f26838b4092c4707f3388e1225e,2024-11-18,-85800
mandiri-38e2d0a1a70fd81ff0094fa6e0df2b05,2024-12-25,-52700
mandiri-c6dae5abcc746fec4f809e8e87cc7cc2,2024-09-18,10900
mandiri-c2a6f63d8985127f486b538fbd155d70,2024-11-11,51300
mandiri-8449102b5acc0ed3d0484261d53f7553,2024-12-08,-29000
mandiri-0f0ace3f15b390b2617732554628e8bb,2024-12-02,30600
mandiri-af1ffdd8ff3b1020fb651350e08b9676,2024-10-09,38200
mandiri-031c079594ad6ba7783fc70be1d33a4d,2024-10-10,90600
mandiri-726f4323bc5a47ec6009a79526abdcd1,2024-10-16,82400
mandiri-b449329e6e7c981ae197ad8b1845b7b4,2024-12-21,2400
mandiri-8cede687e8a87cf823e37ac8026523a8,2024-10-27,35300
mandiri-1b58f06307db7383f5e9bb7fbccfc8b4,2024-12-28,97800
