UniqueIdentifier,Date,Amount
mandiri-0363ac3778050f9438ac6cd44ed4807c,2024-12-10,94100
mandiri-de77e90194ff08ce8d90e01db500a98e,2024-12-02,37700
mandiri-4eb781cca3d812a3b0baa0af35e35699,2024-12-16,-58500
mandiri-8257c95d1f2877e66377d640beb078ea,2024-12-08,-86500
mandiri-740e68050d532a7d12e9e231989ea526,2024-11-24,58200
mandiri-f56e50f17d9b51b671e2f2e42528ee42,2024-12-14,98400
mandiri-a74c2436db6797c6f80f2626d49f7536,2024-12-11,-82200
mandiri-f94939590a8f14780b6b6d5560e16356,2024-12-11,45400
mandiri-b39286d692a0ab6851a547da021128b9,2024-12-19,13400
mandiri-6e70cff29968da71c0ca7fe201a70cf4,2024-12-14,-30600
mandiri-b2ea78ef07f23657b73dcf97651b0113,2024-12-12,50400
mandiri-b715e462a39438edb2102bc00ef7eb10,2024-12-08,92600
mandiri-f24c07e6e4a000dc9aa5f25e936d08c5,2024-11-30,87100
mandiri-0dc53f4b55eddeba1a4ab5ba18f23b35,2024-11-29,21500
mandiri-f37ecc272ad301def1ec5eadfba34a50,2024-11-27,2600
mandiri-42ebb83facad30e57215c2a5e4e4c5e1,2024-12-17,38700
mandiri-ead28c2e88860520b7ea86f41d15453c,2024-12-04,88900
mandiri-3438ef04052bd7c46b69925591d98bd8,2024-12-20,95000
mandiri-5dabebbdd403a98fe57d2b7c3ebe4ed7,2024-12-07,68400
mandiri-19884e3b51d41a3d9d6c52fdbba5f70d,2024-12-08,-49700
mandiri-de352832bba0ab6efd1b239f29bb71c3,2024-12-12,97200
mandiri-dcb4e4eb45818a584877bf5925ed707c,2024-12-06,27400
mandiri-2e98960e45792c8b7a963698f0d61e59,2024-12-11,-95500
mandiri-3108e76bf21248f0fca87325cf60366e,2024-11-27,-19900
mandiri-17831482792d29e368d776931561617e,2024-12-06,12000
mandiri-aebc5b9af4bc830b1f79861bbc7ea6db,2024-12-04,31000
mandiri-d92c34aebfa2a09e249e9a2e9d8fc45f,2024-12-19,75600
mandiri-a5c0adb163ff6464271220f28990e9e4,2024-12-09,10000
mandiri-2b4b79c90e113ca3211d69c92453fb10,2024-12-03,92500
mandiri-27da9546e899814f910e24072b1178e2,2024-11-26,-11100
mandiri-8851b9f149b502bc134c74dbc5f79cb0,2024-12-03,47900
mandiri-fea7d90dec5e1494a5e0b3a8628a4e14,2024-11-23,75300
mandiri-09da145700c5de0c87c9f9ad0abe914c,2024-12-07,75600
mandiri-84bc1fe775eac541f8aff1a4fde419c1,2024-12-10,10600
mandiri-cb1aa7da0cf4747e67c9fd0026e0f951,2024-12-02,67500
