UniqueIdentifier,Date,Amount
mandiri-49abf94742f7d2e938afd05f16ff10a9,2024-12-20,28500
mandiri-4f4f65225ad3c76dc6cf9cdf4ebed450,2024-12-19,41000
mandiri-f3d36669809644fe477f61e5bef5ef15,2024-12-19,54600
mandiri-b8a22ed0c47d82cb01708e5c712c840d,2024-12-19,68300
mandiri-4c2aabd27efba6d3dfa3d46459f79f3b,2024-12-19,22600
mandiri-582c8d7b823de0fc0f9a0ce412ed1ce9,2024-12-19,13900
mandiri-3e0e59c6479a4c0cfdbbb1b9c03c655f,2024-12-19,13300
mandiri-7de41223f3f5dfbf9a292d688691fe5f,2024-12-19,90300
mandiri-e2fe4796d2951fbcce5a15884003ca26,2024-12-20,76100
mandiri-c2628f382a1734a5e8127aabfe3c4e95,2024-12-20,-48800
mandiri-1769f1f9afd6ff98211fdb68509a9bc2,2024-12-19,-19400
mandiri-485f7b855ef68b46afe46b274fc588ca,2024-12-19,6200
mandiri-101e81dd8ec66b8627ca6714d3b3545c,2024-12-19,-12200
mandiri-837003dcf170a5432dfb499d5d0027ae,2024-12-19,-45600
mandiri-cb75c7fd009eb10ab5a58789bb47671c,2024-12-20,77900
mandiri-fa5760ef3ef55624d4a5f91d5f7ec6f0,2024-12-19,-60800
mandiri-ec0f6eb214b108b0cd5f825e6166ef72,2024-12-19,89500
mandiri-b822f764d4485bb2461f6c20e7c27fbc,2024-12-20,-16300
mandiri-afe3ea754e8cde3d0798d39ed7f6b6c0,2024-12-19,23400
mandiri-048f69a7ff3a4f9030684dbf66d1014f,2024-12-19,-39900
mandiri-9c183874a2fdd0cc80f9f0d1ccd3b63c,2024-12-19,63500
mandiri-dfc83a9c522c9667af3e0ad3f964772f,2024-12-19,25900
mandiri-fcf9ee4548b0b6f3759334d418bdb3b1,2024-12-19,81400
mandiri-9824752e48577e5fdac0d9a5b5a7beec,2024-12-20,17300
mandiri-2610ffeed34a9d5ad91f925443b69837,2024-12-20,7000
mandiri-7e11228b4177f5d9a96a43fc745acfee,2024-12-19,-85700
mandiri-888e0b059546d0e17721f035eb00de4a,2024-12-20,19400
mandiri-00d8dc3b523dac1dceba8008eb7ddfb0,2024-12-20,3600
mandiri-39561dd7f9aedd8dae107568ea7fe09b,2024-12-19,57500
mandiri-54646364b5e4f9dc3caba711801df874,2024-12-19,29700
mandiri-a94e8670ae82a406b08a2bf8a12ae4c5,2024-12-20,35500
