UniqueIdentifier,Date,Amount
mandiri-e3d113811a2c1d22997f4c70b429c3b4,2024-12-02,61600
mandiri-f014c3b9f6ae8915f75a8f7b4229a678,2024-12-02,35300
mandiri-45a358351feb58e8cb42ec7cf193fca2,2024-12-02,32500
mandiri-cf231d8e0bcb4fca1bfe7136f7933e9c,2024-12-02,-67500
mandiri-1e7a777da5014e0deecd5b65d8452ba7,2024-12-02,-27600
mandiri-70c844cc2b72546bccc9a4b32f5b8888,2024-12-02,-81900
mandiri-8633ccc5671611cfbf0f1745271cda8e,2024-12-02,14400
mandiri-18a7fef23ffdf320fb12ceeaab12eb5d,2024-12-02,71200
mandiri-481ccc379bcd7eddcedb33584405052f,2024-12-02,-21900
mandiri-30b876b9e4985a7ebe77e2330b439a88,2024-12-02,-13200
mandiri-0769b22e1bc90c4ef7680de514740f8d,2024-12-02,54300
mandiri-1529a580e290e1814b0f840a087ebce1,2024-12-02,77500
mandiri-b162eac2515e022cef69404f48ac0c49,2024-12-02,64200
mandiri-61bf2d57df4bb913a8404800709f8222,2024-12-02,1300
mandiri-a67d97d428d32b7a209cda5276754ee1,2024-12-02,60500
mandiri-32e5da7481da2413bc2b216d3a647f4f,2024-12-02,-63300
mandiri-2175f672273f944161285f1e08d83773,2024-12-02,-21700
mandiri-595c566559b59cf7ae6f30e7f6cab513,2024-12-02,17400
mandiri-ef59d5a93a0eeaabbc051594e6282002,2024-12-02,24300
mandiri-1a937422b6d68a6ba962f07feff29691,2024-12-02,96100
mandiri-3ad5b612d7986c901e88b5c55d47c52d,2024-12-02,33600
mandiri-db3764e3caaa025ad9c7e90234789b6a,2024-12-02,70500
mandiri-150fe259ca271e238aa46ec011bfb749,2024-12-02,19600
mandiri-8a07042736d4563d928657667b5c3ed6,2024-12-02,66700
mandiri-dbe8160e494f7143175ab4bbc3ddb8f7,2024-12-02,-61900
mandiri-6b4cfc8645d7a73282bbfef05363967c,2024-12-02,63900
mandiri-40637baa0f34a347757ef451d702152d,2024-12-02,95600
mandiri-0d1a0249d6e69c9ef36768a88c7fbbe1,2024-12-02,9700
mandiri-721cf691cb226c14ede8f8ae0aba53cc,2024-12-02,11300
mandiri-3080f36893262e0ec62c8052f45e5141,2024-12-02,-61600
mandiri-da4811417824301a9bacdde09da5e043,2024-12-02,17900
mandiri-658bbcb73d96df729c9c880b0cd1f131,2024-12-02,59200
mandiri-cebb95efda33c60fb3b47c9aae33ab06,2024-12-02,76900
mandiri-f33404f5944248ac36f607cdeb7d0f73,2024-12-02,-50200
mandiri-4680e9c92b5b9b19430324023a38b84e,2024-12-02,38900
mandiri-b2322484eb02ac7d1925cd02eaef7533,2024-12-02,79300
mandiri-f745e4b82e64ceec29292773cf6f8974,2024-12-02,-20200
mandiri-8a8c0c5427403dffd7fb2438ec4869ca,2024-12-02,-78200
mandiri-d47dcc705fb6a663475baada658b689a,2024-12-02,31400
mandiri-e3c68ef38ca71e5ad082d7e9b8d0e210,2024-12-02,61500
mandiri-9d2308616695197a741408a1da1ac55c,2024-12-02,41800
mandiri-6b137fbe010bf980974e363f1dc3961a,2024-12-02,-35300
mandiri-a0d56d5bfe83f6a0e2f5f448841a3d63,2024-12-02,43800
mandiri-cc1d8486ded5f68250457bd11cfddcaf,2024-12-02,-42600
mandiri-4e74abe27a11652094f223ffc76f9b7d,2024-12-02,59100
mandiri-6efc0c1b674f84daf5b5d05d42dfbc3a,2024-12-02,49300
mandiri-4014e3528406acbcbef81205a1d197c7,2024-12-02,14900
mandiri-8d6bcfa1f94d206701987569d8760ca5,2024-12-02,-17900
mandiri-2e3e2e594bf7a28dac586e94264d3ceb,2024-12-02,36200
mandiri-0c031daa400611dbb86c11ce2e8a73d0,2024-12-02,-4000
mandiri-459077e4cdaaa4b717dcbea315f23ddf,2024-12-02,86100
mandiri-e6a6d987a0a6065d9a46c37a12569165,2024-12-02,-41600
mandiri-5a7a342aea329c08f83cc0b4399dfb6f,2024-12-02,94200
mandiri-37d9b374cd79115b1fbe5a5691609999,2024-12-02,92700
mandiri-fc349ff74f3966b4fd3e5570cc7d3793,2024-12-02,-1400
mandiri-c5e6b5cefc4c20029300b6d89e0eadff,2024-12-02,97700
mandiri-c24d2b2a92e30b8a61c629d1a015a8a0,2024-12-02,55600
mandiri-9a157a9815c9796345aff785e5f34546,2024-12-02,75000
mandiri-831442936f6a1e5599adf274e2824bf6,2024-12-02,38500
mandiri-7ce44061371e91beebcb203309483200,2024-12-02,24000
mandiri-19adb3741ce4f227f2519a0332642da6,2024-12-02,37200
mandiri-1f48ea4e7e994b61d7fe7ab99e7ce817,2024-12-02,30800
mandiri-959d3dcfc6c9afc84ad012c86594a3b4,2024-12-02,66800
mandiri-7b2a7dcf0fa3dbe0bdeaf5b524549016,2024-12-02,50000
mandiri-1849fd910149972611141cb6333e56b6,2024-12-02,27700
mandiri-f69f7c26dfafb8110c2a74f75d4aa007,2024-12-02,54200
mandiri-036cbddec1b342134139a2e47312e1b3,2024-12-02,20700
mandiri-3dd248af0c525f12d686dd6e6ceb8230,2024-12-02,-15400
mandiri-bf661469c9f5e2352eccf033b0320926,2024-12-02,15900
mandiri-bf42e62ba9068624e3a0d3fe7a5c80fe,2024-12-02,29000
mandiri-fc9000a7775d13889b00300761f49d30,2024-12-02,11100
mandiri-257ce807b070c16f585f2aa42500f4ef,2024-12-02,60900
mandiri-4c49b1bd389e4fed2a704ef6b0bb6265,2024-12-02,-85700
mandiri-30545015e6bd864064d584eb2aa033e8,2024-12-02,-33300
mandiri-3b12e4be52fa7ce9bb34d3c226a89171,2024-12-02,76100
mandiri-af51e5e432c80a320a96e840bfe297a7,2024-12-02,11800
mandiri-07a291c39917c92f342121ff9dd00259,2024-12-02,43900
mandiri-1476f54b8116b6552ce55399fa148701,2024-12-02,-83900
mandiri-7ed3b70393de41b28987e296e5bcf82e,2024-12-02,-33900
mandiri-e32d64057dba042b8c48341529aa7caa,2024-12-02,20500
mandiri-7acbd2897d2b45eb372e20cc6b5ff0f8,2024-12-02,56700
mandiri-db36e2315be7e78150c5062ce275d40a,2024-12-02,-74000
mandiri-6fd4a54985314f1508b0aa5adfb13006,2024-12-02,1800
mandiri-544a14c5bad403b371fa90320d2ba98f,2024-12-02,90300
mandiri-89ebd3af33fb3febe9edfff2876c313c,2024-12-02,15400
mandiri-270dac46b699e369b6afa7d9d6f7a41d,2024-12-02,43800
mandiri-6eab4f6ed45c928251c94dc4bfbac723,2024-12-02,93600
mandiri-f6f064bf96b2f1cbafaaa5f55439e437,2024-12-02,34400
mandiri-322fd75f417c2824004abb5ba48fb271,2024-12-02,-98200
mandiri-d93ce806f3fd36c15247ac3e63e7fe80,2024-12-02,54800
mandiri-204c0f891766cbac8a7a72e225f1581b,2024-12-02,91200
mandiri-421e7347ccca5793ad9b0ec5ff2be2ab,2024-12-02,6900
mandiri-ea1177365060f2e60260d3fd4aa08d01,2024-12-02,42700
mandiri-4ad4e2940421578eee62616c4cd86a22,2024-12-02,6300
mandiri-7f3f898d97fba256a58f721bd2cca4c3,2024-12-02,-60300
mandiri-5725f4d7e4da6cb5055e4f333fab8b8e,2024-12-02,-75200
mandiri-00794379d51b11e60928a8facb2918de,2024-12-02,30900
mandiri-d95738377ac8f19e42c88d86c852e9ae,2024-12-02,-35400
mandiri-a19d6dc2500f4d3b3542ecf712911f7b,2024-12-02,-92000
mandiri-7f2b60582ad377736c51552e3440f9a2,2024-12-02,84900
mandiri-8da367d810e79d59b65286d7952a3f97,2024-12-02,25000
mandiri-69eb81a1be4607f7bf160c0927d056c6,2024-12-02,-41100
mandiri-67c83a9ab9c641d9c31d38e7f6e98750,2024-12-02,-95500
mandiri-8c99488ed547d5ed193e94b4d312f474,2024-12-02,-28900
mandiri-f3f1db878c36eb65c413142478f97c1a,2024-12-02,44800
mandiri-9577586244e6bf9c8d93b65e1af4db02,2024-12-02,-86900
mandiri-0140c5bce614d8a2ce6610a174013531,2024-12-02,29800
mandiri-e7663180c957efca8fc700a0c39394d4,2024-12-02,43000
mandiri-0c88a1247dcbd3b8e63887a10f40701b,2024-12-02,64900
mandiri-7c066a2b3e0a0adf11a3b6b13a9b83b8,2024-12-02,48000
mandiri-82cf2f992046e31527df2f4d8855c80e,2024-12-02,11300
mandiri-38dba08eaf1ca977141aa93d75d2e8e7,2024-12-02,42300
mandiri-65a9195e3412e14c3b85d44fea993faf,2024-12-02,-55100
mandiri-9f90ffef0b48a143ae0d55185115182c,2024-12-02,53700
mandiri-cc3b9dcc8f82536ccaf375bd90bc7285,2024-12-02,31200
mandiri-db4dde005fc9f894db03450c1397a7e7,2024-12-02,77900
mandiri-3f242f2d85767204e947a3cee77d8108,2024-12-02,93400
mandiri-02b2297ee453bcf0fff728066ebd434b,2024-12-02,69000
mandiri-072948f6829589f7cc3e2f6eda510ac9,2024-12-02,49500
mandiri-d63456785f68552a3e7ac57db90598e6,2024-12-02,49000
mandiri-25e07355c26a52b6eb5585a10e144fe8,2024-12-02,92700
mandiri-27ded6c3bad770b2106380313b7fb757,2024-12-02,-3500
mandiri-d37fd6258670b544a1ecac6e8d76bfaf,2024-12-02,54200
mandiri-ed94cf71ff555e9db6368d0c3b65e0ab,2024-12-02,15800
mandiri-55e21ed28c8e39749dd860772ed1c823,2024-12-02,56800
mandiri-c4c087a836a73085d1a5e885a031ee2c,2024-12-02,67500
mandiri-9e2e07e57046979c9fc9e703175d2007,2024-12-02,41500
mandiri-37585e141051f69f59c1c1a878d999f3,2024-12-02,5500
mandiri-1f349fb8b3312bc2e064937eda207377,2024-12-02,81700
mandiri-45906c95d18a4dc6f04544106682ab02,2024-12-02,-24900
mandiri-cbd423b5f49e05207bc00dc3d69455c4,2024-12-02,-23800
mandiri-bfc0abc0f1d1421dd2b611bd6ca52f49,2024-12-02,8400
mandiri-20786a346115989ec6e6d87db0bed393,2024-12-02,-39400
mandiri-9cc0282a8ecdf91b73963a27810ea705,2024-12-02,75200
mandiri-83d98581f65129aa01ad3c985708d962,2024-12-02,35000
mandiri-738c6c71c1498f0de0179723dfcdaece,2024-12-02,59400
mandiri-1065f06ff3ca54e5236c46d00ea591ef,2024-12-02,93700
mandiri-b497a7f0f04fffdbf119fa830080bd02,2024-12-02,-75600
mandiri-40740995a6e6cbb91a4177809b9a2e66,2024-12-02,-77800
mandiri-5b20d2358356f55bb854a9240d5505e3,2024-12-02,31400
mandiri-e0580d1cae3e566d3d4c1c61c0a4de8e,2024-12-02,89600
mandiri-257182861002b7ee4a9fe5ef2a1c9ce1,2024-12-02,75100
mandiri-bfd6137e52b3302e710e5fbc848c7249,2024-12-02,22700
mandiri-f875de7b15929fd01749649e96c8380e,2024-12-02,-49200
mandiri-5367398c25887d08958dd71463526902,2024-12-02,60400
mandiri-7d8afee19607adb229e34bf20888f410,2024-12-02,-62400
mandiri-86936b13a0a5533572cdab201db7a3f2,2024-12-02,27800
mandiri-4a47c929518cd86dd0b5dc0e5f924aba,2024-12-02,83500
mandiri-0b6e76f6d875880c565eca8684245d09,2024-12-02,96500
mandiri-6358e6af907f407f2823b11d485365fc,2024-12-02,45800
mandiri-2ecf75880f3be2909a4e8895fd2437b5,2024-12-02,-61200
mandiri-171267d53a66140e4d453f7798a11d5d,2024-12-02,90300
mandiri-fcfc267be6a9c64280912d51b44f0c0e,2024-12-02,99200
mandiri-e5cc13886994d83bb69d9e5cd23db362,2024-12-02,-95800
mandiri-7f240024038610a825e5882551b6ded5,2024-12-02,4600
mandiri-eb18d4be61741ace79d3f1df63cc2c83,2024-12-02,24600
