UniqueIdentifier,Date,Amount
mandiri-9199d32a2e8534f40e367321fcb2d1e7,2025-03-07,-41000
mandiri-0ae5bd762da3c0f02990ab99ec4d9921,2025-03-10,52000
mandiri-342fdbaf76dca34adf2b477ad92a8558,2025-03-05,-34300
mandiri-de8085de32c3e06d41f6824140d67ae4,2025-03-10,-46200
mandiri-dce7385cba86bca0f48d383e8b4a8fe0,2025-03-07,77800
mandiri-f2db733dfb30695eba756b9f504d725e,2025-03-11,40300
mandiri-642b36b87ebde10dfe2fed156b876cd9,2025-03-05,-23100
mandiri-baf02e774a6b96b813204e040fa5b5d2,2025-03-10,-57900
mandiri-bc49d5448145b60013437c8e4c27297d,2025-03-05,57600
mandiri-7a5fcaa046a76f9cf3fe4ef1ed786ec5,2025-03-07,-47000
mandiri-92850dd0d1c03bf6dfd999941cba752c,2025-03-12,38700
mandiri-cc85113befbdd8de5b50b6a01ac537ce,2025-03-14,69400
mandiri-debdc8a412f091e0dc319598561cbe43,2025-03-14,-97900
mandiri-299c3b983fb7d3a2383a19e9a1b424d9,2025-03-07,-57700
mandiri-40083a111426a91c2283a0e659ce9b64,2025-03-08,-36500
mandiri-4e331644c42a8b44ea4dc660ce05e207,2025-03-05,25700
mandiri-971aa42ef58bdac9fd909a95278627d9,2025-03-09,30300
mandiri-9c9348d998d87562c99a6a5d0522d8ce,2025-03-05,89900
mandiri-7c8242ee538940a7f1b1e23a5ce16f53,2025-03-07,-58200
mandiri-76f735646bcf25221f246e0376efe135,2025-03-14,-26400
mandiri-3fb430966b8a88ba6d7c64edad389730,2025-03-11,59000
mandiri-71954f2b2e3210e001c458cadf6ee652,2025-03-12,-21400
mandiri-ad0bb321be03cd08902b4eb42a0b889d,2025-03-12,98300
mandiri-eab58badf305a9c64a6197ac78cb0c0f,2025-03-11,59400
mandiri-48aab91261edf60f15e8778ff4ba70ed,2025-03-05,-16800
mandiri-091a1e5a0589d06d077054c628c0f949,2025-03-13,78400
mandiri-e4db4715045241cf68dde2dad0584825,2025-03-05,25500
mandiri-1613cec47ec42d1cc733edf1a6836a75,2025-03-06,-76600
mandiri-5d16b1192193fafccc4925e985b89daa,2025-03-06,-26600
mandiri-6813ffa163915c84c86bd00befeba4e1,2025-03-06,18300
mandiri-a392760955f8317b2129dd73fa4797d4,2025-03-05,-14100
