UniqueIdentifier,Date,Amount
mandiri-1784a276910cbd36d2f3fe704681b6e3,2024-12-11,30400
mandiri-8fdb5ab561f4c34882174b260a341501,2024-12-21,-73000
mandiri-cfcc5035d493be570ad7c17b2b23df31,2024-12-17,73300
mandiri-1489d7994f82af95ff14a9ae30f40e98,2024-12-13,2100
mandiri-29c4d7fd19e4ba4a7a00b6b75645e7a7,2024-12-11,42900
mandiri-76649f75b2a1c05644332bf1b337b704,2024-12-19,45800
mandiri-fd800e320d1855869514fc5ed1f34a9b,2024-12-21,-21900
mandiri-34fbb813273f75b2c1ec30c7ab3a93de,2024-12-21,58000
mandiri-c8a86b102b2583b0ea8bb14d8e5678ed,2024-12-17,77200
mandiri-1f060dc71cdf289b77d1e21f111ba878,2024-12-19,-62000
mandiri-958c59b4222d4c61defd1acbbd0272c4,2024-12-18,17200
mandiri-95752655ab0955e4fa5fff9ca2877f27,2024-12-16,71400
mandiri-8f4f6d6111b1785b719c835a55829e69,2024-12-20,-52400
mandiri-369c452f805087080679034793677d6d,2024-12-13,72400
mandiri-9a8a5000144d2be1f132fb7c6791cac9,2024-12-16,70800
mandiri-e9d03a3742a9af4e0bf69c3376714efa,2024-12-20,-98400
mandiri-06e4b62b05ae922bfcb22dabe176bf0f,2024-12-15,16400
mandiri-f5fafef670df324895d576e98bbcbe25,2024-12-16,70700
mandiri-7ab3c8415efe4524792c0b002234b38a,2024-12-11,18800
mandiri-af4348bf1b14e7d619b204905b4ee1c4,2024-12-17,6100
mandiri-0073833e5907306948e05cb2d1cd3a14,2024-12-20,9000
mandiri-6fd20a496a2e991d0efe456b9da3bd74,2024-12-13,40600
mandiri-930f5d6e85f5bf58c71a449fd21f4cb6,2024-12-18,3500
mandiri-7ef6398c826f3f7ccfddd12c54c6341d,2024-12-21,19300
mandiri-046b165f743f20f0e3b58308ff9874fe,2024-12-16,87900
mandiri-b785bb1317c495a87f744e28b0c98961,2024-12-19,61800
mandiri-b5288eb6f6fcce0415829b006eb524ab,2024-12-11,46800
mandiri-f2e251b2b1f41592d51fe724cb501644,2024-12-12,32000
mandiri-78580e83aef1aaaa169ef502092e7bdd,2024-12-21,-96800
mandiri-974d9f36a387dab54ec7cbeb93bd9bdd,2024-12-14,27200
mandiri-f077e4d5019b8959ed30b8c4c3c7517a,2024-12-15,-27200
mandiri-a24e620c2cfbedadc10652a08c527ce9,2024-12-13,14400
mandiri-e6efc9fea3a2cadb330752ce5626d2b1,2024-12-18,90800
mandiri-695b941f1da396d4fb00b343c60ed317,2024-12-17,98300
mandiri-83c3cd7075ec6f5560e98451d3b311d3,2024-12-21,50200
mandiri-d7ee848db7458618a9817fb94676da1b,2024-12-19,95800
mandiri-8b4d1b093bb95e02d83e303ea630739d,2024-12-14,52100
mandiri-a7bc543daf63a3872b65af5e6910e107,2024-12-21,-59200
mandiri-e3fbf2a26e6b045b04afb6bc22652e30,2024-12-15,61200
mandiri-000a16e46c288748a7e3c8ec574f267b,2024-12-20,4600
mandiri-b0f5a604a784947050f023b1b0616f8f,2024-12-12,-67600
mandiri-884e0f486aa0b8336dca5ef3f8b366bd,2024-12-15,14900
mandiri-e9f966c97364ca9d297e8b7c4b4f0f0f,2024-12-17,33000
mandiri-c717ce5d56125a923cf3c88d05ba7b9c,2024-12-19,-73400
mandiri-6d2299c05843cd11558dfbac8e074a53,2024-12-11,61400
mandiri-f0fb3a0e7a162d077455d7898e7407a7,2024-12-19,90000
mandiri-3c3d746c222544fde93b3186bd592b65,2024-12-18,-86100
mandiri-4ca83fa0382e1a7213a033a79e040327,2024-12-15,23100
mandiri-ac36d43e0630a112fc92e64c3f7e3a5d,2024-12-15,-50900
mandiri-7c3686e4390a4d66bd0dbce6efdbb165,2024-12-21,22600
