UniqueIdentifier,Date,Amount
mandiri-696ba1d98f6061bc6049a4ff7e86f01b,2024-12-17,-70700
mandiri-6644c02f05ae01336732637bb90d795e,2024-12-19,34300
mandiri-60dabc5d6aca4c98a7ba19aa700d3f54,2024-12-18,93500
mandiri-b4df648af38ea8bdbc3f8ae5f924efd5,2024-12-07,64200
mandiri-1979d10be72f914a8f390ca40d907929,2024-12-19,67600
mandiri-8bc236fad45a15ae5ab658f76acd6d78,2024-12-14,-54400
mandiri-b59a3d66f01cc55f87c0a658dadf7fe0,2024-12-06,25900
mandiri-5ceaa6c5fe16a32ca986bb76a4ab48c3,2024-12-09,-15900
mandiri-32d0d639d82f36c954b6f881d116d455,2024-12-06,-3900
mandiri-2ec08366981382c0489f3ada7894ba8a,2024-12-16,24900
mandiri-fb8bd008bab1842a861aba790862f44a,2024-12-14,74000
mandiri-45a07c67fedacc594b566a8e98b2f276,2024-12-11,19500
mandiri-98298d29af09df1a98dc1ea4afe13fe4,2024-12-20,-56500
mandiri-c39dc5743e839e6fb03b9a337ee5c74e,2024-12-06,-4400
mandiri-d7e38a7fb0aac234f75db5c0d2ad28c8,2024-12-17,23900
mandiri-db9c15a9fc1666bf33205d010224425e,2024-12-12,8300
mandiri-fb34d50e749459c59358a1f46ef053ff,2024-12-08,17400
mandiri-46c7a031e7405957f5ca15912403fe23,2024-12-17,-35100
mandiri-3a41d78891cf15848355089cc5a18825,2024-12-18,83700
mandiri-2b34181dfc76023e820bbbab836f75d1,2024-12-07,67500
mandiri-f182d751e0f8c148e7bad1dfc8beab97,2024-12-10,8500
mandiri-f62f26bc64596d1bea7893767a18422c,2024-12-12,85700
mandiri-420ae0ff84005d3c3a0e3c4372f8ba12,2024-12-08,22400
mandiri-ca7309c622ce907a120c88738a352e08,2024-12-06,81600
mandiri-5f0971502d1366f209b659b6039282e2,2024-12-11,27900
mandiri-a1af40d9a45bea5e66810f9908290d1d,2024-12-13,67200
mandiri-69c238c5101025f3582b47efe21b5b4c,2024-12-17,84500
mandiri-5c2aed2feebe0be2d1eee6e81b663266,2024-12-12,37700
mandiri-5c4828d2b84ec439a9f765c2e6ec2e4c,2024-12-10,81300
mandiri-258935924c0c6efc5701e380aebf25ce,2024-12-07,70900
mandiri-ff479e36b033d69988673e2c95ca69cb,2024-12-18,61200
mandiri-eecb3a5475faf7f448898f6ed1b55568,2024-12-10,35800
mandiri-61e2659d3cfdb6806c762f6d84cc12da,2024-12-09,75500
mandiri-798e5084cf9678796c3a3a0b347e46f7,2024-12-06,24100
mandiri-afb478e076311b77ba99797ba3c4c0fd,2024-12-07,-65300
mandiri-724a167cb5d8559b01fc0b6792bdf0ad,2024-12-07,39200
mandiri-1e936e2d1ee0dc782054375bc82df5c5,2024-12-15,82300
mandiri-830cb56c9262f9bdf17f21593fd11953,2024-12-12,72500
mandiri-e7d931b6a0d6f672d4f83d007a1b0f22,2024-12-10,-84700
mandiri-2ed7119b263975fb9d33f67e20a534db,2024-12-10,40300
mandiri-1008c055b7888e59e3f00df4bcf1f943,2024-12-11,77700
mandiri-4c3368a9a9e686e1c3488e0702a5b6b0,2024-12-09,-74100
mandiri-854f5278e841676e61181b9fea7cb4f2,2024-12-19,45900
mandiri-370f437bbabebf84b40dacbeaf5a4be7,2024-12-18,87900
mandiri-2cea15ca0665c7a69895b1e9cead33f4,2024-12-17,-16900
mandiri-4f1c46122b3b122b2b167eb5805ab24b,2024-12-13,86100
mandiri-3bfee66f5057943775e5020887e16136,2024-12-09,-56100
mandiri-3354dad2bab085455d3110497bf5356c,2024-12-19,-39000
mandiri-0e31691e3b25b5ed936ca36ce4ddf1c3,2024-12-15,-63300
mandiri-a0ac89b7951692628ad6f817401f367c,2024-12-20,20200
mandiri-68ddb655d7019cfb8fcebbfd29cc5033,2024-12-07,71500
mandiri-4c15fb92668dc899514d64242fc6bf66,2024-12-09,-52400
mandiri-1486776264def2688b0bc6bb1d45dc20,2024-12-09,-82500
mandiri-981bbb3e9d3becf6d9058f3154d801f5,2024-12-12,-66100
mandiri-e89c404fddedb859ec2b57c97859aa68,2024-12-09,81400
mandiri-cc5595df32a34606dae7938d47376e3f,2024-12-06,89300
mandiri-6afdcd4ef3180adcd1426b5fb0650b3c,2024-12-08,96900
mandiri-5d1ffd905473154b42ff92c821e39a6a,2024-12-18,63400
mandiri-9134c93e153b50e8377161eaf5b55c14,2024-12-16,-51300
mandiri-180dca0e262b0af38b51fd57cdc254fd,2024-12-08,-85900
mandiri-52ae1717e5f540c3ae9e26e0420345e2,2024-12-11,95300
mandiri-3811f397d60a1ddb2cc0c89f992ea3f7,2024-12-15,65500
mandiri-b75cdcb5c9d0025cdaae8898fd084296,2024-12-13,39700
mandiri-a4c944a96596c8c243ec043df001daa2,2024-12-19,-42600
mandiri-2724c8c3396fae95c4bddf71bd989906,2024-12-20,28300
mandiri-7131de3bd80c4d101158d4b0e5b1c757,2024-12-20,65800
mandiri-d6c426fd000c4149540d98533cb5aac9,2024-12-15,44900
mandiri-7444f5891322987fef4fb8e108b45809,2024-12-20,89200
mandiri-f0567ac3c548d4c3763fbd6efa3ef2a3,2024-12-18,11800
mandiri-00f833fcf1fe590fece432f26a2aaea0,2024-12-18,94600
mandiri-b4d47959868abe420325c4b05897bde8,2024-12-15,-35800
mandiri-0a32a0031d35dfb0b0490ddb1880d9f5,2024-12-06,35500
mandiri-61d66e68f67b8ba43bcbe0c157259a65,2024-12-14,70300
mandiri-6d33406ec740dcd21cb7e8785ea8e3df,2024-12-06,68900
mandiri-0100dee65923caec65a9535c3e9e95d4,2024-12-19,66200
mandiri-e8f41c4be6e72308f52b9c943dbb3027,2024-12-07,-72300
mandiri-c96af0dbc338748f3a15c0b059615209,2024-12-10,73200
mandiri-409a96c428d1f28704d7b8c929ae6637,2024-12-13,37400
mandiri-f4b2c7bb25f33d1257f1c9f76509a490,2024-12-18,4100
mandiri-ab7c082c309346d29e71e228d5c5e68d,2024-12-12,9600
mandiri-785db14617c54f5fcdf1ae1ab85cc892,2024-12-09,9600
mandiri-36d763093d411a22038ffc8c918e4922,2024-12-14,40300
mandiri-0c84dd703804e07cc5987ca5c4f70f22,2024-12-08,38000
mandiri-178d96bd1f2d103fd063f94217a712ee,2024-12-20,49400
mandiri-8261dda277b1549b2d08922fa1f6212f,2024-12-09,30500
mandiri-caa0b34831dbf23c4cb40e2bd88c17e5,2024-12-07,75300
mandiri-7347d3cdd8ac9102b22d2e80c8089b09,2024-12-18,45400
mandiri-cb2ea876b63af46f2bfc8e13173e7df5,2024-12-12,73900
mandiri-12a420adccf1b1e5b040a0c520b6e5f3,2024-12-06,79400
mandiri-9bc156b8b68c8ef7d5e211d5a2631794,2024-12-11,-77700
mandiri-aa6577a39428e7740b767435a8a26e79,2024-12-06,69600
mandiri-17afe4101efd14af6addd224ba176dd1,2024-12-18,59600
mandiri-6ea265ee39c533d2a7d5910be0f073d2,2024-12-06,2800
mandiri-6aabc2f575ad0ad04e585ea10012ac78,2024-12-08,28200
mandiri-df697d2681786292fa49ce3ccd31b373,2024-12-15,9100
mandiri-35f3fff0f45ab22552eb880a175c62ad,2024-12-11,-11500
mandiri-ae17f9515f49b23345ab8dd4848950b5,2024-12-16,-20800
mandiri-aef68f23d7f706b9b835f3600a03bd1e,2024-12-17,96500
mandiri-5959c93ab45a4af248a3d8feedc23889,2024-12-08,-30600
mandiri-58dbb04d4316f4dc1fc7f257ab05953a,2024-12-16,24800
mandiri-028deff0e119ee23fe69f7217d143c4a,2024-12-08,-6500
mandiri-c4467e779a58ac4c36fa9787b23fbfe9,2024-12-20,-35200
mandiri-a02f6febad4cdc1f5f6a36780e53dbd6,2024-12-11,-61100
mandiri-d45a7af753426e2825a9addd9a4277c6,2024-12-12,94100
mandiri-9e21c970401eb82d77b631b3ae875d7a,2024-12-14,30400
mandiri-c8fbfd22f628aa6cd1f876ddacd81d2d,2024-12-16,22100
mandiri-aec3e254710bea2d201ca4bf43203fa3,2024-12-14,-15100
mandiri-66cc665f440b510295bcfb04df27cd86,2024-12-12,-15800
mandiri-db38d10f839791895347fa434b72973b,2024-12-06,19600
mandiri-74ac6bb378ad603744e3ba807337983c,2024-12-11,52600
mandiri-7bbf71d9f0c26a55fcdfe24359ff9141,2024-12-12,97600
mandiri-8b7f3651b7a989f45fa2b8f54da00ad5,2024-12-18,-76300
mandiri-cf6bf853a6d0a8b21118bd54cf05da30,2024-12-06,91100
mandiri-faf3930e8de859d5564fa4e70bbecc89,2024-12-18,7900
mandiri-3444ba69a27a7172bb87f45719beb65e,2024-12-15,-2400
mandiri-84ee3cacaa67a596a46e693bf393c33d,2024-12-14,6000
mandiri-ed1d89bed3f5ac12e15d6952b89878d3,2024-12-09,52200
mandiri-fb53610c1a26f49c1425321abe64cedf,2024-12-13,-28500
mandiri-cf09675b355d27b0fc80a301531de925,2024-12-13,69800
mandiri-4ebffc9dd08973d5cc3215087ec41ef4,2024-12-18,97400
mandiri-d90575a0d6d5c68ecb68679c0dbb6910,2024-12-10,77100
mandiri-80eb2179c69b813013592f310f792922,2024-12-16,89500
mandiri-c8f02fca4b9db85f8ae1ba8057a68852,2024-12-19,-48200
mandiri-2413acb0c639b6ba244de5c6ae802052,2024-12-15,57100
mandiri-15b7717354427f79d4846aea4d20f46a,2024-12-19,80800
mandiri-107fb706eab7c89ea044ea4a011b2b50,2024-12-11,47600
mandiri-2d07f59c115a045ffd8235aab2938b1b,2024-12-17,86300
mandiri-84a99875930fa21d0389bafc585fa311,2024-12-19,7100
mandiri-f9396859781f80366cc66379b13519e2,2024-12-08,37800
mandiri-eae4fddd577a6970919f340f5803ade8,2024-12-14,91000
mandiri-da37ed5684f0c04c1b1241b3695bebbe,2024-12-18,-36800
mandiri-30dcfa83b517e8b858e2b65590011973,2024-12-06,47600
mandiri-b011fde7ea0c323c9d8ee88da0176fca,2024-12-16,-37200
mandiri-e741c366f714f3ad765e7df0593dd651,2024-12-06,64000
mandiri-ba6814a03e689c5178122ad1cf16ea01,2024-12-12,18000
mandiri-60d8f0ce31824f65b94e12b59fc53152,2024-12-15,31000
mandiri-42a4b14518eb8de4904e4b0dd29234d7,2024-12-14,11600
mandiri-039bdc6bf36b63fe404f4dfa540b4cfa,2024-12-07,5000
mandiri-6469c6b6d8296fbb6392e6eb024e4c5e,2024-12-07,57800
mandiri-dc1f412a8361b78cbbef2cf72265cef7,2024-12-13,17100
mandiri-170ba52837139005d2e6bf7b0864c5b9,2024-12-14,-84400
mandiri-48c1a6e071332f4b99d5a4a946479047,2024-12-14,34100
mandiri-2b05dcdab0ca26216f3904153edd3aea,2024-12-07,94100
mandiri-5f3fcbb90571ff3ea5f7d98ae3dcf8e7,2024-12-07,14000
mandiri-1ec595888464c233cecccc900418c750,2024-12-18,-88400
mandiri-fd018019dda1a6965b06d3b236aa8ba8,2024-12-08,25200
mandiri-fc86a4f8f0188a61be6f18949e244e70,2024-12-09,99500
mandiri-326607ecd2dfc522d33f26490bd6af3a,2024-12-20,-40300
mandiri-c0497f7e28a5665533163203be399174,2024-12-16,-42200
mandiri-53aa8df754ab3697d3714a242b21eb8f,2024-12-12,96500
mandiri-44e0c2aca9a38628653b97fe59e0c2ac,2024-12-11,33900
mandiri-6608672540f8fb9884f496fc74e32543,2024-12-14,48000
mandiri-1c72a9baca685a747ff930cf70f474ae,2024-12-06,57800
mandiri-448183ab959910746e7dafbf99f370b1,2024-12-13,69700
mandiri-428ff314e77f229ef34e873f9aeeaf4e,2024-12-16,29000
mandiri-5f4d1029957f3ba506e1fb76f4cca985,2024-12-14,-93600
mandiri-54ce4b81f4c5a7114b767c6f7cb61cd5,2024-12-18,44600
mandiri-e117ff8b4a6c7616b55832c58cbc6dde,2024-12-13,21600
mandiri-62267160fd4f3bdaa7f9ee6b0b183be0,2024-12-15,78500
mandiri-291e7c1dc5bc02fec48ab0fab307d520,2024-12-10,-7600
mandiri-0128c2980aa0d6d4948b1da3915a85ac,2024-12-13,18800
mandiri-59bae453f5cbb7bc51d2fb41a3c5f643,2024-12-06,96500
mandiri-610dbea34fe9df813f57043a803f4d1c,2024-12-12,22600
mandiri-6ec743d4855eecce542d24b8f3066eb9,2024-12-16,14200
mandiri-5906083ae1d3c22549c1bb376d4218b8,2024-12-18,87900
mandiri-200b754af240a88647218b7d14f6955d,2024-12-06,2800
mandiri-413e4b51b00910703cbb9f5475354294,2024-12-16,17200
mandiri-1a575975eb1ffaa863a355f303da394c,2024-12-16,30600
mandiri-8833573c43a3c131f5689af8fb9a0608,2024-12-14,94900
mandiri-984e355ed43f908de3f74304feb16065,2024-12-16,96200
mandiri-94b074d4f5c7734c403550bfe5f7c63b,2024-12-20,72800
mandiri-b36143f6a0849b3bb00f98a5d81d2479,2024-12-18,32100
mandiri-b96a09affa9297969d2379ca2be7ed57,2024-12-11,-61500
mandiri-5bd17306dcdc0c6602366df3d996ddc1,2024-12-09,23700
mandiri-d3d5f85ee179133a732237e8600459f5,2024-12-19,-86100
mandiri-59579123841dbf532b7f1dd71da2bcf9,2024-12-14,94700
mandiri-a0e399153431e9618916b648aa8cd4ad,2024-12-09,8000
mandiri-32d78151b4bff3fefff43f154f70107f,2024-12-10,99000
mandiri-28a1fab156689049095b4e7bd4025057,2024-12-19,4400
mandiri-cadf950e67c176d4e19ecee474f2a837,2024-12-20,-84100
mandiri-28fc84d5a0e92cacb52bb0500817941a,2024-12-16,54300
mandiri-8317e84067fc57da0feca970114a8c01,2024-12-06,15700
mandiri-56954ac422f96116f0168637dd69ef73,2024-12-10,53000
mandiri-87580cd07790237e63543f151528628f,2024-12-16,82800
mandiri-aee500837ce996d4e2940291229eab82,2024-12-07,-20900
mandiri-2196eca346fd6b76a1bc3879a41d23d1,2024-12-17,-3100
mandiri-a2c03dacffc409ea42845dbd3cb7d4ff,2024-12-08,-23600
mandiri-2b56fbcc5fea074677e5cebd233ebe18,2024-12-09,78400
mandiri-63efc2e09ac9fc1dbce68453aee764c3,2024-12-09,86400
mandiri-a12dccba55032e3bed3f861f01ba178d,2024-12-13,58600
mandiri-ed059b1c355e6b3263243d640595251d,2024-12-10,-90400
mandiri-8aec0ebd096920fa450130fd5622a951,2024-12-19,-72300
mandiri-f9944ede32f5a78295b20c796a670c7b,2024-12-11,89200
mandiri-d45fdf4762a2ef5ce30923aaede24540,2024-12-14,45600
mandiri-c9e90edaec15b4c353beab7bd9f286e7,2024-12-10,-93400
mandiri-a55c20364a478ec5de8174d7e585001e,2024-12-14,28000
mandiri-1b0165d92eb9b1e9128aac84878e3088,2024-12-15,75300
mandiri-9e7afc70cfc4cede3a5e6e2420cb9130,2024-12-15,25700
mandiri-fb13755f8dd748c84e7952fd9d05d849,2024-12-12,-40000
mandiri-93c5ac37b5610101eeb6ecfeb290fad7,2024-12-09,20100
mandiri-7a89cde5d02827c56bf2e37b51a2c79d,2024-12-11,94000
mandiri-c9858b665e5c44700b04d79cf30b54dd,2024-12-11,2200
mandiri-1394574147a34ba7cf3631165360d5ca,2024-12-18,-98200
mandiri-34ed7fc71be1200afc7bc7d2f708cf40,2024-12-13,-53700
mandiri-5b4d88a45ed16346f754f5175945e4a7,2024-12-13,96100
mandiri-7dbca5c704e4fb6f4a42db458276e50f,2024-12-09,56800
mandiri-816878021f99aa0d56bed4a7480baf37,2024-12-16,77200
mandiri-c7633af60125c9e922b8281dee428cee,2024-12-15,57800
mandiri-e670d89a060a1d5cfffd31d039f6d205,2024-12-08,83400
mandiri-69a4f67ea1499d86b37190cd5fe83ba6,2024-12-15,52000
mandiri-042fca44b12171b3ad1f00cf2354ce1f,2024-12-10,77800
mandiri-917dd6eb6f4760a863223804c2d41a68,2024-12-16,-53500
mandiri-d79f2d4579acd884c82df0e262cde80f,2024-12-11,76200
mandiri-ad50b5f120119419544e98ee27db6324,2024-12-13,32600
mandiri-7bc281dbcecf5d50cd19616468da1b5f,2024-12-17,85500
mandiri-0222d78b745db92267027a46cd21c99d,2024-12-06,2900
mandiri-3584d4bd9e4d1a2a5c7ab84d13aba9e0,2024-12-15,26800
mandiri-c253d81fda8205f0d0181ef56d83101c,2024-12-17,89100
mandiri-4339ade0b510bcf376be5ddba5ef69bf,2024-12-09,-88100
mandiri-df1a4c5db1948f3571a7f4f41d8a7622,2024-12-12,19700
mandiri-5e0b371b3fdff5dd5f337f43efe16a3a,2024-12-11,81700
mandiri-7d0e4c42d036685b3f52b827ce8b3c12,2024-12-07,84500
mandiri-f888f8a9221b2317f9712e17dc3ea6da,2024-12-10,51200
mandiri-c25f21240a86ec8314717fe10b7abd81,2024-12-14,45600
mandiri-e55c82c230a03ad2a900f4c87af1411c,2024-12-17,98300
mandiri-f7b39d7d89b6d9dfc005d00903960371,2024-12-15,80800
mandiri-7de3b78e1bee3abde3cd3066e298f1e8,2024-12-12,97800
mandiri-aa8e6153e129518b3ed1fce657b863f9,2024-12-17,89300
mandiri-436fcc854d0881dfed6bfd07dcf095c5,2024-12-15,94700
mandiri-1dbfd84660965184e8e79ac97ae5c06f,2024-12-16,59700
mandiri-1926a83539ad59ee21039c17e0887148,2024-12-06,43400
mandiri-4e105bb0a7fab8e23e6193fe1ce11053,2024-12-19,13900
mandiri-8ebe3824788f3478125a59f1c0311a75,2024-12-14,-48600
mandiri-ca49b49c854435f6a27059c0922e13e6,2024-12-12,-61000
mandiri-d69a92ab31f84a3c58fff5e808131068,2024-12-17,-44900
mandiri-b2cc329139b1788a89c5ea616e83a6e0,2024-12-06,74100
mandiri-c3ab1e0cef116d987676eb169c07ee6b,2024-12-16,-32800
mandiri-eeca6c193ace5895e966765d1bf2b59d,2024-12-15,22600
mandiri-96d94a4797b9c1151319d4a494c616f7,2024-12-17,37600
mandiri-b107c2aa60fe3b8d67328c5df859e6d9,2024-12-08,2600
mandiri-55eddec1f7c7dd8e6fd3f7fdf01fa631,2024-12-06,-25200
mandiri-580c474a0083e1d2cab1a6a106ce8b79,2024-12-06,31400
