UniqueIdentifier,Date,Amount
mandiri-804ffa8738338853721ccc41baaa7e57,2024-12-01,80300
mandiri-8e7af7abfcbe7c0ccac332b16cf56768,2024-12-01,65900
mandiri-548beb20fa7ff939cb2fa9074fa10239,2024-12-01,47500
mandiri-54571b8937a364d2faacd46cd0dbad4d,2024-12-01,46600
mandiri-946997c6ecac6f55a5086c2428fbb571,2024-12-01,44400
mandiri-6adff8e28a515e308202d1c8afbb751a,2024-12-01,-67200
mandiri-011ba55546f7411c81998641f9ac8451,2024-12-01,6400
mandiri-0a7d5afad72a7a78771a88a341cb8807,2024-12-01,-21200
mandiri-5e532e969f4c4a36a5d7b7a6ff3f8222,2024-12-01,-42700
mandiri-1053cc709f75d028527f0e6a4c8fca10,2024-12-01,-17200
mandiri-36b2a23b8d04b9abc374890ce0422e96,2024-12-01,-41700
mandiri-e7e84c1864fa9eff375c5b666f6f4cb7,2024-12-01,99400
mandiri-caf70cce24a69a3f716e77013263eeba,2024-12-01,82500
mandiri-74340c60dbc6ccc0cc2387e3b24e66d2,2024-12-01,51700
mandiri-ceef3a66f148b60174b8d88136c2e8d7,2024-12-01,77800
mandiri-7a642cb0b3f86fb02948dcd311fb032a,2024-12-01,35900
mandiri-1eeb6d409130da91453ffddcc644f8fd,2024-12-01,64700
mandiri-4f02c14088a6494f250d75d8f39bcfbb,2024-12-01,81100
mandiri-6cfa944c985c4b6fc06383ec47a47940,2024-12-01,-14800
mandiri-e803ec7305113861cc51c8de79db40c2,2024-12-01,-40700
mandiri-d3ebbd632d545169d699b21d427b0077,2024-12-01,96200
mandiri-631e6ee5eb6ba4c1f0c5209a4b15d1d4,2024-12-01,29600
mandiri-6e8e9615b66cf8421718a43e4fda9b2d,2024-12-01,77300
mandiri-d9c62c0fb804c69ca7763026b46a9015,2024-12-01,40300
mandiri-6d5a10af3d6c101c9d549029c15b1837,2024-12-01,-24400
mandiri-cb927a4871cd756a87219f7da310b040,2024-12-01,-52700
mandiri-246c807cd8bbc5d1a5b3d623d693d7f9,2024-12-01,38200
mandiri-f8812e8d50c607b71cef3b15b3188122,2024-12-01,78600
mandiri-d75515d60bd77c9491685190f4f993d6,2024-12-01,-35900
mandiri-d5906c3757862121f4949c919bb5342f,2024-12-01,25200
mandiri-15e5b6318d645550ab4fcab2a6c5ad1a,2024-12-01,4700
mandiri-5a85555721f766fd13ba3c8407c288d7,2024-12-01,76700
mandiri-7c60321121a9b829e9fd0e5d6b6202e3,2024-12-01,56300
mandiri-8011ddae41546f5723fa64ae23a192be,2024-12-01,25000
mandiri-2532aa05bbc8c1a8e783994ee295b7b8,2024-12-01,46000
mandiri-3117ec811df60508c2bd3b520a3d1a94,2024-12-01,65800
mandiri-43c4890898aa27a31ecd0f6905e0b2a7,2024-12-01,-25600
mandiri-cc06ba226906d3905ee8515368e27dcb,2024-12-01,63700
mandiri-2bca70e2ca4672f73bfd7634adb62015,2024-12-01,2300
mandiri-34246318e79070d2e2839e2358d9f9e2,2024-12-01,19100
mandiri-98c87ef48c842fdf609e7fef4df4d506,2024-12-01,10900
mandiri-f1182957d81d858ea5e82483d9fb1984,2024-12-01,-13600
mandiri-2f7a62124ec5d35c7680c02621418073,2024-12-01,84300
mandiri-f0b86ab4194501d896b8af4c35a0e197,2024-12-01,75400
mandiri-6c407bbf7094f84e406e839414500682,2024-12-01,2800
mandiri-60a7b4c5858f7d4b8e38d47614ba01a0,2024-12-01,12200
mandiri-45d280272f3def5460850fce01020a07,2024-12-01,90200
mandiri-b8e8bce6ad46e71f185ca9f4b6907a89,2024-12-01,11600
mandiri-538c7cc4c513df5fd404704077e5cb87,2024-12-01,36100
mandiri-345d62f99e3e494dbbfe476c1d0458ce,2024-12-01,52400
mandiri-c2e463193e8d556d1a6745d01af220da,2024-12-01,-98000
mandiri-a0722f9e087ae578608341c1b5ea1f00,2024-12-01,73500
mandiri-41c614f3ec18905e18e2beff8fa47da8,2024-12-01,34100
mandiri-97fedf1ebe592693f89d0299f7414b99,2024-12-01,91900
mandiri-b154d5466650db3ae841c007e5cbafcd,2024-12-01,-13600
mandiri-fbbeaeac1e96d8ccb7365eae5a45e6e3,2024-12-01,43100
mandiri-822d87e18196cdc65abecca75cdcf497,2024-12-01,-39600
mandiri-cedbaa201a320a214a6c9b064372eac6,2024-12-01,4200
mandiri-fb91b5d457c7d785d11a128f497df429,2024-12-01,5200
mandiri-239f0aa959dcdc623d66a57d3770bfba,2024-12-01,-55700
mandiri-2df79659cc4bb62fc5ee40fff59e7c36,2024-12-01,76500
mandiri-7ed33fde752554bb2100c3b24aafbe51,2024-12-01,44800
mandiri-46dd43abba87ce30d2f58d5730bba9de,2024-12-01,41500
mandiri-77ca90fb102a71249fdc53a5077bd2ce,2024-12-01,84300
mandiri-0442ccb5b6222b17e460e432028ba12c,2024-12-01,1400
mandiri-b6b34beb801c8182ffa6f715d82cdd2e,2024-12-01,-53500
mandiri-f0352b45dbc3587c3026045325d9ee62,2024-12-01,73900
mandiri-56ba3c3cb8c89dc51d0c1aebab406b72,2024-12-01,25500
mandiri-c80365c74158d05f9adc5af82a3e555c,2024-12-01,59000
mandiri-b34c0b9060832220b242a7deadf7cf44,2024-12-01,14600
mandiri-85e24f5630c79254f4abb4265c19aa54,2024-12-01,52900
mandiri-1321cb7af26224d17e02539c2e58e802,2024-12-01,7500
mandiri-54e611eadc85da98eded90f8e66b39fd,2024-12-01,85800
mandiri-7dcab8cb853c13fdda9bfd75535add20,2024-12-01,68500
mandiri-8f16728ffccb90f000f2e0526a0fa789,2024-12-01,66100
mandiri-e428b484b0d47c140969172900604af2,2024-12-01,71100
mandiri-91df9d31be4d07e787cbb605ad1a8758,2024-12-01,49100
mandiri-b835b940d9066072809533af0f575149,2024-12-01,-91300
mandiri-61ad45603e1fd9def9742b6496f3498a,2024-12-01,9900
mandiri-3218d7f34e711cf6b6bb760a660d83db,2024-12-01,-68600
mandiri-90b5dec7ac00eb2cdbc4ef2013cf77a6,2024-12-01,-93300
mandiri-40b09a7c7e5eae5d6bc5b48f3e3226a9,2024-12-01,79900
mandiri-4c122e22b82e525205f2e74bb5528f7c,2024-12-01,-46600
mandiri-ceea5068ae35f48c495de80f5c01e730,2024-12-01,85800
mandiri-ca569d3c72a66488855a6b5400eb75e9,2024-12-01,49900
mandiri-9487f72cf1c21699074b13f1b674396b,2024-12-01,78200
mandiri-1fbe645e05518c81c244515a8639193c,2024-12-01,8200
mandiri-b9137053a941bd77557755e9ded1a469,2024-12-01,69300
mandiri-309857f5905e549d1ea40fffb4450678,2024-12-01,6800
mandiri-fdd70c720d4d4e02e41d9ebfd0ed3501,2024-12-01,-43100
mandiri-e9c8c1289796c0b33522357b318c42bd,2024-12-01,13300
mandiri-05cc039291970d542ca5544ab6a86bb0,2024-12-01,34700
mandiri-085b970bd1061dc935fc903af1be560b,2024-12-01,39100
mandiri-aa028f990648a0543c19b55aa605e926,2024-12-01,65400
mandiri-c5b5f96ea05c0cd10f8b87cc5875d598,2024-12-01,10300
mandiri-76ae7e6112a8fb41fc4b2de7e915c450,2024-12-01,42300
mandiri-5d4fbb9dd587bdef14031136a2a8867a,2024-12-01,75100
mandiri-1777dec054097cefb0ac0f73298099d1,2024-12-01,86800
mandiri-806bb64d9f2d58d264d3f1295794207c,2024-12-01,21700
mandiri-103f4acc841161045ea85868bcc50dff,2024-12-01,70600
