UniqueIdentifier,Date,Amount
mandiri-b7d59d7f03e68b48bd2fffcd671fa8f0,2024-11-19,47300
mandiri-7d60fa64f62da5b371629a80b999fea6,2024-10-08,82100
mandiri-6f0a59cce1b28b9559b4576f1aa178ed,2024-10-06,9300
mandiri-ea3d4dfdac5dd5d854467322b8cffbbe,2024-11-16,88000
mandiri-1350799cdac470e06444c25467db9f68,2024-09-30,-29400
mandiri-f91bf83d78c362471e836f2e2806eb62,2024-11-09,37100
mandiri-aa7af6e5bda57bce358a55d4082f3709,2024-11-02,16800
mandiri-2e6f8854c7a1c32fb5023c48bccc6d9d,2024-09-15,-3200
mandiri-525036d118378ff7116cfd773007f91d,2024-08-21,73000
mandiri-d766b34bdfc42d086711eb1930e2689c,2024-11-28,89000
mandiri-c6d1f88911a2590ff14181378af93e32,2024-12-02,37500
mandiri-8225c4139783915755e47b73f138ed1f,2024-12-12,2100
mandiri-02cec643d60316810d2726a02134ba57,2024-10-07,-80000
mandiri-5f0af9d5d36cee0fe00664055730e816,2024-11-19,23200
mandiri-e622968472f86efdd3ac7bf401576005,2024-09-24,12700
mandiri-803984db489c5fc5a1ff8867c32ccbe0,2024-09-02,65400
mandiri-359bd2255df5dc199c58959564d472c0,2024-08-23,36000
mandiri-422f20257c83357b49f663311d5a0e57,2024-10-18,-32400
mandiri-32980ad2980f37453396dff039d07ffe,2024-11-17,57600
mandiri-162b9e5aae271bfff27aebcccb2741fe,2024-12-02,50200
mandiri-3b28134377918aa8991e0bdc61a5c7c6,2024-09-08,82400
mandiri-dc7622f85260610554ea6d1a41fd0975,2024-08-18,-9200
mandiri-ac0b11a72a7baa9b6e4b6ea0f28e9e2a,2024-10-20,48200
mandiri-2a9c4e420f2ca89f10dff4bb82172642,2024-08-20,62000
mandiri-fb7e65de6c899af89f4e6fb09bef908f,2024-11-03,72600
mandiri-2b7cc43958513d1d0a8d354e1cea3469,2024-10-11,50600
mandiri-c98803318ffa0b57168fcfb23d729a41,2024-11-22,15200
mandiri-216126ca3049cf31c54148603e942dc2,2024-11-27,13000
mandiri-af3b087f2c37c295c3651b052b0e2937,2024-11-21,91100
mandiri-38e5f7809347b09e20944bb103b41841,2024-09-21,82800
mandiri-7a3c2ec8f99fa3bc510c10d731c069aa,2024-11-08,-42600
mandiri-eeb85c4f2505760092f273b3a3595eb7,2024-09-15,-98200
mandiri-83a0f0e67a24e85647846961f93c146d,2024-08-23,-97300
mandiri-30d8011baa2141651e38a5ef1ba3bb2a,2024-11-09,17500
mandiri-f31df480c29dbe31935cbbb045fbeb07,2024-08-17,57500
mandiri-91f2c5607085d01bd73313a6455d7d34,2024-10-02,31400
mandiri-a6de868a2d80c8e97364cf50aac1272a,2024-11-08,-23800
mandiri-8ffc27e624ff0d764fd35f47d80a97f2,2024-10-30,24800
mandiri-c9fcd130db18ea307e87a74c9abcacb6,2024-11-16,-49500
mandiri-5fadccdd22762cd5794c86eb2dfc637a,2024-10-04,44500
mandiri-b622acad17705fea12d87f53892cd4eb,2024-11-11,70100
mandiri-da4deb32aee52eb5879b1e86f19fb9a1,2024-09-29,43600
mandiri-4d0cb1013aace6e8c222cdf47ebc8fd5,2024-12-05,34200
mandiri-64d28b8973312919aad53811a2b1c059,2024-11-20,-86000
mandiri-2f81ed30bf4bc5eb8256bb11e9488a57,2024-11-11,70700
mandiri-a19165f53ebf2ba0930e2d4f17480d55,2024-10-18,98200
mandiri-26fccd2237672031b10e48ec420d0f6d,2024-09-19,-2500
mandiri-83688ff7985b5843201f4ff26d251ad8,2024-11-06,-13000
mandiri-6c85cdbc13e9591c667441f7a430f465,2024-10-23,82100
mandiri-8dac52d89eb50a61a10bb10a48a24f2a,2024-11-11,13700
mandiri-c7650ce8224157fc0a8a7435b3ae4e38,2024-12-03,77500
mandiri-16f265f9e5fb623fe87eed1282c9c418,2024-12-12,36500
mandiri-b464d0e9b9673f7a1d2ee64a35a763d8,2024-09-12,26100
mandiri-3d0fcd360f55c061fcd7bd3db7823726,2024-09-01,23600
mandiri-d4191ab10e9fb5b44dd87ba458ddd276,2024-09-12,91000
mandiri-ba3352f65b37e0cb412b21fdaec416a2,2024-09-30,15800
mandiri-d8c02b65418a41b51fd2eb5ca2164ee9,2024-10-27,62300
mandiri-40b925965d2f923684f144e1c6311b97,2024-11-30,4700
mandiri-cac13ebe9946d08037945107e306fa34,2024-11-28,14200
mandiri-47d3290c8ddab9df14cc40e8f28bb994,2024-09-20,39200
mandiri-5a4755e7845fd4aa54e40d90becbc8b1,2024-09-12,18000
mandiri-df2c55ea4345866c1959600eaf918c66,2024-12-05,-76700
mandiri-9f84507e8d39c83bab7403e9fc7aa330,2024-09-22,2000
mandiri-e3a8396be379d6ec6b295b3b48ecfc14,2024-11-11,36100
mandiri-d59b2917fc35d609050d712aeb713562,2024-10-12,-8200
mandiri-a1244e91f5e47a4ed8c6f86b9e937e92,2024-08-21,-40000
mandiri-660f76d741affe603913cd5566c9d726,2024-10-07,4500
mandiri-dbbbb3a82afd83ac4221244fe53211d1,2024-09-21,35700
mandiri-9b404b1c03bc57a4a3d44831bb638426,2024-11-07,80600
mandiri-42af53cc281d2fcab80a80244655214f,2024-09-21,20900
mandiri-fece8c3d7de4161a95cec61ec63ff307,2024-09-06,-53300
mandiri-868fc08d1851a1bdc521a58c98a65157,2024-10-04,95100
mandiri-4446f4e41b3d4c9a1827b82a9bf1dc17,2024-10-25,18900
mandiri-d9a820a0e750c8bbf81f45edbeb789f4,2024-10-05,-44900
mandiri-0736f6db40deb8ba6414aedac91bb566,2024-11-06,44900
mandiri-c0f3291201ecd26897f497a05f25c963,2024-12-03,7200
mandiri-b9064cb948ace6780e5410bd6ada7b1a,2024-11-08,72100
mandiri-e244263ee5cae496b31733c7c20e1954,2024-10-06,63800
mandiri-5218ca1cc5b7ef21cc0425a71a09c17f,2024-11-23,62500
mandiri-8867570edc187a3009223eb193bff2f7,2024-12-09,12400
mandiri-151b652c62294bc1e87e3bfafc3f7553,2024-10-23,78700
mandiri-3cc0c96f4556e7456c72ef368119e4d4,2024-09-22,-39100
mandiri-e6bf4a5e4370f79dfed95207457a2c23,2024-11-18,30400
mandiri-4c0ba46d1b0ddf750d177a83ab3c3502,2024-09-10,3000
mandiri-6c144bcc307bfcffa92a9d18a2a4dd67,2024-10-18,49300
mandiri-5b69a4b04d9b3d4670597c762b6fe030,2024-10-05,24300
mandiri-9120941ee6892869fb3eeca065d0b0c3,2024-12-02,5400
mandiri-a2fe5d500bbe8bcfab0553093b5bc6a9,2024-10-08,-21500
mandiri-8f626566f646d4acad8ed5db97b95494,2024-09-01,-9300
mandiri-2103501d0401603b7e38723a82fb650b,2024-08-30,51600
mandiri-468bd845538892757c217d4d5331a935,2024-08-17,59300
mandiri-177063eeee54a08937750d5d0ccff114,2024-12-03,58700
mandiri-fc7cebddffc5d058c3a7cefadc3186e0,2024-12-02,9700
mandiri-24e3b613fc64e749f56110a37549bdae,2024-11-29,42000
mandiri-d6db51e4eb78dcbae649931b82393a3d,2024-11-19,-21600
mandiri-6052a31500bc2cddc9e21d1f11be5025,2024-11-11,62700
mandiri-4f3ae92b7498b165dfd372ce3bfe1eb7,2024-11-16,77600
mandiri-40e2b1c8d6bdbdc1c9ab7c55f3b295f7,2024-09-09,37200
mandiri-8b7e977232751505baed9da638680b04,2024-10-23,20800
mandiri-87757d93b34042788971cea4b58b3c20,2024-11-01,-99100
mandiri-c9d8a2ccf8ff1f791cfc202d0a56d9e2,2024-09-24,72900
mandiri-179566cc40dcbe0f20ed32e8e83351d3,2024-08-18,-66600
mandiri-31a0ed0d3b30b983e54756adbbd4ab6a,2024-09-16,1400
mandiri-100eb4391382b21074d483e423dae719,2024-11-05,18400
mandiri-1e96d847f824c247edd131ef7334d53b,2024-09-18,-22300
mandiri-6c6ddac93f358a5a8ce5a54b3a1d4acf,2024-08-25,64900
mandiri-5bea8726e48ace29595615261ed43105,2024-11-26,-20700
mandiri-16c2f2022253b540c301e8d5808fae5a,2024-10-11,72300
mandiri-a58bc5445e3ad6279a88b77dc516fd0a,2024-08-16,-74900
mandiri-d4b8ee86e82c35924c3cd8011620d8bf,2024-10-18,35400
mandiri-7c7c78fc5c1096aecebad16632dd305c,2024-11-24,-82200
mandiri-0f46ff5eae50d4a2247bf0bd8ad7d362,2024-08-24,6500
mandiri-be31a5d99c0f762f0016d966b1c5aec0,2024-10-18,11100
mandiri-3acec23a8fd7dee8a4977486efd07391,2024-09-30,17300
mandiri-4f6e7d9199a389ab537f60a41741eeb8,2024-09-14,-70900
mandiri-7b29e133c72be690d8835eb28b2ec96a,2024-11-04,87500
mandiri-d5ff4edf6d374f7473ae1043adaa4687,2024-08-19,14700
mandiri-c15a8868e0e8c43b3185efc5519cbf95,2024-11-22,-98300
mandiri-362aa959985f857d07dee47f72558813,2024-08-15,62700
mandiri-06ce7697255b264af2018a81b9afe824,2024-11-24,-31200
mandiri-3e105f0d49acd1377fbc48d3734a1fc5,2024-10-24,-9100
mandiri-8ef2b02251339f98c3eaf4f5adc7a93a,2024-08-24,96400
mandiri-8e5087c7007e7f963e80f2201151debf,2024-10-09,-96800
mandiri-913bc4bf78d31a3d757863bd7304512a,2024-09-14,59900
mandiri-aff49b4fb302c17754980f1a4af25eaf,2024-11-26,73400
mandiri-73b189f198207c75674a495a00298ff3,2024-11-25,-59200
mandiri-c951bd0c0aa47c2d24902c405b85a9cb,2024-10-03,-90700
mandiri-34bba7af35c5217cbf86c2d9cc0c4673,2024-11-09,27200
mandiri-f4980a9580c1b568b1b1a5fd21ed3542,2024-11-06,53400
mandiri-71fa64b5f944f61bf040340c43421604,2024-10-11,66700
mandiri-f89b47555237183929e35681f862a39d,2024-12-11,45100
mandiri-020f751cd4b1f479d30a21d45275e00c,2024-11-02,50600
mandiri-b459066444a0b9868c640d632cc8a52c,2024-09-07,-49600
mandiri-a5a2bacb103fbe41499da7c599419361,2024-10-15,2300
mandiri-10a9204f004f221b7c8085e8c7191959,2024-10-15,33600
mandiri-76241f93915d1c8891752a0271fa235c,2024-12-11,-11800
mandiri-2dec7fd9239de8bc3874235a3a4ee20b,2024-10-23,-62300
mandiri-e34531d3738b01ada03c378446e3439a,2024-11-04,-44700
mandiri-969de39f1187486cae328ee79f5821c3,2024-10-28,25700
mandiri-72f3250c71ec39747b5f31054464f973,2024-09-17,55600
mandiri-1064b778c2e8f52f28f88f61a94edc76,2024-10-10,43300
mandiri-5c10826952c1274b8a6799d13ebe2feb,2024-11-16,-40300
mandiri-3b79f8bbafd66a6df511988bfa217d26,2024-09-15,21300
mandiri-df65bd5cb1e202a3fbb91db5162fc5a9,2024-09-25,33400
mandiri-91fd2db7caf68614ab87335581ed23ed,2024-09-06,33100
mandiri-9f30b51b2e4be6aa425501a4c1e1382f,2024-10-16,70700
mandiri-7e4e059b04d07a21ff62275a9d139b9a,2024-11-15,-30600
mandiri-9356d0ac0a272e80e23f0c7b333a6458,2024-09-05,14100
mandiri-986656fcaa5ca15c33270bc7c27437a2,2024-09-02,-92200
mandiri-8b7b6ba16c11f972dd8354de25a38401,2024-09-17,82500
mandiri-7267185d188d87726d178da80a745904,2024-10-28,56200
mandiri-df9ef458e07c9400f18ee8a24b69f9c6,2024-10-20,52200
mandiri-9dd109fcb7c1803b7b75c6a84d8c109f,2024-10-04,29900
mandiri-61c333212141c1ea88bb7264e4fb8a3f,2024-10-11,-69400
mandiri-5d01cd4606ddb30db74af8f3ea97c25f,2024-09-13,79800
mandiri-ec40d204040660f8d5c1cb9796967ba0,2024-12-06,89700
mandiri-03b9754262b42dd38f131778287c6ffe,2024-10-16,-16500
mandiri-6563be3f0f65d256272241aa36e6a9f7,2024-12-10,-23100
mandiri-8af5257e20e609dd7c9ef5a0f6534691,2024-10-11,40800
mandiri-92f612ca75ae972f6d419c543e067403,2024-11-17,34500
mandiri-1935dfe6e3ce82927348fcdd0d9aa639,2024-09-04,-23100
mandiri-9328511ee6373611bd3b6338ad36b5de,2024-10-27,46100
mandiri-d0483a12e723b7ac7ccc3ad2473672d7,2024-12-09,-78200
mandiri-d98ab0fa9eb9242e0f7107d6d8fd256c,2024-11-18,86200
mandiri-2e232fbedba5875bf45b3868643fcaa0,2024-10-18,-8800
mandiri-20536435b9ed44b2a46299cda86ce11b,2024-11-27,-64000
mandiri-d55644f79fd312534ca70b6c9cec8529,2024-11-03,66500
mandiri-bba17ff00e79043c3457736c445da0e5,2024-08-30,78100
mandiri-90ff25d7002d77e3ef5b2d8985fb20fb,2024-09-11,79700
mandiri-ab5c6bddaafb6ecfa2e093fb338a34ef,2024-11-24,14300
mandiri-67c65ab8fb57560d839d2ccf21a26037,2024-08-30,28500
mandiri-4a5483ea13003c5bd317a467d1d77ccb,2024-08-18,86200
mandiri-fdd65d6e6bea0878242fe70c29eb26a9,2024-08-14,75900
mandiri-65ee7e75d1f9ab6e38909b87abf8884d,2024-10-13,53800
