UniqueIdentifier,Date,Amount
mandiri-53b2050a796a8f5b31104f4645ba8e56,2025-03-05,-57900
mandiri-d0381c55bd19628158c0e0f3d539cc79,2025-03-06,-2400
mandiri-242d5828d782936137280706dfe93402,2025-03-06,-99800
mandiri-b3120727a01cd348b9a7a9c822668d62,2025-03-06,2700
mandiri-72e097206de89a99c04c50d0bcd1b58b,2025-02-28,29600
mandiri-744dfd1ab2f7a33dcc408223cbfdc79c,2025-03-03,98400
mandiri-8760974fb0088153ec2643b4a64b1219,2025-02-28,52000
mandiri-549291dfd223ea6cb7ff6868e4f6be06,2025-03-09,47100
mandiri-c5ed8beffa000b293944e1728ff5b32e,2025-03-03,-31600
mandiri-956dae75dfab7b8633b59258b5ca2e7b,2025-03-08,96800
mandiri-69f12a8ca6fffce63a96a8a2e3bd5349,2025-03-01,62000
mandiri-8e135f352e3823ccd39801b8d42f59a6,2025-03-06,38200
mandiri-daf07c6b28abee454687e3ba92a56439,2025-02-27,-63900
mandiri-0577a5c3ffc402f4294f1dc32f760dda,2025-03-07,-2300
mandiri-a55a7a5936cae4e35869249fa40260a8,2025-03-04,-4400
mandiri-100b4fd68537b5bfefeeed613b86ee33,2025-02-28,58200
mandiri-de94b19e322bafc67f8d4abdc84118fe,2025-03-09,44900
mandiri-7054097e74aeed2e90ea55459b244601,2025-03-08,-76000
mandiri-091022dae2ef7d1c42b0572b4ef0a10f,2025-03-06,29600
mandiri-658f7e363d2111ecefbbb7550f7dc2e8,2025-03-09,66600
mandiri-b3f6f3a1c2a9b2c6b7a4832e7e728907,2025-03-08,30500
mandiri-b7ef483576d886c480709e4f3b55443d,2025-03-03,46700
mandiri-b6e5c95c339accbae6b441d56b13eec5,2025-03-04,17800
mandiri-535b787157c4a4e6feaf37acdf308a8d,2025-02-27,57300
mandiri-f7e88d1c8babb1595ee2664fe6704a96,2025-03-01,-43100
mandiri-4bb5e4b441357d17b7016ab87918ed40,2025-03-09,82800
mandiri-f4e0a0f05ae476a3dfecb3a8b60dc00c,2025-03-07,30200
mandiri-c1574db7274045e2ecdf3509d7d25ada,2025-03-01,22300
mandiri-27cc2641d424ab826a8f77d5284f1358,2025-03-01,64500
mandiri-8c18977f6716a992b347bf1a106e992a,2025-03-02,34600
mandiri-74287b1cbcedc6d57eb1ee2ed3438956,2025-02-28,39600
mandiri-e85512136a0646aa981cde8699c68bfb,2025-02-27,90600
mandiri-627fa81060044ff6e5ebdc5f0b48bf57,2025-03-09,63700
mandiri-11c3cbdcc692a0b0a9f97c557fe5e0d5,2025-03-04,1600
mandiri-14529a8a0d204de32977681e71188e1d,2025-03-02,61000
mandiri-18dc219ef3f7b1f9219c10d4eb23f505,2025-02-28,78300
mandiri-7d488ef50e4565498e8e4d9fccf0dd95,2025-03-06,-87900
mandiri-b2c8cb3e13d1071dd7bf9e18695ddffa,2025-03-06,-95300
mandiri-6fa74541244bea429131c3db82a401d5,2025-03-02,-17800
mandiri-29fc461573dcfd30874866b0c675c228,2025-03-07,-55400
mandiri-23e2793cb0dc2947d5a5a7abb0e83604,2025-03-04,-17100
mandiri-99b6af59e67c2714a6845c7bd7467dd3,2025-03-09,22500
mandiri-f7d2c4e1f7191dace765600e76e77bc4,2025-03-07,-14100
mandiri-b1042f5037ee81fa6d655f91396d331d,2025-03-06,93200
mandiri-e2b2b0eb8fb9c8aeafda24f0ce5823d7,2025-02-27,-56100
mandiri-55752bfa1b10cfc423a9b74fe89107f6,2025-03-06,85700
mandiri-1985582129e69d70c61bf84d5f9af1bf,2025-02-27,-50600
mandiri-2059619336572ac5cf4e3d0ee93fe284,2025-03-02,51200
mandiri-0cec399fa974e5f56d6dd87064df3e63,2025-03-09,-81700
mandiri-e29137d24edee35bfecf6031242c4927,2025-03-02,-48100
