UniqueIdentifier,Date,Amount
mandiri-1ad6a3601b6e25ee376ce036c464b88e,2024-12-19,-50500
mandiri-f5d486a5b8d142a6c618c9f57a9427f9,2024-12-19,-45600
mandiri-a5a3147dac51f990402ea0b2ef89cfb7,2024-12-19,22800
mandiri-b9fe56d66395437ed663075b1618d69f,2024-12-20,84500
mandiri-a9e16ddaca9246d3c33c6812701e0376,2024-12-19,20100
mandiri-a025ef2019a7758796be5a63a4ef6293,2024-12-20,89000
mandiri-c568541c8ca5b9a4764e5225af075379,2024-12-19,99600
mandiri-6732563b769f8d78bc060b22c70cbca3,2024-12-20,82800
mandiri-0fbdb462f51e76131ce0a3d62a5d94a1,2024-12-20,31100
mandiri-2d539817724093a0b83fd6cd4b0d51cb,2024-12-19,59200
mandiri-22346606c780c688d81d1e1fac7c7f17,2024-12-20,49900
mandiri-df5ec22baef22e495783cfb82733ce02,2024-12-19,88000
mandiri-a427cac6c034f4add5f9d34ab4bda913,2024-12-19,41200
mandiri-dd40344173d4dc71121eac03595bbd7a,2024-12-19,74900
mandiri-dc153a6eb1c6f270594d699cba0303a2,2024-12-19,-54600
mandiri-b4758666a48d1d3c96252f0de0fb8ffc,2024-12-20,78700
mandiri-66cca3119d48e2f1be74f2e7520ba6f7,2024-12-19,84400
mandiri-31120ee06ac4aaf36eae119ac447ec74,2024-12-20,-90900
mandiri-e557c0ac224579e6b6f84ce91ff448a5,2024-12-19,17000
mandiri-36af1264dbca1d0f1e2e46e2fab997c5,2024-12-19,73500
mandiri-619c966cb37c03b132f0215302159fe5,2024-12-20,-51000
mandiri-8121a18fee8efbd966c9af73451367a0,2024-12-19,-53200
mandiri-2cabd0fc0e75971dea7558a562e42441,2024-12-19,63100
mandiri-182af329ddbb8529771495a40c21e5e7,2024-12-19,-32900
mandiri-8a2a39920ebb91e7b0fb8b410b8dc2fc,2024-12-20,67900
mandiri-3ec2d55b1ef42ff93e26831476e79efa,2024-12-19,16100
mandiri-ea606f954e66617eb23b86403f5ea67b,2024-12-19,12600
mandiri-65730aeb55dfa99c3fa8925be7c4c99b,2024-12-20,31700
mandiri-cf399eb005d026baec212a5f9c77f6ef,2024-12-20,60600
mandiri-5a0ea6080f80d39262fa740cddc448cd,2024-12-19,52700
mandiri-55443e2154fe27188b9e85dc91cb2deb,2024-12-20,7600
mandiri-d4bbc018a29581293f7dde578bcff3cb,2024-12-20,33600
mandiri-6b9c84c8620d8ee6e30347aa0cb2244a,2024-12-19,-81200
mandiri-b8280955a719036a21ee1856373ac15e,2024-12-19,15100
mandiri-67e849fcb4493ca5c93cfeb0cdd03405,2024-12-20,99600
mandiri-91f8c0fc9123e42979f921ea01936233,2024-12-20,36300
mandiri-ddb5b6effab35fa90cccc98b00c5fd6a,2024-12-20,74600
mandiri-f070cb8e2d29889a191864a1df501bdd,2024-12-19,9200
mandiri-26a9c0b401204998385f46c188ad4a2e,2024-12-19,-50200
mandiri-ad0966acd63f84065323f787f18c6141,2024-12-19,3200
mandiri-9ddff1d69bf797675ccb4968b7da33b6,2024-12-20,-30300
mandiri-a4d1d6f46c12b0814c04fd54c7e0430e,2024-12-19,75400
mandiri-0d82d169c372d586101e4c6ece1d4f8a,2024-12-20,19800
mandiri-b679785fc899e1cec4401a6be82ae764,2024-12-20,-19900
mandiri-e8716e284a0c00d9eab9ac8bb5395eb0,2024-12-19,1500
mandiri-da8d4e073730f33c8430bed34b12edd9,2024-12-19,12900
mandiri-5fac479a856a4720983deb3132a8a04c,2024-12-19,13500
mandiri-c270193e99dc8326b18a5e7c949486cb,2024-12-20,81400
mandiri-53f98c5638ad84db52c85625189108b5,2024-12-20,-93000
mandiri-740e632d98fdde1252dca07e0376ae7b,2024-12-19,20900
mandiri-e6c8440ef835474ad4ad8b2ad3af5160,2024-12-19,64500
mandiri-d80008bbc7c4dcb6bb2dda90abe9f698,2024-12-20,67300
mandiri-2baf1858c9eee683215558a3c355362d,2024-12-19,99600
mandiri-4f29a3e7de7b511adad085b0860083a6,2024-12-19,5500
mandiri-3dd6db2f732e1ff4915003af9c16e5f2,2024-12-19,-12900
mandiri-27305852f86e2987315df0baea2c80fe,2024-12-19,62900
mandiri-e029e5b61ede6cba9f8900e734c7222e,2024-12-19,74700
mandiri-3b3fae25ec02fb99948651bc103f7e75,2024-12-20,12300
mandiri-07e465a64cc0d49061888e411819638a,2024-12-20,7100
mandiri-cc14d08339552af31c575ef4928113dc,2024-12-19,92700
mandiri-94b93b855e3f512355fa4c8218afd21d,2024-12-19,66900
mandiri-8065e724cde3c965731238680874a20e,2024-12-20,-78800
