UniqueIdentifier,Date,Amount
mandiri-828814d344409ddd18b5e8de3a0b32f9,2024-12-12,57600
mandiri-f077c9008ae2ca6033e5ac30442ade61,2024-12-05,1500
mandiri-1162fc56f5f01866564456f36bf3fe5a,2024-12-04,-89400
mandiri-1bf27f4c6c99ab97c1ccf12c81facaca,2024-12-02,95200
mandiri-0706f551332e9c2051e787233a6483d4,2024-12-07,-92600
mandiri-e04d0030db0014c3ded483ebd693b3bb,2024-12-06,95400
mandiri-39e1b6964cd326eccb5cf9033280f19a,2024-12-08,3200
mandiri-7736b135a01536fe11cf755564b3034e,2024-12-07,62900
mandiri-1740d8e21bccf109125ba6149c9c3302,2024-12-06,51200
mandiri-61bda3133439b11e5eab3330db621b4f,2024-12-05,22300
mandiri-455842222ba0802cc403647be1dc4478,2024-12-07,67900
mandiri-2d673791ddd6fbd28b1ba07af467bdbb,2024-12-02,27300
mandiri-f9d4bc05dfe4c01d0047d91e39d9869d,2024-12-07,84000
mandiri-9b21a50192b562051b586f98017e9411,2024-12-10,14600
mandiri-b99f7fa1ff561bcc70791d2c6115eb21,2024-12-03,91900
mandiri-ac7213315aca6de934d4f775735411ca,2024-12-11,-28800
mandiri-a46f98a5615a7ea16230b879c4e67562,2024-12-13,-12500
mandiri-e89fbe6f137764e24a59305fab0dd61c,2024-12-07,-28800
mandiri-81a219e5f994355c6215e30f4806a724,2024-12-06,76500
mandiri-9b1f14e86f1d90fa54374e7170d9d1f1,2024-12-04,22600
mandiri-6f4412ebdbc2597a64777f52ffd56039,2024-12-07,-60500
mandiri-1019932ea0b94cf8c108e91190638cf0,2024-12-12,53600
mandiri-24222b31f3d19ebe5e5daed04fc91ab0,2024-12-10,42800
mandiri-ea2c6980d6c8669ecc70799e0e2a040f,2024-12-01,48200
mandiri-e4d105bc352e8152eb9eebe023c97218,2024-12-02,31200
mandiri-fb387c6e63af0909255f6c9c154b18f5,2024-12-15,99000
mandiri-bef193a49ef5978d19314126966962aa,2024-12-05,32600
mandiri-e1852a359963791a598f5843ca4cf50f,2024-12-10,21100
mandiri-dfd534c889742ce0086383b4b49e71fc,2024-12-15,-90000
mandiri-9b01c6a7ceb4e78b337a2ba8263ec15b,2024-12-03,97000
mandiri-00ac68f6431e85c636a8fb452619d076,2024-12-02,13900
mandiri-94ba76447c54600e000972d286237410,2024-12-01,27800
mandiri-b7118e6b16924c0c06f42d5bdbf00c4d,2024-12-09,70900
mandiri-a5ca5d39ce32b5e13525de5a5de61457,2024-12-05,-74300
mandiri-92ae33e7aaeb2d75eac58824d78f29c5,2024-12-03,94800
mandiri-b7a7275275587c7802c523a9e78b30cf,2024-12-02,38700
mandiri-3ae438d5b1d6b825b2f8960e514e8bc5,2024-12-02,-87100
mandiri-f8e22e63844b7a745f09909c317f3193,2024-12-09,4700
