UniqueIdentifier,Date,Amount
mandiri-bb672761cb2d27beb8907a3a3bd7d773,2024-11-13,9900
mandiri-e19383e80b4677393a509b44c9ea5d58,2024-11-26,53400
mandiri-54abb221385ba7cbe32c2871e84ac20e,2024-12-13,90200
mandiri-8fc925b0db9d10a7f8b9fb83f078187a,2024-11-15,12600
mandiri-a5a17f478bd79e4e2471667a0776b841,2024-11-04,14700
mandiri-51da30e028595d79068af33966f2fad1,2024-11-22,50100
mandiri-e3f2a671b0da341731ec1594199109a4,2024-11-06,35400
mandiri-accae9e872d2c31d449284281078f097,2025-02-03,82800
mandiri-c734dc8f2f19b118157bc1b8ab38a89f,2025-01-01,48300
mandiri-5a0df21d268c2578e1f53d22e82fc127,2024-11-05,68300
mandiri-ae252ecfb8fa10a377c728a6b2d3dd44,2025-02-11,57300
mandiri-19fd7e0efcc8032c0f49f8f68d6b5e80,2025-01-05,10400
mandiri-d02680c6ed1cac482740f45f9d0bec58,2024-10-23,49900
mandiri-cd8e7630df35a47bd2d46e26d648216f,2024-12-03,88700
mandiri-0a330aad0aa88a7484127e7a19e07fb4,2024-11-17,37100
mandiri-4f25a59c5152fa1143d16f0c88c0a696,2024-11-09,46300
mandiri-001a401a0037126a6bf8b2d1107d774d,2025-01-22,9200
mandiri-c750e435dc9e03c9e943872de9860cfc,2025-02-19,-49500
mandiri-adf4d4b5af947bf0ec90a1b76388aeea,2025-01-05,-68000
mandiri-cdabfd8272eb8977763d689f8a2c9d46,2024-12-21,17600
mandiri-03f9365f6d33789ad9a9c5d65e0ed2be,2025-01-27,-16500
mandiri-dad8052a47c62d23cf985b74248f2d7e,2024-12-05,19800
mandiri-1eb039d858f54cfe747b61e5bec5a01c,2024-12-17,32000
mandiri-5b4166f94b3df3ebb0b41497da360ffc,2025-02-14,56100
mandiri-cd7adcd655fe91417ce00e92c86e1769,2025-02-03,26800
mandiri-10f592fed92b34c3f591f8e34375fc9e,2025-02-04,21700
mandiri-ef17db55e194f9067e9efc2cf29b9534,2024-10-25,83100
mandiri-83c2214b4db0d3770f3e017c4e9c0ab9,2024-11-25,-17800
mandiri-2d683aa50ce61cbe13b019d22dd5153d,2025-01-29,40800
mandiri-0c4b97b9276cb4c43b308199eb922023,2025-02-03,2300
mandiri-5df194997a5f99cc6e9de78e570586f5,2024-10-31,88200
mandiri-c268ea1f8c2f50800c4c41a60cd961bd,2024-12-08,46100
mandiri-0209f36063fa5d6ff595987ce4972093,2024-12-18,1300
