UniqueIdentifier,Date,Amount
mandiri-6fa5bbfb5f818a61811056e098715f47,2024-12-02,79100
mandiri-46ef08a5523016d4b05087dbdddc00be,2024-12-02,64800
mandiri-db199e775f66274dfbf58e1c7ed05af5,2024-12-02,32000
mandiri-9789983e62dfebae676337c7b48b136c,2024-12-02,1700
mandiri-e48f529fb15ef55936fa116fe50009b9,2024-12-02,-29400
mandiri-a282fa72a43227eb887c07820f5eb146,2024-12-02,6700
mandiri-9dc9026a83f9173b9bc943bdd6f0dc4f,2024-12-02,61800
mandiri-0c0bb9c68120ee5f35564d9bf372349e,2024-12-02,-98500
mandiri-a7fddcb660c647233228218b08e5004d,2024-12-02,65800
mandiri-9363085b0dcaa3ffc665e366a8c78f22,2024-12-02,19000
mandiri-a11f9909b0c49cb72b7f4a5692f0236a,2024-12-02,-2000
mandiri-bb229b1f767ab8c40960bb2df8e983cd,2024-12-02,59200
mandiri-20fa8909c3034880e086774304343861,2024-12-02,1100
mandiri-f5bd8a81ba1755b5175969086edee8b4,2024-12-02,50400
mandiri-b08e512b841b6cf8a6afec0af900980b,2024-12-02,-3900
mandiri-9b1f7d87dba79ac2fefd14991f21b87b,2024-12-02,13200
mandiri-2183c11bd982d62b178726768ff32295,2024-12-02,81700
mandiri-6d72a2617a9cdbc2d84f178e056dcc8f,2024-12-02,-98000
mandiri-326454da39f0f8d78ed098185028a0f7,2024-12-02,-98600
mandiri-6467d9ebaf20c68c7def7d8ab36a6218,2024-12-02,-44200
mandiri-866ed9c74bae99f25c4781fe87e49abc,2024-12-02,30900
mandiri-4d632cac44c115815a12a6e64f03956e,2024-12-02,-21600
mandiri-4f700eb2c1c987ddce6beb3420602818,2024-12-02,7500
mandiri-99eb7b14f94d698e2bf593b4ff50231a,2024-12-02,70800
mandiri-35111b45fc90f4bb3be32f05893af9ce,2024-12-02,-75600
mandiri-257888c271748a11192db78953a3bcc3,2024-12-02,-34100
mandiri-c7ca39bcb994e0a2e732abb4e95fc394,2024-12-02,79200
mandiri-c9f5f2b081906373719c95bbba0e27d0,2024-12-02,-52200
mandiri-d70365e6e51fc34d2f776864db526564,2024-12-02,45800
mandiri-75690f14d9854167bc35e4ff68e29075,2024-12-02,-8900
mandiri-8c310a5e737d0c01be3588f6170f2dd9,2024-12-02,97800
mandiri-c75aef4d00c7975b05b18677b434b3ef,2024-12-02,45300
mandiri-f55050570cc7bcccc2a96720f51e0c75,2024-12-02,4300
mandiri-27088aae7b4623c0e869d89422495948,2024-12-02,-63900
mandiri-bbc39016c056d70fa8137a5a84293ff7,2024-12-02,24400
