UniqueIdentifier,Date,Amount
mandiri-c98fe037accd5b8779457483b5f43184,2024-12-10,12200
mandiri-1099d1dbd3754a961853082971ca48b1,2024-12-12,15000
mandiri-5cfe60384505b8f54f89ea2ffbaee604,2024-12-02,29000
mandiri-7e1199faa66e73acbc25d51ec12359a4,2024-12-09,64900
mandiri-f34a7fbb5e6450535c4780414168d6ca,2024-12-09,93200
mandiri-5db29f878a8bf55c37b98e9e345d456e,2024-12-02,43600
mandiri-3139b8f249c27f904eba518bd888ad93,2024-12-10,10600
mandiri-5d5c4b76f503b94c6d82902561e994ab,2024-12-12,-94700
mandiri-ea0090af94e57c0032a86f0fc76f3384,2024-12-02,-38800
mandiri-99dd4118ee597ff9513b0b779ca279b1,2024-12-04,1100
mandiri-ec8385454fb56d2c5fedd24e6991ba31,2024-12-02,29200
mandiri-7343d5baea803d0b9ee76dd7db7731f3,2024-12-02,88500
mandiri-e21c99e3c79c96fc027c5276d12aa411,2024-12-04,93000
mandiri-c037a0406c8a20f31751b3d40c56c143,2024-12-12,-73500
mandiri-bd532343fa953241c768f3b75bd0b130,2024-12-06,2900
mandiri-fcbb1429f96d62759dc7e58c44e7a6d1,2024-12-15,-30100
mandiri-4d8acd0cedd5018b20e3cf98eb5dc461,2024-12-13,55200
mandiri-a7cb92231ce9c9853c01253ea0723e07,2024-12-14,59300
mandiri-a1377a1c5689077862c136002eebdad0,2024-12-02,-51400
mandiri-2c8d50d4971d4517728a7ec065d40f43,2024-12-01,2800
mandiri-ab2f4f3c93d15bd42184e413d953a4a7,2024-12-14,-1600
mandiri-ff72163315c4de47e241d5006be07131,2024-12-04,77200
mandiri-ec3d61cf0f44863c966317b0955c2962,2024-12-11,83300
mandiri-6bf04c08c7079e4d33e67cb846ffa9a3,2024-12-15,95600
mandiri-c907dd4bfb61b49e9cf6d22c0adcc5d4,2024-12-15,22400
mandiri-873b1904b6583ab659c4bd418b8788b6,2024-12-13,-52200
mandiri-1a9d4f8fc199d3dd6397b27d1f625379,2024-12-05,19100
mandiri-911066959b6f041f31d0dbe5b5a5b3fa,2024-12-01,29500
mandiri-ac9b388b26fc7b1e064828fdc159e3fe,2024-12-10,54200
mandiri-5abb0eac87d229568b21d157ce58c272,2024-12-10,55500
mandiri-0b0d48f733710e994b958c6917037a27,2024-12-04,65900
mandiri-a0448b24613c445fbc021d821736c44d,2024-12-12,27700
mandiri-90e28a1a0202fdb3c3b3e923443d4dc9,2024-12-07,1200
mandiri-cb070a82c0522e2960fb716e0a8e1271,2024-12-14,78900
mandiri-d797d68f9d66198e24120e848f80813a,2024-12-10,70700
mandiri-0b5bacfb9103d7848934b0b4d710c5bf,2024-12-11,95000
mandiri-c11ea8657b2251b1a5e98037ada53cc4,2024-12-10,12400
mandiri-ee2711a693145b0e6d61fa5afeca4bc6,2024-12-07,13700
mandiri-1a063ee1999c4bd59c24bc27f2b1c085,2024-12-13,86400
