UniqueIdentifier,Date,Amount
mandiri-c8c96265edb03eff6f71b9f6bbeb86b5,2024-12-20,-50100
mandiri-bb3db9ebe417661e93a032bb96898965,2024-12-13,-7000
mandiri-0cf68e9ad26de3e9a7311161b9a0d312,2024-12-13,-88100
mandiri-7b750b3868acd2ff4f115cb1dd0207b4,2024-12-20,38800
mandiri-d8779492cb51835801a4389cfb3dcbb0,2024-12-21,-93600
mandiri-464cf9f5b5354cbcbad35e1f55ebf3ce,2024-12-20,-87500
mandiri-f3bfdc4f48732716ea2d0aebb7585a52,2024-12-13,55200
mandiri-aac8240d78561509d47a03143fb6524f,2024-12-12,99600
mandiri-b85ed4a19e9cd6d9b765d275553d5be0,2024-12-15,-14200
mandiri-b4ea45adbffd9abf6c06cac07c4296bd,2024-12-15,51100
mandiri-76f64af5254d7fa659566ec1670777f6,2024-12-14,23800
mandiri-9870d92036c97b122752064077dd5ca5,2024-12-11,24900
mandiri-613020f10ec1b4d3d001ee8d090fb1f7,2024-12-18,7300
mandiri-67002ab08be76a33f24aa34b84d8d523,2024-12-11,28300
mandiri-f789474ffdf61c92e4f34ba7c42d97b9,2024-12-17,52800
mandiri-4b536c8957dd206c24405147f0fac633,2024-12-16,40100
mandiri-4a790e0fd924f1053b758311191500d3,2024-12-20,79000
mandiri-aea2a3ce8cb50676d93972aa775c6a18,2024-12-15,-2100
mandiri-03e85247b2c78fe1e4046c01dc152d90,2024-12-13,70100
mandiri-7f856a7a7b0a1468020fc5df6f61e6df,2024-12-15,-45600
mandiri-a977e794f06ff673760c489c421b4880,2024-12-21,84400
mandiri-607a87abe6e01d6ba39217a4ed621dd2,2024-12-14,64600
mandiri-0a2a90d5de641ad61cb6071ba776f616,2024-12-19,48600
mandiri-2782622a34e9cc51bb418af0d19c5c57,2024-12-13,-1400
mandiri-41aa09de89b1a471d2a0f5b064f1bd1e,2024-12-12,-73600
mandiri-c8fb00c572700cfa677a0a8f1bf51ccb,2024-12-18,17600
mandiri-f47df34d3a8cbb1b12bc86a4f4867e5c,2024-12-14,48300
mandiri-a2ac8d19ea0c03507082715bcf6fb5b8,2024-12-13,-86500
mandiri-7c1dfc3185b3ecd76c0a16e9e6796ad8,2024-12-15,-33100
mandiri-dd7722981b17c40f6dd95335c5830f72,2024-12-14,-89100
mandiri-a5097abc1daffce4d302b5be7a6912e6,2024-12-15,99700
mandiri-3cf73c077307e683a9eaafc0d556eee0,2024-12-16,-79600
mandiri-8802c9c9e42b1d80561d6bad734dcb36,2024-12-14,86300
mandiri-ac7eedd984265ce3af264a972bb1d58e,2024-12-18,48000
mandiri-36e7c47f69731ab4a03f842e3dd7788e,2024-12-15,40600
mandiri-06e3a9846c6607ae8d6f39b8bd9dd165,2024-12-13,-33400
mandiri-7335d6b1fec5193696f933f26a7dca56,2024-12-21,-6400
mandiri-409834d7fc3f426e4fa28335ad531fbe,2024-12-18,11100
mandiri-94490fdbfbce189607b81673eee11ac5,2024-12-19,75800
mandiri-7ed77bce1dba99a724008bfaa27c1c9b,2024-12-17,61400
mandiri-3f1ef0097a8944678ce514daf2027234,2024-12-18,40800
