UniqueIdentifier,Date,Amount
mandiri-68da7a6ffb9e78f5ee6ae592ff2d11f4,2024-12-10,21700
mandiri-b853fdb29f91ad2219773ebf0d10411b,2024-12-05,10500
mandiri-afe5f5b373851eb14415960c0448047f,2024-12-13,26100
mandiri-53f824fba26f23ee4799360527bb07b6,2024-11-29,94800
mandiri-0ff7fe0bfc785a374e7af931c099783b,2024-12-19,21400
mandiri-27c7f2101132ffb167a069feedec2770,2024-12-01,52900
mandiri-bda32e9222ca549989e43cdf173014dd,2024-12-02,40500
mandiri-71e96139b3fafd64f1d6c8c42312dd51,2024-11-29,-83400
mandiri-726aa375fbc21330edc03a99aca92e7e,2024-12-18,90100
mandiri-6762956b8d3dc044ed81a14d2dec0c56,2024-12-11,-27300
mandiri-f00bc3525db514b74642521e512888e3,2024-12-02,50900
mandiri-4a407d06e4795c207eeda3dba3434bbe,2024-12-13,-82800
mandiri-59d10ea305418bbb50aea649ef9f0ba8,2024-12-08,-66800
mandiri-0774452f89eae205df7b861aa19fed60,2024-12-14,21900
mandiri-d202f94acc6a51b729a21a323e68009b,2024-11-28,-60500
mandiri-19224aa98234b8122d5a8142bd612a74,2024-12-12,-29200
mandiri-6fe3354dec59b7209f64e22f50b66fb0,2024-11-23,-35500
mandiri-4b31f94fe98f8a90c21eca4796758b3b,2024-12-09,30200
mandiri-e373e42467277a285a55fcebdd75b92e,2024-12-19,60700
mandiri-ace43a69ba83c95179092a3ebbb8b4b2,2024-12-12,66800
mandiri-97fac466fcd1ceb3b9622eb0c474b4d5,2024-11-28,-21500
mandiri-baa4b398bee02879519475af16ecc055,2024-11-24,-36600
mandiri-a2b8e105184ff287cd56da33ccb19514,2024-11-29,72400
mandiri-e8f950d068fff1b3ab9bd000d571c1f4,2024-11-28,49300
mandiri-f3662f89715d74c7d5730f31480d6f2a,2024-11-29,46200
mandiri-b05f7c54306cc4b83fbb3d4c24bcc493,2024-11-23,31700
mandiri-38c462b6f5e1f94fe6e464374b0f43bb,2024-12-08,80200
mandiri-84cc4a6559411f633d6fccd5d17cff7a,2024-12-21,45900
mandiri-44d5b6fe7dc77a2730373e2fbbbdfc4a,2024-12-18,51600
mandiri-64b2b5c733bfc7be1800c5efcd42e6c6,2024-12-14,11400
mandiri-34a3416864468f37c23d3b1c21b921ef,2024-11-29,68500
mandiri-ffe30be3a3aa84ee38353e2df8d452d6,2024-12-21,93200
mandiri-f5ee574578a39db000e9f052bbf6e291,2024-11-30,58900
mandiri-13a3a512ca7adb6cd536c7c070560936,2024-12-15,78600
mandiri-c5705156b5e43bc0414e960d20fb2a8b,2024-12-02,-67000
mandiri-eb48b19167471072e9024334dcd75305,2024-12-08,70600
mandiri-20cced4c7b2881a8bdb495d3a8bf3e21,2024-12-06,74900
mandiri-237697e25de519f7fcfa2f5a03cc1388,2024-12-03,30000
mandiri-9807ef529aabe3347e24040a45647642,2024-11-23,34000
mandiri-fc45677c7b7c5e967237c19d87625ec4,2024-12-23,63000
mandiri-f57e50a8acc734f34c8167f6e0a1e6ef,2024-12-04,72900
mandiri-3791dccd858ac8e002279082cf6bcaf2,2024-12-03,75100
mandiri-11946d3a6669cdc3133131710fc1ab63,2024-12-01,94400
mandiri-0a08ff315f290ee2461fa1c09e4ef116,2024-12-16,54100
mandiri-6e0ef66b9b36f4335e2164266ecc1e05,2024-11-26,-68200
mandiri-5f2688668bba20459d3d9366fc10b7f3,2024-12-13,61300
mandiri-ab1717c7d1b2b2e0ac5311e755b8ebe4,2024-12-11,60200
mandiri-43649b38b915106c2e3a1ff022762a73,2024-12-10,-34100
mandiri-c788feef7c714ecc524d51227ac5e077,2024-12-13,81100
mandiri-fb7bab625ec584192b53e37cc8dfd50d,2024-12-09,95900
mandiri-1f35613eaf3a4e784cfa6f5a30883247,2024-12-10,10700
mandiri-8b505271de43d3daf6455e400d691e96,2024-12-12,98200
mandiri-734deb883158e19ab064ba9f4f8e4640,2024-12-11,24100
mandiri-be249d0ba3e1d9b89cf6af199449f935,2024-11-25,-87200
mandiri-eb4b97926e229da263830689ebdc27d8,2024-11-29,-5100
mandiri-4df28948a6d1fbace8528f327ee4725f,2024-12-18,-2000
mandiri-c171b00a0703b6f8c6980d5302cc1171,2024-12-23,18400
mandiri-1a5d2da31b3639c3d105bac7b21852f0,2024-12-22,-36800
mandiri-d9e9e34ef1a4d02e372cfa63e369df2c,2024-11-24,-99600
mandiri-7fed2d187001b7beb061d4fa7262b575,2024-11-27,-65800
mandiri-64888af645c57555157644fb64581d79,2024-12-16,61000
mandiri-99a794ec40a1f13321f380c1335c7446,2024-12-18,48800
mandiri-29b187936759c98715d87fc3d93e28f7,2024-11-28,55700
mandiri-747f0ec103239619dd31812a0b64f490,2024-12-11,16200
mandiri-3cd5a067fe0c7dabee10e6ac2cc684b1,2024-12-17,93100
mandiri-2df1d65cb917c6f6408f4525c12dd73e,2024-12-12,29200
mandiri-c176b9a1887e071696bf44235f42fd08,2024-12-12,79400
mandiri-003057b45011822d8ba14f8993529d94,2024-12-10,2700
mandiri-992787af21dbe996570dbe7c4271a1b2,2024-12-01,33200
mandiri-3982b98dc1ebde121ef96ae892ee03a6,2024-12-17,99100
mandiri-bc573253582455857f3aa37fa363eec6,2024-12-04,-27600
mandiri-cde1cfd6822f365d73b34f28c1f88237,2024-12-22,-6600
mandiri-ed177c45e1296792ca97770be8c8f87a,2024-11-27,57600
mandiri-2ce5e2247eb72f2618f89ec07a8d63c0,2024-12-01,10100
mandiri-091dc63f7078d7a7e340a221bdb5b707,2024-12-08,74200
mandiri-8fd294d3f2b19276746e1609b8ef5e29,2024-12-20,-83700
mandiri-68c775cc985985c927663304d41daf3f,2024-12-21,-2000
mandiri-2acc85e71326d54374db9c5d8b6edeeb,2024-11-30,55100
mandiri-5ff671d5376f8feb0957ba5f91c5f52d,2024-12-16,19700
mandiri-bd134299390f9573d3c1eee26a33738a,2024-12-04,24100
mandiri-2616f00376438a0967f78326ba46a009,2024-12-07,66800
mandiri-81a30f3265f9b5d2016047a21e04e97e,2024-12-16,-32800
mandiri-e37ea5fab46481b7570a3e4e0cd8c324,2024-12-20,-67100
mandiri-a7419ef22ce7291044a9fe01a0124b2f,2024-12-09,7000
mandiri-4b196edcbe273e3e2ba0572ed97e33cb,2024-12-19,76800
mandiri-6bcb1dd3b1c4889abc0f7344b66227ee,2024-12-08,79200
mandiri-bed900e37701d705d4fe31943c0114fd,2024-11-23,75700
mandiri-71ee400e191bd5e656d39eaf0f712a6a,2024-12-10,73000
mandiri-bd5a93832d2dfc2760afa9ce61a094f5,2024-12-20,52100
mandiri-2b34863740e2e58f579c5c0e5f02bcbc,2024-11-24,36500
mandiri-41783aa070a843a04e8b7c2fdda9e36d,2024-12-01,66300
mandiri-e03f9b97b28483c1a21d936e9870a8e2,2024-11-24,56700
mandiri-8c35437e31fdded8efdff1c386e7e0c3,2024-11-29,11800
mandiri-42302cd7f01a2f245e8d0670b1958a62,2024-12-06,-95700
mandiri-b2f34f88bb3e41b71023f184bab28b28,2024-11-29,26400
mandiri-0531dda806c2cb8b8904ea7f027131ae,2024-12-10,72300
mandiri-9ca471ee098cc9dd20a858ab85fc5d8c,2024-11-30,-27800
mandiri-496ae02d3078fffd524568cff7ace188,2024-12-16,23200
mandiri-2ecaff48fbc498afa877dae0e85c81e7,2024-12-08,81900
mandiri-a5d60d5ced04a231b2fe2d6f00f484fe,2024-11-29,88600
mandiri-b58dd2138c97bf7c1ec7ebbc0061a2d3,2024-12-13,60000
mandiri-a42ff6e0d5bdcffe33ce662e8b225ee9,2024-11-23,37500
mandiri-58b3b97e72b83eb3980719c5d2cb3813,2024-11-26,96200
mandiri-ef91522c95f76c7100118dd765e8ad07,2024-11-27,-34100
mandiri-3287302477cde9797b8d56747bbffbb3,2024-12-19,-93300
mandiri-848eeb9acfc9f14a34a68848d4303173,2024-12-02,-43000
mandiri-1da9e197923362b3734a0d49e3a2ae83,2024-12-04,-91900
mandiri-fc034cd63e15abe47917cb68b95dd4cb,2024-11-29,21900
mandiri-f4a040b88dd894e174f6313e266ca989,2024-11-28,95400
mandiri-020c9136717a02ed93d27359b96f7d2b,2024-12-09,48300
mandiri-da7b9b02f344974f4aecdb6f465bd65a,2024-12-19,15700
mandiri-d5753622633c00da98dc0dbdd2b3d533,2024-12-06,52700
mandiri-e2a2aeb3c9eb01142e04137d01559634,2024-11-29,42600
mandiri-59b1ab2dec848c8d2d060b84dce7bf34,2024-12-05,-71500
mandiri-b23915541e4c491864bc1ddf5f2830e9,2024-12-08,82400
mandiri-7579ab5a19a56dec1694e810945b01e8,2024-12-05,55200
mandiri-e63e2e59405535a502d20fce6af39934,2024-12-03,-50900
mandiri-d6c74323a1eb2dc8de19755993c91159,2024-12-21,78500
mandiri-4bbab622bc33f643664f96e45eb3f9bb,2024-11-29,-76100
mandiri-bc87c33fd3cabc860d39941b2df1ed7d,2024-12-20,87100
mandiri-e27503780655184039550752aa21229b,2024-12-02,51000
mandiri-f45ebed85fcbf1cc36a18ed8a5be8445,2024-12-10,42400
mandiri-aed28fa45aa04a2d1ed6f395dda40d1e,2024-12-01,-21200
mandiri-2faf0be10389b0d2ccdc0633cab3249b,2024-12-03,13800
mandiri-6b0185f98aaf32d60d58c204ad357d46,2024-11-24,-44300
mandiri-5ce063bb8c1cab85c083d3008f0d0390,2024-12-07,66400
mandiri-909e1140225a0151a36ad4f3fb719626,2024-11-29,34800
mandiri-b03dfd0035c226930958798d60911d00,2024-12-12,71100
mandiri-3e4634b36b22f39f5a544e0062afc224,2024-12-04,63500
mandiri-25227fcf8380cc501ccd06c98ba05964,2024-12-02,11700
mandiri-49dd15f48272b3129d3d9cd419139fd5,2024-11-23,-16900
mandiri-0f8443457442c62c01e376b7ef18d06a,2024-12-10,79800
mandiri-0b32a010320fb689023702c11fb8db37,2024-12-20,17900
mandiri-e4a85d8e41419d4ae83e070ce4d86467,2024-12-20,39100
mandiri-4827b1878745a0a4581f90bd30067bf6,2024-12-22,-56400
mandiri-47c501ddd6763d552e8cd08132bbd384,2024-12-05,85100
mandiri-056680ba0ac20fc78a4ad3f395144075,2024-12-18,-19100
mandiri-941d8edd200e6c3b0c88a6349a041c0e,2024-12-09,12200
mandiri-ca1263cd0a16fce1413c9a2844fc8cf2,2024-12-10,61000
mandiri-3b24b5363b2fb9cf1706e2bd3d0c155b,2024-12-10,64800
mandiri-7008deee4607ec7a381cc9ff795cdd63,2024-11-29,4700
mandiri-88b289e09207d1b4900335dfb0766f32,2024-11-24,-56000
mandiri-e901575eaad4b7463d010423215c0f7f,2024-12-20,51800
mandiri-7296446ff0a1fcda356fa0b607ac8bb5,2024-12-10,-67700
mandiri-738d7afd4a7132dc21bcabcebd0cda2a,2024-12-07,62700
mandiri-5f108f147575aeb474f0bc653644396c,2024-12-17,43700
mandiri-a8643072d133f7afb78b3c4c943e8b19,2024-11-30,92300
mandiri-4aed481a32a243079d7cfc18f11c9b20,2024-12-03,77200
mandiri-563014aa662ee50879e50463896a75e1,2024-12-15,-1300
mandiri-75135201c5b18eb9dc56df85d1a4aea5,2024-12-05,51100
mandiri-a1a0fba25f14416b2ea54575b117d34d,2024-12-01,55500
mandiri-480d5791bab9d411f0e332ad33f697a9,2024-12-18,-97000
mandiri-a55128a48e4c3178929a5f51838111d6,2024-12-08,62800
mandiri-860d0901f2218d7c009cd7d3c2d2f01b,2024-12-19,76800
mandiri-2f344ada7839b59e7a1a0189dfd25845,2024-12-18,34900
mandiri-c12c1cad17af8eabccbb35a15a11ff6f,2024-11-29,-37100
mandiri-4b7586ca3104d29e09886a75086eb780,2024-12-19,58300
mandiri-54773db703c9e4aac0af72f4b5190ef7,2024-12-11,-19200
mandiri-3c30cabcdaefbd3105bf9acc537b444b,2024-12-11,47900
mandiri-d86afdb7c21df9a662b7e9cc68361ff8,2024-12-11,-21800
mandiri-ca34cce32b13cd2fab052248ef24c730,2024-12-16,-30300
mandiri-dcbcdbb9e3c4f41449374cf693abf803,2024-12-08,-28600
mandiri-c12de23826d02e9542f06a87175cfcfe,2024-11-26,34400
mandiri-e638fbc995778873c7241f7b37046859,2024-12-06,62700
mandiri-bd46e4a912568d6a5610ee8a09d3bdd3,2024-12-08,57100
mandiri-bb14d0d8760868abf42201cdacfccdf1,2024-12-16,22300
mandiri-684c30028e03a8e1ad88e2127061b55d,2024-11-30,20200
mandiri-1688ca54bc7919b210cb5dcd107db3ed,2024-11-26,74100
mandiri-fcc153e340862ca861895516e12ff7bd,2024-12-15,66700
mandiri-9b01bba130453dac4d455484d2407f29,2024-11-25,30300
mandiri-7543c8887e59c840e7292e0c3185933f,2024-11-24,81600
mandiri-f29abd1dd9f12884affe1769577cb373,2024-12-02,-6200
mandiri-0729a94ab7ded5d1011a50b54f55d564,2024-12-22,41900
mandiri-33baf548491db2c46fa6d36d2bbd9613,2024-12-04,83100
mandiri-fd0d16cdc4571b9ed9624db3de7306d6,2024-12-20,-30500
mandiri-ed85a09217178e062fcaa0370a50849b,2024-12-02,48300
mandiri-38070d43e8c1b7f48e7365173c05f887,2024-12-06,76600
mandiri-ce785eed3fb734e934241a3566235610,2024-11-26,27600
mandiri-5432cf525f1080061b389e1a00660767,2024-12-05,25700
mandiri-d4987159e938ed5c0d3b489185e50d0a,2024-12-23,99800
mandiri-2ba23516a8338b30bb73e67d46c105d3,2024-12-15,-27100
mandiri-852d1c7336406574b8f39ce9072f34c7,2024-12-22,-66600
mandiri-8d02f501acadbbd8e846e4cd576a5a7f,2024-12-03,63300
mandiri-59f9061c4cc8ce0068deaaaad63b92d2,2024-12-11,17100
mandiri-268658e33e01f30fe13c4b157f1576b5,2024-12-17,91600
mandiri-901d726a9626bf48f115a23cf513d900,2024-12-05,56800
mandiri-92660959fee30deee94445f0e578f12f,2024-12-03,47100
mandiri-609bba402d9158839f6e35670d2823c3,2024-12-16,21700
mandiri-719a66d65d68c3c4e439bd14cc620243,2024-12-22,21700
mandiri-e5a3bc95721ea45413fa6abcc33d6637,2024-11-26,-25600
mandiri-55745dbb635367f673655508b5b13e09,2024-11-30,-62200
mandiri-95d8ca4a1f3d22e73e4bb1f2665f591b,2024-11-29,7700
mandiri-2bcd52cb68ac6a5766697318af3f4b9d,2024-12-13,79500
mandiri-6096b0b73abb1586837c3b1a426b2486,2024-12-20,45500
mandiri-9843553a7eacdbbfdaf57816515a26d6,2024-12-23,8300
mandiri-b3e671939545e273bab5551286e232f6,2024-12-21,4000
mandiri-f237ba499afdbcad705769496afa641a,2024-11-25,-98500
mandiri-3191c4ce1397189c121e283ee0e6b3e3,2024-11-29,78400
mandiri-6127ef160715d3657f09451f17efa8a4,2024-12-07,13100
mandiri-bebf8b36a8d33b7b25d2e4892868deb7,2024-12-02,33900
mandiri-05b262a3ae95318d243189f08d23553d,2024-12-20,-50500
mandiri-55b8aaeb26333af96a1561f154e19dcb,2024-12-19,81300
