BCAUniqueIdentifier,BCADate,BCAAmount
bca-e7885f40f58800be70f82c99de999dbf,2024-12-20,5000
bca-42fb8bc1216dc525650f72e69f2ccad3,2024-12-19,-12900
bca-cfd118118fc5af5f680a363bd43f8395,2024-12-19,-75600
bca-298fc94af865460831277a3224108c20,2024-12-19,12700
bca-19e20abcd605ed40c24b49c9d698428a,2024-12-19,39900
bca-034d5bacc0c2244bbccd08e787736750,2024-12-20,-3900
bca-4b7ad83f24334887faedac94a161beee,2024-12-20,95900
bca-5b97651cdb98ba6ee581a3c8334d68e3,2024-12-20,25300
bca-837a305007526431de498cac73fab7cf,2024-12-19,41100
bca-9afe8da010ad800925ad1ab7d7595209,2024-12-20,25800
bca-6d90c3e31136ebe3c19f36c58b9d3d8c,2024-12-20,-75600
bca-3b0202e022483113e42700ff156bdea7,2024-12-19,87000
bca-75bbd9b1eba8b17a2744b6d7272833d5,2024-12-20,-19800
bca-089813847bd774399bc2099368a2a5b5,2024-12-19,74200
bca-39940d489d0b7d6cb6a0dc2bc4e10ddf,2024-12-20,68600
bca-ae6b6f6719eaa8e53b6884038783947e,2024-12-19,-57100
bca-72cd1196bc4552630ee4cf8dcaca1509,2024-12-19,63100
bca-6966a21a7cb8231da79f38ccef9a3e9a,2024-12-19,90300
bca-5848b64b43a7381f7383207a88e72c0b,2024-12-19,16700
bca-f0dc8c685ec6714d7b8b236be4bfbe63,2024-12-19,51300
bca-d37711e1f4f94b3f08f38e5239f1c7e5,2024-12-20,60900
bca-e77e7cbe7659e680443c2eb117a30b59,2024-12-20,38100
bca-742b8753c270bff512e90cd48408c2e2,2024-12-19,23000
bca-6de360b43b39db8a40295f5a6c0fc880,2024-12-20,87500
bca-dde50ef4a5b5ee7a693bb35f0df27419,2024-12-20,65700
bca-85d008663169cdbc4bc532aac054dd76,2024-12-20,68900
bca-65e491d523598f58943d1cfe101762a9,2024-12-19,42600
bca-84cd10c78af5707d02cb3dc5f85a294f,2024-12-20,49300
bca-5cb90aea106479c7805be26ef582b19f,2024-12-20,6100
bca-1a68946f819d77882e17ce1ba774d9f8,2024-12-20,51300
bca-d1cd79be5f0319bbc543b377114725b1,2024-12-20,-30300
bca-e04845b256e182cd83b6fc6915f6c04f,2024-12-20,2300
bca-9ddc34e888dea8c1ef04a0eea738057e,2024-12-20,61600
bca-cd8f56516c690c36420379c0ca1b82df,2024-12-19,92500
bca-c11bb58e0f08e4b3008dc3af25551a9f,2024-12-20,-96600
bca-d7a80903405a23984528cb82fd1edace,2024-12-19,14900
bca-60941d3e232cc15c88f4dc598b938ef1,2024-12-20,99600
bca-b705f86b822c5d471ad8463ec383eadf,2024-12-19,46700
bca-c7435fecc899cf933cf222b777b4443b,2024-12-20,22500
bca-ed83ebfbef9372a02293401c09fb59a0,2024-12-19,96400
bca-d21ca57be9d09d52e7e4ee42711fc1bf,2024-12-20,8200
bca-b900bc57b0b3a31cb5e657764b2ed65e,2024-12-19,2900
bca-eae92e03f7724b0d3ae1183ca1a5c6d3,2024-12-20,-97100
bca-b827e02a159c3477e0733d65d39b643d,2024-12-19,54200
bca-060cc398981d20c52df8c952649f0508,2024-12-19,54800
bca-bad7b481e14f1d7d8ba115355cf425ba,2024-12-20,23500
bca-792c8985ac67c7770359a81963c9c846,2024-12-20,76700
bca-166b96b427a442e89cb176a35f25e237,2024-12-19,2300
bca-b2c2b64a5fe0126a4eac9b13b1ae75eb,2024-12-19,-24700
bca-1f96c33f60d24fbe15fa17a77226d094,2024-12-20,45300
bca-23e059e7fc8149995f5f91fe01b1bf58,2024-12-20,67500
bca-a4d378980c78ce8c0c5732a2236b7b1b,2024-12-20,11600
bca-c194f584512ea7b94e4a8443a1bf5dc8,2024-12-20,62400
bca-4fc065483d36005654c560e49a5d3c6c,2024-12-20,-66400
bca-47709d780ce2f04291e804f777e10571,2024-12-20,-20200
bca-44cdf205a8a805f68bcaf3a18a3b8a71,2024-12-20,-52600
bca-2d32d62ec63a22d628d907cd3a70f108,2024-12-19,99200
bca-b4a0146509694eeb2d81f724a1706ce8,2024-12-19,39800
bca-109c51b5bc79d984be2bbc9dcc52b650,2024-12-20,-50000
bca-cff2d36e02033530fc323ade6c372d3e,2024-12-20,-71700
bca-45faa9a1ba8de76349227e0ecc6c21d8,2024-12-19,-26100
bca-946b7925c3eff8573a5f42ee32da3b61,2024-12-19,23600
bca-7148a76609f8bcdf8ffe67325abd343d,2024-12-19,-6800
bca-87a9d45217d2bec4c4c8ed2edf23d5d9,2024-12-19,69800
bca-da4d944b3c0202199d72d7d9105e129c,2024-12-20,96400
bca-ecb69cb939912896428a3f20fb850477,2024-12-20,2500
bca-b8be62d6664911c1a5afde161ce0c249,2024-12-19,26800
bca-e30841d2f143d2d80757b57586e7f21a,2024-12-20,-71600
bca-b990eb87b1ff4605b114d4f70a80e4e1,2024-12-19,12700
bca-9a0eadeb9a027360f982673df3d5a3de,2024-12-19,-91300
bca-7677a68d6b9d8b38d22d0eb970b1e5c8,2024-12-19,46400
bca-bf2a7b08bf5b11eecd158735e0e4ac13,2024-12-20,-61100
bca-7826ca50a4f2683bcec3b4cd60bb2652,2024-12-19,-28400
bca-ee51ac5fc7168c9052462882c7a3d0f0,2024-12-20,99000
bca-802d19978bd08e3359791dd5e4fda23c,2024-12-20,-55700
bca-f2c96f57cf1e122bb540876cd94ffe3e,2024-12-20,-7500
bca-db2824d60eb3c7bf28203a1bc15f8567,2024-12-19,28500
bca-be39f99c05e5e19bd7650a1910781ef1,2024-12-19,89500
bca-9f246522155d5cf437a56e3939eeab8d,2024-12-19,92300
bca-1d463904ba1351a351a98860a4c0960c,2024-12-20,8800
bca-6ff5ca6024e56e765693d25d6c65341a,2024-12-20,77800
bca-2b6986b5839a77c089188a4627597f83,2024-12-20,85700
bca-2a3a514a0dbce8012782ef756bb6b107,2024-12-20,60900
bca-9b2016ff6aba824a957a1bcec7de6749,2024-12-20,51600
bca-1e976776e967103a579ef7f54941b31a,2024-12-19,-69800
bca-84efda6a2657dbe416d8355d90ccc367,2024-12-19,71600
bca-8e1ae73e4edecaf406c32fae5af2842a,2024-12-20,54900
bca-54b20bd8cd315210dcb98488c8eaa467,2024-12-19,-29200
bca-11c7b59b56c1e8bef764f44016eef004,2024-12-20,78100
bca-a46f026ba28fcd03db9c241dabbb1591,2024-12-19,98700
bca-c0d5f6351d45ceea1c9629eaa3510e5a,2024-12-20,-54200
bca-b58956674e3f673d99bbb36466763060,2024-12-19,33500
bca-aa707bf2d0cae32db621cc14933149d4,2024-12-19,99100
bca-c7942cf5d08f70665ef558a560126d6a,2024-12-19,69200
bca-402212545fb30cabe1640ac36530d2a8,2024-12-20,84200
bca-f19a1fd092f6095b2d5a35f0df9c29ad,2024-12-19,48000
bca-39b6985ee975cd76cd5ed2beab7a2520,2024-12-20,43200
bca-06dd9ec9b8d30d57936f9c577fcb9cdf,2024-12-20,69000
bca-82c2a4660c257dd8410b088bbab30d7f,2024-12-20,22500
bca-bbfaabc240bf658ff90e0b7e549e8651,2024-12-20,49100
bca-6ca195d98e89a06a5dca963a38db1bfb,2024-12-19,85200
bca-e8f156ce4cbd182aafff93698817c53d,2024-12-20,31800
bca-5df92266482b80c0dabeace2550c7baf,2024-12-19,65400
bca-a453da282a96a604c018fc68631db166,2024-12-20,57700
bca-395964e044cb74705d8501f1c086d782,2024-12-19,60600
bca-9ec217c0be50167e6b7ac1712634df25,2024-12-19,82900
bca-c0f215d768415f4c2e3dbd0a5b3b0ec1,2024-12-20,56700
bca-c4dda72ae6a1b82ffc69d620e8b949e2,2024-12-19,-17900
bca-c97e14a7451bf201a1736a8111d79dad,2024-12-20,17300
bca-546a7b8473215023eca36dc220393415,2024-12-19,85400
bca-8d5094505e94033f1913e8396e0c4f40,2024-12-19,-54300
bca-1732c16ccbf55e68d6c080a7425e4645,2024-12-20,36400
bca-c7846b3a3a260ae14dfdc2dd8adfa0f0,2024-12-19,75600
bca-2527d91b50e650a2cad378c9b6082784,2024-12-20,5500
bca-b5b83dcd81c030c4a867c8a4019eb4d9,2024-12-19,-59800
bca-63abc062026d81ac373468c60483f579,2024-12-20,27500
bca-1550e609e337c03b7abb9a87b80a9394,2024-12-19,12000
bca-a17fce09b4519bf87b2060e31466ee8a,2024-12-20,42300
bca-e050a74167bd6fd79a70935c45f4fe20,2024-12-20,97600
bca-ebeef17e9708cde071ddbdecf7291514,2024-12-19,50900
bca-235a7a3daa8814b46c650911b80b281a,2024-12-19,50900
bca-603a80ea9610493ea549069a8c0f6349,2024-12-19,43800
bca-298314cbbffab7a905b79deba0bdd5d8,2024-12-20,28400
bca-5bf80f59598159f1fd635136c297e83a,2024-12-19,56000
bca-c059c2225b2ed3c6c45a6ec619438b8d,2024-12-20,20300
bca-bb0fff50a3addcf1d8af0fc60398a7fb,2024-12-19,4100
bca-9ee5b981c2c7118fd1df3086565606a3,2024-12-19,12900
bca-52110b459653de44c40b9bf033385720,2024-12-20,-14700
bca-4a1937ef6673da8e7ee8233960131b62,2024-12-20,-41900
bca-60e4d4905faed3e7d9352a8360e51b98,2024-12-20,15300
bca-8941a8e6d4ea9554f093e036e7fd99dc,2024-12-20,87500
bca-b4a7cab71c280e0b00d21da381bb2b0c,2024-12-19,49900
bca-0ac7c768147e2e101838fa0ba677312b,2024-12-19,41000
bca-ad0ce527718b40eae4a804264b6b4a29,2024-12-20,93300
