BCAUniqueIdentifier,BCADate,BCAAmount
bca-975d8a050c36833d1445ad983d0cde98,2024-12-02,25700
bca-bed6a2a18928fcf0de411b0845c9c07b,2024-12-02,27900
bca-65406d3c930623a30b1e1a6294bf41d0,2024-12-02,41300
bca-848e7ccc9067dda20a8bcef3999f4708,2024-12-02,-77300
bca-2ad4101bc4c4126fc57bd661c78d9eb7,2024-12-02,51400
bca-c264e7e6ed439a1d8fb4d983258d463c,2024-12-02,36800
bca-1e5500070f04a5b85af6e8d507444891,2024-12-02,29400
bca-b9a7de60d77b4d6d527d7b7f3e5b81c8,2024-12-02,-48700
bca-9123ee700749718627e5436f93e35f31,2024-12-02,44200
bca-06a5503299dbae70e57dbe244df80de5,2024-12-02,13100
bca-30c0b4ca1284b47de59dcb18f25cb514,2024-12-02,-83500
bca-1fd811a3a0a86bf70117741d7c8f3d2d,2024-12-02,90100
bca-c5a2d06ea6bb74b5392482a6abe0f8ba,2024-12-02,61700
bca-98d53ed16c2feff44ca610c5c0391c90,2024-12-02,62100
bca-1388fbb3ed97928b40efd8d00e866174,2024-12-02,61700
bca-4238d8ef8bf583e43af6587bdcb54799,2024-12-02,97500
bca-a6ab2771a2dfc26cdb2115dba79e1224,2024-12-02,-54800
bca-7e2ba376a8d2b1c12263d13411a7005b,2024-12-02,40800
bca-67c093bbb2e8a16cf8f3e40b8a9156d3,2024-12-02,-79400
bca-373696651ed939f28b09bee26ea5463c,2024-12-02,87000
bca-e4e788d7ee5e04716bb24f27a42f8bdd,2024-12-02,56600
bca-437e391529219d801fddf3bfd8fa762b,2024-12-02,-12600
bca-86c44721b95c1ff6cfed6d3d601fcc59,2024-12-02,-19900
bca-bb5104cd05ae133f8d841fe7b60c5723,2024-12-02,83700
bca-2181923bd7f5035a6677ce21c337de50,2024-12-02,73100
bca-94de718a076966a223f5e5fd07c4ff94,2024-12-02,40900
bca-9c340e50c0adb4d5ab89ad2ce827a06f,2024-12-02,-41000
