BCAUniqueIdentifier,BCADate,BCAAmount
bca-9dc2be1a5d3cb53ccf570fd42f4a9fcc,2024-12-02,34800
bca-66129b91e9269efbc8f4ccaaaaeffd81,2024-12-02,-94700
bca-f4dbf653c7c9107240abb429674ef935,2024-12-02,51800
bca-db721128fdb5b3d188f1f48077aaa34a,2024-12-02,-1300
bca-2c2419e5f873ed2ceb0a726e1d289c07,2024-12-02,99400
bca-8159f19d29d8840e73459057b98eaec3,2024-12-02,26800
bca-f2092ecc205191fdf3d4a7654460e0b2,2024-12-02,81900
bca-4c953986508696158f56249b07ec4377,2024-12-02,34300
bca-cfddec942966481dfd4dc99fed7368ec,2024-12-02,94400
bca-4611b8cbdbe1274795e9f80d0c974543,2024-12-02,32300
bca-5a651761b37a4af85296bae64f651852,2024-12-02,28700
bca-c39855a015b2e409aabc8f28c76693e7,2024-12-02,73700
bca-6d0b2a13e2662dcc343894d1caa7a7df,2024-12-02,61700
bca-1217d41a4ac23aea95bba0032ddafb93,2024-12-02,-3000
bca-7bcd7730988261a83c8fe21895e029b8,2024-12-02,-64800
bca-5345a61d99e7cb3c22ccbd85c8cd9deb,2024-12-02,20800
bca-fe910ea46edbdb07398903b80c87559e,2024-12-02,-70100
bca-e26ce40b4d7bcf402aa2b62bbf1e64fe,2024-12-02,48600
bca-b06028643e43b5f7ade7593a112ab3a0,2024-12-02,73000
bca-e6d45648924378efe78a1c2fed9a2cc0,2024-12-02,79000
bca-01fbf5667331549759363551e94ec17d,2024-12-02,-54100
bca-60ca047b1f03661fe95ae1efd3764fcc,2024-12-02,33900
bca-368839e6a35d0dae28f811d78ca9715d,2024-12-02,72100
bca-337ab63e0e825690ba2e264141b92207,2024-12-02,3100
bca-dcc0bf48a0988d9310092074a8359398,2024-12-02,-42000
bca-a6985a9d5408eb9b444e2729e7e199fd,2024-12-02,8200
bca-23c8577245e249840442fa21338f0eb8,2024-12-02,-32400
bca-b98ec4aad994053799163bee2911cdd7,2024-12-02,14800
bca-293ab4485b32521d4afd413ad7f85dfa,2024-12-02,93500
bca-304100509535a11fffeb180fc968458b,2024-12-02,28800
bca-40b35d486ef3f04315d0d461420d53f4,2024-12-02,23500
bca-7c8b3e2518e3ce747a26fa0c4fb17178,2024-12-02,93500
bca-72b84fcdeb1b315d25dfdc6485c1cdb5,2024-12-02,12700
bca-d6f0a5aaaacc05d9249e252ce9341deb,2024-12-02,96300
bca-f2dd981173deea2de336e929fe504ace,2024-12-02,29100
bca-9583a3f274770fd9147b6a6b5ad036e1,2024-12-02,-61300
bca-c939dd6cf0d0bd9b51cf4b54f536cc0b,2024-12-02,14400
bca-42affdc6adab72b6bd9962dad063d8ab,2024-12-02,30000
bca-994ea125e2a70870fec70992abfabdc5,2024-12-02,-58900
bca-e88e455033ce1fe52ed6f4e0a9838fd6,2024-12-02,53800
