BCAUniqueIdentifier,BCADate,BCAAmount
bca-0cc51921a2a0289da1689035aeac478f,2024-12-10,4200
bca-85601bbedc3b752f7ca6b98498884e66,2024-12-10,45300
bca-bb76993b0bc56506faf3062a2f975fd4,2024-12-19,32900
bca-cbbbe05b782985a461be714e38b64d79,2024-12-07,-46500
bca-81ad2f62a684680841ab8584321f48e8,2024-12-10,75900
bca-cc89fff05ad9dbed358dfb2f486e1ba3,2024-12-09,49600
bca-dc3f395d4b85bfe1f5527603dcda41b7,2024-12-06,1100
bca-e55fc011599274c95b9221b8b174c071,2024-12-10,23300
bca-5cbe55353242bfe0b6392ee28e0e4b87,2024-12-06,64300
bca-eded852e2e6324f98d0ef6ed6201115d,2024-12-06,56800
bca-7e57dff9fee352d3b541c74a1fef0602,2024-12-20,30500
bca-d4544e43260d95564561cf016882cda5,2024-12-09,37000
bca-62cd144d97b95ed21824f6fb94583e13,2024-12-08,2500
bca-8746a8127341bf481c892244893eccd2,2024-12-18,54900
bca-4dcabf5028fe83bd293b1b024e4c17f7,2024-12-09,53800
bca-db068cd28f541486943777253952611b,2024-12-12,1500
bca-5e7a2fe81de5f9bb994d4085de9e2ae6,2024-12-11,-65200
bca-431095afc576d13404fa1f73b5095973,2024-12-18,1600
bca-f544fe930308f0d6cff39655eb266173,2024-12-15,-22700
bca-bcac78acb61e41bcd00d12c211e44e6b,2024-12-18,29900
bca-ee7af75200a61fbe4d537e4af4b8a271,2024-12-08,88200
bca-2fd255eaa54f37e6c882c1b39305c1a6,2024-12-12,15700
bca-b7e9fc363de74d83ca3e1bd7359dc747,2024-12-18,43100
bca-99a4a60a539f5d24656beec8115a1a23,2024-12-17,39300
bca-510f3674d17cc33080b42c822b5e1245,2024-12-06,41100
bca-7f6a8677d079d305b68eb59d67bbfc59,2024-12-09,89400
bca-683f8794a48aa3e7a54b22de0ef3f603,2024-12-16,92900
bca-2828a1923de037c51ca0fa1bbb2a3cd8,2024-12-15,84600
bca-7d23d5edeeab82dbb71072df42df91da,2024-12-19,93200
bca-5e39d847ee10afc77bab9f4c1a8fe3ba,2024-12-12,81000
bca-9d068ede85693a8180df7708b23ebcdf,2024-12-09,34800
bca-abb4a6c51243489b29e9292f520ecbbb,2024-12-08,98300
bca-990b175d9bc2495e0df7a75a6d583362,2024-12-19,17200
bca-d85e42bc0b7cd808f13ed1956fc85e75,2024-12-10,41800
bca-56aa15adb33699690816e513156c88d6,2024-12-19,83400
bca-f4403c168365d553084c941c53db0749,2024-12-11,32400
bca-b582be3fb4d6ec7d6e5263354f740108,2024-12-08,49800
bca-7bec6d787e3df6c0ac9ada0aa0105406,2024-12-18,-99100
bca-9673a8fba309fa2f1e797288e568f602,2024-12-12,-93100
bca-c39649915fb7479768ea0187a2f9f054,2024-12-09,34600
bca-7e3e3e0818741448e0514492ef6c9123,2024-12-14,88700
bca-205d90c08a2133afc6e3f04a0a3df109,2024-12-19,-33400
bca-f372ee21f6190f4307f7021693df2c8f,2024-12-12,92000
bca-9a17bd41313597d6d391f59e2fe5d14a,2024-12-12,99900
bca-206711876d12959028d35f7a316c8264,2024-12-13,33200
bca-0c0fa5b4bdc8c94b70be95aa40d3bed4,2024-12-12,5600
bca-fe46a0815ceb70e50fbc44ca562fbca8,2024-12-13,-33500
bca-3d9e0ba42c259ffca41d9382a321191a,2024-12-08,97200
bca-b5ce409e390f56c365f9d08572301f17,2024-12-09,94900
bca-00e3b6f55575d6198f7ee6a5448bc3d1,2024-12-06,13800
bca-da8f628bf0ca1b50fe21d066d431d850,2024-12-14,14500
bca-2c2c11ea0afbba81fdb81217473ac0f4,2024-12-16,-10800
bca-5d9233e72cb86a76f04e19f7a1b9af38,2024-12-09,42600
bca-515b3bbe2468a96fcb62c967b0960b72,2024-12-17,5500
bca-7e60e67cdf01d7eb1c2ec1b59c74b277,2024-12-17,-61400
bca-73db17c95fa649bae5d9ad4a90a89ad7,2024-12-08,23100
bca-4e405d5211453530555a4161b7c6c163,2024-12-12,72300
bca-4f17bcac4ddb054b4e9ff47fd7402d42,2024-12-16,-12000
bca-6115528851d5a4fd5adcdbe016e9901f,2024-12-10,88800
bca-e0530b1eebe563b6ea55f556d13714d9,2024-12-20,29200
bca-62af124007d435d522996cb242516ae3,2024-12-10,90100
bca-67bf4c298fe3ad429d1b9c78ed00941b,2024-12-20,72800
bca-ed1d3e6e1620e8acf65f0bc6231bf8eb,2024-12-08,75800
bca-5636f238498a4ee104d69437a719195c,2024-12-17,89900
bca-8ec2725346e450266d81a178cd1507e4,2024-12-07,-87000
bca-c6ca7be805d01cd112bf251b8f923dcd,2024-12-09,79200
bca-0ecd349398b6bbdf0b768f137375bef5,2024-12-08,88900
bca-5051c4f5b9c2d8aff4e1fd92ee7ee679,2024-12-19,-85800
bca-683d26b936a64759c1bcd8f064f9b324,2024-12-07,44700
bca-2cdca7db87860341adf3280f7b5a0a95,2024-12-19,-52200
bca-6784afdb1f4dd2c5568ed37ae15a9835,2024-12-10,58200
bca-6ec11407155195d5a95f00124ce3848f,2024-12-16,67500
bca-1952f539f9e50bbc9f763dcc787e913f,2024-12-18,86100
bca-bd70cffca7908e8ba597844313d23e24,2024-12-15,96700
bca-7eef80aae2efd87f1a3a9de3bb59b8f4,2024-12-13,64700
bca-9995d3e5b491d0837b51c3007f883499,2024-12-06,74300
bca-21fd18dd1d9d0346692d81d938e18167,2024-12-08,60300
bca-47427adb36ea25d41dd7702e57c38dda,2024-12-06,93200
bca-124e89b7ed981f44c3608dd8ca9fcfca,2024-12-17,-46800
bca-2b97a9ab2b021d1957fb3486bceb713d,2024-12-17,76900
bca-e086fde8103578e481ddfd9b3c77b8c6,2024-12-12,66400
bca-1a02ab15fa4c83cf23ea885a574e2027,2024-12-11,53300
bca-ddd19dadb063b0fefe3913318230e083,2024-12-08,71300
bca-7132a2c16355660ad6c0d81eb2199e5b,2024-12-08,-6500
bca-7fbb0c23178d8615eb065e30f45e823f,2024-12-18,46500
bca-69cb8e6a433298f08a574f1931e8f8d2,2024-12-17,-72400
bca-8cb40e49c0317d775fc727c27e7b4420,2024-12-13,76000
bca-ff3bf57218d07d49b24513f5b3417222,2024-12-18,-36300
bca-6e8595a7845341d4ec92b71695143bf6,2024-12-07,78900
bca-61c1855df038eec5e3025337638cc934,2024-12-10,64500
bca-9c880690461e2df676455728fd60ce35,2024-12-08,57300
bca-dad8b08026a161170fcc8b0ba6d4ba57,2024-12-08,-74300
bca-2d5361b0f427f57958034261ddac23b7,2024-12-11,37000
bca-989a2196b13dec42370bd9bc8c1daf2b,2024-12-06,-43400
bca-24e95f6218452a10cb19c9702e63ddfb,2024-12-06,50700
bca-93ee84875274068326b95d7072f34b01,2024-12-09,81800
bca-a53fb098bb4937c23ecbe4c49a41d1ff,2024-12-19,-88800
bca-94514671779b1ffc5b0db1e4366a6dee,2024-12-08,-41700
bca-eb1e71d49dc3169a463398f44486d54e,2024-12-17,3600
bca-c38e8da01ca57e108cbe02692f30a279,2024-12-17,-5400
bca-ddc111270cc5abedcc347cb7d7900d75,2024-12-08,51300
bca-507b929ba5f57062510abe8f4978645d,2024-12-16,90500
bca-f654c24e10f58b351530d954f831a230,2024-12-10,82100
bca-8901cfedc2464646b9824ba1b9a4cdc1,2024-12-06,75300
bca-8dea9c5c0b4778419c6f3df5316638af,2024-12-17,82300
bca-aa6dae4ecf30769a4e48b77ac2886e33,2024-12-20,55400
bca-17c3c3545abc7bb0413926d14e1e7c11,2024-12-11,-88700
bca-ca57be7136f87bc1a958408b656756a4,2024-12-16,39700
bca-80352c7f557d45aecf471a6635fe3df5,2024-12-19,81300
bca-9b9b602aefd1784ddf84e1f064df96cc,2024-12-13,91800
bca-fcd5f63aa6246ad9939ee3e758aef1d7,2024-12-17,18800
bca-a0c0dfa503b459a10bd2953d1f6b7f75,2024-12-13,89000
bca-1e01f96afefaa4485608c01bf22968dc,2024-12-14,7800
bca-0f3215e7a5ffcb00da018a8b5bbafc51,2024-12-13,18800
bca-d3ee99df14082cc40a8ae4dbe89a17ba,2024-12-17,70100
bca-c373693b038b758b92ac11cb48d62516,2024-12-07,-29900
bca-2ac048e3d98336c23b1475d8ea46a392,2024-12-12,95100
bca-7ee560e606868d764309ffe15397b887,2024-12-17,94000
bca-7b90f231a08bc088df9d28dd70add475,2024-12-10,-31500
bca-90e626a37d76e57968acb534502716f8,2024-12-07,64800
bca-a3a638d0e0c8e6f888081ab887f42283,2024-12-19,45200
bca-51f0fc8878a5acf56e145e9922a1dbae,2024-12-13,1400
bca-0d4a22d030f65c30b2fa8ca10dc4111e,2024-12-09,60500
bca-f08370d755b666347f9bbe5fb35472fa,2024-12-15,1500
bca-08d34cd9e7c707029f9761221f46ec69,2024-12-20,22200
bca-405af31c4498836cb5098a96c9e575e3,2024-12-15,-88500
bca-e4014c5d811e9ed4dc2424c267c0fd62,2024-12-12,76500
bca-d896db34c77cd693afa4140cd5b7b00e,2024-12-17,75900
bca-749bb1f625074c9b90ad88043f5d1be5,2024-12-10,49900
bca-ef8d257b42ee00f2946dae16378bae63,2024-12-14,39600
bca-58dcdbb1590b638ac2f49966603b3269,2024-12-19,-88700
bca-7a93059959936d4b54097997f17ac323,2024-12-20,-66600
bca-980d75b0069cea6b951d79c6c3e0f2e5,2024-12-06,57700
bca-c651dd4b30783a56d58adcb7321ad0c0,2024-12-19,-19000
bca-8518370ba20e57a9667ee19e5d54aaf7,2024-12-16,72200
bca-207bd4387ce8f7146edc71e61c2fb3ea,2024-12-06,93900
bca-5400c760d406133603ed3279b7df693d,2024-12-19,-30900
bca-5eb6de36be5d605cb1dcb0f1516f0f71,2024-12-19,-35200
bca-372ed99fd696e6835cf83eabb18b6c34,2024-12-10,60200
bca-7164d54db4972c8f7640b05850dd9ce2,2024-12-15,34200
bca-67a233d7b91ca10c788e618b0c4db2ae,2024-12-13,65000
bca-a8a970bee133c568170fde290d5a2f1b,2024-12-06,-17000
bca-85e9a706263c5740a650287c7308b786,2024-12-13,65300
