BCAUniqueIdentifier,BCADate,BCAAmount
bca-01d7f3a1727fdb6a77d96ee0b33e2abe,2024-12-01,24600
bca-784aa42daac8bf7e4a1f1cb9bf3d1c89,2024-12-01,-12800
bca-c045a3653ced4adec8bfbd5ccbac8782,2024-12-01,-9300
bca-44332b67c971b333a179208e10b519a4,2024-12-01,-96400
bca-ce34005befcf21e5224ec4fb69d9e152,2024-12-01,48700
bca-fe2e0cdb6222c455f8cc1984da706bb6,2024-12-01,67000
bca-b2ecd37abfd6bbaedc170dd35c27cc2f,2024-12-01,7400
bca-8f2d86559c5cb1f10471eb8ef0534d43,2024-12-01,8400
bca-7d95458cb846eb0e192635c96c796d0c,2024-12-01,-40700
bca-66dc0fac1b4d3778d52db68f22ad311e,2024-12-01,21600
bca-c58a521f6bfa06d4a1325d25e659d0ce,2024-12-01,98600
bca-aace95a1adaaaa7f526aa290c9d9b0ef,2024-12-01,42900
bca-c08986f0d6f9bae646e784a9e09564a0,2024-12-01,-6300
bca-dcdaa442846bc3fbe1c11457ea69f9d3,2024-12-01,45400
bca-ad9aed4d249ec158310b252df8612fad,2024-12-01,-61800
bca-aa874ca8b9554e658a07da543ea085a3,2024-12-01,-69900
bca-4ca7b2bd15f6c3c7c4451d068f11e041,2024-12-01,-36100
bca-bf6a3ceb3cc95358637781464dd78b59,2024-12-01,44700
bca-3c621b5e6f263fa4d6290af1f4b324cd,2024-12-01,84100
bca-99a3f56b850f19d3e7cb25fd13e680cf,2024-12-01,-16500
bca-8302c864f64e0dd6c24a5c36c59c298e,2024-12-01,5600
bca-6c40e232edd193289bab0737a825c6f4,2024-12-01,-82300
bca-c135dbdf82909c83bd921b82f9eb7bd3,2024-12-01,49100
bca-ff77a890617108510996b71bc44e062a,2024-12-01,41000
bca-ca94b2bd93d8d376c64a4238fcaf3231,2024-12-01,86000
bca-aa7f1f8ede07d1cdfddf79394acd7d42,2024-12-01,5700
bca-11241577366c900f859f839267ab32b5,2024-12-01,45300
bca-d20cc413a656316faf8eff94f1f0f2f1,2024-12-01,20400
bca-a532ec3d9a41078e63a6e18add16eef0,2024-12-01,-58200
bca-a6d704424b2f2a26254cbc6b0c20113a,2024-12-01,30900
bca-37f60c00789622912c94e50f9a89a83c,2024-12-01,99500
bca-888e99b9347a0e147128f3974e17d45e,2024-12-01,54600
bca-33a359e7236d2fd5d60a3c6c00614836,2024-12-01,84500
bca-6f7b2a5404a9e3d3ed56ba6eedd88dc3,2024-12-01,17600
bca-c844370d8519ef49c55b81bf63430122,2024-12-01,-28500
bca-0ff88fd07bacbe8bc62de2282f3e6c0e,2024-12-01,8200
bca-7cc0238a4d82b3d671990822caec4083,2024-12-01,79600
bca-452365930a7f46aeaa4b599bd8132d5a,2024-12-01,55100
bca-0a9ef330d45c6c1cbe49c2062cbb5156,2024-12-01,21800
bca-dc25de42364655ca888afff8d801c744,2024-12-01,97500
bca-d6e0bc948bbc758cc0d0619f7c3d09d1,2024-12-01,-1300
bca-05e851dfb56b36a85c8bdfaa59e6055e,2024-12-01,66500
bca-9e3285edd529e90bcb2a77b0ac2e7362,2024-12-01,40500
bca-5db1af6d50f2e0d1f34e1fa3c3e85beb,2024-12-01,-34200
bca-756a89fb8eb696253c8e8d26b92b8ce5,2024-12-01,74600
bca-f8963572d6909b43d7e5d470477694c3,2024-12-01,62400
bca-0ea36420e4c73dbb558673e50d56eb94,2024-12-01,65400
bca-a9b006cd2f62527970272a00b68daed8,2024-12-01,96600
bca-f97c14ad1072a77534c9467ad2e5ae3a,2024-12-01,50500
bca-8dface544e1e177000b19c1fe9530235,2024-12-01,75300
bca-dbac73662aac45308a12ff2ecd6b7df8,2024-12-01,53800
bca-7f330a3e342085773104b9bd259383e9,2024-12-01,-19100
bca-56e42e613ade8b4b7eca5846eaa43380,2024-12-01,84900
bca-7c9bef814ac7bc27892af07ec7cbdc69,2024-12-01,75300
bca-bbff26b6c63878115dbdf7822aff2951,2024-12-01,41800
bca-8247ba0795a57881b5a78e9f022b7d3d,2024-12-01,56900
bca-4f8d979aad690751abe478d59a5dab76,2024-12-01,-27700
bca-28948d5c545cc89fa462472a2e023f5a,2024-12-01,-6700
bca-bbccdab2b4bb23900487b48188707e4d,2024-12-01,31400
bca-63a93c3e9a4e0993e9ff080f5d81845c,2024-12-01,88900
bca-054e696184acc22ae46864e8d2dab158,2024-12-01,32000
bca-7435f484bafc2a0fe4596bcb9c02d3bd,2024-12-01,91100
bca-be27e4ea92bbc3190d9978fe297a6eb1,2024-12-01,3800
bca-ab06ae0eaaf29a2e3ce50479910e2bd7,2024-12-01,14000
bca-456993e04b930168e1f87c2a95191991,2024-12-01,26900
bca-3c8cc7ba23f14779e9c71f98480a6484,2024-12-01,70600
bca-8ab643c4366a8e207645019a3e361387,2024-12-01,38900
bca-2168774d8783a22957f9659b21601b53,2024-12-01,7600
bca-bcb4a926fef5d0adf22db33984ff4a10,2024-12-01,89300
bca-6135b3b563869a26865bbb5e898743b5,2024-12-01,83800
bca-308807224be82391e5d0b5535f1ae6f5,2024-12-01,-96800
bca-c48bbd16636402642b41d993c4cd3f82,2024-12-01,85400
bca-df85193f9bf1c45a3d9460d6048341bb,2024-12-01,90500
bca-a07d2b090e33d5949436d508feb2580b,2024-12-01,12800
bca-f756c92c0d8199aea22713f988620a29,2024-12-01,3700
bca-fa15df2c60da27c1dc81cd1c55382de7,2024-12-01,98400
