BCAUniqueIdentifier,BCADate,BCAAmount
bca-cfd7b76dfeaba789de72aeefc0574a77,2024-12-20,44800
bca-25fb18b8489b0e92cd0fe95da96310f5,2024-12-20,-92500
bca-1fbe616b9191576e8b70e03af10fe87d,2024-12-20,51100
bca-eba00cb4fa382525cc50c3b86257e64e,2024-12-19,82700
bca-2074680f2b7518d95237f5c42d929697,2024-12-20,42900
bca-1ac953d49a6fefacf9a5cbaf0978f08a,2024-12-20,63600
bca-dab04780be35331d00b63a5e68af1227,2024-12-20,-97900
bca-d30d6c4649f190c211937471cb6455a6,2024-12-19,7100
bca-4ab2ee5746c3e6bad3bcd88a585f4c65,2024-12-20,-86600
bca-94f5d13057b4a59b57a25481a7669577,2024-12-20,5600
bca-8473c307ecb6ee006ced47f13e64b2a3,2024-12-19,-62500
bca-512d02ebb78c008855917db755124c7e,2024-12-20,-10600
bca-e87e3bdb581af89e5e11046d4e56174b,2024-12-20,-13100
bca-91657a88d90d3c5e70cfddd08ad33134,2024-12-19,71400
bca-5b6612b926d598c9be7fb8be217ff2c8,2024-12-20,-12300
bca-3837eb423b2692736590e2d2f14728d7,2024-12-19,75400
bca-3014b54bb8532502a3e75a4987e243a7,2024-12-19,80600
bca-81e3584764ab0913e9855c97a801289a,2024-12-20,64700
bca-f97badf44fc0c4db7474d5141c131145,2024-12-20,55200
bca-9b12dced9aee94838bd464a290519d1e,2024-12-19,11700
bca-5fb0f8f05475431759de83141aa62341,2024-12-20,8200
bca-73ddcae8e97247d00021d93e541947ad,2024-12-20,68700
bca-fb6552571007584a0c97b28057080926,2024-12-20,12000
bca-85b978bfc531a6187fcd40991740d5f4,2024-12-19,83400
bca-0f4ca300505c3b2ee4be4046b24590e3,2024-12-19,66100
bca-fdb8761cdfc9f503c2498a43210827be,2024-12-19,64700
bca-0c4106b53f149a372efb68ef6f916cf8,2024-12-19,9200
bca-78c710e7754f77e3ff99b2a325673622,2024-12-20,27200
bca-324d85bd8771fa78478b5e7235dc4696,2024-12-19,-44600
bca-531fc552f71a2eb7e8a2030d3a5e0af2,2024-12-20,77600
bca-3edd237e959d59de8784b04cdca21308,2024-12-20,-41900
bca-79230840846901978ec941ec19138fe2,2024-12-19,91200
bca-3b25285d5bdfa4321fcd1b128f121c74,2024-12-20,-68600
bca-03eb05458586c7e3e2e429e30f245c4d,2024-12-20,-44800
bca-5de0c73aa38c77af6fef64e342eb47f1,2024-12-19,53500
bca-872e04dd4e8b4e5ff58b21090177329c,2024-12-20,-59600
bca-f704a5b72f2a3d608e3de48ba267e928,2024-12-19,-38900
bca-d724c8c49e14526ec22f0dbf589f8a1f,2024-12-19,75200
bca-2e435c1aca73fc5dd6949286953e14dc,2024-12-19,40700
bca-db0239ec238f24e2222ebf28b82db6e9,2024-12-20,-72800
bca-e0936e49d80b27e5b381ef3e43fd8712,2024-12-20,76900
bca-962199137ff1634f32cae8afd1034796,2024-12-20,11400
bca-7582ef37a9b2cb5dd8cbba19a7625c26,2024-12-19,5800
bca-66854829638b03c509d79c1fa428357d,2024-12-19,60100
bca-9d0a76bcdea3ce2fc9991e3a4c4dbcca,2024-12-20,-8200
bca-7a2b22f5b46ae13667838c00d4358977,2024-12-19,5600
bca-406dbeb42ccfbc3cd3ae73306059014d,2024-12-19,-89400
bca-7356b861792a37578f02200bc959c1bc,2024-12-19,-64100
