BCAUniqueIdentifier,BCADate,BCAAmount
bca-e254bda8df24d55b0818a50476e5eaed,2024-12-06,-80000
bca-69a073747224108f62c83be9bf5135e7,2024-12-13,50200
bca-598ce351cac14d757c55dee5372bfe9e,2024-12-05,31100
bca-ff905d14c0daca453200e7abf0425f10,2024-12-09,-40600
bca-f763b48466e2c1574a452fb05ad17253,2024-12-01,37600
bca-18db5d02968a140c8e53c954edb9a3d3,2024-12-14,81700
bca-89f4558dc5c552affb7b8403ce304bd1,2024-12-01,28500
bca-0f6de4ccd520459f7af373576498f36d,2024-12-13,95700
bca-9826325f40a9d302a998254989c47876,2024-12-09,12600
bca-ba06a0e531fa3a2492df6ef97d3edd30,2024-12-11,45800
bca-3c658fa539f09a98375c067d67501b43,2024-12-08,33100
bca-83c671839ec29da0eac156f90003d991,2024-12-03,15000
bca-7ee0b28c06281757c439c0467bcc0182,2024-12-05,85100
bca-bac350b56dfff1205d90003cf2c78753,2024-12-02,-65600
bca-ade6c3e0a8ffdd975d525be6bf3dad26,2024-12-05,91000
bca-a72f1a092696bdb9004dd56b38eb7f0a,2024-12-01,41800
bca-7df0dfa2adfd903b52542fcc913f1e1b,2024-12-05,81100
bca-1969ba6724b9b24ab2f36613f18bf7b8,2024-12-14,12900
bca-e632d8f461b6e951c53a3c50c1e7e3fd,2024-12-11,34800
bca-839c08a1d72dccf2b476fbc5d67063d6,2024-12-09,70800
bca-dc3f1f7908cd9e97e0d05db2f901e34f,2024-12-08,92700
bca-05ef607bfff937ce46dc955da7c22815,2024-12-03,84400
bca-09a224599ffc5106483a1acb00f6bb51,2024-12-15,35700
bca-4af0a4b9948fd72e9c4381bfbea26307,2024-12-01,49200
bca-28548d2618837bb34763bd965c9c69b0,2024-12-08,58300
bca-26e1370dbec69b20ee74f4b409f97a2d,2024-12-01,58100
bca-c01f46dacfac239dfce0d83e7d470def,2024-12-10,30100
bca-287180b44caea16926af9c828fe652a4,2024-12-11,72600
bca-d758651d6b4049c9408f68823f8661ec,2024-12-08,29300
bca-bff4e903a274a94fe9ba1fde282d83c8,2024-12-09,19300
bca-d665abb09104840c7308164b2a61dc87,2024-12-08,25800
bca-96814c7d37ab2fef52767f60017aa756,2024-12-10,60600
bca-954fbf06e89453a694c5f35d0eb941cd,2024-12-15,89300
bca-b97699cf895665c688c05c91bb9ff002,2024-12-10,36500
bca-7c9155a2fdec6e78f07aec8aa94fac48,2024-12-08,-41200
bca-8c4f37449c6343f0f82038ed63becb8b,2024-12-01,81000
bca-4f7a7ca5717c9170e57267c83bc4e520,2024-12-07,98900
bca-5db86c08a3a529575c4050bc5625db8e,2024-12-15,20700
bca-1ac3c69d314e196e233a38457ecab2b8,2024-12-11,11600
