BCAUniqueIdentifier,BCADate,BCAAmount
bca-6b36a08c9cd52709df90d2fd7c683fa0,2024-12-16,75600
bca-01df7357bb77f8066937956e1b669e51,2024-12-17,80600
bca-1a4f0964fe07cfcc486edfb2c275eba4,2024-12-17,17700
bca-6f6030ff592490a51da3802cab0c408c,2024-12-16,6700
bca-087c0c5273cc43eed7d412106506f745,2024-12-16,37300
bca-7254b15fb8e34bca215c03efcc0bf963,2024-12-17,7900
bca-65c2e0782e78cbf77b6e8090931f91a6,2024-12-17,92700
bca-b7147f19960dfbd88a157b082892579a,2024-12-16,33200
bca-9d7a4a1c9185d02989931eed3238f37b,2024-12-17,32400
bca-1e59ce653291831bba7fc0de7155ffef,2024-12-16,1400
bca-30d3c61811b66958b6a9720a1132ef51,2024-12-17,57800
bca-1b040ff6a274e4090778962afd698beb,2024-12-17,23700
bca-66aec59dd4045eda2392f5de2da5a87f,2024-12-17,22100
bca-b6b50da958789f233296db9362abf66f,2024-12-17,60000
bca-d6b03b9c9b3cb1113dbc8785f8f01749,2024-12-17,7900
bca-a341ce11456c5807c9b244281b925cec,2024-12-17,-11900
bca-3f0ae5dc3949abe1f95c92972b6b1a39,2024-12-17,12900
bca-b9537bf0ec5a254013f2302f8eb2a53e,2024-12-17,-12300
bca-d2b5bfac632aba3e3c7fb6c823e49b7d,2024-12-17,30100
bca-8cd8cbb07f68190c1b491fc7c99dd111,2024-12-16,26300
bca-1f9566bf8dae8f67a1ea198d1c61d7c6,2024-12-16,84600
bca-26de89dfdce2c021dfee3248bc5c8956,2024-12-17,17500
bca-8c64d776044946b941a0f84e7a37ae48,2024-12-16,2600
bca-81a8e468e99b880cf998069587241845,2024-12-16,40700
bca-27948de85c393aed2ab3499f563fad6a,2024-12-16,57300
bca-e32cabd598e1815e8c45fc7a646bc918,2024-12-17,56600
bca-3dd5ebeddbaa3d1c2da223ab73a90fa9,2024-12-17,84100
bca-ce0bcc4f47aa9e7316946665cd72dc58,2024-12-17,22700
bca-fa5bcd6f6668d15021ed92c293420c99,2024-12-16,-17000
bca-dafadec7a304ca0b131f00285e52bc54,2024-12-16,58300
bca-9b5c0ca3a1ede71ac5b54379882049cf,2024-12-16,29100
bca-3950a929449255364ca4525698e86576,2024-12-17,3100
bca-5ebb78db9ba45eb5eb3aa32effca7919,2024-12-16,47100
bca-197aa93a487fe290e0aa79a21e623677,2024-12-17,-81200
bca-c76eb3db76051968e1c89db9210341f0,2024-12-17,-6800
bca-43815f2eadd2404e4aec9ad2dadf3dba,2024-12-16,20400
bca-c71c5cc1d1fb446d98e7ffae48927630,2024-12-17,50100
bca-4468196f89dac4dc1d2d9e7b669d7c90,2024-12-17,75400
bca-d1985edbcb2023d24ceab4e3d2918d4e,2024-12-16,25100
