BCAUniqueIdentifier,BCADate,BCAAmount
bca-ce75a401508b1ad10028c6601113e505,2024-12-20,30400
bca-7dd00987b886f8215d1eeb18c9867a1f,2024-12-19,55400
bca-3f707f18f5fa0b9528e4a18f36be0ba7,2024-12-20,37000
bca-8d4702071aae23e1041f52deb6def0b0,2024-12-20,56400
bca-005d430f1c465d503cfc060a854eae5a,2024-12-20,48800
bca-8eec6fea6b6fb90c8ddf78dfc4875029,2024-12-20,-64800
bca-fd5e4bc909ed57b733390aceded35215,2024-12-19,40300
bca-b3c60c0becf2ba791d86076ee1e7e446,2024-12-20,13600
bca-fff0e07d7f01472af4c654d789138779,2024-12-20,9600
bca-eb08d0dbfe7e4ef673e20129a925c968,2024-12-20,26200
bca-3373a14ab612cc4165524917483665df,2024-12-19,32600
bca-e10a8b5cd8d9b1059aea4f85e4a381d6,2024-12-20,-31800
bca-19528fe44ee4873c3099d32896df5265,2024-12-19,34000
bca-1914759966c64a31515d8a585f3ad232,2024-12-20,41300
bca-7090bb6032813e7dbc33c0f5f30fa209,2024-12-19,-56900
bca-038d93541b335d0ae48dfc5c499b7d0c,2024-12-20,71900
bca-35b415557d89383398809fce04b489d7,2024-12-19,10200
bca-731b0633c1706bfd8af2299c7e8557d7,2024-12-19,40200
bca-d30551ffb8dc5d3a48dd9f16d6a30445,2024-12-19,17000
bca-e3a1951f533416bafd087c161c6bc97a,2024-12-19,79800
bca-30f4106121742a92f2358e36943c5d47,2024-12-19,59700
bca-4a56c8eb67d2fdc52db5e1210b247f42,2024-12-19,98700
bca-9793cbf03019947efd95814929df0bfd,2024-12-20,49800
bca-7cc9a7cf1938457675a273333f433a54,2024-12-19,-41200
bca-2847bc04fe77f99bbbae77587fd37c83,2024-12-19,-96400
bca-753fd625ab1d56db866cd2d78b68cf38,2024-12-19,57200
bca-5a44888b3bde3bf345229f46aaa72a18,2024-12-20,36500
bca-92df06d93b894b6ebd3f369841174049,2024-12-19,-63600
bca-28572ee3aab67df9f21451c4237d5f58,2024-12-19,81600
bca-8b921a21877c906bfd71974e442e669e,2024-12-20,60300
bca-a1fce79a6316d41c5187e946c74de9c8,2024-12-19,58000
bca-834142e11e0fe5510d4e6a7c1bf17ce2,2024-12-20,33200
bca-7a1cca64091000d2ab4e4057c6dcc9bf,2024-12-19,14600
bca-ede0ccf630c6cb3769ef83347f568c49,2024-12-19,1000
bca-601deb3d7682582bbc250157df3c82db,2024-12-20,-14200
bca-b91b35c27ab2cde59cc985548a40edc0,2024-12-19,-54800
bca-7285d2eedc3433b6b2209252df663fdf,2024-12-20,58500
bca-b73f6363738924f24e4d0fb2a53a8d00,2024-12-20,76600
bca-640afbb50ea404666edf900dfd744062,2024-12-19,56500
bca-cb288921356a4c012983322a1622435e,2024-12-20,56600
bca-c026184dd916545d2b96084bd96944aa,2024-12-19,85700
bca-6171e5cc42b0028ed31760d5d4e938db,2024-12-19,32700
bca-8b53b42c3f008c5d00e21154984af0fe,2024-12-20,90900
bca-dfef5030a2d5d6ef4aa7fb54e0a70a1c,2024-12-19,88300
bca-c2791081d6cd6cf3535d0206a0f2056d,2024-12-20,87900
bca-663ed3e48f02db16a7062099bfb5d4e9,2024-12-19,52100
bca-4d5838db17fd1c7c03b1917baf5b42fa,2024-12-19,-64000
bca-b76d8eac2ff07e9c706c99593390dc24,2024-12-20,9000
bca-9866d050f6070ccdebcbd1f6883489de,2024-12-20,86300
bca-6547fdd897b090d9612d9c8c6b7599b6,2024-12-19,18900
bca-e9afe956f8676630c86f7595578a5cfe,2024-12-20,84000
bca-f2af21be33dbeb2b7af7f1699f0dadc8,2024-12-20,12500
bca-423ac12d680998a67d7204f150f130db,2024-12-20,69800
bca-8047c402bfe2f63ac5d5b2e1aef1e814,2024-12-19,96000
bca-840af25b19d16339b2bce5b6483d289b,2024-12-20,-54400
bca-c7983df0f65ee1713bee90ec5cbf20f0,2024-12-19,8700
bca-28258af3d425ee5f39f345e2610d58bd,2024-12-19,73600
bca-954b7d2327e4fdac82b6fb80366f9f90,2024-12-19,-56800
bca-b5aba9da8e92dc0805493cec8ed55c9a,2024-12-19,73800
bca-3beaeebb5bc248c81b968fc410e1bf95,2024-12-20,37300
bca-1f2532234eea942457db9b3eaedbae59,2024-12-20,82300
bca-29ec60c394eca93a656e2b72b9e761f1,2024-12-20,-53600
bca-2e01477563824b14e7fc9d80abc52cfb,2024-12-20,8300
bca-a73dea66cea7631a0356ce23bc0fef3a,2024-12-20,-28300
bca-a9ddeedac9b28e01d0db24f341f02114,2024-12-20,17600
bca-44e2561b0490fe64eeeb844fa470a623,2024-12-20,72100
bca-aa438d43e80b8bc04486b50620d114be,2024-12-20,79500
bca-94baa0c8eae7678a736a904210d471f4,2024-12-20,12100
bca-7f9764faf448f8b581ec0b353c3541cf,2024-12-19,80100
bca-627d0da5676bbdc4bba345610ecd2663,2024-12-19,-14200
bca-329c57770cd9b9131539ea656dc641c1,2024-12-19,99200
bca-d485055dc118b83ffe4376d1517f85d8,2024-12-19,-34800
bca-d185cbd5c9cfe9f28520dd65b068d5bc,2024-12-20,43900
bca-dec67566a7fabba61afa2996cdfd088a,2024-12-19,10500
bca-f5fafef4159f1db9d578c8d3abd56cf4,2024-12-20,-44300
bca-61a392810de98f2a2ddafa28a4aa75c4,2024-12-19,22400
bca-bd831f800050b8d343c43c2666aa4c7b,2024-12-19,-21600
bca-c20d046eabc50424c4d627897137170b,2024-12-19,78400
