BCAUniqueIdentifier,BCADate,BCAAmount
bca-31e8e005adf29b3398e1a6dea79e8368,2024-12-19,47100
bca-30242f5991f6662cdbd49efacaefd73f,2024-12-19,30900
bca-afe354c84aa588d5b04b2e1da49a37f1,2024-12-19,-14300
bca-1872766fdc6be5effcd26ef9cb01cff9,2024-12-19,-75100
bca-448845313a47da0cd9ae84ea93d32e67,2024-12-19,58600
bca-cb4865cf260e90d8d01d5ac542c67cf9,2024-12-19,-30700
bca-23abfd2a11d8219efaa73148683ca948,2024-12-19,6100
bca-bec23aa8f8f7b8e0aaf90d1368820a21,2024-12-19,48900
bca-6d720d7aa7f33fd19ebdf5b57a7ba352,2024-12-20,83500
bca-a5fe15783edd09ec04ea36573f430023,2024-12-19,-63600
bca-06b265602902b9ec4574a7a46c18a373,2024-12-20,1900
bca-853e1f83856436bf43ba57d5bbc46548,2024-12-20,3100
bca-cb31d53a2f2689579da174b004832dcf,2024-12-20,30200
bca-c2710d74d62ccb369f3f5102f79e0ed5,2024-12-20,82900
bca-b01ed39af11fbc7e15bbc4bfc2d4c0b7,2024-12-20,-16000
bca-2592dfdd24d27175431f39a5e36779ba,2024-12-20,47900
bca-8ada12731de3f517a99326ca785f0e9c,2024-12-20,-22200
bca-7e2ea0a7b11d59deef82fa5df5ca0391,2024-12-20,79800
bca-0f9e50b3e9d93c7522dadd850fbd930a,2024-12-19,48600
bca-486d00fee3575d852578716e380ffcf7,2024-12-19,91700
bca-15849cb163457f42941a62e34456aa3a,2024-12-20,-28700
bca-f05821f1cc9851e084918912a28419f8,2024-12-20,12400
bca-e0d5723147116928bfe1f0be00d4ec90,2024-12-20,17200
bca-d9a2c3e79987e4ae11e0caca5f6050c7,2024-12-20,20800
bca-b97e710e0c67af113c6270c3ec2dbf17,2024-12-20,-96600
bca-cc407ff0ae1131e558e82bdd2fe3c3e3,2024-12-20,57700
bca-7239ef8c2e353e046bbd5ce92b7d783d,2024-12-20,28900
bca-b1487ea5e97fd420cadff2ebf8edf093,2024-12-20,19100
bca-f8e69063938795064c44ac4359c1c83a,2024-12-19,-13800
bca-22e88afd8c8f7934ef31ea7321866501,2024-12-19,61800
bca-162e0e9dddad1cd03a54190a3507c031,2024-12-19,78100
bca-97ac94236591f1b4f999c1c022aa9e5e,2024-12-20,89000
bca-5ed936e51f83f764d8426495ef328622,2024-12-19,29900
bca-2c8a56b43108eceadafe68c1568f64f2,2024-12-19,44300
bca-6a318ed1c6a99a7de9007e087b1fec62,2024-12-20,92500
bca-00355eabf5368061127cd4f4e5a39ed5,2024-12-19,46100
bca-db1afc8a411e208f3ddbbcac46684c32,2024-12-19,9500
bca-17197bb59b6b61b92330f9fc318c07ba,2024-12-19,-46500
