BCAUniqueIdentifier,BCADate,BCAAmount
bca-3ba6819778018505a224302c92bf2c48,2024-12-02,64800
bca-8165722dda2d6e69cebf96750c353bb4,2024-12-02,17800
bca-ac226e55377d1f8b9f945c03c1e88f65,2024-12-02,40700
bca-b5b30a3c03e6021ca37f1e9960897f14,2024-12-02,4900
bca-be13f445f8e1d2849a5093efd4c508d3,2024-12-02,23300
bca-9d4f6f42f4f3a195adbad614e7d4add8,2024-12-02,98000
bca-618f34575ed5b292d58c2f221ab01203,2024-12-02,13100
bca-2645c00715656ca79bcc4ba7e4c5a6f1,2024-12-02,89700
bca-f526a24bb9ddd01b53fe48b78e416a56,2024-12-02,45000
bca-99ae3e2196497f2851b7d0024af1edee,2024-12-02,48200
bca-f7067e6bb92413ac98cdbc5625a9db5d,2024-12-02,2800
bca-836fefbeda1b7b539d1cddc1e971f762,2024-12-02,59700
bca-ecd894ca80701dc1d58281b57f05e6e1,2024-12-02,-46300
bca-661357b5b12dd8747d46e24317e5c4fe,2024-12-02,34300
bca-559880dadf58f3d2c18999af6e7450d0,2024-12-02,-23500
bca-6a410e33c76cfba6e257de797e153e5a,2024-12-02,71700
bca-7649fdce6151eb9bf29963fe3fa75001,2024-12-02,14100
bca-f8d815697af29311912c30df4e961529,2024-12-02,29500
bca-3e547b92b6a9bfc7bb04fc46df9e225b,2024-12-02,71100
bca-4e93cfeec4d7c584431032a23c3544d2,2024-12-02,57800
bca-f672dc3f2437f4c3171f506120024c1b,2024-12-02,-91300
bca-f716a6e5f980dee2c5b4d146829bed53,2024-12-02,50800
bca-d4307e2e3b5256b34f4bbc6c098eab09,2024-12-02,-29800
bca-16b51fff488dd27a6eaca5c3639f9873,2024-12-02,27600
bca-d997bca4f23ffcfdc77cb26ece1e23b3,2024-12-02,47600
bca-965c91a8a016ac606d77adaae873fdbf,2024-12-02,-8600
bca-6ee1dcc1a53eb02b17feb05859b39b51,2024-12-02,85200
bca-6181e06c22394060d6e337fbc757d822,2024-12-02,84900
bca-ec6865eb1d95526655a77c14c7ffc57a,2024-12-02,-48400
bca-f199f864bbdf422fa8a5297cd6e9230e,2024-12-02,25500
bca-3e412924369864cca350f168c38f8577,2024-12-02,75900
bca-ae7adf2dba516845258cc5a3a9d57e97,2024-12-02,67000
bca-d1d6d569f9d5ea8f40880daac3f39e69,2024-12-02,-96000
bca-b7acd667011462f442a9b673f9b4b93c,2024-12-02,71500
bca-843342e5c1a5a5ab8c4669544a2506de,2024-12-02,94200
bca-bd2968b0d405ee26bea9dca94f8b7577,2024-12-02,91000
bca-42cc98bc570f44c6df50bd2a83616969,2024-12-02,68400
bca-47b7d2cf9a1010e9d43a59c5dcd27568,2024-12-02,-56200
bca-a352206dcfaf35ee4b46887f54ce5b3b,2024-12-02,31000
bca-6660de36c0ca80a62303360b4a7dad27,2024-12-02,-58800
