BCAUniqueIdentifier,BCADate,BCAAmount
bca-e6f8fbe1f6f8c72da7caade610b692e8,2025-03-04,-71700
bca-5585fa85a971917b48ea2729bcf7d9fb,2025-03-06,7700
bca-5879f01a59d6f4b96a6dc7fa124e8c17,2025-03-13,-6100
bca-a7ca3bb430a7e17a17f4283aa50a6178,2025-03-10,-64700
bca-8b5f62010628655a5d06e5ba65a4e7d0,2025-03-11,-31700
bca-1e7812833c3bdbcff65484345e770817,2025-03-06,-44000
bca-09efcc0f96f2d0446526aa08a924bfbc,2025-03-14,-25000
bca-c7683d990cb9bcb18bc3d541ca00bbf9,2025-03-08,92800
bca-af9b0da7981885ec423fd6c28d598359,2025-03-13,-16600
bca-a395a56042aeb53992262ab4be77cdec,2025-03-11,-16800
bca-a265d60796015de462de24298a19cc37,2025-03-11,36500
bca-0240f55a9f9d5bd44b8b30de2aa88cf4,2025-03-08,4300
bca-9db3aa5ab03ae68449fd4d5ea1f84590,2025-03-10,-41000
bca-f5ab7761745607e28459ecd913287caa,2025-03-12,-8400
bca-d980aa95376b0898cb0a508d8ca4271e,2025-03-12,69100
bca-0901a7ba5b6ad2075cb7865f06afbdb8,2025-03-12,59000
bca-f1f46513eddd4640303e5cad2944f327,2025-03-09,69200
bca-0e9f434b9971013a50edd568891f008f,2025-03-11,-3800
bca-86f28a3492236e369d4a8c1cd6d50e41,2025-03-06,-75800
bca-5c9e22f5de808eda64f836ac66690b44,2025-03-07,94800
bca-8cb80012851811039f98aea5a858b787,2025-03-08,-5400
bca-d83d71a8f87313b23594a69461b81c2f,2025-03-14,-36800
bca-cf4af1bfa7270cd4da19505109510a40,2025-03-07,40400
bca-50b3c8cbd46c7e6f0d2fcb48aa186235,2025-03-08,-92900
bca-b21c7577457ec2d29917a5a550a985fb,2025-03-12,-35600
bca-bbca5ed210182f6c96171d4863da4abe,2025-03-06,60000
bca-1d3d812ea88756d76f5d6133516bcea6,2025-03-14,-83500
bca-81a2e734e9f1330d4730bd8cdd587e50,2025-03-08,-58600
bca-83e49dcebe643ec4a38b35cf97d4a43a,2025-03-08,-11000
bca-a9f5ced974be3e9faedefc9740ee39e5,2025-03-06,13100
bca-13975dc67c15a567e8ff34ad37eb1d56,2025-03-11,6000
bca-fa040b9eebdc9e8aea35678d7ef1dd51,2025-03-06,-52300
bca-14645ad12ae19a41c6f18fe84c597eb0,2025-03-10,8700
bca-c3cb7f6c200f015584d4410240567abd,2025-03-07,30900
bca-ea3c889b7c7ba258c5fc863a8165847e,2025-03-06,23500
bca-6c313089c18b7fa5b085cc0b2f38f6c9,2025-03-09,-4600
bca-d6a55823e3cb98c3155b14db967d9361,2025-03-12,-92300
bca-c7449c85ecedb95440719c18df98aa25,2025-03-12,35200
bca-947d4e852912f099f95937eec6d9c739,2025-03-13,-74800
bca-f51f911cfb6463e961d3d892c6dd5033,2025-03-06,68800
bca-737ddedd50706b27d8a095366861eb45,2025-03-08,-94300
bca-93b88915f90a3721a6bc2b4990d73aa4,2025-03-06,-68600
bca-70006dc3daa19418aebd472ba0d54d10,2025-03-06,-93700
bca-0f39a8affe17acaddf63bc6ac7e166ce,2025-03-07,-98900
bca-85fbafc588eb594a4c72b6154d387bd4,2025-03-09,-43000
bca-2f6a636d28fa04641c875729fcfc9759,2025-03-05,39800
bca-a2ee571baedd4e5f290f8c353a302f63,2025-03-08,-59800
bca-3bffe5d78d52f510cf0296780fb29ae1,2025-03-06,34800
bca-bbea0bbcc50193dfe2f651024c6bdc3b,2025-03-07,-98600
bca-79e8f3fe6809be760d8a15e50b98c8aa,2025-03-09,75900
bca-84ebfbc335ba14024373fd7db32378d3,2025-03-12,-8500
bca-66d2ace372ba037c614fc31d1f5983e0,2025-03-13,17000
bca-6efd9233044d9b17dad113c27f463c42,2025-03-07,-11500
bca-43dc53ce3c716dc7f3242f2b563fee7c,2025-03-05,-95600
bca-7849d4c3075bbf12f126e8b9054bba5a,2025-03-13,55500
bca-3bd52e369268218feaac0e46b31ef218,2025-03-13,47600
bca-9a06f919d676ffb3a4b99b4f6395c03a,2025-03-14,-61100
bca-0577fb1bcd265465718d95f85cb42771,2025-03-06,-31900
bca-62443438e3711034d9342e898a3d9b59,2025-03-09,-62900
bca-8ec58f900a3c438d563ed75b9346a709,2025-03-09,62100
bca-ce580b9b88f7cd3ab84feba0e568bb2f,2025-03-14,55000
bca-99c558456ce1fae79388ea3c880268ff,2025-03-05,-25800
bca-cf9aa91a0e9975690496bcef02223573,2025-03-10,-99600
bca-0cc80c9dd8b2ba3ca3a7e8950404a6cb,2025-03-06,-61400
bca-2e774779393df30c041cd45e4941271b,2025-03-14,63600
bca-57576fa78fe1f16a9fba0103c1e42296,2025-03-14,-9300
bca-825ddac1b2440e146f409e150514484f,2025-03-12,41500
bca-03701438a37c6e75939a767e7df077c3,2025-03-06,68900
bca-4a3be3af353e981283066c354c27834a,2025-03-09,-7400
bca-b14fe490523452928374768892b5355e,2025-03-11,63300
bca-78ee16ea392cbcfa0ce6901da294ff09,2025-03-12,-99200
bca-ad5b5e10a3d99ca7b83356e1703ba83c,2025-03-08,-12300
bca-e976c18aacb9d51bcf57aaf74e77f3aa,2025-03-04,27900
bca-a1c3716a29e51835375f51da3ee08d3d,2025-03-11,-69600
bca-fadb3039cad0fa5e148eb49384a35a49,2025-03-07,-70000
bca-bcd9c8a3d9a37a8b44472c47f859d764,2025-03-10,87700
bca-5c0b112ec4d786b4c01364db9276e284,2025-03-07,-28500
bca-a4a2680ad81ad0f005cd09d4bae90040,2025-03-13,94100
bca-586cba3d29719a792e25d7c7e7495e67,2025-03-14,86000
bca-d797f1912af84699e6449b6e91aa92ff,2025-03-09,-28500
bca-eb21c41b216d57304873d36c01f7da7e,2025-03-10,-60100
bca-ba49b7ea17af7e54329537d752ee21b3,2025-03-11,80400
bca-8370376231242a2648772e510410f28d,2025-03-12,67100
bca-31c9f564d32adb040a5f7404029018a4,2025-03-08,-47900
bca-6f9ef33a19410478d08d4f4f7d46577f,2025-03-08,-89000
bca-454c2e03fd46d7b83a25ffcc7d8c3f36,2025-03-14,18400
bca-1fba5239ead6ea9c36c02e00567c5190,2025-03-10,-37900
bca-c9f61e076a3a79c2706951a9c9e28c46,2025-03-14,95400
bca-931a24d894b7d0c0c129ef8cfe99a9a8,2025-03-13,95000
bca-347e2c9d6d2b0fdf030c99758ec0b44b,2025-03-13,-1200
bca-5b88a2996bd30408927b4b0ae228c129,2025-03-09,-57800
bca-c917afd58a1144dd1bfee7987af71260,2025-03-14,71200
bca-f84c56045bd840bca9bce269b715b169,2025-03-04,-27100
bca-a891c3340d60f3e1290ebbea44991d71,2025-03-12,70800
bca-b13bc81e029d165d4fb511cd71c56bf3,2025-03-14,52800
bca-2f9849db23ec2e7f33ecb0ef601e45fd,2025-03-12,-4300
bca-df6e2528bf4463d423b7e7b0f458d087,2025-03-04,-13500
bca-457cffb1ddccbc185904b179df336dc8,2025-03-07,32400
bca-26c9a1f0c1de69a80d2451fd45fcd013,2025-03-14,-24600
bca-fe69c307437ac0ef965b9d01b656fe54,2025-03-14,-53900
bca-eaade119fa88b198ae51dcd8903f0b33,2025-03-14,37600
bca-0081420f6d04716b6bee395982559d1e,2025-03-13,-99100
bca-e1c819596d11ff48847c2815e39ccd16,2025-03-11,52300
bca-2a0c41144696f0ed2e367f4a2ff728ea,2025-03-04,6800
bca-c5af92d165d1b6a5407a53bfea30821b,2025-03-10,-96800
bca-a7b68636861f8f37883bea28c7075b61,2025-03-08,17500
bca-2cfc53a05cf37999b121b77bd1d70e59,2025-03-12,-18900
bca-64b7f09203790ace0d1a86fde5930a53,2025-03-04,-60800
bca-e61230d9f71389ca15177912bad4c115,2025-03-14,80000
bca-8cae2bf22b1e24468a391a1c468e4177,2025-03-10,14700
bca-de5f80d55eceee9b145e9aad49e6520b,2025-03-09,-41100
bca-c7a2da0d33044b4c003497f9a9ed2658,2025-03-05,90300
bca-a2f0334cb6ea458123c78a78bd8f2ee0,2025-03-04,-84400
bca-5560dc88c44fdc0801743ca1917e1594,2025-03-09,-26600
bca-bead940dd0b80ca849542274d796f8fd,2025-03-14,42600
bca-cb6e0d5fa17dedd1a1303e07c05b5db2,2025-03-12,-15500
bca-49e43b8fd984f9438cc775d457ddd4b2,2025-03-09,-28900
bca-067ca001dd997e5ef563f0bc022b4861,2025-03-10,68400
bca-fb1b9db91569a505afb452d3b3b05b85,2025-03-08,-34100
bca-20ed7aa90885fa0be0cc6c4af6dcd9d3,2025-03-09,-23600
bca-331f013c738d15aea7246e000318bd92,2025-03-10,-8700
bca-97fe0fbb2f10f1a6c9e1ac1874309c32,2025-03-14,-28400
bca-f235eaaccdce86194b45a3d6be6bf1f2,2025-03-07,-20900
bca-a68547c7289fc7dc075f14aee5c1b7e7,2025-03-12,-83300
bca-d0b341adb84ea18a8b58bed9c5a6819f,2025-03-05,98300
bca-58f5fba53ee0d2851cebfa31eeb0c7aa,2025-03-08,53000
bca-8b6fe9c53903c56d96811d43d92e48ba,2025-03-05,74400
bca-e9bd34b75270b9fb3cc4f92ec89490a4,2025-03-13,51400
