BCAUniqueIdentifier,BCADate,BCAAmount
bca-18be384e0ae30fc6533d8d9113222365,2024-12-18,-78600
bca-a43afc2beacf66894e6dcaf635694405,2024-12-18,-54600
bca-ccc2e2f80121d766a98b53a76e7d6391,2024-12-06,-15100
bca-4ca1a7b61081af02e3a16feaf43a14e2,2024-12-12,4000
bca-5388fae9cf5092e4c7c935197ea75ab6,2024-12-10,4900
bca-079b097a5f6ce3df88cc49667af35eef,2024-12-18,74800
bca-a3fdd13a19528b86b15d2a8e6a376879,2024-12-19,14900
bca-e5331351fb691637f5938d19435d236c,2024-12-19,32700
bca-c917d2a4071e983ee78a36a6e2b32e0f,2024-12-16,83800
bca-fbb3fdc07f48154df37b5322f4f5fa87,2024-12-10,99400
bca-501531052410d286d6671bfd44b978e4,2024-12-16,70400
bca-fd4d6237970a8140d8e07c1fd1bb9267,2024-12-07,-51200
bca-dc5c23cd403130a5c220ecb9ed648970,2024-12-18,-29300
bca-24945f05efa66d454491e5de7218e606,2024-12-12,7000
bca-02cc8cf79fecb1d202f1740866163c12,2024-12-17,58000
bca-b20dad7ed9fc9d086a1ee6befa6e12a8,2024-12-14,40600
bca-1494f2d355ac9c3ada22e525e736aa10,2024-12-10,99400
bca-a17157b45c488b1b00c9fc6a22ce636c,2024-12-11,44500
bca-36c3c62d4106cb6e2d8fa879c93ec08d,2024-12-10,35700
bca-90587b64dc47be409ed0af1f421f1bd7,2024-12-14,30800
bca-3c75bc4435e4beeeda346186fdb81456,2024-12-10,66900
bca-96d1a6fdb7f05ac69cd8bf43f54aad4e,2024-12-17,24100
bca-be33c12c405dce879a8db159335fb0fa,2024-12-06,16100
bca-25ad385bd6d6e3ce0fd08dfe1dcb2f9f,2024-12-06,13200
bca-ccd0457dbb91260fa652c944a5867fc3,2024-12-13,-59100
bca-94949fd3f4299d653584f25e77523958,2024-12-13,92100
bca-759dc6a2adb16f75944caaf28cc73b62,2024-12-14,97200
bca-539fc148a953a468ac2db51d7725db11,2024-12-17,8200
bca-77750c1dabe331379aa0f4580f743d73,2024-12-07,36300
bca-d77c942599b268ad59ab90118bba5068,2024-12-08,57000
bca-de1210caefbda8c998a2379c3406bd97,2024-12-11,75200
bca-00d9eea279ec540d9881d41fa2b02df6,2024-12-06,27300
bca-5901c46be47408f54648732cba6c4e9a,2024-12-20,5500
bca-47185c3491537f61471ed5ce55326281,2024-12-09,16900
bca-42d5a9affe8de1f8b08d9ff36cc2b236,2024-12-17,59200
bca-e13586bda01faf5b225857c763419c15,2024-12-15,36500
bca-003603ee4b42fcf392a0f1a4c974ad0b,2024-12-20,53000
bca-5e15acbc30d4f8968a3d58b41a8b2f7f,2024-12-08,33500
bca-c9d92ae95d465a55785b7761ddb4196c,2024-12-18,-75300
bca-96424f46654f93a09f16a598c3925cab,2024-12-11,-48600
bca-a5e94832aac49d56c54c17355895b512,2024-12-17,31900
bca-dda246ba32e9db4f32143a870aa8ddf6,2024-12-08,32200
bca-065a6977aa3efaba8187c7e48b5e5805,2024-12-14,65600
bca-d221052e447725976af4b5566a7ae507,2024-12-07,83900
bca-f21476f0552cf869d8afe563df4686af,2024-12-17,85700
bca-bf2db723acc148c1513a09321ac2a4fe,2024-12-16,75400
bca-d4ed20fa3b952ef76d79d65bb3bcb4d8,2024-12-11,-75300
bca-4f90a00ab15a63883fa04c7c2f84124c,2024-12-18,46900
bca-62f005febfb43fe8ab84ea5326d26569,2024-12-19,74300
bca-33f42d1b945aa43836316833132e7f95,2024-12-15,58100
bca-7954a246552953d3157081ec249629b3,2024-12-08,97100
bca-c58761fdec44b905ee7a15fe55fc7607,2024-12-07,-28300
bca-21279394ade7c6a2e65944357d5d358a,2024-12-08,32100
bca-72f9945c1227aa2188c61a8850212785,2024-12-20,-65200
bca-b32bf70207fcec3975dc65199cb27853,2024-12-20,31800
bca-000501a71663fc7309f972cfd902627c,2024-12-11,69900
bca-90350b2be13f19fff43a89ffb5d722bf,2024-12-09,91200
bca-b3228a64cdd4d916f98517b52da3b6fd,2024-12-06,75600
bca-4bbf415c500b66b8a4812da7136191e3,2024-12-14,70100
bca-ade8918c72c4f107c916438cf92e45a8,2024-12-08,58100
bca-cca62a67522ef44862e7af39f9834d22,2024-12-14,-94200
bca-9c7996815bd30de1e86046d005c3cb71,2024-12-16,38100
bca-6faa0f641c929a306011560036365cc6,2024-12-07,27000
bca-ab95e07ca16975208550858c20f87792,2024-12-13,84600
bca-3e996744af1861fbd001eec1326a8d46,2024-12-08,30500
bca-7dcf515aef4301c9354b33891d1f2234,2024-12-06,48000
bca-575883695c1b159bc6e14dca4c3d63e2,2024-12-14,18700
bca-24fa563b3e169f292664391c5655d8b5,2024-12-11,85000
bca-dbef8f32f34eefdb4c876065d7f6f862,2024-12-08,-31500
bca-0ec998f8844369419f3ddd1db00ecf10,2024-12-08,11300
bca-92e7dd2f5138c334a0d2af122fd293d7,2024-12-18,-47000
bca-03e6345ab08632fcf93b6c9801222551,2024-12-13,37300
bca-69cdffdf1e61a6f9667f0b101f69d3ff,2024-12-08,98200
bca-8479713bfaa9571a7e609bee77b3a3b8,2024-12-14,21600
bca-de5bf1fb10bf5452103aeee8aa87e790,2024-12-09,51000
bca-ad530793a6f49c23442218c1ae586f22,2024-12-08,50500
bca-eb87e9e92e39a42358d1048b25d36992,2024-12-07,56500
bca-d1be8a71f38d962212b94dac280fd014,2024-12-14,-21700
bca-a46ac70842f27fe1ddbc6a02dfe057eb,2024-12-18,50300
bca-a6ea3494714d098677291dfb50ff8de3,2024-12-08,-11200
bca-71f8b8d32767d753ae3f4fe7cf7c40f5,2024-12-13,49100
bca-c34b17c0052da5bb16ddfcd7eacfeca0,2024-12-13,22200
bca-021aa07538fb81b5115675d6c3ce35b0,2024-12-09,75000
bca-4d2a9422ccf791e79172c80b7fdeb972,2024-12-16,-36500
bca-6c07497a5232bc87d193f0a2a6f3fd69,2024-12-11,57500
bca-559f4d2d16ebebaeca7c4f9efd53cd14,2024-12-20,91800
bca-53abdf5300ce56770ace6a0e59771de7,2024-12-14,38200
bca-4eff01d0b74d23f2e17740c609c7bcb2,2024-12-13,-81800
bca-c072faf9ec54a8ee01dd5d5c8a8f7adf,2024-12-08,18600
bca-583f9e59b837422ae180f13dcb59cbea,2024-12-07,-54900
bca-b7ad6278a8ac6e12782b30dcb6422a38,2024-12-13,32600
bca-b4499aabc3a94b9730e40da364190df0,2024-12-15,-43200
bca-90968ee1619fd85ce5d2a2dd466da8b3,2024-12-11,-33700
bca-ba2f0e89cb695df20d8bf40b5e95abcb,2024-12-12,28300
bca-26f552005c413f13c753182e35901a68,2024-12-11,-52300
bca-1c5f88bf097f2541b9498ecb15634804,2024-12-07,52200
bca-63166f3f02caa422f5c97773cda4b8a3,2024-12-20,-48600
bca-6336dcf82c7da45d55c71f4a671d4c53,2024-12-07,99200
bca-c1a1634d2cddcc64d8b684fed6f12684,2024-12-14,35400
bca-8d0c3a5bc83ae5f112351e5c7684a96f,2024-12-09,72500
bca-6984a298c3fbb6acc4c045a6dad9ddd6,2024-12-09,13100
bca-49ce81f1943e43fcd53924ec799ad79f,2024-12-10,74200
bca-e08462fa9a4b6a18e9584d0355034150,2024-12-06,51800
bca-0df8ef5f65bc66aed33dbcbfe673c38d,2024-12-13,72600
bca-747adddfc2674e0eadc6da7a322597b5,2024-12-15,24800
bca-1838198a61c2bf81151e13edc459e455,2024-12-20,79500
bca-d6a2979b2bd4dfabb261ea4b55e7f90c,2024-12-17,17600
bca-c65ad10902eb239fd49f9bd01afd5e82,2024-12-08,71600
bca-830c276552297ac81ac73701ae247270,2024-12-18,21100
bca-71c2e9e544d6d8129763edb0d610f5f1,2024-12-07,94900
bca-a3d5c7c3dff4aa2b1c176de7b2a33ac1,2024-12-19,37700
bca-c0f04670696f66ab35af94de39174295,2024-12-14,54700
bca-caa61f8182c13eafa149fd092a5bbb69,2024-12-14,49300
bca-241f699587fa133b463a5a9ae9dae694,2024-12-14,57800
bca-a3c328fed58f46bd29fa3ae03e987d5a,2024-12-13,20900
bca-0e061ac1fca24b067b688c6e7661c138,2024-12-17,81400
bca-2b2267f79a2c594b13a856dbec4ab4a6,2024-12-09,66000
bca-1cbebeb74aa6c79e503352aeeac3cc02,2024-12-16,23200
bca-ad721719c09656f2597316680c64a337,2024-12-09,92300
bca-22a21ef8363df6a5c36c033a2f44f0f3,2024-12-10,-5600
bca-83ad6fe1f92e285626e3232d382eabb8,2024-12-18,56200
bca-10c0342bb9d8d5e01e80a104d8bdd142,2024-12-16,82300
bca-4ca07cb4054a0bcd370480a65e2a461a,2024-12-20,99100
bca-76b5956549503f6567b356e11cf50f48,2024-12-20,11400
bca-44af7bc4c4c94020b062b12fe8acebb3,2024-12-06,76400
bca-6b7dea6b21927cab1d0e99ce21312a69,2024-12-13,98000
bca-6f228ae5cdea4b67e1ab081e4ea29f10,2024-12-10,8900
bca-39aef437cb3598c7f968e9ecf9fbd73f,2024-12-08,36900
bca-f6c10f3ffafdf982cbb4a1bbd41164cb,2024-12-13,4900
bca-abed7702e9eb3f7f8975cf982c151ac5,2024-12-06,98800
bca-007c194f6f71f00ff428020b5fcfe966,2024-12-11,94700
bca-fd47dfd788ed161fce932fd683627eee,2024-12-06,96100
bca-3ef6fa18755b90d15830c382c43781c4,2024-12-08,7700
bca-a662e449e6fa33228cd18b677766b563,2024-12-08,11100
bca-bad9024f83cca4f86f7f8a8e6a2df2ea,2024-12-06,87800
bca-90b6b3fa37ccb158da089e8f8525c5f3,2024-12-15,89700
bca-b20c78b9581b92eb0f1120ae4eb86db0,2024-12-10,45500
bca-a06a1cea9f9a8a7613c0f4ad6af2a2a9,2024-12-07,24400
bca-47dd690a4d49f0e2a5d4cc90ef98662f,2024-12-18,55400
bca-a6f76f704a55952a3e3711d5c94af0f5,2024-12-10,24200
bca-3b0b4e2a7f28bf61f8cc480f579f9822,2024-12-20,48500
bca-ba571a798c8579d304d109cbfa2a66be,2024-12-19,55400
bca-8edba86e27b610a028af7e74b93a4484,2024-12-17,40100
bca-36b3e4714b546449263e2e1e537224e6,2024-12-12,63900
bca-c502f84b35db09137e026476afdaad05,2024-12-07,30600
bca-c34cb4ea5bc3e0bb767d8c682b068ef7,2024-12-09,-19200
bca-c482c0075554f1e233aa6d562e46a682,2024-12-13,-8200
bca-f1914be280df21256cdb80a1173f6218,2024-12-20,82100
bca-9d38e99015fbb197b9a0f44adeaa3c2c,2024-12-11,68600
bca-e50acbc0455346679dd6d82eabcda228,2024-12-12,-93400
bca-e5fe3f00b4e1814380a08a2741769987,2024-12-13,-26900
bca-c88c48ac79ceb5c3c2fb21c637aa62a3,2024-12-09,2200
bca-5adafd740bcda9fb8feae960fc8d8772,2024-12-06,78800
bca-07f78df27b81205bc33ff6d47da02c73,2024-12-11,-58000
bca-cfad5c779e9c49d858966382c9686ed4,2024-12-14,-67100
bca-9b9cd8ea54a456db0b3a30be6210c660,2024-12-15,73200
bca-0a6ebe91020659941a4589c1c5ba81bc,2024-12-20,55300
bca-d40d6dbbbc08eafb38170654f730a610,2024-12-11,75600
bca-5a3672965290231b84f1703c53932ea9,2024-12-17,12300
bca-70de07403c3e24eba8dbe96667ef5ea3,2024-12-16,4600
bca-9d89056ab5cc0a1e9836258e8f81c29d,2024-12-06,-49200
bca-e34044e1d85b26895da7c2e6e397a638,2024-12-06,40600
bca-733d81ffb03566058cebbf0d31a5a01b,2024-12-08,14200
bca-5d8e53e6dd032ef3beb172d11ee7b9b3,2024-12-07,50900
bca-f1904e26a4eda87659a6d1a19f43b0e8,2024-12-15,-35500
bca-c179a6a042a8b1d4d18fc97db9478c22,2024-12-14,94000
bca-0c656b12e30b9873e3dd5ab0a62717f5,2024-12-07,-63300
bca-8653688f835928cb95a7ed838f612dba,2024-12-13,35900
bca-ded93b7e1e85bfca66a0cb21c2da4353,2024-12-19,35400
bca-f98b8cbf8b341c7a9379cf1e2d2fdc60,2024-12-06,57100
bca-0734e3f7e5489d75be47f93ba56bca3a,2024-12-13,80300
bca-41d9617b66244f68f95b4350c25ab978,2024-12-09,21000
bca-0f5f8de1cb403124dcc24db1a114edeb,2024-12-13,85700
