UniqueIdentifier,Date,Amount
danamon-35ba40cb00c7937f0536f6c3cfcd4883,2024-12-02,-33400
danamon-e821bbc9eea1bf1898041bafb9587e4c,2024-12-02,59400
danamon-050344338b617996e4e698b51a617dd6,2024-12-02,63000
danamon-5868b672533883a5f88333d3fc013233,2024-12-02,1600
danamon-a62715d3dd3ca8b716beb7d413089cb1,2024-12-02,-16100
danamon-644d417fb5d5b9617b9964403e6aa053,2024-12-02,17900
danamon-222f2362dae3bfef9db599a723a578e8,2024-12-02,95300
danamon-00136f82cd11d3ef473ca6de690b167e,2024-12-02,34600
danamon-7233a7eb86dfd1e29035af5c71d485da,2024-12-02,52400
danamon-68fcbcfa89702b8831fc0db5f6ec219a,2024-12-02,-77700
danamon-ea688693245ac1e63ba587577e91f20f,2024-12-02,84900
danamon-7599f350f9428340e3d625127f346664,2024-12-02,51000
danamon-297f5a0ae568e6c153968809b6023e55,2024-12-02,71000
danamon-b7561511b4128cd92fe1f3cb0965fa1c,2024-12-02,28400
danamon-ac90f1cd630a4a77fbcd125ee1c9c7a9,2024-12-02,-51300
danamon-dfb6833a5de547063f4fc8564f86d762,2024-12-02,46800
danamon-5b44bf80f351d4fb5364585bf7a56c9f,2024-12-02,-2400
danamon-e90566c040a051b42edcea8c67d8c586,2024-12-02,10600
danamon-58aace17a1a5c4f5b2eaa13a8220a1a4,2024-12-02,78600
danamon-765fca960fba72611ae0997c34fe84e8,2024-12-02,42400
danamon-78c000762548d1a2cbe88fbe236d5ebe,2024-12-02,21900
danamon-a2454b4592fb87a4909eb643c3197971,2024-12-02,53000
danamon-4817bf3a6004a91a85b9ae794f23b781,2024-12-02,92100
danamon-de8c2853cc6b4c2284f9106cc908ba00,2024-12-02,16500
danamon-55bc61f24305a5968577eb9d3c61d870,2024-12-02,63000
danamon-5a37f39a54664a518e582b40f5ffe823,2024-12-02,97400
danamon-88b2ce162f0fd26158dbac11add543aa,2024-12-02,31200
danamon-d864cd4f241159d6b3ccec2c8457c450,2024-12-02,35000
danamon-5dcba4f4895955f15fe85d4d1b13ad31,2024-12-02,-33100
danamon-927a2f4d888a5a8935665dce4e91a46e,2024-12-02,-59800
danamon-2b8c2d80c8a68271e85e7610ddbf5bb0,2024-12-02,-62300
danamon-5252316392f9b87401f3541f57835fe1,2024-12-02,91400
danamon-30dc3872725949ade87440f43d4cadc2,2024-12-02,32300
danamon-8d833c1dda2ad7a81d715de1565bc69d,2024-12-02,33000
danamon-921e8da22419dca5288c95dd6ab5a06e,2024-12-02,15900
danamon-d26ec87a1da651d745dda3d92b08efbc,2024-12-02,44100
danamon-c0cd01e303a800937cad233d1a2936fb,2024-12-02,82400
danamon-6fbf00655344692af623f945fbe22785,2024-12-02,-91500
danamon-510b920d44bf15899dd1dd2a70c2a071,2024-12-02,87000
danamon-780af53a60bb302920e24e806292944f,2024-12-02,16500
danamon-a6b52f8701aaf8d891b7afba050fd437,2024-12-02,39700
danamon-2dfb29fdb51e505a8a0f3e59c006239b,2024-12-02,46400
danamon-500a21da687ec3eff47e4428e93d686a,2024-12-02,2300
danamon-635cc5768f85ab82c14d9bd571953a2c,2024-12-02,37800
danamon-46a489ae40233a49745c0cff2247cc7a,2024-12-02,-75500
danamon-a7b860a8095a9122e50ee5ec83ecec0d,2024-12-02,-40100
danamon-8e329df75eb5a1842a3c7fd9087f7939,2024-12-02,-97000
danamon-e8a3bab68462b11d6d3100562995cae7,2024-12-02,82000
